Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Document ChEMBL ID,Source Description,Document Journal,Document Year,Comment
CHEMBL1916559,O=C(O)CCC(=O)N1CCc2cc(-c3noc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)n3)ccc21,Activity,,,,CHEMBL1920453,Mutagenic activity in Salmonella Typhimurium TA97a by Ames test in absence of S9 fraction,T,BAO_0000218,organism-based format,CHEMBL1914334,Scientific Literature,Bioorg Med Chem Lett,2011.0,Non-toxic
CHEMBL4638592,CCP(=O)(OC)c1ccc2oc(-c3ccc(F)cc3)nc2c1,Activity,,,,CHEMBL4621522,Mutagenicity in Escherichia coli WP2 uvrA/pKM101 in absence of S9 microsomes by Ames test,T,BAO_0000019,assay format,CHEMBL4619775,Scientific Literature,J Med Chem,2020.0,Non-Toxic
CHEMBL4634268,CCP(=O)(OC)c1ccc2oc(-c3cccc(C(F)(F)F)c3)nc2c1,Activity,,,,CHEMBL4621522,Mutagenicity in Escherichia coli WP2 uvrA/pKM101 in absence of S9 microsomes by Ames test,T,BAO_0000019,assay format,CHEMBL4619775,Scientific Literature,J Med Chem,2020.0,Non-Toxic
CHEMBL4634268,CCP(=O)(OC)c1ccc2oc(-c3cccc(C(F)(F)F)c3)nc2c1,Activity,,,,CHEMBL4621462,Mutagenicity in Salmonella typhimurium LT2 TA98 in presence of S9 microsomes by Ames test,T,BAO_0000251,microsome format,CHEMBL4619775,Scientific Literature,J Med Chem,2020.0,Non-Toxic
CHEMBL557622,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)CN(CCCNC(=N)N)C(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)CN)C(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)N1CCC[C@H]1C(=O)N(CCCNC(=N)N)CC(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)N(CCCNC(=N)N)CC(=O)N[C@@H](CC(C)C)C(=O)O,Activity,,,,CHEMBL1063465,Membrane permeabilization in eukaryotic membrane model consisting of single unilamellar vesicle of L-alpha-phosphatidylcholine-cholesterol assessed as 5(6)-carboxyfluorescein release at high peptide-to-lipid ratio after 20 mins by fluorescence assay,A,BAO_0000249,cell membrane format,CHEMBL1152983,Scientific Literature,J Med Chem,2009.0,Not Active
CHEMBL2414670,Cc1noc(C[C@H]2CC[C@H](c3ccc(N4CCOc5ncnc(N)c5C4=O)cc3)CC2)n1,Activity,,,,CHEMBL2415204,Genotoxicity in CHO cells by in vitro micronucleus assay,T,BAO_0000219,cell-based format,CHEMBL2412975,Scientific Literature,Bioorg Med Chem,2013.0,Non-toxic
CHEMBL4463039,N#Cc1ccc2nnc(C(=O)N3CCC(c4ccccc4C(F)(F)F)CC3)n2c1,Activity,,,,CHEMBL4305307,Genotoxicity in Salmonella typhimurium TA102 at 3 to 3000 ug/plate in presence of rat liver S9 fraction after 72 hrs by Ames test,T,BAO_0000220,subcellular format,CHEMBL4304746,Scientific Literature,J Med Chem,2019.0,Non-Toxic
CHEMBL1085254,COC(=O)c1nc(Sc2ccc(C(C)(C)C)cc2)n(COCCOC(C)=O)n1,Activity,,,,CHEMBL1120226,Antiviral activity against HCV infected in human HuH5.2 cells assessed as inhibition of subgenomic RNA replication after 4 days by Steady-Glo luciferase assay,F,BAO_0000218,organism-based format,CHEMBL1158603,Scientific Literature,Bioorg Med Chem Lett,2010.0,Not Active
CHEMBL1086382,CCCSc1nc(C(=O)OC)nn1COCCOC(C)=O,Activity,,,,CHEMBL1120226,Antiviral activity against HCV infected in human HuH5.2 cells assessed as inhibition of subgenomic RNA replication after 4 days by Steady-Glo luciferase assay,F,BAO_0000218,organism-based format,CHEMBL1158603,Scientific Literature,Bioorg Med Chem Lett,2010.0,Not Active
CHEMBL1085328,CC(=O)OCCOCn1nc(C(N)=O)nc1Sc1ccccc1,Activity,,,,CHEMBL1120226,Antiviral activity against HCV infected in human HuH5.2 cells assessed as inhibition of subgenomic RNA replication after 4 days by Steady-Glo luciferase assay,F,BAO_0000218,organism-based format,CHEMBL1158603,Scientific Literature,Bioorg Med Chem Lett,2010.0,Not Active
CHEMBL1085330,CC(=O)OCCOCn1nc(C(N)=O)nc1Sc1cccc(C)c1,Activity,,,,CHEMBL1120226,Antiviral activity against HCV infected in human HuH5.2 cells assessed as inhibition of subgenomic RNA replication after 4 days by Steady-Glo luciferase assay,F,BAO_0000218,organism-based format,CHEMBL1158603,Scientific Literature,Bioorg Med Chem Lett,2010.0,Not Active
CHEMBL1084472,CC(=O)OCCOCn1nc(C(N)=O)nc1Sc1ccc(Cl)cc1,Activity,,,,CHEMBL1120226,Antiviral activity against HCV infected in human HuH5.2 cells assessed as inhibition of subgenomic RNA replication after 4 days by Steady-Glo luciferase assay,F,BAO_0000218,organism-based format,CHEMBL1158603,Scientific Literature,Bioorg Med Chem Lett,2010.0,Not Active
CHEMBL4761013,O=C(NO)c1ccc(CN2C(=O)c3ccccc3S2(=O)=O)cc1-c1ccccc1,Activity,,,,CHEMBL4737699,Antiinflammatory activity in human monocytes-derived macrophages assessed as inhibition of LPS-induced GM-CSF secretion at 30 uM pretreated for 1 hr followed by LPS stimulation and measured after 24 hrs by homogenous time-resolved fluorescence assay,F,BAO_0000219,cell-based format,CHEMBL4732198,Scientific Literature,J Med Chem,2021.0,Active
CHEMBL4751615,CC(C)(CNC(=O)c1cccc(-c2noc(C(F)(F)F)n2)c1)c1coc(-c2ccccc2)n1,Activity,,,,CHEMBL4737699,Antiinflammatory activity in human monocytes-derived macrophages assessed as inhibition of LPS-induced GM-CSF secretion at 30 uM pretreated for 1 hr followed by LPS stimulation and measured after 24 hrs by homogenous time-resolved fluorescence assay,F,BAO_0000219,cell-based format,CHEMBL4732198,Scientific Literature,J Med Chem,2021.0,Active
CHEMBL4065299,CCCCCCCC/C=C\CCCCCCCC(=O)Oc1ccc(C[C@@H](C)[C@@H](C)Cc2ccc(OC(=O)CCCCCCC/C=C\CCCCCCCC)c(OC)c2)cc1OC,Activity,,,,CHEMBL4046881,Antibacterial activity against trimethoprim-sulfamethoxazole-resistant Stenotrophomonas maltophilia assessed as inhibition of microbial growth up to 50 ug/ml incubated for 24 hrs by microdilution assay,F,BAO_0000019,assay format,CHEMBL4043204,Scientific Literature,Bioorg Med Chem,2017.0,Not Active
CHEMBL2171697,C[N+](C)(C)c1ccc(-c2c3nc(c(-c4ccc([N+](C)(C)C)cc4)c4ccc([nH]4)c(-c4ccc([N+](C)(C)C)cc4)c4nc(c(-c5ccc([N+](C)(C)C)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,Activity,,,,CHEMBL2173791,Binding affinity to Candida albicans PC31 DNA assessed as genomic DNA cleavage at 5 uM preincubated for 30 mins in dark followed by irradiation measured after 30 mins by agarose gel electrophoresis,B,BAO_0000225,nucleic acid format,CHEMBL2169771,Scientific Literature,Eur J Med Chem,2012.0,Not Active
CHEMBL2207715,COc1cc(-c2nc(C)sc2-c2ccc3ccccc3c2)cc(OC)c1OC,Activity,,,,CHEMBL2209511,Induction of apoptosis in human HeLa cells at 500 nM after 24 to 48 hrs by Annexin V-FITC/propidium iodide staining based biparametric cytofluorimetric analysis,F,BAO_0000219,cell-based format,CHEMBL2202972,Scientific Literature,Bioorg Med Chem,2012.0,Active
CHEMBL523342,CC(C)(C)NCc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1Cl,Activity,,,,CHEMBL1029943,Genotoxicity in Salmonella Typhimurium TA1535 harbouring pSK1002 assessed as induction of mutagenicity in presence of rat liver S9 fraction by SOS/umu operon based luciferase reporter gene assay,T,BAO_0000218,organism-based format,CHEMBL1153384,Scientific Literature,J Med Chem,2009.0,Non-toxic
CHEMBL1171998,C#CCOc1cc2c(c3c1C[C@@H]1[C@@H](C)CO[C@]1(C)O3)C[C@@H]1[C@@H](C)CO[C@]1(C)O2,Activity,,,,CHEMBL1177013,Induction of nitric oxide production in HUVEC at 20 uM after 24 hrs by griess reaction in presence of L-NAME,F,BAO_0000219,cell-based format,CHEMBL1177703,Scientific Literature,J Med Chem,2010.0,Not Active
CHEMBL2153117,O=[N+]([O-])c1cn(-c2ccc(OC(F)(F)F)cc2)cn1,Activity,,,,CHEMBL2154519,Mutagenicity in nitroreductase deficient Salmonella typhimurium TA98NR assessed as lowest compound concentration causing mutagenic effect incubated at 16 to 5000 ug/plate at 37 degC for 3 days in presence of rat liver S9 fraction by Ames test,T,BAO_0000218,organism-based format,CHEMBL2150875,Scientific Literature,Eur J Med Chem,2011.0,Non-toxic
CHEMBL2153243,O=[N+]([O-])c1cn(-c2ccc(F)c(Cl)c2)cn1,Activity,,,,CHEMBL2154514,Mutagenicity in nitroreductase deficient Salmonella typhimurium TA100NR assessed as lowest compound concentration causing mutagenic effect incubated at 16 to 5000 ug/plate at 37 degC for 3 days in absence of rat liver S9 fraction by Ames test,T,BAO_0000218,organism-based format,CHEMBL2150875,Scientific Literature,Eur J Med Chem,2011.0,Non-toxic
CHEMBL2207362,O=C(Nc1cc[nH]n1)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,Activity,,,,CHEMBL2210498,Genotoxicity in Salmonella typhimurium TA98 by Ames test in absence of S9 fractions,T,BAO_0000218,organism-based format,CHEMBL2202994,Scientific Literature,Bioorg Med Chem Lett,2012.0,Non-toxic
CHEMBL2207358,O=C(Nc1ccnc2nccn12)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,Activity,,,,CHEMBL2211369,Genotoxicity in Salmonella typhimurium TAMix by Ames test in absence of S9 fractions,T,BAO_0000218,organism-based format,CHEMBL2202994,Scientific Literature,Bioorg Med Chem Lett,2012.0,Non-toxic
CHEMBL2207347,O=C(Nc1noc2ncccc12)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,Activity,,,,CHEMBL2211369,Genotoxicity in Salmonella typhimurium TAMix by Ames test in absence of S9 fractions,T,BAO_0000218,organism-based format,CHEMBL2202994,Scientific Literature,Bioorg Med Chem Lett,2012.0,Non-toxic
CHEMBL2207350,O=C(Nc1noc2cccnc12)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,Activity,,,,CHEMBL2210499,Genotoxicity in Salmonella typhimurium TA98 by Ames test in presence of S9 fractions,T,BAO_0000218,organism-based format,CHEMBL2202994,Scientific Literature,Bioorg Med Chem Lett,2012.0,Non-toxic
CHEMBL2207343,O=C(Nc1cncc2ccccc12)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,Activity,,,,CHEMBL2210499,Genotoxicity in Salmonella typhimurium TA98 by Ames test in presence of S9 fractions,T,BAO_0000218,organism-based format,CHEMBL2202994,Scientific Literature,Bioorg Med Chem Lett,2012.0,Toxic
CHEMBL2207361,O=C(Nc1cccnn1)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,Activity,,,,CHEMBL2210499,Genotoxicity in Salmonella typhimurium TA98 by Ames test in presence of S9 fractions,T,BAO_0000218,organism-based format,CHEMBL2202994,Scientific Literature,Bioorg Med Chem Lett,2012.0,Non-toxic
CHEMBL3104376,O=C(C(c1ccc(Cl)cc1)c1cccnc1)N1CCN(c2ccc(C(F)(F)F)cc2)CC1,Activity,,,,CHEMBL3107740,"Antitrypanosomal activity against Trypanosoma cruzi Tulahuen 6 infected in Swiss mouse assessed as mouse survival at 20 mg/kg, po qd administered on day 8 post-infection measured on same day by microscopic analysis",F,BAO_0000218,organism-based format,CHEMBL3102812,Scientific Literature,J Med Chem,2013.0,Active
CHEMBL4463039,N#Cc1ccc2nnc(C(=O)N3CCC(c4ccccc4C(F)(F)F)CC3)n2c1,Activity,,,,CHEMBL4305317,Mutagenicity in Salmonella typhimurium TA1538 at 3 to 3000 ug/plate in presence of rat liver S9 fraction after 72 hrs by Ames test,T,BAO_0000220,subcellular format,CHEMBL4304746,Scientific Literature,J Med Chem,2019.0,Non-Toxic
CHEMBL4463039,N#Cc1ccc2nnc(C(=O)N3CCC(c4ccccc4C(F)(F)F)CC3)n2c1,Activity,,,,CHEMBL4305305,Genotoxicity in Salmonella typhimurium TA98 at 3 to 3000 ug/plate in presence of rat liver S9 fraction after 72 hrs by Ames test,T,BAO_0000220,subcellular format,CHEMBL4304746,Scientific Literature,J Med Chem,2019.0,Non-Toxic
CHEMBL228076,COC1=C(Br)[C@H](O)[C@@]2(C=C1Br)CC(C(=O)NCCCCNC(=O)C1=NO[C@]3(C=C(Br)C(OC)=C(Br)[C@@H]3O)C1)=NO2,Activity,,,,CHEMBL975512,Antibacterial activity against Pseudomonas aeruginosa ATCC 9027 assessed as inhibition zone diameter after 24 hrs by agar diffusion method,F,BAO_0000218,organism-based format,CHEMBL1156544,Scientific Literature,J Nat Prod,2008.0,Not Active
CHEMBL392630,Nc1ccn(C[C@H]2COP(=O)(O)CO2)c(=O)n1,Activity,,,,CHEMBL995368,Antiviral activity against Camelpox virus CML1 infected in human PHK assessed as reduction in viral titer after 6 days postinfection by virus yield reduction assay,F,BAO_0000218,organism-based format,CHEMBL1137668,Scientific Literature,Antimicrob Agents Chemother,2007.0,Dose-dependent effect
CHEMBL1162464,Nc1ncnc(=O)n1C[C@H]1COP(=O)(O)CO1,Activity,,,,CHEMBL995368,Antiviral activity against Camelpox virus CML1 infected in human PHK assessed as reduction in viral titer after 6 days postinfection by virus yield reduction assay,F,BAO_0000218,organism-based format,CHEMBL1137668,Scientific Literature,Antimicrob Agents Chemother,2007.0,Dose-dependent effect
CHEMBL479504,C[C@H]1C=C(C=O)C(CO)=C[C@@H]2CC(C)(C)C[C@@H]21,Activity,,,,CHEMBL1030055,Mutagenic activity in Salmonella TA 2637 by microsome assay in presence of rat liver S9 fraction,T,BAO_0000218,organism-based format,CHEMBL1151648,Scientific Literature,J Nat Prod,1985.0,Not Active
CHEMBL4558749,CCC#CC[C@H](C)[C@H](O)/C=C/[C@H]1CCC(=O)N1CCCCCCC(=O)O,Activity,,,,CHEMBL4386465,Mutagenicity in Salmonella typhimurium TA100 after 96 hrs in absence of rat liver S9 fraction by Ames test,T,BAO_0000019,assay format,CHEMBL4385611,Scientific Literature,J Med Chem,2019.0,Non-Toxic
CHEMBL3113795,CCOC(=O)/N=N/C(=O)Nc1ccc(C)cc1,Activity,,,,CHEMBL3116782,Genotoxicity in Salmonella typhimurium Cytox (pr1) expressing lux operon assessed as activation of SOS operon at 0.1 to 10 ug/ml measured for 4 hrs with 5 mins interval by vitotox assay in absence of S9 fraction,T,BAO_0000218,organism-based format,CHEMBL3112428,Scientific Literature,Eur J Med Chem,2014.0,Non-toxic
CHEMBL4090270,O=[N+]([O-])c1cn2c(n1)OC(COc1ccc(-c3ccc(F)cc3)nc1)CC2,Activity,,,,CHEMBL4052305,Genotoxicity in Salmonella typhimurium TA98 at 1.5 to 1000 ug/well in presence of rat liver S9 fraction by mini-Ames test,T,BAO_0000019,assay format,CHEMBL4049454,Scientific Literature,J Med Chem,2017.0,Non-Toxic
CHEMBL2041691,C[C@H]1O[C@@H](n2cc(F)c(NC(=O)Oc3ccc(Cl)cc3)nc2=O)[C@@H]2OC(=O)O[C@@H]21,Activity,,,,CHEMBL2045280,Mutagenic activity in Salmonella typhimurium TA100 at 0.312 to 5 mg/plate measured after incubation of upside down for 48 hrs in absence of liver S9 mixture,T,BAO_0000218,organism-based format,CHEMBL2040809,Scientific Literature,Eur J Med Chem,2012.0,Non-toxic
CHEMBL2041685,C[C@H]1O[C@@H](n2cc(F)c(NC(=O)Oc3ccc([N+](=O)[O-])cc3)nc2=O)[C@H](O)[C@@H]1O,Activity,,,,CHEMBL2045283,Mutagenic activity in Salmonella typhimurium TA102 at 0.312 to 5 mg/plate measured after incubation of upside down for 48 hrs in absence of liver S9 mixture,T,BAO_0000218,organism-based format,CHEMBL2040809,Scientific Literature,Eur J Med Chem,2012.0,Non-toxic
CHEMBL1773,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,Activity,,,,CHEMBL2043493,Mutagenic activity in Salmonella typhimurium TA1537 at 0.312 to 5 mg/plate preincubated for 20 mins before addition in presence of liver S9 mixture,T,BAO_0000218,organism-based format,CHEMBL2040809,Scientific Literature,Eur J Med Chem,2012.0,Non-toxic
CHEMBL2041685,C[C@H]1O[C@@H](n2cc(F)c(NC(=O)Oc3ccc([N+](=O)[O-])cc3)nc2=O)[C@H](O)[C@@H]1O,Activity,,,,CHEMBL2044682,Mutagenic activity in Salmonella typhimurium TA98 at 0.312 to 5 mg/plate preincubated for 20 mins before addition in absence of liver S9 mixture,T,BAO_0000218,organism-based format,CHEMBL2040809,Scientific Literature,Eur J Med Chem,2012.0,Non-toxic
CHEMBL2041685,C[C@H]1O[C@@H](n2cc(F)c(NC(=O)Oc3ccc([N+](=O)[O-])cc3)nc2=O)[C@H](O)[C@@H]1O,Activity,,,,CHEMBL2043491,Mutagenic activity in Salmonella typhimurium TA1535 at 0.312 to 5 mg/plate preincubated for 20 mins before addition in presence of liver S9 mixture,T,BAO_0000218,organism-based format,CHEMBL2040809,Scientific Literature,Eur J Med Chem,2012.0,Non-toxic
CHEMBL1773,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,Activity,,,,CHEMBL2043492,Mutagenic activity in Salmonella typhimurium TA1535 at 0.312 to 5 mg/plate preincubated for 20 mins before addition in absence of liver S9 mixture,T,BAO_0000218,organism-based format,CHEMBL2040809,Scientific Literature,Eur J Med Chem,2012.0,Non-toxic
CHEMBL1088374,CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1cccc2c1OCO2,Activity,,,,CHEMBL1117329,Mutagenic activity in Salmonella Typhimurium TA98 assessed as number of revertants after 48 hrs by Ames test,T,BAO_0000019,assay format,CHEMBL1157913,Scientific Literature,J Med Chem,2010.0,Non-toxic
CHEMBL1364,Cc1ncc(CO)c(CO)c1O,Activity,,,,CHEMBL3064439,Increase in seed vigor in Cenchrus americanus cultivar 7042S at 20 mM incubated for 6 hr followed by sowing measured at 7-day old seedling stage relative to control,F,BAO_0000218,organism-based format,CHEMBL3044918,Scientific Literature,Crop Prot,2007.0,Active
CHEMBL2370148,CC(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N1Cc2ccccc2C[C@H]1C(=O)N1CC2CCCCC2[C@H]1C(=O)NCC(=O)N[C@@H](CN)C(=O)N1Cc2ccccc2C[C@H]1C(=O)N1CC2CCCCC2[C@H]1C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N1Cc2ccccc2C[C@H]1C(=O)N1CC2CCCCC2[C@H]1C(=O)NCC(=O)N[C@@H](CN)C(=O)N1Cc2ccccc2C[C@H]1C(=O)N[C@@H](CN)C(=O)N[C@@H](CN)C(=O)N[C@@H](CN)C(=O)N[C@@H](CN)C(N)=O,Activity,,,,CHEMBL2212051,Binding affinity to POPC large unilamellar vesicle at 200 uM by circular dichroism analysis,B,BAO_0000019,assay format,CHEMBL2202991,Scientific Literature,Bioorg Med Chem,2012.0,Active
CHEMBL2370147,CC(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N1Cc2ccccc2C[C@H]1C(=O)N1CC2CCCCC2[C@H]1C(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)N1Cc2ccccc2C[C@H]1C(=O)N1CC2CCCCC2[C@H]1C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N1Cc2ccccc2C[C@H]1C(=O)N1CC2CCCCC2[C@H]1C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N1Cc2ccccc2C[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O,Activity,,,,CHEMBL2212049,Binding affinity to POPC small unilamellar vesicle at 100 uM by circular dichroism analysis,B,BAO_0000019,assay format,CHEMBL2202991,Scientific Literature,Bioorg Med Chem,2012.0,Active
CHEMBL210188,CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1ccc(C)o1,Activity,,,,CHEMBL1117329,Mutagenic activity in Salmonella Typhimurium TA98 assessed as number of revertants after 48 hrs by Ames test,T,BAO_0000019,assay format,CHEMBL1157913,Scientific Literature,J Med Chem,2010.0,Non-toxic
CHEMBL3290650,Nc1nccn2c([C@@H]3CC[C@@H](O)[C@H]3O)cnc12,Activity,,,,CHEMBL3294638,Genotoxicity in Salmonella typhi in absence of liver S9 fraction,T,BAO_0000218,organism-based format,CHEMBL3286270,Scientific Literature,Bioorg Med Chem Lett,2014.0,Non-toxic
CHEMBL452984,C=C1C[C@H](C)C(=O)N[C@@H](C)C(=O)N(C)[C@H](Cc2c(Br)[nH]c3ccccc23)C(=O)N[C@@H](c2ccc(O)cc2)CC(=O)O[C@@H](C)C[C@@H](C)C1=O,Activity,,,,CHEMBL1769381,Antimicrofilament activity in human HCT116 cells assessed as loss of microfilament at 0.01 uM by rhodamine-phalloidin staining,F,BAO_0000219,cell-based format,CHEMBL1765004,Scientific Literature,J Nat Prod,2011.0,Not Active
CHEMBL479189,CC(C)OC(=O)c1ccc(C2=CN3CCC2CC3)cc1,Activity,,,,CHEMBL959528,"Inhibition of sterol biosynthesis in Leishmania mexicana amazonensis promastigotes assessed as reduction in endogenous cholesta-5,7,24-trien-3beta-ol level at 3 uM after 96 hrs by gas-liquid chromatography",F,BAO_0000218,organism-based format,CHEMBL1137637,Scientific Literature,Antimicrob Agents Chemother,2007.0,Not Determined
CHEMBL517057,C(=C1\CN2CCC1CC2)\c1ccc2ccccc2c1,Activity,,,,CHEMBL959528,"Inhibition of sterol biosynthesis in Leishmania mexicana amazonensis promastigotes assessed as reduction in endogenous cholesta-5,7,24-trien-3beta-ol level at 3 uM after 96 hrs by gas-liquid chromatography",F,BAO_0000218,organism-based format,CHEMBL1137637,Scientific Literature,Antimicrob Agents Chemother,2007.0,Not Determined
CHEMBL1800136,CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCNC(=N)N)[C@@H](C)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)O)[C@@H](C)CC,Activity,,,,CHEMBL1804649,Induction of membrane damage in DOPC/DOPG large unilamellar vesicles model at <10 uM after 1 hr by leakage fluorescence assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL1800033,Scientific Literature,J Med Chem,2011.0,Not Active
CHEMBL3416958,Cc1ccc(-c2cc3nc(NC(C)C)[nH]c(=O)c3s2)cc1,Activity,,,,CHEMBL3420014,Mutagenicity in Salmonella typhimurium TA97A at 2.5 mM after 1 hr by Ames test in absence of S9 fraction,T,BAO_0000218,organism-based format,CHEMBL3414541,Scientific Literature,Eur J Med Chem,2015.0,Non-toxic
CHEMBL507890,CC[C@@H]1CCC[C@@H](O)[C@@H](C)C(=O)O[C@H](C)[C@@H](C)C/C=C(C)/C(OC)=C\C(=O)N(C)[C@@H]([C@@H](C)CC)C(=O)N(C)[C@@H](C(C)C)C(=O)N(C)[C@@H](COC)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C(C)C)C(=O)N2CCC[C@H]2C(=O)O1,Activity,,,,CHEMBL968333,Inhibition of microfilament assembly,B,BAO_0000019,assay format,CHEMBL1142554,Scientific Literature,J Nat Prod,1999.0,Not Active
CHEMBL507946,O=C(O)c1cnc2sccc2c1Nc1ccc(F)cc1,Activity,,,,CHEMBL966971,Antibacterial activity against drug-resistant Proteus mirabilis clinical isolate assessed as inhibition zone diameter after 24 hrs by antibacterial susceptibility test,F,BAO_0000218,organism-based format,CHEMBL1139420,Scientific Literature,Bioorg Med Chem,2008.0,Not Active
CHEMBL504835,Cc1ccc(Nc2c(C(=O)O)cnc3sccc23)cc1,Activity,,,,CHEMBL966971,Antibacterial activity against drug-resistant Proteus mirabilis clinical isolate assessed as inhibition zone diameter after 24 hrs by antibacterial susceptibility test,F,BAO_0000218,organism-based format,CHEMBL1139420,Scientific Literature,Bioorg Med Chem,2008.0,Not Active
CHEMBL451803,O=C(O)c1cnc2sccc2c1Nc1ccc([N+](=O)[O-])cc1,Activity,,,,CHEMBL966970,Antibacterial activity against drug-resistant Serratia marcescens clinical isolate assessed as inhibition zone diameter after 24 hrs by antibacterial susceptibility test,F,BAO_0000218,organism-based format,CHEMBL1139420,Scientific Literature,Bioorg Med Chem,2008.0,Not Active
CHEMBL528102,O=C(O)c1cnc2c(cnn2-c2ccccc2)c1Nc1cccc(F)c1,Activity,,,,CHEMBL966970,Antibacterial activity against drug-resistant Serratia marcescens clinical isolate assessed as inhibition zone diameter after 24 hrs by antibacterial susceptibility test,F,BAO_0000218,organism-based format,CHEMBL1139420,Scientific Literature,Bioorg Med Chem,2008.0,Not Active
CHEMBL510315,O=C(O)c1cnc2sccc2c1Nc1ccccc1,Activity,,,,CHEMBL980820,Antibacterial activity against drug-resistant Escherichia coli clinical isolate assessed as inhibition zone diameter after 24 hrs by antibacterial susceptibility test,F,BAO_0000218,organism-based format,CHEMBL1139420,Scientific Literature,Bioorg Med Chem,2008.0,Not Active
CHEMBL452302,O=C(O)c1cnc2c(cnn2-c2ccccc2)c1Nc1ccc(Br)cc1,Activity,,,,CHEMBL980820,Antibacterial activity against drug-resistant Escherichia coli clinical isolate assessed as inhibition zone diameter after 24 hrs by antibacterial susceptibility test,F,BAO_0000218,organism-based format,CHEMBL1139420,Scientific Literature,Bioorg Med Chem,2008.0,Not Active
CHEMBL2448443,BP(=O)(O)CC[C@@H]1C=C[C@H](n2cc(C)c(=O)[nH]c2=O)O1,Activity,,,,CHEMBL1105924,Antiviral activity against HCV 1b infected in Huh-5-2 cells assessed as inhibition of subgenomic replication,F,BAO_0000218,organism-based format,CHEMBL1154819,Scientific Literature,Eur J Med Chem,2010.0,Not Active
CHEMBL452822,COc1cccc(Nc2c(C(=O)O)cnc3sccc23)c1,Activity,,,,CHEMBL969697,Antibacterial activity against drug-resistant Klebsiella pneumoniae clinical isolate assessed as inhibition zone diameter after 24 hrs by antibacterial susceptibility test,F,BAO_0000218,organism-based format,CHEMBL1139420,Scientific Literature,Bioorg Med Chem,2008.0,Not Active
CHEMBL508438,Cc1cccc(Nc2c(C(=O)O)cnc3sccc23)c1,Activity,,,,CHEMBL969696,Antibacterial activity against drug-resistant Acinetobacter calcoaceticus clinical isolate assessed as inhibition zone diameter after 24 hrs by antibacterial susceptibility test,F,BAO_0000218,organism-based format,CHEMBL1139420,Scientific Literature,Bioorg Med Chem,2008.0,Not Active
CHEMBL518293,CC1(C)C[C@H]2C=C3COC(O)[C@]34C[C@]4(C)[C@H]2C1,Activity,,,,CHEMBL1030054,Mutagenic activity in Salmonella TA 98 by microsome assay in presence of rat liver S9 fraction,T,BAO_0000218,organism-based format,CHEMBL1151648,Scientific Literature,J Nat Prod,1985.0,Active
