StdInChIKey,Smiles,LogS,T,Source,REF1,REF2,REF3,REF4,REF5
IJFPVINAQGWBRJ-UHFFFAOYSA-N,O=C(OCCCCCC(C)C)c1c(C(=O)OCCCCCC(C)C)cccc1,-6.639999,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
IKECULIHBUCAKR-UHFFFAOYSA-N,OC(C(C)C)(C)C,-0.41,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
IKZBNCORGKYEDZ-UHFFFAOYSA-N,Fc1c(N2CC(N)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,-5.269,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
IMIDOCRTMDIQIJ-UHFFFAOYSA-N,O=C(Oc1cc(C)c(N(C)C)cc1)NC,-2.36,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
IMMLSOUHQHJKTL-UHFFFAOYSA-N,ClC1=CC=CCC(=C1NC1C(=CC=CC=C1)CC(=O)OCC(=O)NC(C(=O)OC)C)Cl,-1.45272,NA,ONSchallenge,http://sphinxsai.com/vol3.no2/pharm/pharmpdf/PT=35(841-851)AJ11.pdf,,,,
IMNFDUFMRHMDMM-UHFFFAOYSA-N,C(CCC)CCC,-4.53,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
IMONTRJLAWHYGT-UHFFFAOYSA-N,O=C(OC1(C#C)C2(C)C(C3C(C4C(=CC(=O)CC4)CC3)CC2)CC1)C,-4.79,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
IMPKVMRTXBRHRB-UHFFFAOYSA-N,OC1C(O)C(O)CC(O)C1O,-0.17,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
IMWQMZMZPWIQBE-UHFFFAOYSA-N,O=C(NN=C(C=NNC(=O)N)C)N,-1.948,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
INWLQCZOYSRPNW-UHFFFAOYSA-N,O=C(Nc1c(C)cccc1C)C1N(C)CCCC1,-1.55,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
IOUNQDKNJZEDEP-UHFFFAOYSA-N,Clc1cc2oc(=O)n(CSP(=S)(OCC)OCC)c2cc1,-5.23,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
IPCSVZSSVZVIGE-UHFFFAOYSA-N,O=C(O)CCCCCCCCCCCCCCC,-6.809999,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
IPEHBUMCGVEMRF-UHFFFAOYSA-N,O=C(N)c1nccnc1,-0.74,NA,ONSchallenge,http://www.springerlink.com/content/um5p375020237780/,http://dx.doi.org/10.1021/ci800406y,,,
IQUPABOKLQSFBK-UHFFFAOYSA-N,O=[N+]([O-])c1c(O)cccc1,-1.74,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
IRCMYGHHKLLGHV-UHFFFAOYSA-N,S(=O)(=O)(Oc1cc2C(C)(C)C(OCC)Oc2cc1)C,-3.42,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
IRIAEXORFWYRCZ-UHFFFAOYSA-N,O=C(OCCCC)c1c(C(=O)OCc2ccccc2)cccc1,-5.649453,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,
ISEUFVQQFVOBCY-UHFFFAOYSA-N,O(C)c1nc(NC(C)C)nc(NC(C)C)n1,-2.48,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
ISMYLNZMKJLINI-UHFFFAOYSA-N,O=c1n(CC)c2c(n(CC)c3ncccc13)nccc2,-2.86,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
ISWSIDIOOBJBQZ-UHFFFAOYSA-N,Oc1ccccc1,0,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
ITEQSCBLCCNACE-UHFFFAOYSA-N,O=C(OC1=CC(=O)CC(C)(C)C1)N(C)C,-0.85,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
IUTPYMGCWINGEY-UHFFFAOYSA-N,Clc1c(Cl)cc(c(Cl)c1)c1cc(Cl)c(Cl)cc1,-7.39,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
IVUXTESCPZUGJC-UHFFFAOYSA-N,Clc1ccc(Oc2ccc(NC(=O)N(C)C)cc2)cc1,-4.89,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
IWDCLRJOBJJRNH-UHFFFAOYSA-N,Oc1ccc(C)cc1,-0.7,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
IWYDHOAUDWTVEP-UHFFFAOYSA-N,O=C(O)C(O)c1ccccc1,0.050732,NA,ONSchallenge,http://www.chemspider.com/Chemical-Structure.1253.html,,,,
IYXGSMUGOJNHAZ-UHFFFAOYSA-N,O=C(OCC)CC(=O)OCC,-0.82,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
IZNWACYOILBFEG-UHFFFAOYSA-N,O=[N+]([O-])c1c(C)ccc2c1cccc2,-4.272,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
JAYCNKDKIKZTAF-UHFFFAOYSA-N,Clc1c(c2c(Cl)cccc2)cccc1,-5.27,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
JBDOSUUXMYMWQH-UHFFFAOYSA-N,S=C=Nc1c2c(ccc1)cccc2,-4.6,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
JFCQEDHGNNZCLN-UHFFFAOYSA-N,O=C(O)CCCC(=O)O,1,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
JFNWFXVFBDDWCX-UHFFFAOYSA-N,S(=O)(=O)(N(C(=O)C)c1c(C)c(C)no1)c1ccc(N)cc1,-3.59,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
JFSPBVWPKOEZCB-UHFFFAOYSA-N,O=C(Nc1ccccc1)c1c(C)occ1,-3.3,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
JHBKHLUZVFWLAG-UHFFFAOYSA-N,Clc1c(Cl)cc(Cl)c(Cl)c1,-5.512673,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
JHIVVAPYMSGYDF-UHFFFAOYSA-N,O=C1CCCCC1,-0.6,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
JHJOOSLFWRRSGU-UHFFFAOYSA-N,Clc1c(Cl)cc(OP(=S)(OC)OC)c(Cl)c1,-5.72,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
JIEKMACRVQTPRC-UHFFFAOYSA-N,Clc1ccc(c2c(CC(=O)O)sc(c3ccccc3)n2)cc1,-4.966,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
JIGUQPWFLRLWPJ-UHFFFAOYSA-N,O=C(OCC)C=C,-0.74,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
JIVPVXMEBJLZRO-UHFFFAOYSA-N,Clc1c(S(=O)(=O)N)cc(C2(O)NC(=O)c3c2cccc3)cc1,-3.38927,NA,ONSchallenge,http://www.springerlink.com/content/um5p375020237780/,http://dx.doi.org/10.1021/ci800406y,,,
JJYPMNFTHPTTDI-UHFFFAOYSA-N,Nc1cc(C)ccc1,-0.85,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
JLKIGFTWXXRPMT-UHFFFAOYSA-N,S(=O)(=O)(Nc1noc(C)c1)c1ccc(N)cc1,-2.77844,NA,ONSchallenge,http://www.springerlink.com/content/um5p375020237780/,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,
JLRGJRBPOGGCBT-UHFFFAOYSA-N,S(=O)(=O)(NC(=O)NCCCC)c1ccc(C)cc1,-3.39,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
JLYXXMFPNIAWKQ-UHFFFAOYSA-N,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,-4.51,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
JMMWKPVZQRWMSS-UHFFFAOYSA-N,O=C(OC(C)C)C,-0.55,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
JOFWLTCLBGQGBO-UHFFFAOYSA-N,Clc1c(C2=NCc3n(c(C)nn3)c3c2cc(Cl)cc3)cccc1,-4.08,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
JOMNTHCQHJPVAZ-UHFFFAOYSA-N,CC1NCCNC1,0.74,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
JOYRKODLDBILNP-UHFFFAOYSA-N,O=C(OCC)N,0.85,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
JPLCQHHISLYGRA-UHFFFAOYSA-N,O=C(Nc1cnc(OC)cc1)C1CC1,-2.138,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
JQUIGGQYRQVIIE-UHFFFAOYSA-N,O=C(N(C(=O)C)C)COC(=O)c1ccccc1,-0.495,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
JRZJOMJEPLMPRA-UHFFFAOYSA-N,C(=C)CCCCCCC,-5.05,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
JSZOAYXJRCEYSX-UHFFFAOYSA-N,O=[N+]([O-])CCC,-0.8,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
JTAGHJPZEDNHHA-UHFFFAOYSA-N,O=C(NCCc1cc(OC)c(OC)cc1)CNc1cc(C(=O)NC)ccc1,-1.845,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
JTGMTYWYUZDRBK-UHFFFAOYSA-N,Cc1c2c(c(C)c3c1cccc3)cccc2,-6.570001,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
JUHORIMYRDESRB-UHFFFAOYSA-N,N(CCNCc1ccccc1)Cc1ccccc1,-1.206,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
JUJWROOIHBZHMG-UHFFFAOYSA-N,n1ccccc1,0.76,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
JVPGYYNQTPWXGE-UHFFFAOYSA-N,Cc1ccc(c2sc3c(n2)cccc3)cc1,-4.353,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
JVSWJIKNEAIKJW-UHFFFAOYSA-N,C(CCCCC)(C)C,-5.08,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
JWBOIMRXGHLCPP-UHFFFAOYSA-N,ClC(Cl)C(c1c(Cl)cccc1)c1ccc(Cl)cc1,-6.509999,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
JWUCHKBSVLQQCO-UHFFFAOYSA-N,Fc1c(C(O)(Cn2ncnc2)c2ccc(F)cc2)cccc1,-3.37,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
JWUJQDFVADABEY-UHFFFAOYSA-N,CC1OCCC1,0.11,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
JWZZKOKVBUJMES-UHFFFAOYSA-N,OC(CNC(C)C)c1cc(O)c(O)cc1,0.14,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
JXCGFZXSOMJFOA-UHFFFAOYSA-N,Clc1c(C)ccc(NC(=O)N(C)C)c1,-3.46,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
JXSJBGJIGXNWCI-UHFFFAOYSA-N,S=P(SC(C(=O)OCC)CC(=O)OCC)(OC)OC,-3.36264,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,
JXVIIQLNUPXOII-UHFFFAOYSA-N,O=C(Nc1ccccc1)NC1C(C)CCCC1,-4.11,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
JYFHYPJRHGVZDY-UHFFFAOYSA-N,P(=O)(OCCCC)(OCCCC)O,-1.087,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
JYVLIDXNZAXMDK-UHFFFAOYSA-N,OC(CCC)C,-0.29,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
JYYNAJVZFGKDEQ-UHFFFAOYSA-N,Cc1nccc(C)c1,0.38,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
JZQKKSLKJUAGIC-UHFFFAOYSA-N,O(CC(O)CNC(C)C)c1c2c([nH]cc2)ccc1,-3.85453,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
JZUFKLXOESDKRF-UHFFFAOYSA-N,Clc1c(S(=O)(=O)N)cc2S(=O)(=O)NCNc2c1,-2.6939,NA,ONSchallenge,http://www.springerlink.com/content/um5p375020237780/,http://dx.doi.org/10.1021/ci800406y,,,
JZUTXVTYJDCMDU-UHFFFAOYSA-N,O(C)c1c(OC)ccc2C(C3N(C)CCc4c3cc3OCOc3c4)OC(=O)c12,-4.11,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
KAATUXNTWXVJKI-UHFFFAOYSA-N,ClC(=CC1C(C)(C)C1C(=O)OC(C#N)c1cc(Oc2ccccc2)ccc1)Cl,-8.019997,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
KAESVJOAVNADME-UHFFFAOYSA-N,[nH]1cccc1,-0.17,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
KANLOADZXMMCQA-UHFFFAOYSA-N,Cc1cc2c(c3c(cc2)cccc3)cc1,-5.84,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
KDDQDUIBYASSFC-UHFFFAOYSA-N,FC(F)(F)c1c2[nH]c(=O)c3c(n(CC)c2nc(C)c1)nccc3,-4.21,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
KDYFGRWQOYBRFD-UHFFFAOYSA-N,O=C(O)CCC(=O)O,-0.2,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
KENZYIHFBRWMOD-UHFFFAOYSA-N,Clc1c(Cl)ccc(c2c(Cl)ccc(Cl)c2)c1,-7.250001,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
KFIRODWJCYBBHY-UHFFFAOYSA-N,O=[N+]([O-])c1c(C(=O)O)c(C(=O)O)ccc1,-1.00776,NA,ONSchallenge,http://goo.gl/J0JLC,,,,
KFNNIILCVOLYIR-UHFFFAOYSA-N,O=COCCC,-0.49,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
KFZMGEQAYNKOFK-UHFFFAOYSA-N,OC(C)C,0.43,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
KGVPNLBXJKTABS-UHFFFAOYSA-N,Oc1noc(C)c1,-0.07,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
KHBQMWCZKVMBLN-UHFFFAOYSA-N,S(=O)(=O)(N)c1ccccc1,-1.56,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
KHNYNFUTFKJLDD-UHFFFAOYSA-N,c12c3cccc1c1c4c(ccc1c2ccc3)cccc4,-8,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
KIEDNEWSYUYDSN-UHFFFAOYSA-N,Clc1c(CN2C(=O)C(C)(C)CO2)cccc1,-2.34,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
KIGQVWWOESIMBG-UHFFFAOYSA-N,O=C(O)CN(CCC#N)CCC#N,0.46,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
KIVUHCNVDWYUNP-UHFFFAOYSA-N,Nc1c2c(c3c(c4c(cc3)cccc4)c1)cccc2,-6.2,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
KIWUVOGUEXMXSV-UHFFFAOYSA-N,S=C1SCC(=O)N1,-1.77,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
KJONHKAYOJNZEC-UHFFFAOYSA-N,O=[N+]([O-])c1cc2C(=NCC(=O)Nc2cc1)c1ccccc1,-3.79244,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
KJVQYDYPDFFJMP-UHFFFAOYSA-N,S(=O)(=O)(Nc1scc(C)n1)c1ccc(N)cc1,-2.909,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
KMAQZIILEGKYQZ-UHFFFAOYSA-N,Clc1cc([N+](=O)[O-])ccc1,-2.77,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
KMRNTNDWADEIIX-UHFFFAOYSA-N,ICCC(=O)O,-0.43,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
KNAHARQHSZJURB-UHFFFAOYSA-N,S=c1[nH]c(=O)cc(CCC)[nH]1,-2.15,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
KOCYTWBTXZOUFS-UHFFFAOYSA-N,Cc1nc2ncncc2nc1,0.06,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
KPQZUUQMTUIKBP-UHFFFAOYSA-N,O=[N+]([O-])c1n(CC(O)C)c(C)nc1,-0.737,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
KPSSIOMAKSHJJG-UHFFFAOYSA-N,OCC(C)(C)C,-0.4,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
KQBFUDNJKCZEDQ-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)cc(Cl)c1c1c(Cl)cc(Cl)c(Cl)c1,-7.919987,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
KQNPFQTWMSNSAP-UHFFFAOYSA-N,O=C(O)C(C)C,0.28,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
KRTSDMXIXPKRQR-UHFFFAOYSA-N,P(=O)(OC(=CC(=O)NC)C)(OC)OC,0.65,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
KSCFJBIXMNOVSH-UHFFFAOYSA-N,O=c1n(C)c(=O)c2n(CC(O)CO)cnc2n1C,-0.17,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
KSFDHSSNYJNHAN-UHFFFAOYSA-N,CC1=Nc2c(N=C(C)C1)cccc2,-1.367,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
KSMVNVHUTQZITP-UHFFFAOYSA-N,Clc1c(Cl)cc2c(oc3c2cc(Cl)c(Cl)c3)c1,-8.860121,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
KSUUMAWCGDNLFK-UHFFFAOYSA-N,O=C(NC(=O)C(C(C)C)CC=C)N,-2.747,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
KTXUOWUHFLBZPW-UHFFFAOYSA-N,Clc1cc(c2cc(Cl)ccc2)ccc1,-5.8,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
KUAZQDVKQLNFPE-UHFFFAOYSA-N,S(SC(=S)N(C)C)C(=S)N(C)C,-3.9,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
KUCQYCKVKVOKAY-UHFFFAOYSA-N,Clc1ccc(C2CCC(C3=C(O)C(=O)c4c(C3=O)cccc4)CC2)cc1,-5.93,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
KVBGVZZKJNLNJU-UHFFFAOYSA-N,S(=O)(=O)(O)c1cc2c(cc1)cccc2,-1.265,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
KVFJBIQWENJTDM-UHFFFAOYSA-N,c12c3cc4c5c(ccc4c1CCc2ccc3)cccc5,-7.850011,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
KVZJLSYJROEPSQ-UHFFFAOYSA-N,CC1C(C)CCCC1,-4.28474,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
KWGRBVOPPLSCSI-WPRPVWTQSA-N,O[C@@H]([C@@H](NC)C)c1ccccc1,-0.385209,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
KXYFWLVSYHRZJL-UHFFFAOYSA-N,O=C(N(CC(C)C)CC(C)C)COC(=O)c1ccccc1,-3.561,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
KZJRKRQSDZGHEC-UHFFFAOYSA-N,FC(F)(F)C(=O)c1ccccc1,-1.155,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
KZNICNPSHKQLFF-UHFFFAOYSA-N,O=C1NC(=O)CC1,0.3,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
KZOFCELNVLSKGC-UHFFFAOYSA-N,O=C(NCCc1cc(OC)c(OC)cc1)CNc1cc(C(=O)N)ccc1,-2.686,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
KZTYYGOKRVBIMI-UHFFFAOYSA-N,S(=O)(=O)(c1ccccc1)c1ccccc1,-3.64378,NA,ONSchallenge,http://dx.doi.org/10.1139/v00-041,,,,
LAIUFBWHERIJIH-UHFFFAOYSA-N,C(CCCC)(CC)C,-5.16,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
LCCNCVORNKJIRZ-UHFFFAOYSA-N,S=P(OCC)(OCC)Oc1ccc([N+](=O)[O-])cc1,-4.28517,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,
LDCFNNYCIXKMNJ-UHFFFAOYSA-N,O=C(N(CC(O)C)CC(O)C)COC(=O)c1ccccc1,-1.178,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
LEBVLXFERQHONN-UHFFFAOYSA-N,O=C(Nc1c(C)cccc1C)C1N(CCCC)CCCC1,-3.2241,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
LESVOLZBIFDZGS-UHFFFAOYSA-N,S(P(=O)(OC)OC)CCSC(C(=O)NC)C,1.14,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
LFKDJXLFVYVEFG-UHFFFAOYSA-N,O=C(OC(C)(C)C)N,0.1,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
LFQSCWFLJHTTHZ-UHFFFAOYSA-N,OCC,1.1,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
LFVLUOAHQIVABZ-UHFFFAOYSA-N,Ic1c(Cl)cc(OP(=S)(OC)OC)c(Cl)c1,-6.62,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
LGDSHSYDSCRFAB-UHFFFAOYSA-N,S=C=NC,-1,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
LHRCREOYAASXPZ-UHFFFAOYSA-N,c12c3c(ccc1cc1c4c(ccc1c2)cccc4)cccc3,-8.659953,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
LHXDLQBQYFFVNW-UHFFFAOYSA-N,O=C1C(C)(C)C2CC1(C)CC2,-1.85,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
LINPVWIEWJTEEJ-UHFFFAOYSA-N,Clc1cc2C(O)(C(=O)OC)c3c(c2cc1)cccc3,-4.18,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
LJCFRMUKLSCNKV-UHFFFAOYSA-N,O=C(N(CCOC)CCOC)COC(=O)c1ccccc1,-1.573,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
LJOZMWRYMKECFF-UHFFFAOYSA-N,Ic1c(C(=O)Nc2ccccc2)cccc1,-4.21,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
LKJPSUCKSLORMF-UHFFFAOYSA-N,Clc1ccc(NC(=O)N(OC)C)cc1,-2.57,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
LKPLKUMXSAEKID-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)c([N+](=O)[O-])c(Cl)c1Cl,-5.82,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
LMHCYRULPLGEEZ-UHFFFAOYSA-N,ICCCCCCC,-4.81,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
LMINNBXUMGNKMM-UHFFFAOYSA-N,O=C(O)Cc1cc2N(C)c3c(Sc2cc1)cccc3,-3.94,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
LMTGCJANOQOGPI-UHFFFAOYSA-N,O=C(N(C)c1ccccc1)C,-0.95,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
LMYRWZFENFIFIT-UHFFFAOYSA-N,S(=O)(=O)(N)c1ccc(C)cc1,-1.74,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
LNVGTRNKWNAINT-UHFFFAOYSA-N,S(=O)(=O)(N)c1sc2C(O)CCS(=O)(=O)c2c1,-1.276,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
LOAUVZALPPNFOQ-UHFFFAOYSA-N,O=C(O)c1nc2c(cc1)cccc2,-1.088,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
LPAGFVYQRIESJQ-UHFFFAOYSA-N,N1c2c(cccc2)CC1,-1.04,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
LQLIEICEYDIWLO-UHFFFAOYSA-N,O=C1C(CC(C)C)OC(O)C(Cc2ccccc2)N1,-2.12,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
LQZZUXJYWNFBMV-UHFFFAOYSA-N,OCCCCCCCCCCCC,-4.67,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
LRQUYRADZABVMX-UHFFFAOYSA-N,S(=O)(=O)(N)c1scc(S(=O)(=O)c2cc(O)ccc2)c1,-2.719,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
LRUUNMYPIBZBQH-UHFFFAOYSA-N,Clc1c(Cl)ccc(n2c(=O)n(C)c(=O)o2)c1,-2.82,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
LSPHULWDVZXLIL-UHFFFAOYSA-N,O=C(O)C1(C)C(C)(C)C(C(=O)O)CC1,-1.42,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
