Smiles_unify,value,property,scaffold_train_test_label,random_train_test_label
c1ccc(Nc2ncnc3ccc(-c4cccc(N5CCOCC5)c4)cc23)nc1,0.99,ppb,train,test
CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,0.85,ppb,train,train
CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,0.96,ppb,train,train
CCCc1ccc(NS(=O)(=O)Cc2ccccc2)c(=O)n1CC(=O)NCc1ccc(N)nc1C,0.88,ppb,train,train
Cc1nc(N)ccc1CNC(=O)Cn1c(C)ccc(NS(=O)(=O)Cc2ccccc2)c1=O,0.78,ppb,train,train
COC(=O)c1ccccc1N1CCC(O)(CNc2nccc(C)c2NC(=O)CC#N)CC1,0.65,ppb,train,train
O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)N[C@H]1CCN(c2ccncn2)C1,0.993,ppb,train,test
N#CC[C@H]1CC[C@H](n2c(=O)[nH]c3cnc(Nc4ccc[nH]c4=O)nc32)CC1,0.83,ppb,train,train
CCOc1ccc2cc(-c3nn(C(C)CCO)c(N)c3C(N)=O)ccc2c1,0.88,ppb,train,train
Cc1c(-c2ccc(N)cc2F)ccc2c3ocnc3c(=O)n(C3CC3)c12,0.03,ppb,train,train
COC(=O)OCOc1c2n(ccc1=O)N([C@@H]1c3ccccc3SCc3c1ccc(F)c3F)[C@@H]1COCCN1C2=O,0.943,ppb,test,train
NC(=O)c1cc(-c2ccc(F)cc2)c2ccc(CN3C(=O)CCC3=O)cc2n1,0.975,ppb,train,train
COc1c(F)cc(C2CC(C(C)(C)C)=NN2c2ccc(C(=O)N3CCN(C)CC3)cc2)cc1F,0.13,ppb,train,test
CC(C)c1cc(Nc2nc(N3CCC[C@H](N)C3)ncc2C(N)=O)cc(C(C)C)n1,0.89,ppb,test,test
C[C@H]1CN(C(=O)CC#N)[C@]12CCN(c1ncnc3[nH]ccc13)C2,0.40700000000000003,ppb,train,train
N#CCCN1C(=O)CC[C@H]1C(=O)N1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3cnc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12,0.12,ppb,train,train
CC(C)(O)CC(=O)N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12,0.002,ppb,test,train
C[C@](O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,0.98,ppb,train,train
Cc1c(-c2ccc3[nH]c(N)nc3c2)ccc2c3ocnc3c(=O)n(C3CC3)c12,0.052000000000000005,ppb,test,train
O=C(Nc1nc2ccc(Cl)cc2s1)c1c(O)c2cccc3c2n(c1=O)CC3,0.9940000000000001,ppb,test,test
O=C(CCCCCc1ccccn1)NC1CCC(O)CC1,0.429,ppb,train,train
CC(=O)NS(=O)(=O)c1cccc(-n2c(/C=C/c3ccc(C#N)cc3)nc3ccccc3c2=O)c1,0.992,ppb,train,train
C[C@H](N)[C@@H]1CCN(c2c(F)cc3cc(C(=O)O)c(=O)n4c3c2OC[C@@H]4C)C1,0.2,ppb,train,train
Cn1cnc2ncn(Cc3nn([C@H]4C[C@H](c5ccccc5)C4)c(=O)o3)c(=O)c21,0.934,ppb,train,test
COc1cc(C)[nH]c(=O)c1CNC(=O)c1c(C)n([C@H](C)C2CCN(CCC(F)(F)F)CC2)c2ccccc12,0.9590000000000001,ppb,train,train
COc1nc(CO)c(Cl)nc1NS(=O)(=O)c1cccc(Cl)c1Cl,0.996,ppb,train,train
COc1cc(-c2ncc(COc3cccc([C@@H](CC(=O)O)C4CC4)c3)nc2CC(C)C)c(F)cn1,0.9987999999999999,ppb,train,train
CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)O,0.95,ppb,train,test
COc1nc(N[C@@H](C)c2cc3cc(Cl)ccc3[nH]c2=O)ncc1C#N,0.981,ppb,test,train
Cc1c(C(=O)Nc2ccc(F)c(C#N)c2)sc(N)c1C(N)=O,0.8,ppb,train,train
CC(C)C[C@H](NC(=O)CNC(=O)[C@H](C)NC(=O)c1ccc(S[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)cc1)C(=O)N[C@@H](C)C(=O)N[C@H]1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1,0.972,ppb,test,train
COc1ccc(C(=O)N[C@H]2O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]2O)cc1,0.12,ppb,train,test
CCC(NC(=O)c1ccc(Cl)cc1)[C@@H]1[C@@H]2C[C@H](Oc3ccnc4ccc(F)cc34)C[C@@H]21,1.0,ppb,train,train
CCC(NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4cc(F)cc(F)c43)C[C@@H]21,0.996,ppb,train,test
CCC(NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4ncccc43)C[C@@H]21,0.9179999999999999,ppb,train,test
CCC(NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4cc(F)cnc43)C[C@@H]21,0.659,ppb,train,train
Cc1c(Cc2ccc(C(F)(F)F)nc2)c[nH]c1C(=O)NC(C)c1cn[nH]c1,0.84,ppb,train,test
CC(C)(CNc1nc(-c2cccc(C(N)=O)c2)ns1)c1ccc(F)cc1,0.02,ppb,test,test
CC[C@H](NC(=O)c1ccc(Cl)cc1)[C@@H]1[C@@H]2C[C@@H](n3cnc4ccc(F)cc43)C[C@@H]21,0.992,ppb,train,test
Fc1cc2ncn([C@H]3C[C@@H]4[C@@H](CNC(c5ccc(Cl)cc5)C(F)(F)F)[C@@H]4C3)c2cc1F,0.998,ppb,train,train
CCC(NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4cc(F)ccc43)C[C@@H]21,0.9940000000000001,ppb,train,train
Cc1cc(Nc2ccc(S(F)(F)(F)(F)F)cc2)n2nc(C(C)(F)F)nc2n1,0.9990000000000001,ppb,train,train
CCN1CCN(c2ccc3cc(-c4cn5cc(C)nc(C)c5n4)c(=O)oc3c2)C[C@@H]1C,0.96,ppb,train,train
CCNc1[nH]c(=O)n(O)c(=O)c1C(=O)NCc1ccc(F)cc1,0.9940000000000001,ppb,test,train
Cc1cc(C(=O)O)c2c(C(C)C)nn(-c3ccc(Cl)cc3)c2n1,0.997,ppb,train,train
CN(C)CCN(C)c1ncc(-c2ccc3c(Nc4cnccn4)ccnc3c2)cn1,0.67,ppb,train,test
Cn1cnc2ncn(Cc3nn(C[C@H](F)c4ccc(Cl)cc4)c(=O)o3)c(=O)c21,0.6829999999999999,ppb,test,train
CC(C)N1Cc2cc(C(F)(F)F)ncc2C2=CN=C(NCc3c(F)ccc4c3CCO4)N3C=NC(C1=O)C23,0.98,ppb,train,train
C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1ccc2c(n1)C(O)(CC)CC2,0.66,ppb,train,train
CCNC(=O)Nc1cc(-c2nc(C3CC3)cs2)c(-c2cc(-c3n[nH]c(=O)o3)cnc2N2C3CCC2CN(C)C3)cn1,0.851,ppb,train,train
Cc1ccnn1-c1cccc([C@H](CC(=O)O)CN2CC[C@@H](CCc3ccc4c(n3)NCCC4)C2)c1,0.9,ppb,test,test
Nc1cc(F)c(S(=O)(=O)N2CCC(O)CC2)cc1C(=O)Nc1cc(F)c(F)c(F)c1,0.9926999999999999,ppb,train,test
CCCCc1nc(C(C)C)c(CC(=O)OCC)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,0.998,ppb,train,train
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#C[C@H]3C[C@H](O)C3)cc2)on1,0.983,ppb,train,train
C[C@H](O)c1nccn1[C@H](CN)c1cc(-c2ccc(C#CC34CC(N)(C3)C4)cc2)on1,0.897,ppb,train,test
CNc1nccc(N2CC[C@H](NC(=O)Nc3ccc(OC(F)F)cc3)C2)n1,0.938,ppb,train,train
O=C(Cc1ccccc1)Nc1ccc(-c2nc3cc(NC(=O)Cc4ccccc4)ccc3[nH]2)cc1,0.997,ppb,train,train
O=C(NCC1CCOCC1)c1n[nH]c2ccc(-c3cncc(CO)c3)cc12,0.82,ppb,test,train
C[C@@H]1O[C@H](CNS(=O)(=O)c2ccc(CCn3cc(CN4CCN(c5cc6c(cc5F)c(=O)c(C(=O)O)cn6C5CC5)CC4)nn3)s2)[C@@H](O)[C@H](O)[C@@H]1O,0.75,ppb,train,train
COc1ccc2c(c1)CCn1c-2cc(OCC2COCCO2)nc1=O,0.777,ppb,train,train
C[C@@](C[C@H]1CN(c2ccc(C#CC3CC3)cc2)C(=O)O1)(C(=O)NO)S(C)(=O)=O,0.86,ppb,train,train
CN1CCN(c2ncc(-c3ccc4c(NCC5CCOCC5)ccnc4c3)cn2)CC1,0.47,ppb,train,train
Fc1ccc(Oc2ccc(-c3noc(-c4n[nH]cc4Cl)n3)cc2)cc1F,0.9890000000000001,ppb,train,train
O=C(O)C[C@H](CN1CC[C@@H](CCc2ccc3c(n2)NCCC3)C1)c1cccc(-n2cncn2)c1,0.6,ppb,train,train
O=C(CCN1CCc2ccccc2C1)Nc1cc(-c2ccco2)c2oc(-c3ccco3)nc2c1,0.9990000000000001,ppb,train,train
O=C(CCN1CCOCC1)Nc1cc(-c2ccco2)c2oc(-c3ccco3)nc2c1,0.98,ppb,train,train
Cc1cc(C(F)(F)F)ccc1-c1cc2cnn([C@@H](CC(C)C)c3ccc(C(=O)NCCC(=O)O)cc3)c2cc1C,0.9998999999999999,ppb,train,train
CCNC(=O)Nc1cc(N2CCC(N)C2)c(C(=O)Nc2cccnc2)cn1,0.502,ppb,train,train
CCc1cc(F)c2nc(N3CCC(NC4CCOCC4)CC3)c(-c3nc(C)no3)c(C)c2c1,0.934,ppb,train,test
COC(=O)c1cc(Br)cnc1N1CC[C@@H](NC2CCCCC2)[C@H](O)C1,0.73,ppb,train,train
Cc1cc2nccc(-c3cncnc3)c2c(C)c1-c1ccc(CN2CCOCC2)cc1,0.9520000000000001,ppb,train,train
CN(C)CCNC(=O)[C@H]1c2ccccc2C[C@@H]1NC(=O)c1cc2ccccc2[nH]1,0.12,ppb,test,train
CS(=O)(=O)c1ccc(Oc2cc(F)cc(C#N)c2)c2c1[C@H](O)[C@H](F)[C@@H]2F,0.52,ppb,train,train
CC1(CN2CC[C@H](NC(=O)c3cc(-c4ccc(F)cc4F)on3)[C@@H](C(=O)NC3(c4ncccn4)CC3)C2)CC1,0.9570000000000001,ppb,train,train
N#Cc1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1,0.98,ppb,test,train
c1cnn2ncc(-c3ccnc(Nc4ccncc4)n3)c2c1,0.41,ppb,train,train
COc1ccc2c(-c3ccnc(Nc4cccnc4)n3)c(CO)nn2n1,0.94,ppb,train,train
Cn1cc(-c2nc3c(-c4ccnc(OC5CC5)c4)cnn3cc2OCCC(C)(C)O)cn1,0.99,ppb,train,train
CCN1CCCN(c2ncc(-c3cc4nccc(Nc5cnccn5)c4cc3C)cn2)CC1,0.84,ppb,train,train
C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.861,ppb,train,train
NS(=O)(=O)N1CCC(C(=O)/C(=N/O)Nc2ccc(F)c(Br)c2)CC1,0.9640000000000001,ppb,train,train
Cc1ccoc1C(=O)NCCc1csc(-c2ccccc2)n1,0.95,ppb,train,train
Clc1nc(NCc2ccco2)c2[nH]cnc2n1,0.129,ppb,train,train
CC(C)c1c(-c2cn[nH]c2)[nH]c2c(C#N)cnn2c1=O,0.9740000000000001,ppb,train,train
Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1cnc2ccccc2c1=O,0.9940000000000001,ppb,train,train
CC(NC(=O)c1ccc(C(F)(F)F)cc1Cl)C1(N2CCN(S(=O)(=O)c3cn(C)nn3)CC2)CCC(F)(F)CC1,0.88,ppb,train,test
c1coc(CNc2ncnc3cc[nH]c23)c1,0.129,ppb,test,train
Cc1oc2ncnc(NCc3ccco3)c2c1C,0.129,ppb,test,test
COP(=O)(c1ccc2oc(-c3ccc(F)cc3)nc2c1)C(C)C,0.93,ppb,train,train
COCC(O)CN1C[C@@H]2[C@@H](C#Cc3ccc(-c4cc(Cn5ccnc5[C@H](C)O)no4)cc3)[C@@H]2C1,0.935,ppb,train,train
CC(C)(C)c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,1.0,ppb,test,train
N#Cc1cccc(Nc2nccc(-c3cnn4ccccc34)n2)c1,0.99,ppb,train,train
c1ccc(Nc2nccc(-c3cnn4nc(N5CCOCC5)ccc34)n2)cc1,0.98,ppb,test,train
Cc1c(C)n2cc([N+](=O)[O-])nc2c(=O)n1Cc1ccc(OC(F)(F)F)cc1,0.99,ppb,train,train
CC(C)c1c(-c2cnn(C(C)C)c2)[nH]c2c(C#N)cnn2c1=O,0.987,ppb,train,train
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(SC(=S)N3CC[N+](C)(Cc4ccccc4)CC3)[C@H](C)[C@H]12,0.6,ppb,train,train
c1cc(Nc2ncnc3ccc(-c4ccnc(N5CCOCC5)n4)cc23)ccn1,0.97,ppb,train,train
c1cc(-c2ccc3ncnc(Nc4ccncc4)c3c2)cc(N2CCOCC2)c1,0.988,ppb,train,train
CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,0.99,ppb,test,train
O=C(CCCCCc1ccncc1)NC1CCC(O)CC1,0.248,ppb,test,train
C#Cc1ccc(/C=C/c2nc3ccccc3c(=O)n2-c2cccc(S(N)(=O)=O)c2)cc1,0.982,ppb,train,train
Cn1cc(-c2ccc(N3CCC([C@H]4c5c(F)cccc5-c5cncn54)CC3)cc2)cn1,0.997,ppb,train,train
CCCCCn1c(=O)sc2cc(C(=O)C34CC5CC(CC(C5)C3)C4)ccc21,0.89,ppb,train,train
CC1(CCC(=O)N2CCN(c3cccc(Cl)c3)CC2)NC(=O)NC1=O,0.93,ppb,test,train
COCc1cc(-c2cc3c4c(n[nH]c4c2)Nc2ccccc2O3)nc(N)n1,0.98,ppb,test,train
CCS(=O)(=O)c1ccc(CNc2nc3cnc(-c4c(C)ncnc4C4CC4)nc3n([C@@H](C)C3CC3)c2=O)nc1,0.97,ppb,train,train
COc1cc(-c2cncc(-c3ccc(N4CCNCC4)cc3)c2C)cc(OC)c1F,0.996,ppb,test,train
O=C(O)CCc1cc(F)c(OCc2c(C(F)(F)F)ccn2-c2ccc(Cl)cc2)c(F)c1,0.9992,ppb,train,train
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#CCCCO)cc2)on1,0.9690000000000001,ppb,train,train
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#CC3(N)CC3)cc2)no1,0.885,ppb,train,train
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#C[C@@H]3[C@H]4CN(CCCC(=O)O)C[C@@H]34)cc2)on1,0.777,ppb,train,train
O=C(CC12CCC(C(=O)O)(CC1)C2)N1CCc2c(n(Cc3ccc(F)cc3F)c3ncccc23)C1,0.992,ppb,train,train
CSc1cc(C)[nH]c(=O)c1CNC(=O)c1c(C)n([C@H](C)C2CCN(CC(F)(F)F)CC2)c2ccccc12,0.97,ppb,train,test
COc1nccnc1NS(=O)(=O)c1cccc(Cl)c1Cl,0.9890000000000001,ppb,train,train
CNC(=O)C(=O)NCCCC/C=C\CCCCCCCCCC(=O)O,0.9991,ppb,train,test
C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCC(F)(F)C2)c(Cl)c1Cl)C(F)(F)F,0.9359999999999999,ppb,train,train
Nc1nc2ccc(SC(F)(F)F)cc2s1,0.76,ppb,train,test
CNC(=O)c1ccc(-c2cc3cccc(-c4nn(C5CCOCC5)c5c4CN(C(C)=O)CC5)c3cn2)cn1,0.95,ppb,train,train
CN1CCN(C(=O)c2ccc(-c3ccc4ncc(-c5ccc(C#N)cc5)n4n3)cc2)CC1,0.9990000000000001,ppb,train,train
O=C(Cn1cnc([N+](=O)[O-])n1)Nc1ccc(N2CCCCC2)cc1,0.767,ppb,test,test
c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,0.96,ppb,test,train
Cc1ccccc1Nc1nccc(-c2cnn3ncccc23)n1,0.96,ppb,test,train
CN(c1cccc(C#N)c1)c1nccc(-c2cnn3ncccc23)n1,0.96,ppb,test,train
Cc1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cn1,0.92,ppb,train,train
CNc1nccc(-c2cnn3ncccc23)n1,0.86,ppb,train,train
COCc1nn2ncccc2c1-c1ccnc(Nc2cccc(C#N)c2)n1,0.99,ppb,test,train
c1cncc(Nc2nccc(-c3cnn4nc(N5CCOCC5)ccc34)n2)c1,0.94,ppb,test,test
Cc1c(C(=O)Nc2ccc(F)c(C(F)F)c2)sc(N)c1C(N)=O,0.89,ppb,train,train
Cc1cc(-c2cnn3ncccc23)nc(Nc2cccc(C#N)c2)n1,0.97,ppb,test,train
c1cncc(Nc2nccc(-c3cnn4ncccc34)n2)c1,0.89,ppb,train,test
OCCCNc1nccc(-c2cnn3ncccc23)n1,0.59,ppb,train,train
CC(C)(O)c1nn2ncccc2c1-c1ccnc(Nc2cccc(C#N)c2)n1,0.95,ppb,test,train
CC(O)c1cn(CCNc2nonc2/C(=N/O)Nc2ccc(F)c(Br)c2)nn1,0.9808,ppb,train,train
CN(C)c1noc(-c2cccc(CNc3cnc4nn[nH]c4c3)c2O)n1,0.9986,ppb,test,train
Cc1ncc(-c2ccc3nc(NC(=O)C4CC4)sc3c2)cc1NC(=O)OC1CCOCC1,0.9840000000000001,ppb,train,test
COc1cc(C(=O)N2C[C@H](C)OC[C@@H]2CCO)cc2nc(N[C@H](CF)c3cccc(Cl)c3)oc12,0.78,ppb,train,train
Nc1nccc(N2CC[C@H](NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)C2)n1,0.995,ppb,train,train
CNc1nccc(N2CC[C@H](NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)C2)n1,0.998,ppb,train,train
CO[C@]1(C)C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)[C@](C)(O)C[C@@H](C)CN(C)C(=O)C[C@@H](Cc3ccc(NC(=O)[C@H](Cc4ccccc4Cl)NC(=O)NCc4ccccc4)cc3)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1O,0.956,ppb,train,train
COCC(O)CN1C[C@@H]2[C@@H](C#Cc3ccc(-c4cc(Cn5ccnc5[C@H](C)O)on4)cc3)[C@@H]2C1,0.924,ppb,train,train
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#C[C@@H]3[C@H]4CN(C=O)C[C@@H]34)cc2)on1,0.905,ppb,train,train
C[C@H](O)CN1C[C@@H]2[C@@H](C#Cc3ccc(-c4cc([C@@H](CN)n5ccnc5[C@H](C)O)no4)cc3)[C@@H]2C1,0.7879999999999999,ppb,train,train
Cc1cccc(Cl)c1Nc1nc2cc(C(=O)Nc3cc(C(F)F)ccc3F)c3c(c2[nH]1)CC(C)(C)O3,0.9992,ppb,test,test
Cn1nncc1-c1cnn([C@H](CCOC(F)F)c2ccc(-c3c(-n4cc(Cl)nn4)ccc(Cl)c3F)c[n+]2[O-])c1,0.956,ppb,train,test
Cc1cc(-c2nc(C(=O)Nc3cc4oc(N5CCOCC5)nc4nc3N3CC[C@@H](O)C3)co2)ccn1,0.9279999999999999,ppb,test,train
O=c1c2nc([N+](=O)[O-])cn2ccn1Cc1cccc(C(F)(F)F)c1,0.96,ppb,train,train
C[C@]1(CN2Cc3nc(-c4ccc(F)cc4)sc3C2)CN=C(N)O1,0.982,ppb,train,train
O=C(Nc1ccccc1OCC(F)(F)F)c1ccccc1NS(=O)(=O)C1CC1,0.004,ppb,train,test
Cc1c(-c2cnc(N3CCN(C)CC3)nc2)ccc2c(Nc3cnccn3)ccnc12,0.97,ppb,train,train
CC(C)(O/N=C(\C(=O)N[C@H]1CN2CC(C(=O)NCCN3C(=O)c4cc(O)c(O)cc4C3=O)=C(C(=O)O)N2C1=O)c1nc(N)sc1Cl)C(=O)O,0.94,ppb,train,train
O=C(CC1CC(Cc2ccccc2)C1)N[C@H]1CC[C@H](O)CC1,0.953,ppb,train,train
C=CC(=O)N1CC[C@H](Oc2nc(-c3n[nH]c(=O)[nH]3)cc3ccccc23)C1,0.887,ppb,test,train
O=C(N[C@H]1CC[C@H](O)CC1)C1CC1CCCc1ccccc1,0.9440000000000001,ppb,train,train
Cc1cc(F)ccc1-c1cc2c(cn1)ncn2-c1ccc(OC(F)F)cc1,0.99,ppb,train,train
Cc1cn2cc(-c3cc4ccc(N5CCN(C)CC5)cc4c(=O)o3)nc2c(C)n1,0.93,ppb,test,train
O=C(Cn1cnc([N+](=O)[O-])n1)Nc1nc(-c2ccc(F)c(F)c2)cs1,0.998,ppb,train,train
CCOc1cccc(C2CC(=O)Nc3nc(N)[nH]c(=O)c32)c1,0.655,ppb,train,train
Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cccc(Cl)c6)C[C@@H]54)no3)c(=O)c21,0.9865,ppb,train,train
Cc1ccc2nc(N3CCC(NC4CCOCC4)CC3)c(-c3nc(C)no3)cc2c1,0.71,ppb,train,train
N#Cc1ccc(-c2cnc3ccc(-c4ccc(C(=O)N5CCOCC5)cc4)nn23)cc1,0.9990000000000001,ppb,test,train
C[C@H]1Cn2cnc(C(=O)N[C@H](C)C(F)(F)F)c2CN1C(=O)Nc1ccc(F)c(C#N)c1,0.8874,ppb,train,test
N[C@H](C(=O)N1CC(CNc2ccc(F)cc2)C2(C1)CN(c1cc(F)cc(F)c1)C2)c1ccc(O)cc1,0.975,ppb,train,test
CC1(C)c2nc(-c3ccc(F)cc3)c(Nc3ccc(F)cc3)n2CCN1C(=O)CN,0.9309999999999999,ppb,train,test
Cc1n[nH]c(C)c1N1CCN(c2cc(C(=O)O)ccc2C(F)(F)F)CC1,0.86,ppb,train,train
O=C1[C@H](Nc2cc(F)cc(Cl)c2)CCCN1[C@@H]1CCCN(c2ncnc3[nH]ccc23)C1,0.011000000000000001,ppb,test,train
C[C@@H]1Cc2nn3c(c2CN1C(=O)Nc1ccc(F)c(C#N)c1)C(=O)N(C)C[C@@H](F)C3,0.81,ppb,train,train
COc1nc(CO)cnc1NS(=O)(=O)c1cccc(Cl)c1Cl,0.9620000000000001,ppb,train,train
COc1nccnc1NS(=O)(=O)c1scc(Cl)c1Cl,0.975,ppb,test,train
COc1cc(OCc2csc(-c3ccc(C(=O)N(C)C)cc3)n2)c2cc(-c3cn4nc(OC)sc4n3)oc2c1,0.998,ppb,train,test
C=CC(=O)N1CCC[C@@H](n2nc(-c3cn(-c4ccc(C(C)=O)cc4)nn3)c3c(N)ncnc32)C1,0.96,ppb,train,train
Cc1ccc(-n2ccc(C(F)(F)F)c2COc2c(F)cc(CCC(=O)O)cc2F)cc1,0.9992,ppb,train,train
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,0.71,ppb,train,train
Cn1c(Nc2c(F)cccc2Cl)nc2cc(C(=O)Nc3cccc(C(F)(F)F)c3)c3c(c21)CC(C)(C)O3,0.9971,ppb,test,train
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(CNC(=O)CCCCOCCOCCOCCOc5cc(-c6scnc6C)ccc5CNC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H](C(C)C)N5Cc6ccccc6C5=O)cc4)cc23)c1F,0.96,ppb,train,test
c1cc(-c2ccc3ncnc(Nc4cccnn4)c3c2)cc(N2CCOCC2)c1,0.983,ppb,train,train
O=C(Nc1nc2ccccc2s1)c1ccc(OC(F)F)c(OCC2CC2)c1,1.0,ppb,train,test
O=C(Nc1ccc2nc(S)sc2c1)c1ccc(OC(F)F)c(OCC2CC2)c1,0.5371,ppb,train,train
O=C1C2N=CN3C(NCc4c(F)ccc5c4CCO5)=NC=C(c4cnc(C(F)(F)F)cc4CN1CC(F)F)C23,0.99,ppb,train,train
CNC(=O)c1cn(C[C@H](F)CCc2ccc(NC(=O)Cc3cc(C(F)(F)F)cc(C)n3)nn2)nn1,0.96,ppb,train,test
N[C@@H]1CCCC12CCN(c1nc3[nH]nc(-c4cccc(Cl)c4Cl)c3c(=O)[nH]1)CC2,0.91,ppb,train,train
Cc1nc2c(-c3ccc(F)cc3)cnn2c(NCc2ccccn2)c1C,0.998,ppb,train,train
Cc1nc2c(-c3cnn(C)c3)cnn2c(NCc2ccccn2)c1C,0.9179999999999999,ppb,train,train
COc1ccc(Nc2ccnc3cc(-c4cnc(N5CCN(C)CC5)nc4)ccc23)cc1Cl,0.98,ppb,train,train
CN1C[C@@H]2C[C@H]1CN2c1ncc(-c2ccc3c(Nc4cnccn4)ccnc3c2)cn1,0.51,ppb,train,test
CN1C[C@H]2C[C@@H]1CN2c1ncc(-c2ccc3c(Nc4cnccn4)ccnc3c2)cn1,0.58,ppb,train,train
Cc1c(N2CCC(C3(N)CC3)C2)c(F)cc2c(CC(=O)N(C)C)cc(=O)n(C3CC3)c12,0.43,ppb,train,train
COc1ncc(-c2ccc3ncc(Cl)c(=O)n3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,0.995,ppb,train,test
CNc1nc(C)c2cc(-c3cnc(OC)c(NS(=O)(=O)c4ccc(F)cc4F)c3)cc(OC3CCOCC3)c2n1,0.9545999999999999,ppb,test,test
O=C(Cc1ccc(Cl)c(Cl)c1)N1CCN(c2ccc3nncn3n2)CC1,0.978,ppb,train,train
Cc1cc(NC(=O)[C@H](O)c2cccc(Cl)c2)ccc1-c1cnc(N)c(C(=O)NC(C)C)c1,0.996,ppb,test,train
O=C(O)Cc1ccc(Cc2cc(-c3cccc(Cl)c3)nc(C(F)(F)F)c2)cc1,0.995,ppb,train,train
C[C@H]1[C@H](F)C[C@@H](C(=O)NCc2cc(-c3cnc(C(F)(F)F)nc3)ncn2)N1S(=O)(=O)c1ccc(F)cc1,0.9620000000000001,ppb,train,test
CCn1c(CO)nn(-c2cc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3Cl)cc2F)c1=O,0.9009999999999999,ppb,train,test
CCCOc1cccc(-c2c(F)c(F)c(NC(=O)c3c(O)nn4ccccc34)c(F)c2F)c1,1.0,ppb,train,train
CC(F)(F)CN1Cc2cc(C(F)(F)F)ncc2C2=CN=C(NCc3c(F)ccc4c3CCO4)N3C=NC(C1=O)C23,0.99,ppb,train,train
CCc1ccc2nc(N3CCC(N[C@H]4CCCC[C@@H]4O)CC3)c(-c3nc(C)no3)cc2c1,0.981,ppb,train,train
CN(Cc1cccc(F)c1CNc1cc(F)c(S(=O)(=O)Nc2cscn2)c(F)c1)C(C)(C)C,0.986,ppb,train,test
CCC[C@@H](CCO)Nc1nc(N)nc2c(F)cccc12,0.66,ppb,train,test
