Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Document ChEMBL ID,Source Description,Document Journal,Document Year,Species/Origin of Plasma or Serum,Concentration of Tested Compound,Duration of Incubation,Analytical Detection Method,Equilibrium Dialysis for Protein Binding Assessment,Plasma_Protein_Binding
CHEMBL4468083,CNc1nccc(N2CC[C@H](NC(=O)Nc3cccc(OC)c3)C2)n1,PPB,'=',96.7,%,CHEMBL4426347,Plasma protein binding in human,A,BAO_0000366,cell-free format,CHEMBL4425119,Scientific Literature,ACS Med Chem Lett,2016.0,Human,,,,,True
CHEMBL4435709,CNc1nccc(N2CC[C@H](NC(=O)Nc3ccc(OC)cc3)C2)n1,PPB,'=',86.3,%,CHEMBL4426348,Plasma protein binding in rat,A,BAO_0000366,cell-free format,CHEMBL4425119,Scientific Literature,ACS Med Chem Lett,2016.0,Rat,,,,,True
CHEMBL4649683,Cc1cnc(-c2ccc(OC(F)(F)F)cc2)n1Cc1ccccc1OCCC[C@@H](C)CC(=O)O,PPB,'=',99.6,%,CHEMBL4721908,Protein binding in rat plasma,A,BAO_0000366,cell-free format,CHEMBL4715826,Scientific Literature,ACS Med Chem Lett,2018.0,Rat,,,,,True
CHEMBL4754719,N#CCCN1C(=O)CC[C@H]1C(=O)N1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)nc3CC[C@@H]12,PPB,'=',5.1,%,CHEMBL4715126,Protein binding in mouse serum assessed as fraction unbound,A,BAO_0000366,cell-free format,CHEMBL4706752,Scientific Literature,ACS Med Chem Lett,2021.0,Mouse,,,,,True
CHEMBL4760466,C[C@@](O)(CS(C)(=O)=O)C(=O)N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)nc3CC[C@@H]12,PPB,'=',1.5,%,CHEMBL4715126,Protein binding in mouse serum assessed as fraction unbound,A,BAO_0000366,cell-free format,CHEMBL4706752,Scientific Literature,ACS Med Chem Lett,2021.0,Mouse,,,,,True
CHEMBL4632819,Cn1nccc1-c1cc(C(F)(F)F)ccc1[C@H]1CCOc2cc(S(=O)(=O)Nc3ncccn3)ccc21,PPB,'=',91.0,%,CHEMBL4629745,Protein binding in rat plasma,A,BAO_0000366,cell-free format,CHEMBL4627393,Scientific Literature,J Med Chem,2020.0,Rat,,,,,True
CHEMBL4633566,Cn1nccc1[C@H]1CCCC[C@@H]1Oc1cc(F)c(S(=O)(=O)Nc2ccncn2)cc1Cl,PPB,'=',99.1,%,CHEMBL4623874,Protein binding in human plasma,A,BAO_0000366,cell-free format,CHEMBL4622872,Scientific Literature,J Med Chem,2020.0,Human,,,,,True
CHEMBL1429,N=C(N)NCCC[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSCCC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,PPB,'=',41.0,%,CHEMBL4397510,Protein binding in rat plasma at 200 to 1000 ng/ml measured after 15 mins by UC-LC/MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4396873,Scientific Literature,J Med Chem,2019.0,Rat,200 to 1000 ng/ml,15 mins,UC-LC/MS/MS,,True
CHEMBL4521807,CC(C)CNC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSCCCC(=O)N[C@@H](Cc2ccc(Cl)cc2)C(=O)N[C@@H](Cc2cccs2)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N1,PPB,'=',86.0,%,CHEMBL4397510,Protein binding in rat plasma at 200 to 1000 ng/ml measured after 15 mins by UC-LC/MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4396873,Scientific Literature,J Med Chem,2019.0,Rat,200 to 1000 ng/ml,15 mins,UC-LC/MS/MS,,True
CHEMBL5082796,Cc1n[nH]c(C)c1N1CCN(c2cc(C(=O)O)ccc2C(=O)O)CC1,PPB,'=',75.0,%,CHEMBL5033204,Plasma protein binding in human,A,BAO_0000366,cell-free format,CHEMBL5032506,Scientific Literature,J Med Chem,2021.0,Human,,,,,True
CHEMBL5082796,Cc1n[nH]c(C)c1N1CCN(c2cc(C(=O)O)ccc2C(=O)O)CC1,PPB,'=',78.0,%,CHEMBL5033205,Plasma protein binding in rat,A,BAO_0000366,cell-free format,CHEMBL5032506,Scientific Literature,J Med Chem,2021.0,Rat,,,,,True
CHEMBL4439154,O=C(O)[C@@H]1CCN(c2nn(C(=O)c3c(Cl)cccc3C3CC3)c3cccc(F)c23)C[C@H]1O,PPB,'=',99.7,%,CHEMBL4338913,Protein binding in dog plasma,A,BAO_0000366,cell-free format,CHEMBL4334546,Scientific Literature,ACS Med Chem Lett,2020.0,Dog,,,,,True
CHEMBL4546441,CC(=O)N1CCN(c2ccc(NC(=O)Cc3cnc(-c4ccnc(F)c4)c(C)c3)nc2)CC1,PPB,'=',95.0,%,CHEMBL4427433,Protein binding in human plasma by rapid equilibrium dialysis,A,BAO_0000366,cell-free format,CHEMBL4425166,Scientific Literature,ACS Med Chem Lett,2016.0,Human Plasma,,,Rapid Equilibrium Dialysis,Rapid Equilibrium Dialysis,True
CHEMBL4867946,CCOc1cc(NC(=O)NCc2cc(C)c(-c3cn(C)nc3C(F)(F)F)nn2)cc(C(F)(F)F)n1,PPB,'=',99.7,%,CHEMBL4836089,Plasma protein binding beagle dog plasma at 5 uM incubated for 4 hrs,A,BAO_0000366,cell-free format,CHEMBL4834436,Scientific Literature,J Med Chem,2021.0,Beagle Dog Plasma,5 uM,4 hrs,LC-MS/MS,,True
CHEMBL4874673,Cc1c(C(=O)Nc2ccc3c(c2)B(O)OC3)nnn1-c1ccccn1,PPB,'=',93.0,%,CHEMBL4833977,Plasma protein binding in BALB/c mouse at 2 uM after 6 hrs by equlibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4831547,Scientific Literature,J Med Chem,2021.0,,,,,,
CHEMBL4860345,Cc1nc2c(-c3ccccc3)cnn2c(NCc2ccccn2)c1C,PPB,'=',99.8,%,CHEMBL4828389,Plasma protein binding in human,A,BAO_0000366,cell-free format,CHEMBL4825759,Scientific Literature,ACS Med Chem Lett,2021.0,Human,,,,,True
CHEMBL4852539,Cc1nc2c(-c3ccc(F)cc3)cnn2c(NCc2ccccn2)c1Cl,PPB,'=',99.5,%,CHEMBL4828389,Plasma protein binding in human,A,BAO_0000366,cell-free format,CHEMBL4825759,Scientific Literature,ACS Med Chem Lett,2021.0,Human,,,,,True
CHEMBL3827379,C=C(C)[C@@H]1CC[C@]2(NCCN3CCS(=O)(=O)CC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(c6ccc(C(=O)O)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,PPB,'=',85.9,%,CHEMBL4157408,Protein binding in rat serum at 53 nM after 1 hr by ultracentrifugation assay,A,BAO_0000366,cell-free format,CHEMBL4152347,Scientific Literature,J Med Chem,2018.0,Rat,53 nM,1 hr,Ultracentrifugation,,True
CHEMBL4645810,O=C1c2c(O)c(=O)ccn2N(C(c2ccccc2)c2ccccc2)[C@@H]2COCCN12,PPB,'=',96.7,%,CHEMBL4626811,Protein binding in human plasma at 1 uM measured after 4 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4622979,Scientific Literature,J Med Chem,2020.0,Human Plasma,1 uM,4 hrs,LC-MS/MS,,True
CHEMBL4645810,O=C1c2c(O)c(=O)ccn2N(C(c2ccccc2)c2ccccc2)[C@@H]2COCCN12,PPB,'=',80.7,%,CHEMBL4626812,Protein binding in rat plasma at 1 uM measured after 4 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4622979,Scientific Literature,J Med Chem,2020.0,Rat Plasma,1 uM,4 hrs,LC-MS/MS,,True
CHEMBL1464,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,PPB,'=',99.4,%,CHEMBL4626812,Protein binding in rat plasma at 1 uM measured after 4 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4622979,Scientific Literature,J Med Chem,2020.0,Rat Plasma,1 uM,4 hrs,LC-MS/MS,,True
CHEMBL4447583,Cc1cc(-c2ccc(C(F)(F)F)cn2)[nH]c1C(=O)N[C@@H](CN)c1ncc(CO)s1,PPB,'=',99.2,%,CHEMBL4404455,Protein binding in human plasma at 5 uM measured for 4 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4402563,Scientific Literature,J Med Chem,2020.0,Human Plasma,5 uM,4 hrs,LC-MS/MS,Equilibrium Dialysis,True
CHEMBL5206873,Cc1nc([C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cc(F)c(Cl)c(F)c4)nn3)[C@H]2O)n(-c2cc(Cl)ccc2C(F)(F)F)n1,PPB,'=',94.7,%,CHEMBL5126299,Protein binding in human serum at 10 uM incubated for 5 hrs by equilibrium dialysis based LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL5120969,Scientific Literature,J Med Chem,2022.0,Human Serum,10 uM,5 hrs,Equilibrium Dialysis,Equilibrium Dialysis,True
CHEMBL5196432,Cc1nc(N[C@H](C)c2cccc(C(F)F)c2F)c2cc3c(cc2n1)OCC[C@H]1CN(CC(F)(F)F)CCN31,PPB,'=',99.9,%,CHEMBL5107187,Plasma protein binding in mouse at 2 uM preincubated for 1 hr by balanced dialysis based LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL5104195,Scientific Literature,J Med Chem,2022.0,Mouse Plasma,2 uM,1 hr preincubation,LC-MS/MS,Balanced Dialysis,True
CHEMBL4748740,COc1cc(OCc2ccnc(Nc3cnn(C)c3)n2)cc2sc(N[C@H]3CCCC[C@@H]3O)nc12,PPB,'=',97.9,%,CHEMBL4728943,Plasma protein binding in Sprague-Dawley rat at 5 uM incubated for 5 hrs by LC-MS analysis,A,BAO_0000366,cell-free format,CHEMBL4725356,Scientific Literature,J Med Chem,2020.0,Sprague-Dawley Rat,5 uM,5 hrs,LC-MS,,True
CHEMBL4578978,CCCOc1cccc(C(=O)NNS(=O)(=O)c2ccccc2F)c1,PPB,'=',71.0,%,CHEMBL4404756,Protein binding in DMEM medium containing 10% fetal calf serum,A,BAO_0000366,cell-free format,CHEMBL4402574,Scientific Literature,J Med Chem,2020.0,,,,,,True
CHEMBL4779295,CCn1ncc2c(F)cc(-c3ccc(C(/C=C4\OC(=O)NC4=O)(CC)CC)c(=O)[nH]3)cc21,PPB,'=',99.89,%,CHEMBL4689789,Plasma protein binding in human,A,BAO_0000366,cell-free format,CHEMBL4680377,Scientific Literature,ACS Med Chem Lett,2021.0,Human,,,,,True
CHEMBL4853790,CCOc1nc(C)cc(NC(=O)NCc2cc(C)c(-c3cn(C)nc3C(F)(F)F)nn2)c1C,PPB,'=',98.6,%,CHEMBL4836087,Plasma protein binding CD1 mouse plasma at 5 uM incubated for 4 hrs,A,BAO_0000366,cell-free format,CHEMBL4834436,Scientific Literature,J Med Chem,2021.0,CD1 Mouse Plasma,5 uM,4 hrs,,,True
CHEMBL3945880,O=c1cc(NC2CCN(S(=O)(=O)C(F)(F)F)CC2)c2cc(C(c3ccc(Cl)cc3)c3ccc(Cl)cc3)ccc2[nH]1,PPB,'=',99.99,%,CHEMBL4276289,Protein binding in plasma (unknown origin),A,BAO_0000366,cell-free format,CHEMBL4270663,Scientific Literature,J Med Chem,2018.0,,,,,,True
CHEMBL4765002,Cc1ccc2c(c1)C(=O)N1CCCC[C@H]1c1cc3nc([C@H]4C[C@H](O)C4)cc(n3n1)N(C)CCNC(=O)CO2,PPB,'=',88.8,%,CHEMBL4705575,Protein binding in human plasma at 1 ug/ml incubated for 4 hrs by LC-MS analysis,A,BAO_0000366,cell-free format,CHEMBL4699644,Scientific Literature,Bioorg Med Chem,2020.0,Human Plasma,1 ug/ml,4 hrs,LC-MS,,True
CHEMBL4743434,CC(C)C(=O)N1CCC(NC(=O)Nc2ccc(OC(F)(F)F)c(F)c2)CC1,PPB,'=',98.7,%,CHEMBL4703209,Protein binding in human plasma at 1 uM,A,BAO_0000366,cell-free format,CHEMBL4699543,Scientific Literature,Bioorg Med Chem,2020.0,Human,1 uM,,,,True
CHEMBL4763220,Cc1noc2c1-c1ccc(-c3cnn(C)c3)cc1N(c1ccc(C#N)cc1)CC2CC(N)=O,PPB,'=',94.0,%,CHEMBL4716989,Protein binding in rat plasma,A,BAO_0000366,cell-free format,CHEMBL4715706,Scientific Literature,ACS Med Chem Lett,2016.0,Rat,,,,,True
CHEMBL4797297,Cc1noc2c1-c1ccc(-c3cnn(CC(N)=O)c3)cc1N(c1ccc(C#N)cc1)CC2C,PPB,'=',97.0,%,CHEMBL4716989,Protein binding in rat plasma,A,BAO_0000366,cell-free format,CHEMBL4715706,Scientific Literature,ACS Med Chem Lett,2016.0,Rat,,,,,True
CHEMBL4790376,Cc1nnc2n1-c1ccc(-c3cnn(C)c3)cc1N(c1ccc(Cl)cc1)CC2,PPB,'=',96.0,%,CHEMBL4716990,Protein binding in dog plasma,A,BAO_0000366,cell-free format,CHEMBL4715706,Scientific Literature,ACS Med Chem Lett,2016.0,Dog,,,,,True
CHEMBL4763220,Cc1noc2c1-c1ccc(-c3cnn(C)c3)cc1N(c1ccc(C#N)cc1)CC2CC(N)=O,PPB,'=',98.0,%,CHEMBL4716990,Protein binding in dog plasma,A,BAO_0000366,cell-free format,CHEMBL4715706,Scientific Literature,ACS Med Chem Lett,2016.0,Dog,,,,,True
CHEMBL4759645,Cc1nnc2n1-c1ccccc1N(c1ccc(Cl)cc1)CC2,PPB,'=',95.0,%,CHEMBL4716991,Protein binding in human plasma,A,BAO_0000366,cell-free format,CHEMBL4715706,Scientific Literature,ACS Med Chem Lett,2016.0,Human,,,,,True
CHEMBL4780530,Cc1nnc2n1-c1ccc(-c3ccc(N)nc3)cc1N(c1ccc(Cl)cc1)C[C@H]2C,PPB,'=',98.0,%,CHEMBL4716991,Protein binding in human plasma,A,BAO_0000366,cell-free format,CHEMBL4715706,Scientific Literature,ACS Med Chem Lett,2016.0,Human,,,,,True
CHEMBL5180050,O=C1NCc2nc(-c3c(F)cccc3F)cc(Nc3ccc(C(=O)N4CCCC4)cc3)c21,PPB,'=',87.0,%,CHEMBL5105768,Plasma protein binding in dog,A,BAO_0000366,cell-free format,CHEMBL5104135,Scientific Literature,Bioorg Med Chem Lett,2022.0,Dog,,,,,True
CHEMBL4763128,O=C(Nc1cnc(-n2nccn2)c(Cl)c1)Nc1cnc2cc(Cl)nn2c1C1CCOCC1,PPB,'=',97.7,%,CHEMBL4705934,Protein binding in rat plasma,A,BAO_0000366,cell-free format,CHEMBL4699655,Scientific Literature,J Med Chem,2020.0,Rat,,,,,True
CHEMBL4863686,Cn1cnc2ncn(Cc3nn(C[C@H](F)c4ccc(Cl)cc4)c(=O)o3)c(=O)c21,PPB,'=',66.6,%,CHEMBL5055753,Protein binding in human plasma,A,BAO_0000366,cell-free format,CHEMBL5055619,Scientific Literature,J Med Chem,2021.0,Human,,,,,True
CHEMBL4471352,COc1c(OCCCCCCC(=O)O)cc2oc3cc4c(c(O)c3c(=O)c2c1CC=C(C)C)C=CC(C)(C)O4,PPB,'=',99.0,%,CHEMBL4404741,Protein binding in rat plasma at 1 uM by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4402573,Scientific Literature,J Med Chem,2020.0,Rat Plasma,1 uM,,LC-MS/MS,Equilibrium Dialysis,True
CHEMBL4850393,Cc1c(Cc2ccc(C(F)(F)F)nc2)c[nH]c1C(=O)NC(C)c1cnn(C)c1,PPB,'=',93.6,%,CHEMBL4812684,Plasma protein binding in mouse,A,BAO_0000366,cell-free format,CHEMBL4811258,Scientific Literature,J Med Chem,2021.0,Mouse,,,,,True
CHEMBL4743401,NCc1cc(-c2cccc(C(=O)Nc3ccccc3CC(=O)O)c2)ccc1Cl,PPB,'=',97.9,%,CHEMBL4729957,Protein binding in human plasma at 5 uM incubated for 4 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4725391,Scientific Literature,J Med Chem,2020.0,Human,5 uM,4 hrs,LC-MS/MS,,True
CHEMBL4755411,O=C(O)Cc1ccccc1NC(=O)c1cccc(-c2ccc(Cl)c(O[C@@H]3CCCNC3)c2)c1F,PPB,'=',97.4,%,CHEMBL4729975,Protein binding in C57BL/6 mouse plasma at 5 uM incubated for 4 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4725391,Scientific Literature,J Med Chem,2020.0,C57BL/6 Mouse Plasma,5 uM,4 hrs,LC-MS/MS,,True
CHEMBL8,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,PPB,'=',33.0,%,CHEMBL4676159,Protein binding in human plasma at 1 uM measured up to 6 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4673246,Scientific Literature,J Med Chem,2020.0,Human Plasma,1 uM,up to 6 hrs,LC-MS/MS,,True
CHEMBL5195371,Nc1ccc(-c2c(C(=O)c3ccc(OCCNS(=O)(=O)O)cc3)c3ccc(O)cc3oc2=O)cc1,PPB,'=',1.17,%,CHEMBL5121235,"Plasma protein binding in rat at 5 mg/kg, po",A,BAO_0000218,organism-based format,CHEMBL5120749,Scientific Literature,Eur J Med Chem,2022.0,Rat,5 mg/kg,,,,True
CHEMBL5184399,Cc1cc(N2Nc3cc(O)ccc3-c3c2c2ccc(O)cc2oc3=O)ccc1OCCN1CCC=C(C(=O)O)C1,PPB,'=',1.14,%,CHEMBL5121236,"Plasma protein binding in rat at 50 mg/kg, po",A,BAO_0000218,organism-based format,CHEMBL5120749,Scientific Literature,Eur J Med Chem,2022.0,Rat,50 mg/kg,,,,True
CHEMBL5181808,Nc1ccc(-c2c(C(=O)c3ccc(OCCN4CC(C(=O)O)=CCC4=O)cc3)c3ccc(O)cc3[nH]c2=O)cc1,PPB,'=',1.42,%,CHEMBL5121236,"Plasma protein binding in rat at 50 mg/kg, po",A,BAO_0000218,organism-based format,CHEMBL5120749,Scientific Literature,Eur J Med Chem,2022.0,Rat,50 mg/kg,,,,True
CHEMBL4539100,CC(C)[C@@H]1NC(=O)[C@H](Cc2cccs2)NC(=O)[C@H](Cc2ccc(Cl)cc2)NC(=O)CCCSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](CCCNC(=N)N)C(=O)NCc2ccccc2)NC(=O)[C@H](CC(N)=O)NC1=O,PPB,'=',90.0,%,CHEMBL4397510,Protein binding in rat plasma at 200 to 1000 ng/ml measured after 15 mins by UC-LC/MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4396873,Scientific Literature,J Med Chem,2019.0,Rat,200 to 1000 ng/ml,15 mins,UC-LC/MS/MS,,True
CHEMBL4531053,CC(C)[C@@H]1NC(=O)[C@H](Cc2cccs2)NC(=O)[C@H](Cc2ccc(Cl)cc2)NC(=O)CCCSC[C@@H](C(=O)N2CSC[C@H]2C(=O)N[C@H](CCCNC(=N)N)C(=O)NCc2ccccc2)NC(=O)[C@H](CC(N)=O)NC1=O,PPB,'=',91.0,%,CHEMBL4397510,Protein binding in rat plasma at 200 to 1000 ng/ml measured after 15 mins by UC-LC/MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4396873,Scientific Literature,J Med Chem,2019.0,Rat,200 to 1000 ng/ml,15 mins,UC-LC/MS/MS,,True
CHEMBL4472007,CC(C)[C@@H]1NC(=O)[C@H](Cc2cccs2)NC(=O)[C@H](Cc2ccc(Cl)cc2)NC(=O)CCCSC[C@@H](C(=O)N2CSC[C@H]2C(=O)N[C@H](CCCNC(=N)N)C(=O)NCCc2cccs2)NC(=O)[C@H](CC(N)=O)NC1=O,PPB,'=',93.0,%,CHEMBL4397510,Protein binding in rat plasma at 200 to 1000 ng/ml measured after 15 mins by UC-LC/MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4396873,Scientific Literature,J Med Chem,2019.0,Rat,200 to 1000 ng/ml,15 mins,UC-LC/MS/MS,,True
CHEMBL5205269,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(CNC(=O)CCCCOCCCCOCCCCOc5cc(-c6scnc6C)ccc5CNC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H](C(C)C)N5Cc6ccccc6C5=O)cc4)cc23)c1F,PPB,'=',96.0,%,CHEMBL5109253,Plasma protein binding in human at 0.5 mg/ml by HPLC analysis,A,BAO_0000366,cell-free format,CHEMBL5107979,Scientific Literature,RSC Med Chem,2022.0,Human,0.5 mg/ml,,HPLC,,True
CHEMBL4854091,O=C(N[C@@H](c1ccccc1)c1cccc(OCc2ccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)cc2)c1)O[C@H]1CN2CCC1CC2,PPB,'=',98.0,%,CHEMBL4817492,Protein binding in human plasma,A,BAO_0000366,cell-free format,CHEMBL4814011,Scientific Literature,Bioorg Med Chem Lett,2021.0,Human,,,,,True
CHEMBL4749907,C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#CC34CC(N)(C3)C4)cc2)no1,PPB,'=',96.5,%,CHEMBL4689007,Protein binding in human serum at 1 ug/ml incubated for 4 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4680332,Scientific Literature,Bioorg Med Chem,2021.0,Human,1 ug/ml,4 hrs,LC-MS/MS,,True
CHEMBL4786779,C[C@H](O)c1nccn1[C@H](CN)c1cc(-c2ccc(C#C[C@@H]3[C@H]4CN(C=O)C[C@@H]34)cc2)on1,PPB,'=',72.5,%,CHEMBL4689007,Protein binding in human serum at 1 ug/ml incubated for 4 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4680332,Scientific Literature,Bioorg Med Chem,2021.0,Human,1 ug/ml,4 hrs,LC-MS/MS,,True
CHEMBL4285790,CS(=O)(=O)Nc1nnc2cc(COc3cc(Cl)cc(Cl)c3)c(C3CC3)cn12,PPB,'=',99.8,%,CHEMBL4256610,Protein binding in Sprague-Dawley rat plasma at 5 uM after 4 hrs by equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4251746,Scientific Literature,J Med Chem,2018.0,Sprague-Dawley Rat Plasma,5 uM,4 hrs,Equilibrium Dialysis,Equilibrium Dialysis,True
CHEMBL4215754,COCCOc1ccc(N2CCN(CCn3c(=O)n(C)c4c3nc(N)n3nc(-c5nccs5)nc43)CC2)cc1F,PPB,'=',82.0,%,CHEMBL4193751,Protein binding in rat plasma,A,BAO_0000366,cell-free format,CHEMBL4190330,Scientific Literature,ACS Med Chem Lett,2017.0,Rat,,,,,True
CHEMBL4543908,CCCCNC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSCCCC(=O)N[C@@H](Cc2ccc(Cl)cc2)C(=O)N[C@@H](Cc2cccs2)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N1,PPB,'=',89.0,%,CHEMBL4397510,Protein binding in rat plasma at 200 to 1000 ng/ml measured after 15 mins by UC-LC/MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4396873,Scientific Literature,J Med Chem,2019.0,Rat,200 to 1000 ng/ml,15 mins,UC-LC/MS/MS,,True
CHEMBL4458575,O=C(O)C[C@H]1CCCN(C[C@@H](O)c2ccc(-c3noc(-c4onc(-c5ccccc5)c4C(F)(F)F)n3)cc2)C1,PPB,'=',99.8,%,CHEMBL4426258,Protein binding in mouse plasma,A,BAO_0000366,cell-free format,CHEMBL4425115,Scientific Literature,J Med Chem,2016.0,Mouse,,,,,True
CHEMBL4857782,CCc1cc(NC(=O)[C@H](O)c2cc(F)cc(F)c2)ccc1-c1cnc(N)c(C(=O)NC(C)C)c1,PPB,'=',99.8,%,CHEMBL4822233,Plasma protein binding in dog,A,BAO_0000366,cell-free format,CHEMBL4819104,Scientific Literature,Bioorg Med Chem Lett,2021.0,Dog,,,,,True
CHEMBL4463124,CNC[C@@H](O)CN1CCc2c(cccc2OCc2ccc(-c3nccs3)cc2)C1,PPB,'=',98.0,%,CHEMBL4398115,Protein binding in mouse plasma at 2 uM,A,BAO_0000366,cell-free format,CHEMBL4396888,Scientific Literature,J Med Chem,2019.0,Mouse Plasma,2 uM,,,,True
CHEMBL4875417,COc1cccc(OC)c1-c1cc(C(=O)N[C@@H](CCN2CCCCC2)CC(=O)NC2CCC2)nn1C1CCCC1.Cl,PPB,'=',91.0,%,CHEMBL4823550,Protein binding in human plasma at 10 uM measured after 4 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4823248,Scientific Literature,J Med Chem,2021.0,Human Plasma,10 uM,4 hrs,LC-MS/MS,,True
CHEMBL27,CC(C)NCC(O)COc1cccc2ccccc12,PPB,'=',61.0,%,CHEMBL4823550,Protein binding in human plasma at 10 uM measured after 4 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4823248,Scientific Literature,J Med Chem,2021.0,Human Plasma,10 uM,4 hrs,LC-MS/MS,,True
CHEMBL4853960,CCn1c(-c2cnc(C)nc2)nc2c(N[C@H]3CCN(C(=O)C4CC4)C3)ncnc21,PPB,'=',53.0,%,CHEMBL4835502,Protein binding in C57BL/6 mouse plasma,A,BAO_0000366,cell-free format,CHEMBL4834420,Scientific Literature,J Med Chem,2021.0,C57BL/6 Mouse Plasma,,,,,True
CHEMBL4853960,CCn1c(-c2cnc(C)nc2)nc2c(N[C@H]3CCN(C(=O)C4CC4)C3)ncnc21,PPB,'=',41.0,%,CHEMBL4835519,"Plasma protein binding in Brown Norway rat at 10 mg/kg, po",A,BAO_0000218,organism-based format,CHEMBL4834420,Scientific Literature,J Med Chem,2021.0,Brown Norway Rat Plasma,10 mg/kg,,LC-MS/MS,,True
CHEMBL4861860,[2H]C([2H])(O)C1(C([2H])([2H])O[C@]2(c3ccc(Cl)cc3)c3ccc(C(C)(C)O)cc3C(=O)N2Cc2ccc(Cl)cc2)CC1,PPB,'=',99.8,%,CHEMBL4808610,Plasma protein binding in BALB/c mouse incubated for 48 hrs,A,BAO_0000366,cell-free format,CHEMBL4808170,Scientific Literature,J Med Chem,2021.0,BALB/c Mouse,,48 hrs,,,True
CHEMBL4866797,[2H]C([2H])(O)C1(C([2H])([2H])O[C@]2(c3ccc(Cl)cc3)c3c(F)cc(C(C)(C)O)cc3C(=O)N2Cc2ccc(Cl)cn2)CC1,PPB,'=',98.3,%,CHEMBL4808610,Plasma protein binding in BALB/c mouse incubated for 48 hrs,A,BAO_0000366,cell-free format,CHEMBL4808170,Scientific Literature,J Med Chem,2021.0,BALB/c Mouse,,48 hrs,,,True
CHEMBL4866797,[2H]C([2H])(O)C1(C([2H])([2H])O[C@]2(c3ccc(Cl)cc3)c3c(F)cc(C(C)(C)O)cc3C(=O)N2Cc2ccc(Cl)cn2)CC1,PPB,'=',99.2,%,CHEMBL4808611,Plasma protein binding in human incubated for 48 hrs,A,BAO_0000366,cell-free format,CHEMBL4808170,Scientific Literature,J Med Chem,2021.0,Human Plasma,,48 hrs,,,True
