Drug_ID	Drug	Y
"melitracen"	"CN(C)CCC=C1c2ccccc2C(C)(C)c2ccccc21"	1
"melperone"	"CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1"	1
"memantine"	"C[C@@]12C[C@H]3CC(N)(C1)C[C@](C)(C3)C2"	1
"mephenoxalone"	"COc1ccccc1OC[C@H]1CNC(=O)O1"	1
"meprotixol"	"COc1ccc2c(c1)[C@](O)(CCCN(C)C)c1ccccc1S2"	1
"mequitazine"	"c1ccc2c(c1)Sc1ccccc1N2C[C@@H]1CN2CCC1CC2"	1
"mesoridazine"	"CN1CCCC[C@H]1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21"	1
"mesulergine"	"CN1C[C@H](NS(=O)(=O)N(C)C)C[C@H]2c3cccc4c3c(cn4C)C[C@H]21"	1
"metacetamol"	"CC(=O)Nc1cccc(O)c1"	1
"metaglycodol"	"CC(C)(O)[C@@](C)(O)c1cccc(Cl)c1"	1
"methamphetamine"	"CN[C@H](C)Cc1ccccc1"	1
"methapyrilene"	"CN(C)CCN(Cc1cccs1)c1ccccn1"	1
"metharbital"	"CCC1(CC)C(=O)NC(=O)N(C)C1=O"	1
"methitural"	"CCC[C@H](C)C1(CCSC)C(=O)NC(=S)NC1=O"	1
"methohexital"	"C=CC[C@]1([C@@H](C)C#CCC)C(=O)NC(=O)N(C)C1=O"	1
"methoxyflurane"	"COC(F)(F)C(Cl)Cl"	1
"methyldesorphine"	"CC1=CC[C@H]2[C@H]3Cc4ccc(O)c5c4[C@]2(CN3C)[C@H]1O5"	1
"methyldihydromorphine"	"CN1CC[C@@]23c4c5ccc(O)c4O[C@H]2[C@@](C)(O)CC[C@H]3[C@H]1C5"	1
"methylpentynol"	"C#C[C@](C)(O)CC"	1
"methylprednisolone21hemisuccinate (methylprednisolone-hemisuccinate)"	"C[C@H]1C[C@H]2[C@H]3CC[C@@](O)(C(=O)COC(=O)CCC(=O)O)[C@@]3(C)C[C@H](O)[C@H]2[C@@]2(C)C=CC(=O)C=C12"	1
"metiapine"	"Cc1ccc2c(c1)C(N1CCN(C)CC1)=Nc1ccccc1S2"	1
"metofenazate"	"COc1cc(C(=O)OCCN2CCN(CCCN3c4ccccc4Sc4ccc(Cl)cc43)CC2)cc(OC)c1OC"	1
"metopimazine"	"CS(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(C(N)=O)CC1)c1ccccc1S2"	1
"metopon"	"CN1CC[C@@]23c4c5ccc(O)c4O[C@@]2(C)C(=O)CC[C@H]3[C@H]1C5"	1
"metoserpate"	"COC(=O)[C@H]1[C@@H](OC)[C@@H](OC)C[C@H]2CN3CCc4c([nH]c5cc(OC)ccc45)[C@H]3C[C@H]21"	1
"metoxepin"	"COc1ccc2c(c1)C(N1CCN(C)CC1)=Cc1ccccc1O2"	1
"metralindole"	"COc1ccc2c(c1)c1c3n2CCN(C)C3=NCC1"	1
"metronidazole"	"Cc1ncc([N+](=O)[O-])n1CCO"	1
"mevastatin"	"CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@@H](CC[C@H]3C[C@H](O)CC(=O)O3)[C@H]21"	1
"mexazolam"	"C[C@H]1CO[C@@]2(c3ccccc3Cl)c3cc(Cl)ccc3NC(=O)CN12"	1
"mezilamine"	"CNc1nc(Cl)c(SC)c(N2CCN(C)CC2)n1"	1
"mianserin"	"CN1CCN2c3ccccc3Cc3ccccc3[C@H]2C1"	1
"miconazole"	"Clc1ccc(CO[C@@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1"	1
"midaflur"	"NC1=NC(C(F)(F)F)(C(F)(F)F)NC1(C(F)(F)F)C(F)(F)F"	1
"milacemide"	"CCCCCNCC(N)=O"	1
"milameline"	"CO/N=C/C1=CCCN(C)C1"	1
"minaprine"	"Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1"	1
"minaxolone"	"CCO[C@H]1C[C@@]2(C)[C@@H](CC[C@@H]3[C@H]2[C@H](N(C)C)C[C@]2(C)[C@H](C(C)=O)CC[C@H]32)C[C@@H]1O"	1
"mirisetron"	"CN1[C@H]2CC[C@H]1CC(NC(=O)c1cn(C3CCCCC3)c3ccccc3c1=O)C2"	1
"mirtazapine"	"CN1CCN2c3ncccc3Cc3ccccc3[C@H]2C1"	1
"moclobemide"	"O=C(NCCN1CCOCC1)c1ccc(Cl)cc1"	1
"modafinil"	"NC(=O)CS(=O)C(c1ccccc1)c1ccccc1"	1
"mometasone (mometasone-furoate)"	"C[C@H]1C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(Cl)[C@H](O)C[C@@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl"	1
"monometacrine"	"CNCCCN1c2ccccc2C(C)(C)c2ccccc21"	1
"moperone"	"Cc1ccc(C2(O)CCN(CCCC(=O)c3ccc(F)cc3)CC2)cc1"	1
"morphine"	"CN1CC[C@@]23c4c5ccc(O)c4O[C@H]2[C@H](O)C=C[C@H]3[C@H]1C5"	1
"morsuximide"	"C[C@]1(c2ccccc2)CC(=O)N(CN2CCOCC2)C1=O"	1
"mosapramine"	"O=C1N[C@@H]2CCCCN2C12CCN(CCCN1c3ccccc3CCc3ccc(Cl)cc31)CC2"	1
"motrazepam"	"COCN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21"	1
"moxadolen"	"CNC(=O)O[C@H]1OC(=O)[C@H]2[C@@H]3C=C[C@H](C3)[C@H]21"	1
"moxiraprine"	"Cc1cc(-c2ccc(O)cc2)nnc1NCCN1CCOCC1"	1
"myrophine"	"CCCCCCCCCCCCCC(=O)O[C@H]1C=C[C@H]2[C@H]3Cc4ccc(OCc5ccccc5)c5c4[C@]2(CCN3C)[C@@H]1O5"	1
"nabazenil"	"CCCCC[C@H](C)[C@H](C)c1cc(OC(=O)CCCN2CCCCCC2)c2c(c1)OC(C)(C)C1=C2C[C@H](C)CC1"	1
"nabilone"	"CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@H]1CCC(=O)C[C@@H]21"	1
"nafimidone"	"O=C(Cn1ccnc1)c1ccc2ccccc2c1"	1
"naflocort"	"C[C@@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@]43C)[C@H]1C[C@H]1Cc3ccccc3C[C@]12C(=O)CO"	1
"nalbuphine"	"Oc1ccc2c3c1O[C@@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@@]314"	1
"nalmefene"	"C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@]2(CCN3CC2CC2)[C@H]1O5"	1
"nalmexone"	"CC(C)=CCN1CC[C@@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5"	1
"naltrexone"	"O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@]2(CCN3CC2CC2)[C@H]1O5"	1
"napactadine"	"CN=C(Cc1ccc2ccccc2c1)NC"	1
"napamezole"	"C1=C(CC2=NCCN2)CCc2ccccc21"	1
"naprodoxime"	"C[C@@H](Oc1cccc2ccccc12)C(N)=NO"	1
"nefazodone"	"CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1"	1
"nefiracetam"	"Cc1cccc(C)c1NC(=O)CN1CCCC1=O"	1
"neflumozide"	"O=c1[nH]c2ccccc2n1C1CCN(CCCc2noc3cc(F)ccc23)CC1"	1
"nialamide"	"O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1"	1
"niaprazine"	"C[C@@H](CCN1CCN(c2ccc(F)cc2)CC1)NC(=O)c1cccnc1"	1
"nicocortonide"	"C/C=C/[C@@H]1O[C@@]2(C(=O)COC(=O)c3ccncc3)CC[C@@]3(O1)[C@@H]1CCC4=CC(=O)CC[C@@]4(C)[C@H]1[C@@H](O)C[C@]23C"	1
"nicomorphine"	"CN1CC[C@@]23c4c5ccc(OC(=O)c6cccnc6)c4O[C@H]2[C@H](OC(=O)c2cccnc2)C=C[C@H]3[C@H]1C5"	1
"nicopholine"	"O=C(c1cccnc1)N1CCOCC1"	1
"nicotinamide"	"NC(=O)c1cccnc1"	1
"nicotine"	"CN1CCC[C@H]1c1cccnc1"	1
"nikethamide"	"CCN(CC)C(=O)c1cccnc1"	1
"nimetazepam"	"CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21"	1
"nisobamate"	"CC[C@H](C)[C@@](C)(COC(N)=O)COC(=O)NC(C)C"	1
"nisoxetine"	"CNCC[C@@H](Oc1ccccc1OC)c1ccccc1"	1
"nitrafudam"	"N=C(N)c1ccc(-c2ccccc2[N+](=O)[O-])o1"	1
"nivazol (nivacortol)"	"C#C[C@]1(O)CC[C@H]2[C@H]3CCC4=Cc5c(cnn5-c5ccc(F)cc5)C[C@@]4(C)[C@@H]3CC[C@@]21C"	1
"nomelidine"	"CNC/C=C(/c1ccc(Br)cc1)c1cccnc1"	1
"nomifensine"	"CN1Cc2c(N)cccc2[C@H](c2ccccc2)C1"	1
"nonapyrimine"	"CCCCCCCCCNc1ncnc2[nH]ccc12"	1
"nordazepam"	"O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1"	1
"norflurane"	"FCC(F)(F)F"	1
"norlevorphanol"	"Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)NCC3"	1
"normorphine"	"Oc1ccc2c3c1O[C@@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)NCC[C@@]314"	1
"nortetrazepam"	"O=C1CN=C(C2=CCCCC2)c2cc(Cl)ccc2N1"	1
"nortriptyline (nortriptylene and Quinpirole)"	"CNCCC=C1c2ccccc2CCc2ccccc21"	1
"noscapine"	"COc1ccc2c(c1OC)C(=O)O[C@H]2[C@@H]1c2c(cc3c(c2OC)OCO3)CCN1C"	1
"noxiptiline"	"CN(C)CCON=C1c2ccccc2CCc2ccccc21"	1
"nuclotixene"	"Clc1ccc2c(c1)/C(=C\[C@H]1CN3CCC1CC3)c1ccccc1S2"	1
"ocaperidone"	"Cc1nc2c(C)cccn2c(=O)c1CCN1CCC(c2noc3cc(F)ccc23)CC1"	1
"ocinaplon"	"O=C(c1ccccn1)c1cnn2c(-c3ccncc3)ccnc12"	1
"octamoxin"	"CCCCCC[C@H](C)NN"	1
"octriptyline"	"CNCC/C=C1/c2ccccc2[C@H]2C[C@H]2c2ccccc21"	1
"omiloxetine"	"O=C(CN1CC[C@H](c2ccc(F)cc2)[C@H](COc2ccc3c(c2)OCO3)C1)c1ccc(F)cc1"	1
"ornidazole"	"Cc1ncc([N+](=O)[O-])n1C[C@H](O)CCl"	1
"oxaflozane"	"CC(C)N1CCO[C@H](c2cccc(C(F)(F)F)c2)C1"	1
"oxazepam"	"O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=N[C@@H]1O"	1
"oxcarbazepine"	"NC(=O)N1c2ccccc2CC(=O)c2ccccc21"	1
"oxifentorex"	"C[C@@H](Cc1ccccc1)[N@@+](C)([O-])Cc1ccccc1"	1
"oxiperomide"	"O=c1[nH]c2ccccc2n1C1CCN(CCOc2ccccc2)CC1"	1
"oxiracetam"	"NC(=O)CN1C[C@H](O)CC1=O"	1
"oxisopred"	"C[C@@]12C=CC(=O)[C@H]1C(=O)CC[C@@H]1[C@H]2[C@@H](O)C[C@@]2(C)[C@@H]1CC[C@@]2(O)C(=O)CO"	1
"oxitriptan"	"N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O"	1
"oxitriptyline"	"CN(C)C(=O)COC1c2ccccc2CCc2ccccc21"	1
"oxycodone"	"COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@@]314"	1
"oxymorphone"	"CN1CC[C@@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5"	1
"pagoclone"	"CC(C)CCC(=O)C[C@@H]1c2ccccc2C(=O)N1c1ccc2ccc(Cl)nc2n1"	1
"panadiplon"	"CC(C)n1c(=O)c2c(-c3noc(C4CC4)n3)ncn2c2ccccc21"	1
"panamesine"	"COc1ccc(N2C[C@@H](CN3CCC(O)(c4ccc5c(c4)OCO5)CC3)OC2=O)cc1"	1
"pancopride"	"Nc1cc(OCC2CC2)c(C(=O)N[C@H]2CN3CCC2CC3)cc1Cl"	1
"panuramine"	"O=C(NC(=O)c1ccccc1)NC1CCN(Cc2ccc3ccccc3c2)CC1"	1
"paraldehyde"	"C[C@H]1O[C@H](C)O[C@@H](C)O1"	1
"paramethasone-acetate"	"CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@H]3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@H]3[C@H](O)C[C@]21C"	1
"pargyline"	"C#CCN(C)Cc1ccccc1"	1
"paroxetine"	"Fc1ccc([C@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1"	1
"pazinaclone"	"O=C(C[C@@H]1c2ccccc2C(=O)N1c1ccc2ccc(Cl)nc2n1)N1CCC2(CC1)OCCO2"	1
"pemoline"	"NC1=NC(=O)[C@H](c2ccccc2)O1"	1
"penfluridol"	"OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1"	1
"pentabamate"	"CC([C@H](C)OC(N)=O)[C@@H](C)OC(N)=O"	1
"pentamorphone"	"CCCCCN[C@]12C=CC(=O)[C@H]3Oc4c(O)ccc5c4[C@@]31CCN(C)[C@@H]2C5"	1
"pentazocine"	"CC(C)=CCN1CC[C@]2(C)c3cc(O)ccc3C[C@@H]1[C@@H]2C"	1
"penthrichloral"	"OCC1(CO)COC(C(Cl)(Cl)Cl)OC1"	1
"pentiapine"	"CN1CCN(C2=Nc3ccccc3Sc3nccn32)CC1"	1
"perafensine"	"c1ccc(-c2nc(N3CCNCC3)cc3ccccc23)cc1"	1
"pergolide"	"CCCN1C[C@@H](CSC)C[C@H]2c3cccc4[nH]cc(c34)C[C@H]21"	1
"perospirone"	"O=C1[C@H]2CCCC[C@H]2C(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1"	1
"perphenazine"	"OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1"	1
"pethidine (demerol)"	"CCOC(=O)C1(c2ccccc2)CCN(C)CC1"	1
"petrichloral"	"O[C@@H](OCC(CO[C@H](O)C(Cl)(Cl)Cl)(CO[C@H](O)C(Cl)(Cl)Cl)CO[C@H](O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl"	1
"phenacemide"	"NC(=O)NC(=O)Cc1ccccc1"	1
"phenacetin"	"CCOc1ccc(NC(C)=O)cc1"	1
"phenazocine"	"C[C@H]1[C@H]2Cc3ccc(O)cc3[C@@]1(C)CCN2CCc1ccccc1"	1
"pheneturide"	"CC[C@@H](C(=O)NC(N)=O)c1ccccc1"	1
"phenmetrazine"	"C[C@H]1NCCO[C@H]1c1ccccc1"	1
"phenoxypropazine (fenoxypropazine)"	"C[C@@H](COc1ccccc1)NN"	1
"phensuximide"	"CN1C(=O)C[C@H](c2ccccc2)C1=O"	1
"phenyl-salicylate"	"O=C(Oc1ccccc1)c1ccccc1O"	1
"phenytoin"	"O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1"	1
"phetharbital"	"CCC1(CC)C(=O)NC(=O)N(c2ccccc2)C1=O"	1
"physostigmine"	"CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C"	1
"piberaline"	"O=C(c1ccccn1)N1CCN(Cc2ccccc2)CC1"	1
"picenadol"	"CCC[C@]1(c2cccc(O)c2)CCN(C)C[C@@H]1C"	1
"pidolacetamol"	"CC(=O)Nc1ccc(OC(=O)[C@H]2CCC(=O)N2)cc1"	1
"piflutixol"	"OCCC1CCN(CC/C=C2/c3ccc(F)cc3Sc3ccc(C(F)(F)F)cc32)CC1"	1
"pimozide"	"O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1"	1
"pipamperone"	"NC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1"	1
"pipequaline"	"c1ccc(-c2cc(CCC3CCNCC3)c3ccccc3n2)cc1"	1
"piperacetazine"	"CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2"	1
"piperilate (pipethanate)"	"O=C(OCCN1CCCCC1)C(O)(c1ccccc1)c1ccccc1"	1
"pipofezine"	"CN1CCN(c2cc3c(nn2)Oc2ccccc2N3C)CC1"	1
"pipotiazine-palmitate"	"CCCCCCCCCCCCCCCC(=O)OCCC1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1"	1
"piquindone"	"CCc1c(C)[nH]c2c1C(=O)[C@@H]1CN(C)CC[C@@H]1C2"	1
"piracetam"	"NC(=O)CN1CCCC1=O"	1
"pirandamine"	"CN(C)CC[C@@]1(C)OCCC2=C1Cc1ccccc12"	1
"piriqualone"	"Cc1ccccc1-n1c(/C=C/c2ccccn2)nc2ccccc2c1=O"	1
"piritramide"	"N#CC(CCN1CCC(C(N)=O)(N2CCCCC2)CC1)(c1ccccc1)c1ccccc1"	1
"pirlindole"	"Cc1ccc2c(c1)c1c3n2CCN[C@H]3CCC1"	1
"pivagabine"	"CC(C)(C)C(=O)NCCCC(=O)O"	1
"pivoxazepam"	"CC(C)(C)C(=O)O[C@H]1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O"	1
"pramiracetam"	"CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C"	1
"prazitone"	"O=C1NC(=O)C(C[C@H]2CCCCN2)(c2ccccc2)C(=O)N1"	1
"prednicarbate"	"CCOC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@H]3[C@H](O)C[C@]21C"	1
"prednisolamate"	"CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@H]3[C@H](O)C[C@]21C"	1
"prednisolone-steaglate"	"CCCCCCCCCCCCCCCCCC(=O)OCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@H]3[C@H](O)C[C@]21C"	1
"prednisolone-tebutate"	"CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@H]3[C@H](O)C[C@]21C"	1
"prednisone"	"C[C@@]12C=CC(=O)C=C1CC[C@@H]1[C@H]2C(=O)C[C@@]2(C)[C@@H]1CC[C@@]2(O)C(=O)CO"	1
"prednylidene"	"C=C1C[C@@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@H]3[C@@H](O)C[C@]2(C)[C@]1(O)C(=O)CO"	1
"pregabalin"	"CC(C)C[C@@H](CN)CC(=O)O"	1
"pregnenolone-succinate"	"CC(=O)[C@H]1CC[C@H]2[C@H]3CC=C4C[C@H](OC(=O)CCC(=O)O)CC[C@@]4(C)[C@H]3CC[C@@]12C"	1
"pridefine"	"CCN1CCC(=C(c2ccccc2)c2ccccc2)C1"	1
"procarbazine"	"CNNCc1ccc(C(=O)NC(C)C)cc1"	1
"prochlorperazine"	"CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1"	1
"procymate"	"CC[C@@H](OC(N)=O)C1CCCCC1"	1
"proflazepam"	"O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1C[C@@H](O)CO"	1
"progabide"	"NC(=O)CCC/N=C(/c1ccc(Cl)cc1)c1cc(F)ccc1O"	1
"prolintane"	"CCC[C@@H](Cc1ccccc1)N1CCCC1"	1
"promoxolane"	"CC(C)C1(C(C)C)OC[C@@H](CO)O1"	1
"propacetamol"	"CCN(CC)CC(=O)Oc1ccc(NC(C)=O)cc1"	1
"propanidid"	"CCCOC(=O)Cc1ccc(OCC(=O)N(CC)CC)c(OC)c1"	1
"propizepine"	"C[C@@H](CN1C(=O)c2cccnc2Nc2ccccc21)N(C)C"	1
"propofol"	"CC(C)c1cccc(C(C)C)c1O"	1
"propyperone"	"CCC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1"	1
"prothixene"	"CN(C)CCC=C1c2ccccc2Sc2ccccc21"	1
"proxibarbal"	"C=CCC1(C[C@H](C)O)C(=O)NC(=O)NC1=O"	1
"proxorphan"	"Oc1ccc2c(c1)[C@]13CCN(CC4CC4)[C@H](C2)[C@@H]1CCOC3"	1
"proxyphylline"	"C[C@H](O)Cn1cnc2c1c(=O)n(C)c(=O)n2C"	1
"psilocybine"	"CN(C)CCc1c[nH]c2cccc(OP(=O)(O)O)c12"	1
"pyridarone"	"c1ccc2oc(-c3ccncc3)cc2c1"	1
"pyritinol"	"Cc1ncc(CSSCc2cnc(C)c(O)c2CO)c(CO)c1O"	1
"quetiapine"	"OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1"	1
"quilostigmine"	"CN1CC[C@@]2(C)c3cc(OC(=O)N4CCc5ccccc5C4)ccc3N(C)[C@@H]12"	1
"quinagolide"	"CCCN1C[C@H](NS(=O)(=O)N(CC)CC)C[C@H]2Cc3c(O)cccc3C[C@H]21"	1
"ramciclane"	"CN(C)CCO[C@]1(Cc2ccccc2)C[C@H]2CC[C@@]1(C)C2(C)C"	1
"rasagiline"	"N#CCN[C@H]1CCc2ccccc21"	1
"reclazepam"	"O=C1COC(N2CCN=C(c3ccccc3Cl)c3cc(Cl)ccc32)=N1"	1
"remacemide"	"C[C@@](Cc1ccccc1)(NC(=O)CN)c1ccccc1"	1
"remifentanil"	"CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1"	1
"reserpine"	"COc1ccc2c3c([nH]c2c1)[C@H]1C[C@@H]2[C@@H](C[C@@H](OC(=O)c4cc(OC)c(OC)c(OC)c4)[C@H](OC)[C@@H]2OC(C)=O)CN1CC3"	1
"resocortol"	"CCC(=O)[C@@]1(O)CC[C@H]2[C@H]3CCC4=CC(=O)CC[C@@]4(C)[C@H]3[C@H](O)C[C@]21C"	1
"retigabine"	"CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N"	1
"ricasetron"	"CN1[C@H]2CC[C@H]1CC(NC(=O)N1CC(C)(C)c3ccccc31)C2"	1
"rilmazafone"	"CN(C)C(=O)c1nc(CNC(=O)CN)n(-c2ccc(Cl)cc2C(=O)c2ccccc2Cl)n1"	1
"rimcazole"	"C[C@H]1CN(CCCn2c3ccccc3c3ccccc32)C[C@H](C)N1"	1
"rimexolone"	"CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@H]3[C@H](O)C[C@]21C"	1
"ripazepam"	"CCn1nc(C)c2c1C(c1ccccc1)=NCC(=O)N2"	1
"risperidone (ripseridone)"	"Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2"	1
"rivastigmine"	"CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1"	1
"robalzotan"	"NC(=O)c1ccc(F)c2c1C[C@@H](N(C1CCC1)C1CCC1)CO2"	1
"rociclovir"	"CC(C)OCC(COC(C)C)OCn1cnc2cnc(N)nc21"	1
"rofelodine"	"O=C1CCN=C2C[C@H](c3ccccc3)CN12"	1
"rofleponide"	"CCC[C@H]1O[C@H]2C[C@H]3[C@H]4C[C@H](F)C5=CC(=O)CC[C@@]5(C)[C@@]4(F)[C@H](O)C[C@@]3(C)[C@]2(C(=O)CO)O1"	1
"rolicyprine"	"O=C1CC[C@H](C(=O)N[C@H]2C[C@H]2c2ccccc2)N1"	1
"rolipram"	"COc1ccc([C@H]2CNC(=O)C2)cc1OC1CCCC1"	1
"romergoline"	"CN1C[C@@H](CN2CC(=O)NC(=O)C2)C=C2c3cccc4[nH]cc(c34)C[C@H]21"	1
"romifidine"	"Fc1cccc(Br)c1NC1=NCCN1"	1
"ropinirole"	"CCCN(CCC)CCc1cccc2c1CC(=O)N2"	1
"roxoperone"	"CN1C(=O)CC2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)C1=O"	1
"sabcomeline"	"CO/N=C(/C#N)[C@H]1CN2CCC1CC2"	1
"salicin"	"OCc1ccccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]1O"	1
"salicylamide"	"NC(=O)c1ccccc1O"	1
"salsalate (salsalic-acid)"	"O=C(Oc1ccccc1C(=O)O)c1ccccc1O"	1
"sameridine"	"CCCCCCN1CCC(C(=O)N(C)CC)(c2ccccc2)CC1"	1
"saripidem"	"CCCC(=O)N(C)Cc1c(-c2ccc(Cl)cc2)nc2ccccn12"	1
"savoxepin"	"N#Cc1ccc2c(c1)C1=C(CCN(CC3CCCC3)CC1)c1ccccc1O2"	1
"selegiline"	"C#CCN(C)[C@@H](C)Cc1ccccc1"	1
"semorphone"	"COCCN1CC[C@@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5"	1
"sertindole"	"O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1"	1
"setiptiline"	"CN1CCC2=C(C1)c1ccccc1Cc1ccccc12"	1
"sevoflurane"	"FCOC(C(F)(F)F)C(F)(F)F"	1
"sibopirdine"	"c1cnc2c(c1)C(Cc1ccncc1)(Cc1ccncc1)c1cccnc1-2"	1
"sibutramine"	"CC(C)C[C@@H](N(C)C)C1(c2ccc(Cl)cc2)CCC1"	1
"sifaprazine"	"CN1CCN(c2ccccc2Cc2ccccc2)CC1"	1
"simvastatin"	"CCC(C)(C)C(=O)O[C@H]1C[C@H](C)C=C2C=C[C@H](C)[C@@H](CC[C@H]3C[C@H](O)CC(=O)O3)[C@H]21"	1
"soretolide"	"Cc1cc(NC(=O)c2c(C)cccc2C)no1"	1
"spiclomazine"	"O=C1CSC2(CCN(CCCN3c4ccccc4Sc4ccc(Cl)cc43)CC2)N1"	1
"spiperone"	"O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1"	1
"spiradoline"	"CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H]1CC[C@@]2(CCCO2)C[C@H]1N1CCCC1"	1
"spiramide"	"O=C1NCN(c2ccccc2)C12CCN(CCCOc1ccc(F)cc1)CC2"	1
"spirilene"	"C/C(=C/CCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1"	1
"spiroxepin"	"CN(C)C[C@H]1CO[C@@]2(O1)c1ccccc1COc1ccccc12"	1
"stacofylline"	"CCN(CC)C(=O)N1CCN(CCCc2nc3c(c(=O)n(C)c(=O)n3C)n2C)CC1"	1
"stiripentol"	"CC(C)(C)[C@H](O)C=Cc1ccc2c(c1)OCO2"	1
"suclofenide"	"NS(=O)(=O)c1ccc(N2C(=O)C[C@H](c3ccccc3)C2=O)c(Cl)c1"	1
"sulfadiazine"	"Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1"	1
"sulfamethoxazole (tiabendazole)"	"Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1"	1
"sulfonmethane"	"CCS(=O)(=O)C(C)(C)S(=O)(=O)CC"	1
"sulmepride"	"COc1ccc(S(N)(=O)=O)cc1C(=O)NC[C@H]1CCCN1C"	1
"sulthiame (sultiame)"	"NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1"	1
