Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Document ChEMBL ID,Source Description,Document Journal,Document Year
CHEMBL4160401,NC(=O)NC/C=C\CN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21,permeability,'=',110.0,nm/s,CHEMBL4144849,Permeability of the compound in pH 7.4 buffer after 4 hrs by PAMPA,A,BAO_0000019,assay format,CHEMBL4138298,Scientific Literature,ACS Med Chem Lett,2018.0
CHEMBL4167521,NCC1=C(CN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)CCCC1,permeability,'=',170.0,nm/s,CHEMBL4144850,Permeability of the compound in pH 5.5 buffer after 4 hrs by PAMPA,A,BAO_0000019,assay format,CHEMBL4138298,Scientific Literature,ACS Med Chem Lett,2018.0
CHEMBL7568,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,permeability,'=',3.2,%,CHEMBL2156094,Permeability from basolateral to apical side of in wild type MDCK cells assessed as adsorption on transwell at 10 uM after 2 hrs,A,BAO_0000219,cell-based format,CHEMBL2150853,Scientific Literature,Eur J Med Chem,2011.0
CHEMBL448434,C=CCN(C)CCCCC[C@H]1CC[C@H](N(C)C(=O)Oc2ccc(C(F)(F)F)cc2)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O,permeability,'=',25.0,%,CHEMBL2168439,Permeability of compound at pH 6.5 assessed as compound binding to lipid membrane by PAMPA,A,BAO_0000019,assay format,CHEMBL2163299,Scientific Literature,J Med Chem,2012.0
CHEMBL112210,C=CCN(C)CCCCCCOc1ccc2c(-c3ccc(Br)cc3)nsc2c1.O=C(O)/C=C/C(=O)O,permeability,'=',40.0,%,CHEMBL2168439,Permeability of compound at pH 6.5 assessed as compound binding to lipid membrane by PAMPA,A,BAO_0000019,assay format,CHEMBL2163299,Scientific Literature,J Med Chem,2012.0
CHEMBL577693,O=c1c2c([nH]n1Cc1ccccc1)CCNCC2,permeability,'<',1.0,10'-6 cm/s,CHEMBL4426959,Permeability in RRCK cells,A,BAO_0000219,cell-based format,CHEMBL4425137,Scientific Literature,Bioorg Med Chem Lett,2016.0
CHEMBL4463588,Clc1ccccc1Cc1cc2c(nn1)CCNCC2,permeability,'=',15.0,10'-6 cm/s,CHEMBL4426959,Permeability in RRCK cells,A,BAO_0000219,cell-based format,CHEMBL4425137,Scientific Literature,Bioorg Med Chem Lett,2016.0
CHEMBL4538660,FC(F)(F)c1cccc(Cc2cc3c(nn2)CCNCC3)c1,permeability,'=',13.0,10'-6 cm/s,CHEMBL4426959,Permeability in RRCK cells,A,BAO_0000219,cell-based format,CHEMBL4425137,Scientific Literature,Bioorg Med Chem Lett,2016.0
CHEMBL4471283,Cc1cc(/C=C/C(C)(C)C(=O)NC(C)(C)CO)ccc1Cc1cc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(C)cc1C,permeability,'=',7.5,10'-6 cm/s,CHEMBL4311711,Permeability of the compound at pH 7.4 by PAMPA assay,A,BAO_0000019,assay format,CHEMBL4308914,Scientific Literature,Bioorg Med Chem,2019.0
CHEMBL4213609,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3nc[nH]c3n2)C[C@H]1F,permeability,'=',2.0,10'-6 cm/s,CHEMBL4178359,Permeability in RRCK cells,A,BAO_0000219,cell-based format,CHEMBL4177539,Scientific Literature,J Med Chem,2017.0
CHEMBL1802649,COc1ccc2[nH]c3c(c(=O)c2c1)CC(C)(C)CC3,permeability,'=',73.0,10'-6 cm/s,CHEMBL1804799,Permeability of the compound by PAMPA method at pH 7.4,A,BAO_0000019,assay format,CHEMBL1799910,Scientific Literature,J Med Chem,2011.0
CHEMBL9,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,permeability,'=',0.1,ucm/s,CHEMBL3787919,Permeability of the compound at 25 ug/ml after 18 hrs by PAMPA-BBB assay,A,BAO_0000019,assay format,CHEMBL3785067,Scientific Literature,Bioorg Med Chem,2016.0
CHEMBL3785853,CCN/C(=N\S(=O)(=O)c1ccc2c(c1)NCC2)N1CC(CC)C=N1,permeability,'=',36.5,%,CHEMBL3789141,Permeability across pig LLC-PK1 cells expressing MDR assessed as membrane passage at 1 ug/ml after 3 hrs by LC/MS analysis,A,BAO_0000219,cell-based format,CHEMBL3784972,Scientific Literature,Bioorg Med Chem Lett,2016.0
CHEMBL4784838,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cc(F)cc(-c2ncc(C(C)(C)O)cn2)c1OC,permeability,'=',20.0,nm/s,CHEMBL4775534,Permeability from apical to basolateral side in human Caco-2 cells,A,BAO_0000219,cell-based format,CHEMBL4765480,Scientific Literature,J Med Chem,2021.0
CHEMBL11,CN(C)CCCN1c2ccccc2CCc2ccccc21,permeability,'=',10.1,ucm/s,CHEMBL3787917,Permeability of the compound at 100 ug/ml after 18 hrs by PAMPA-BBB assay,A,BAO_0000019,assay format,CHEMBL3785067,Scientific Literature,Bioorg Med Chem,2016.0
CHEMBL3786169,COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CCCC5)cc4)C3)o2)cc1,permeability,'=',35.0,ucm/s,CHEMBL3791483,Permeability from apical to basolateral side in human Caco2 cells,A,BAO_0000219,cell-based format,CHEMBL3784951,Scientific Literature,J Med Chem,2016.0
CHEMBL3787394,COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CC6(COC6)C5)cc4)C3)o2)cc1,permeability,'=',61.0,ucm/s,CHEMBL3791483,Permeability from apical to basolateral side in human Caco2 cells,A,BAO_0000219,cell-based format,CHEMBL3784951,Scientific Literature,J Med Chem,2016.0
CHEMBL4095264,Cc1[nH]c(-c2cc(S(C)(=O)=O)ccc2Oc2ccc(F)cc2F)c2cn[nH]c(=O)c12,permeability,'=',12.0,10'-6 cm/s,CHEMBL4038402,Permeability of the compound,P,BAO_0000100,small-molecule physicochemical format,CHEMBL4038268,Scientific Literature,Bioorg Med Chem Lett,2017.0
CHEMBL3613075,COc1cccc(OC)c1C(=O)/C=C/c1ccco1,permeability,'=',37.8,10'-6 cm/s,CHEMBL3615011,Permeability across basolateral to apical side of human Caco2 cells at 10 umol/L at pH 7.4,A,BAO_0000219,cell-based format,CHEMBL3611997,Scientific Literature,Eur J Med Chem,2015.0
CHEMBL4525277,Cc1ccc2c(N3CCN(C(=O)N(c4nccc5ccccc45)[C@@H]4CCCNC4)CC3)noc2c1,permeability,'=',8.9,10'-6 cm/s,CHEMBL4329575,Permeability in RRCK cells measured up to 1.5 hrs,A,BAO_0000219,cell-based format,CHEMBL4325911,Scientific Literature,Bioorg Med Chem Lett,2018.0
CHEMBL3218581,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1csc(C(C)(C)C)n1,permeability,'=',12.3,ucm/s,CHEMBL3610618,Permeability across apical to basolateral side in human Caco2 cells,A,BAO_0000219,cell-based format,CHEMBL3608263,Scientific Literature,Bioorg Med Chem Lett,2015.0
CHEMBL4455576,CCNC(=O)c1cc2c(-c3cc(C4(O)CCOCC4)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(=O)c2[nH]1,permeability,'=',1.47,10'-6 cm/s,CHEMBL4346341,Permeability in dog MDCK cells by PAMPA,A,BAO_0000219,cell-based format,CHEMBL4342522,Scientific Literature,J Med Chem,2020.0
CHEMBL71,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,permeability,'=',6.5,10'-6 cm/s,CHEMBL1052382,Membrane permeability by PAMPA-BBB assay,A,BAO_0000019,assay format,CHEMBL1152433,Scientific Literature,J Med Chem,2009.0
CHEMBL3618058,CCc1nc2cc(Cl)ccc2n1CCCCOc1ccccc1,permeability,'=',3.6,%,CHEMBL3619163,Passive permeability of the compound from apical to basolateral direction in MDCK cells at 10 uM in presence of P-gp inhibitor,A,BAO_0000219,cell-based format,CHEMBL3616434,Scientific Literature,J Med Chem,2015.0
CHEMBL3609516,CC(C)(C)c1nc2c(s1)CCc1nc(NC(=O)N3CCC[C@@]3(C)C(N)=O)sc1-2,permeability,'=',12.1,ucm/s,CHEMBL3610618,Permeability across apical to basolateral side in human Caco2 cells,A,BAO_0000219,cell-based format,CHEMBL3608263,Scientific Literature,Bioorg Med Chem Lett,2015.0
CHEMBL560199,COCCCn1c(CN2C(=O)/C(=N/OCC(F)(F)F)c3ccccc32)nc2ccccc21,permeability,'=',652.0,nM/s,CHEMBL1054839,Permeability across human Caco-2 cells,A,BAO_0000219,cell-based format,CHEMBL1153463,Scientific Literature,Bioorg Med Chem Lett,2009.0
CHEMBL552275,COCCCn1c(CN2C(=O)/C(=N/OCc3ccncc3)c3ccccc32)nc2ccccc21,permeability,'=',214.0,nM/s,CHEMBL1054839,Permeability across human Caco-2 cells,A,BAO_0000219,cell-based format,CHEMBL1153463,Scientific Literature,Bioorg Med Chem Lett,2009.0
CHEMBL562733,N#CCCCn1c(CN2C(=O)/C(=N/O)c3cccnc32)nc2ccccc21,permeability,'=',42.0,nM/s,CHEMBL1054839,Permeability across human Caco-2 cells,A,BAO_0000219,cell-based format,CHEMBL1153463,Scientific Literature,Bioorg Med Chem Lett,2009.0
CHEMBL564246,CO/N=C1/C(=O)N(Cc2nc3ccccc3n2CCCCO)c2ncccc21,permeability,'=',141.0,nM/s,CHEMBL1054839,Permeability across human Caco-2 cells,A,BAO_0000219,cell-based format,CHEMBL1153463,Scientific Literature,Bioorg Med Chem Lett,2009.0
CHEMBL562141,O=C1/C(=N/OCCF)c2cccnc2N1Cc1nc2ccccc2n1CCCCO,permeability,'=',115.0,nM/s,CHEMBL1054839,Permeability across human Caco-2 cells,A,BAO_0000219,cell-based format,CHEMBL1153463,Scientific Literature,Bioorg Med Chem Lett,2009.0
CHEMBL549918,CS(=O)(=O)CCCn1c(CN2C(=O)/C(=N/OCCF)c3ccncc32)nc2ccccc21,permeability,'=',10.0,nM/s,CHEMBL1054839,Permeability across human Caco-2 cells,A,BAO_0000219,cell-based format,CHEMBL1153463,Scientific Literature,Bioorg Med Chem Lett,2009.0
CHEMBL4072089,COC(c1cc(Cl)c2c(c1Cl)C(=O)N(Cc1c(C)cc(C)[nH]c1=O)CC2)C1CCN(C(C)=O)CC1,permeability,'=',11.5,10'-6 cm/s,CHEMBL4027404,Passive permeability in MDCK cells at 2 uM after 90 mins by LC-MS/MS analysis,A,BAO_0000219,cell-based format,CHEMBL4024771,Scientific Literature,J Med Chem,2018.0
CHEMBL4073864,COc1cc(C)[nH]c(=O)c1CN1CCc2c(Cl)cc(C(OC)C3CCN(C(=O)CO)CC3)c(Cl)c2C1=O,permeability,'=',1.1,10'-6 cm/s,CHEMBL4027404,Passive permeability in MDCK cells at 2 uM after 90 mins by LC-MS/MS analysis,A,BAO_0000219,cell-based format,CHEMBL4024771,Scientific Literature,J Med Chem,2018.0
CHEMBL4067961,COC(c1cc(Cl)c2c(c1Cl)C(=O)N(Cc1c(C)cc(C)[nH]c1=O)CC2)C1CS(=O)(=O)C1,permeability,'=',6.1,10'-6 cm/s,CHEMBL4027404,Passive permeability in MDCK cells at 2 uM after 90 mins by LC-MS/MS analysis,A,BAO_0000219,cell-based format,CHEMBL4024771,Scientific Literature,J Med Chem,2018.0
CHEMBL4083256,CCOC(c1cc(Cl)c2c(c1Cl)C(=O)N(Cc1c(C)cc(C)[nH]c1=O)CC2)C1CS(=O)(=O)C1,permeability,'=',7.7,10'-6 cm/s,CHEMBL4027404,Passive permeability in MDCK cells at 2 uM after 90 mins by LC-MS/MS analysis,A,BAO_0000219,cell-based format,CHEMBL4024771,Scientific Literature,J Med Chem,2018.0
CHEMBL4080228,COc1cc(C)[nH]c(=O)c1CN1CCc2c(Cl)cc([C@H](OC)C3COC3)c(Cl)c2C1=O,permeability,'=',4.8,10'-6 cm/s,CHEMBL4027404,Passive permeability in MDCK cells at 2 uM after 90 mins by LC-MS/MS analysis,A,BAO_0000219,cell-based format,CHEMBL4024771,Scientific Literature,J Med Chem,2018.0
CHEMBL386630,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,permeability,'=',17.0,10^-6 cm/s,CHEMBL4771944,Permeability of compound at pH 7.4 measured after 18 hrs PAMPA-BBB assay,A,BAO_0000019,assay format,CHEMBL4765373,Scientific Literature,Eur J Med Chem,2020.0
CHEMBL71,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,permeability,'=',6.5,10^-6 cm/s,CHEMBL4771944,Permeability of compound at pH 7.4 measured after 18 hrs PAMPA-BBB assay,A,BAO_0000019,assay format,CHEMBL4765373,Scientific Literature,Eur J Med Chem,2020.0
CHEMBL389621,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,permeability,'=',1.9,10^-6 cm/s,CHEMBL4771944,Permeability of compound at pH 7.4 measured after 18 hrs PAMPA-BBB assay,A,BAO_0000019,assay format,CHEMBL4765373,Scientific Literature,Eur J Med Chem,2020.0
CHEMBL4799796,C#CCN(C)CCCCCOc1ccc2c(c1)CCC2=O,permeability,'=',10.91,10^-6 cm/s,CHEMBL4771945,Permeability of compound in pH 7.4 PBS/EtOH buffer (7:3) after 16 hrs by PAMPA-BBB assay,A,BAO_0000019,assay format,CHEMBL4765373,Scientific Literature,Eur J Med Chem,2020.0
CHEMBL4781838,C#CCN(C)CCCCOc1ccc(C(C)=O)cc1OC,permeability,'=',12.53,10^-6 cm/s,CHEMBL4771945,Permeability of compound in pH 7.4 PBS/EtOH buffer (7:3) after 16 hrs by PAMPA-BBB assay,A,BAO_0000019,assay format,CHEMBL4765373,Scientific Literature,Eur J Med Chem,2020.0
CHEMBL190,Cn1c(=O)c2[nH]cnc2n(C)c1=O,permeability,'=',0.69,10^-6 cm/s,CHEMBL4771945,Permeability of compound in pH 7.4 PBS/EtOH buffer (7:3) after 16 hrs by PAMPA-BBB assay,A,BAO_0000019,assay format,CHEMBL4765373,Scientific Literature,Eur J Med Chem,2020.0
CHEMBL4777528,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2cnc(C(=O)N(C)C)cn2)c1OC,permeability,'=',98.0,nm/s,CHEMBL4775534,Permeability from apical to basolateral side in human Caco-2 cells,A,BAO_0000219,cell-based format,CHEMBL4765480,Scientific Literature,J Med Chem,2021.0
CHEMBL4780057,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2nccc(C)n2)c1OC,permeability,'=',328.0,nm/s,CHEMBL4775534,Permeability from apical to basolateral side in human Caco-2 cells,A,BAO_0000219,cell-based format,CHEMBL4765480,Scientific Literature,J Med Chem,2021.0
CHEMBL4086403,CCCCCCNc1nc(NC2CCN(C)CC2)c2cc(OC)c(OC)cc2n1,permeability,'=',5.0,nm/s,CHEMBL4005672,Permeability in human Caco2 cells,A,BAO_0000219,cell-based format,CHEMBL4004823,Scientific Literature,J Med Chem,2017.0
CHEMBL1834226,CCN/C(=N\S(=O)(=O)c1cccc(Cl)c1)N1CC(CC)C=N1,permeability,'=',39.8,%,CHEMBL1839294,Permeability across pig LLC-PK1 cell line overexpressing human MDR1 at 3 hrs by LC/MS analysis,A,BAO_0000219,cell-based format,CHEMBL1833864,Scientific Literature,J Med Chem,2011.0
CHEMBL481322,COCc1c(Cl)ccc2c1CC[C@H]2c1ncc[nH]1,permeability,'=',40.0,cm/s,CHEMBL1015851,Permeability from apical to basolateral side of MDCK2 cells expressing MDR1,A,BAO_0000219,cell-based format,CHEMBL1136872,Scientific Literature,Bioorg Med Chem Lett,2009.0
CHEMBL481322,COCc1c(Cl)ccc2c1CC[C@H]2c1ncc[nH]1,permeability,'=',36.0,cm/s,CHEMBL1015852,Permeability from basolateral to apical side of MDCK2 cells expressing MDR1,A,BAO_0000219,cell-based format,CHEMBL1136872,Scientific Literature,Bioorg Med Chem Lett,2009.0
CHEMBL4072914,CCN(Cc1ccc(/C=C2\Oc3cc(OC)c(OC)cc3C2=O)cc1O)Cc1ccccc1N(C)C,permeability,'=',12.25,10'-6 cm/s,CHEMBL4003401,Permeability of compound at 100 ug/ml after 18 hrs by PAMPA,P,BAO_0000100,small-molecule physicochemical format,CHEMBL4002586,Scientific Literature,Eur J Med Chem,2017.0
CHEMBL568,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,permeability,'=',9.6,10'-6 cm/s,CHEMBL4003401,Permeability of compound at 100 ug/ml after 18 hrs by PAMPA,P,BAO_0000100,small-molecule physicochemical format,CHEMBL4002586,Scientific Literature,Eur J Med Chem,2017.0
CHEMBL389621,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,permeability,'=',2.9,10'-6 cm/s,CHEMBL4132647,Passive permeability of the compound at 100 uM after 6 hrs by PAMPA,A,BAO_0000019,assay format,CHEMBL4130383,Scientific Literature,Eur J Med Chem,2017.0
CHEMBL4173232,COc1cnc(-n2cnc(C)n2)c2[nH]cc(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)[C@H](C)C3)c12,permeability,'=',128.0,nm/s,CHEMBL4137299,Permeability in human Caco2 cells,A,BAO_0000219,cell-based format,CHEMBL4130629,Scientific Literature,J Med Chem,2018.0
CHEMBL4092254,CC(C)OC(=O)C(C)(C)NP(=O)(OC[C@H]1O[C@@H](c2ccc3c(N)ncnn23)[C@](C)(F)[C@@H]1O)Oc1ccccc1,permeability,'=',17.6,ucm/s,CHEMBL4010717,Permeability of the compound from basolateral to apical side in human Caco2 cells at 10 uM,A,BAO_0000219,cell-based format,CHEMBL4007470,Scientific Literature,Bioorg Med Chem Lett,2017.0
CHEMBL5090957,CC1=C(C(=O)Nc2ncc(C(=O)O)s2)C(c2ccccc2Cl)N=C(Nc2nc3ccccc3o2)N1,permeability,'<',1.0,10^-6 cm/s,CHEMBL5051784,Permeability of compound by PAMPA assay,A,BAO_0000019,assay format,CHEMBL5050861,Patent Bioactivity Data,,2021.0
CHEMBL5093371,O/N=C1\CCCC2=C1C(c1ccccc1Cl)N=C(Nc1nc3ccccc3o1)N2,permeability,'=',244.29,10^-6 cm/s,CHEMBL5051784,Permeability of compound by PAMPA assay,A,BAO_0000019,assay format,CHEMBL5050861,Patent Bioactivity Data,,2021.0
CHEMBL5075505,CC(C)CC1=C(C(=O)Nc2nncs2)C(c2ccccc2Cl)N=C(Nc2nc3ccccc3o2)N1,permeability,'=',42.7,10^-6 cm/s,CHEMBL5051784,Permeability of compound by PAMPA assay,A,BAO_0000019,assay format,CHEMBL5050861,Patent Bioactivity Data,,2021.0
CHEMBL5079293,CC1=C(C(=O)Nc2cc(C(=O)O)ccn2)C(c2ccccc2Cl)N=C(Nc2nc3ccc(F)cc3o2)N1,permeability,'<',1.0,10^-6 cm/s,CHEMBL5051784,Permeability of compound by PAMPA assay,A,BAO_0000019,assay format,CHEMBL5050861,Patent Bioactivity Data,,2021.0
CHEMBL5082084,CC1=C(C(=O)Nc2cc(C(=O)O)ccn2)C(c2ccccc2Cl)N=C(Nc2nc3cccc(C(F)(F)F)c3o2)N1,permeability,'<',1.0,10^-6 cm/s,CHEMBL5051784,Permeability of compound by PAMPA assay,A,BAO_0000019,assay format,CHEMBL5050861,Patent Bioactivity Data,,2021.0
CHEMBL5081118,CC1=C(C(=O)Nc2cc(C(=O)O)ccn2)C(c2ccc(-c3ccc(C)nc3)cc2Cl)N=C(Nc2nc3ccc(F)cc3o2)N1,permeability,'<',1.0,10^-6 cm/s,CHEMBL5051784,Permeability of compound by PAMPA assay,A,BAO_0000019,assay format,CHEMBL5050861,Patent Bioactivity Data,,2021.0
CHEMBL5090426,COc1ccc([C@H]2N=C(Nc3nc4cccc(N)c4o3)NC(C)=C2C(=O)Nc2cc(C(=O)O)ccn2)c(Cl)c1,permeability,'<',1.0,10^-6 cm/s,CHEMBL5051784,Permeability of compound by PAMPA assay,A,BAO_0000019,assay format,CHEMBL5050861,Patent Bioactivity Data,,2021.0
CHEMBL4452566,COc1cnc(C(=O)Nc2ccc(F)c([C@]34CN(c5ncc(F)cn5)C[C@H]3CSC(N)=N4)c2)cn1,permeability,'=',19.0,10^-6 cm/s,CHEMBL5034189,Permeability in MDCK cells,A,BAO_0000219,cell-based format,CHEMBL5033995,Scientific Literature,J Med Chem,2021.0
CHEMBL4791284,C#CCN(C)CCCCOc1ccc2c(c1)CCC2=O,permeability,'=',9.61,10^-6 cm/s,CHEMBL4771945,Permeability of compound in pH 7.4 PBS/EtOH buffer (7:3) after 16 hrs by PAMPA-BBB assay,A,BAO_0000019,assay format,CHEMBL4765373,Scientific Literature,Eur J Med Chem,2020.0
CHEMBL4782894,C#CCN(C)CCCCCCOc1ccc2c(c1)OCC2=O,permeability,'=',8.3,10^-6 cm/s,CHEMBL4771945,Permeability of compound in pH 7.4 PBS/EtOH buffer (7:3) after 16 hrs by PAMPA-BBB assay,A,BAO_0000019,assay format,CHEMBL4765373,Scientific Literature,Eur J Med Chem,2020.0
CHEMBL386630,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,permeability,'=',16.06,10^-6 cm/s,CHEMBL4771945,Permeability of compound in pH 7.4 PBS/EtOH buffer (7:3) after 16 hrs by PAMPA-BBB assay,A,BAO_0000019,assay format,CHEMBL4765373,Scientific Literature,Eur J Med Chem,2020.0
CHEMBL527822,CCCCCCCc1c(C)nc2cc(OC)ccc2c1O,permeability,'=',679.0,10'-6 cm/s,CHEMBL1261030,Passive transcellular permeability of the compound at pH 7.4 by PAMPA,A,BAO_0000019,assay format,CHEMBL1255199,Scientific Literature,J Med Chem,2010.0
CHEMBL5169765,O=C1[C@H](Nc2cc(F)cc(Cl)c2)CCCN1[C@@H]1CCCN(c2ncnc3[nH]ccc23)C1,permeability,'<',1.0,ug ml-1,CHEMBL5098412,Permeability of the compound at pH 6.8,A,BAO_0000019,assay format,CHEMBL5096196,Scientific Literature,Bioorg Med Chem,2021.0
CHEMBL4750016,C[C@H]1C[C@@H]1n1c(=O)c2cc(F)ccc2n2c(=S)[nH]nc12,permeability,'=',188.0,10^-6 cm/s,CHEMBL4677383,Permeability of the compound by PAMPA,A,BAO_0000019,assay format,CHEMBL4673282,Scientific Literature,J Med Chem,2020.0
CHEMBL4756117,CC(C)(C)OC(=O)N1CC(CCn2c(=O)c3cc(F)ccc3n3c(=S)[nH]nc23)C1,permeability,'=',229.0,10^-6 cm/s,CHEMBL4677383,Permeability of the compound by PAMPA,A,BAO_0000019,assay format,CHEMBL4673282,Scientific Literature,J Med Chem,2020.0
CHEMBL4762683,O=c1c2cc(F)ccc2n2c(=S)[nH]nc2n1CCN1CCCCC1,permeability,'=',358.0,10^-6 cm/s,CHEMBL4677383,Permeability of the compound by PAMPA,A,BAO_0000019,assay format,CHEMBL4673282,Scientific Literature,J Med Chem,2020.0
CHEMBL4798911,CC(C)(C)OC(=O)NCCOCCOCCOCCC(=O)NCCCn1c(=O)c2cc(F)ccc2n2c(=S)[nH]nc12,permeability,'=',44.3,10^-6 cm/s,CHEMBL4677383,Permeability of the compound by PAMPA,A,BAO_0000019,assay format,CHEMBL4673282,Scientific Literature,J Med Chem,2020.0
CHEMBL4759486,CC(C)(C)OC(=O)NCCCCCC(=O)NCCCn1c(=O)c2cc(F)ccc2n2c(=S)[nH]nc12,permeability,'=',405.0,10^-6 cm/s,CHEMBL4677383,Permeability of the compound by PAMPA,A,BAO_0000019,assay format,CHEMBL4673282,Scientific Literature,J Med Chem,2020.0
CHEMBL4797819,O=c1c2cc(F)ccc2n2cnnc2n1CCc1ccccc1,permeability,'=',924.0,10^-6 cm/s,CHEMBL4677383,Permeability of the compound by PAMPA,A,BAO_0000019,assay format,CHEMBL4673282,Scientific Literature,J Med Chem,2020.0
CHEMBL4740835,O=c1c2cc(I)ccc2n2c(=S)[nH]nc2n1CCc1ccccc1,permeability,'=',1025.0,10^-6 cm/s,CHEMBL4677383,Permeability of the compound by PAMPA,A,BAO_0000019,assay format,CHEMBL4673282,Scientific Literature,J Med Chem,2020.0
CHEMBL4782336,O=c1c2cc(F)ccc2n2c(=S)[nH]nc2n1CCCc1ccccc1,permeability,'=',1269.0,10^-6 cm/s,CHEMBL4677383,Permeability of the compound by PAMPA,A,BAO_0000019,assay format,CHEMBL4673282,Scientific Literature,J Med Chem,2020.0
CHEMBL4751837,CCn1c(=O)c2cc(F)ccc2n2c(=S)[nH]nc12,permeability,'=',39.5,10^-6 cm/s,CHEMBL4677383,Permeability of the compound by PAMPA,A,BAO_0000019,assay format,CHEMBL4673282,Scientific Literature,J Med Chem,2020.0
CHEMBL4795697,O=C(NCCCn1c(=O)c2cc(F)ccc2n2c(=S)[nH]nc12)C1CCCC1,permeability,'=',155.0,10^-6 cm/s,CHEMBL4677383,Permeability of the compound by PAMPA,A,BAO_0000019,assay format,CHEMBL4673282,Scientific Literature,J Med Chem,2020.0
CHEMBL4762825,CC(C)(C)OC(=O)NC1CCC(C(=O)NCCCn2c(=O)c3cc(F)ccc3n3c(=S)[nH]nc23)CC1,permeability,'=',330.0,10^-6 cm/s,CHEMBL4677383,Permeability of the compound by PAMPA,A,BAO_0000019,assay format,CHEMBL4673282,Scientific Literature,J Med Chem,2020.0
CHEMBL4756781,CN1CCN(CC(=O)NCCCn2c(=O)c3cc(F)ccc3n3c(=S)[nH]nc23)CC1,permeability,'<',1.0,10^-6 cm/s,CHEMBL4677383,Permeability of the compound by PAMPA,A,BAO_0000019,assay format,CHEMBL4673282,Scientific Literature,J Med Chem,2020.0
CHEMBL4763677,COc1cc2c(cc1O)CCC(C)(CC(=O)N[C@@H](C)C(=O)O)O2,permeability,'=',0.06,10^-6 cm/s,CHEMBL4718607,Permeability of the compound at pH 7.4 by PAMPA-BBB assay,A,BAO_0000019,assay format,CHEMBL4715750,Scientific Literature,Eur J Med Chem,2016.0
CHEMBL4793823,COc1cc2c(cc1O)CCC(C)(CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)O2,permeability,'=',0.03,10^-6 cm/s,CHEMBL4718607,Permeability of the compound at pH 7.4 by PAMPA-BBB assay,A,BAO_0000019,assay format,CHEMBL4715750,Scientific Literature,Eur J Med Chem,2016.0
CHEMBL4740126,O=C(O)c1cc(-c2ccc(Cl)c(OC3CC3)c2)ncn1,permeability,'=',6.5,10^-6 cm/s,CHEMBL4679429,Permeability of compound at pH 7.4 by PAMPA assay,A,BAO_0000019,assay format,CHEMBL4673377,Scientific Literature,Bioorg Med Chem Lett,2021.0
CHEMBL561,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,permeability,'=',15.0,10'-6 cm/s,CHEMBL1046150,Permeability at pH 6.5 by PAMPA method,A,BAO_0000019,assay format,CHEMBL1156784,Scientific Literature,J Med Chem,2010.0
CHEMBL850,C[C@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1,permeability,'=',42.0,10'-6 cm/s,CHEMBL1046150,Permeability at pH 6.5 by PAMPA method,A,BAO_0000019,assay format,CHEMBL1156784,Scientific Literature,J Med Chem,2010.0
CHEMBL439,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,permeability,'=',1.2,10'-6 cm/s,CHEMBL1046150,Permeability at pH 6.5 by PAMPA method,A,BAO_0000019,assay format,CHEMBL1156784,Scientific Literature,J Med Chem,2010.0
