Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Document ChEMBL ID,Source Description,Document Journal,Document Year,Comment,Concentration/Dosage Levels,Temperature Range,Time Duration,Metabolic Activation Presence,Cell/Tissue Type or Organism Used,Ames experiment
CHEMBL4160164,S=C(N/N=C/c1ccccn1)NC1CCN(Cc2ccccc2)CC1,Activity,,,,CHEMBL4133009,Metal chelation activity assessed as 1:1 compound to Cu2+L complex formation in DMF:H2O (7:3) solution by cyclic voltametry,B,BAO_0000019,assay format,CHEMBL4130407,Scientific Literature,Eur J Med Chem,2017.0,Active,,,,,,False
CHEMBL4166894,O=C(/C=C/c1ccccc1)c1cccc2ccccc12,Activity,,,,CHEMBL4130658,Genotoxicity in human HK2 cells assessed as induction of DNA strand breakage at 20 uM after 6 hrs by DAPI staining based alkaline comet assay,T,BAO_0000219,cell-based format,CHEMBL4130341,Scientific Literature,Medchemcomm,2016.0,Non-Toxic,20 uM,,6 hrs,,human HK2 cells,False
CHEMBL4642999,CCCCCCCCCC(=O)NC(CN1CCOCC1)C(O)c1ccccc1,Activity,,,,CHEMBL4611084,Induction of large autophagosome formation in CRISPR/Cas9-mediated LAMP2 knocked out mouse L cells assessed as accumulation of abnormal multilamellar bodies at 40 uM measured after 17 hrs by transmission electron microscopy analysis,F,BAO_0000219,cell-based format,CHEMBL4610024,Scientific Literature,Bioorg Med Chem Lett,2020.0,Active,,,,,,
CHEMBL452984,C=C1C[C@H](C)C(=O)N[C@@H](C)C(=O)N(C)[C@H](Cc2c(Br)[nH]c3ccccc23)C(=O)N[C@@H](c2ccc(O)cc2)CC(=O)O[C@@H](C)C[C@@H](C)C1=O,Activity,,,,CHEMBL1769380,Antimicrofilament activity in human HCT116 cells assessed as loss of microfilament at 0.05 uM by rhodamine-phalloidin staining,F,BAO_0000219,cell-based format,CHEMBL1765004,Scientific Literature,J Nat Prod,2011.0,Not Active,0.05 uM,,,,human HCT116 cells,False
CHEMBL1765407,C/C(=C\[C@H](C)C[C@H](C)OC(=O)CC(=O)c1ccc(O)c(O)c1)C[C@H](C)C(=O)N[C@@H](C)C(=O)N(C)[C@H](Cc1c(Br)[nH]c2ccccc12)C(N)=O,Activity,,,,CHEMBL1769380,Antimicrofilament activity in human HCT116 cells assessed as loss of microfilament at 0.05 uM by rhodamine-phalloidin staining,F,BAO_0000219,cell-based format,CHEMBL1765004,Scientific Literature,J Nat Prod,2011.0,Not Active,0.05 uM,,,,human HCT116 cells,False
CHEMBL257166,C/C1=C\[C@H](C)C[C@H](C)OC(=O)C[C@H](c2ccc(O)cc2)NC(=O)[C@@H](Cc2c(Br)[nH]c3ccccc23)N(C)C(=O)[C@H](C)NC(=O)[C@@H](C)C1,Activity,,,,CHEMBL1769381,Antimicrofilament activity in human HCT116 cells assessed as loss of microfilament at 0.01 uM by rhodamine-phalloidin staining,F,BAO_0000219,cell-based format,CHEMBL1765004,Scientific Literature,J Nat Prod,2011.0,Not Active,0.01 uM,,,,human HCT116 cells,False
CHEMBL452984,C=C1C[C@H](C)C(=O)N[C@@H](C)C(=O)N(C)[C@H](Cc2c(Br)[nH]c3ccccc23)C(=O)N[C@@H](c2ccc(O)cc2)CC(=O)O[C@@H](C)C[C@@H](C)C1=O,Activity,,,,CHEMBL1769538,Antimicrofilament activity in human HCT116 cells assessed as additional loss of microfilament at 1 uM by rhodamine-phalloidin staining,F,BAO_0000219,cell-based format,CHEMBL1765004,Scientific Literature,J Nat Prod,2011.0,Active,1 uM,,,,human HCT116 cells,False
CHEMBL452984,C=C1C[C@H](C)C(=O)N[C@@H](C)C(=O)N(C)[C@H](Cc2c(Br)[nH]c3ccccc23)C(=O)N[C@@H](c2ccc(O)cc2)CC(=O)O[C@@H](C)C[C@@H](C)C1=O,Activity,,,,CHEMBL1769520,Antimicrofilament activity in human HCT116 cells assessed as complete loss of microfilament network at GI50 concentration by rhodamine-phalloidin staining,F,BAO_0000219,cell-based format,CHEMBL1765004,Scientific Literature,J Nat Prod,2011.0,Active,GI50 concentration,,,,mouse L5178Y cells,False
CHEMBL4635331,Cc1cc(C[C@@H](NC(=O)N2CCC3(CC2)OC(=O)Nc2ncccc23)C(=O)N[C@@H](CC2CCNCC2)C(=O)N2CCN(c3ccncc3)CC2)cc2cn[nH]c12,Activity,,,,CHEMBL4613016,Genotoxicity in Salmonella typhimurium TA98 by mini AMES test,T,BAO_0000019,assay format,CHEMBL4610123,Scientific Literature,J Med Chem,2020.0,Non-Toxic,,,,,,
CHEMBL1466593,COc1cccc(F)c1C(C[N+](=O)[O-])c1c(N)n(C)c(=O)n(C)c1=O,Activity,'=',9.367,um,CHEMBL1738019,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: irf1 Inhibition (HEL cells)",U,BAO_0000219,cell-based format,CHEMBL1201862,PubChem BioAssays,,,Active,,,,,HEL cells,False
CHEMBL71191,COc1cc2ncc(-c3ccccc3)nc2cc1OC,Activity,'=',0.69,um,CHEMBL1738019,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: irf1 Inhibition (HEL cells)",U,BAO_0000219,cell-based format,CHEMBL1201862,PubChem BioAssays,,,Active,,,,,HEL cells,False
CHEMBL1299997,C/C(=C\c1ccc(N(C)C)cc1)[N+](=O)[O-],Activity,'=',4.29,um,CHEMBL1738019,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: irf1 Inhibition (HEL cells)",U,BAO_0000219,cell-based format,CHEMBL1201862,PubChem BioAssays,,,Active,,,,,HEL cells,False
CHEMBL1335750,O=C(COc1ccccc1)Nc1ncccn1,Activity,'>',40.0,um,CHEMBL1738019,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: irf1 Inhibition (HEL cells)",U,BAO_0000219,cell-based format,CHEMBL1201862,PubChem BioAssays,,,inactive,,,,,HEL cells,False
CHEMBL1708370,C/C(=C\c1ccccc1F)C(=O)c1c(C)cc(C)nc1O,Activity,'=',3.24,um,CHEMBL1738019,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: irf1 Inhibition (HEL cells)",U,BAO_0000219,cell-based format,CHEMBL1201862,PubChem BioAssays,,,Active,,,,,HEL cells,False
CHEMBL1467766,CN(c1ccccc1)S(=O)(=O)c1cccc(C(=O)NCCc2ccc(O)c(O)c2)c1,Activity,'=',2.968,um,CHEMBL1738019,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: irf1 Inhibition (HEL cells)",U,BAO_0000219,cell-based format,CHEMBL1201862,PubChem BioAssays,,,Active,,,,,HEL cells,False
CHEMBL1481030,Nc1nc(CCl)nc(N(c2ccccc2)c2ccccc2)n1,Activity,'=',2.644,um,CHEMBL1738019,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: irf1 Inhibition (HEL cells)",U,BAO_0000219,cell-based format,CHEMBL1201862,PubChem BioAssays,,,Active,,,,,HEL cells,False
CHEMBL1712300,Cc1[nH]c(=O)c(C(=O)C=Cc2ccc(C(C)C)cc2)c2c1CCCC2,Activity,'=',6.33,um,CHEMBL1738019,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: irf1 Inhibition (HEL cells)",U,BAO_0000219,cell-based format,CHEMBL1201862,PubChem BioAssays,,,Active,,,,,HEL cells,False
CHEMBL169473,COc1cccc(Nc2ncnc3cc(OC)c(OC)cc23)c1,Activity,'>',40.0,um,CHEMBL1738020,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: JAK2V617F Inhibition",U,BAO_0000019,assay format,CHEMBL1201862,PubChem BioAssays,,,inactive,,,,,,False
CHEMBL35820,CCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCC,Activity,'=',7.122,um,CHEMBL1738020,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: JAK2V617F Inhibition",U,BAO_0000019,assay format,CHEMBL1201862,PubChem BioAssays,,,Active,,,,,,False
CHEMBL1462611,Cc1cccc(OCC(=O)Nc2cccc(O)c2)c1,Activity,'>',40.0,um,CHEMBL1738020,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: JAK2V617F Inhibition",U,BAO_0000019,assay format,CHEMBL1201862,PubChem BioAssays,,,inactive,,,,,,False
CHEMBL56802,COc1cc2ncnc(Nc3cccc(C)c3)c2cc1OC,Activity,'>',40.0,um,CHEMBL1738020,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: JAK2V617F Inhibition",U,BAO_0000019,assay format,CHEMBL1201862,PubChem BioAssays,,,inactive,,,,,,False
CHEMBL4640155,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@@H]1NCCc2c1[nH]c1ccc(O)cc21.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,Activity,,,,CHEMBL4629815,Cytotoxicity against Parkinson's disease patient derived human ONS cells assessed as effect on nucleus morphology parameters at 10 uM after 24 hrs by DAPI staining based fluorescence assay,A,BAO_0000219,cell-based format,CHEMBL4627394,Scientific Literature,J Nat Prod,2020.0,Non-Toxic,10 uM,,24 hrs,,Parkinson's disease patient derived human ONS cells,False
CHEMBL1927147,Cl.O=c1c2c3n(c(=O)cc2[nH]n1-c1ccccc1Cl)CCCN(Cc1ccccc1)C3,Activity,,,,CHEMBL1931607,Mutagenicity in micronucleus at 500 uM by in vitro assay,A,BAO_0000019,assay format,CHEMBL1926564,Scientific Literature,Bioorg Med Chem,2011.0,Non-toxic,,,,,,
CHEMBL4082473,COc1ccc2c(c1)c(CN1CCN(C)CC1)cn2S(=O)(=O)c1ccccc1Br.CS(=O)(=O)O.O,Activity,,,,CHEMBL4009099,Mutagenicity in Salmonella typhimurium TA1537 in presence of metabolic activation,T,BAO_0000019,assay format,CHEMBL4007422,Scientific Literature,J Med Chem,2017.0,Non-Toxic,,,,,,
CHEMBL4092048,COc1cc2c(cc1OC)C(=O)C(Cc1cc[n+](Cc3cccc(Cl)c3)cc1C(N)=O)C2.[Br-],Activity,,,,CHEMBL4013245,Genotoxicity in Salmonella typhimurium TA98 after 90 mins by Ames test,T,BAO_0000019,assay format,CHEMBL4011633,Scientific Literature,J Med Chem,2017.0,Non-Toxic,,,,,,
CHEMBL4061515,COc1cc(C[C@@H](C)[C@@H](C)Cc2ccc(OC(=O)c3ccc(Br)cc3)c(OC)c2)ccc1O,Activity,,,,CHEMBL4046881,Antibacterial activity against trimethoprim-sulfamethoxazole-resistant Stenotrophomonas maltophilia assessed as inhibition of microbial growth up to 50 ug/ml incubated for 24 hrs by microdilution assay,F,BAO_0000019,assay format,CHEMBL4043204,Scientific Literature,Bioorg Med Chem,2017.0,Not Active,up to 50 ug/ml,,24 hrs,,Stenotrophomonas maltophilia,False
CHEMBL4076260,CCCC(=O)Oc1ccc(C[C@@H](C)[C@@H](C)Cc2ccc(OC(=O)CCC)c(OC)c2)cc1OC,Activity,,,,CHEMBL4046881,Antibacterial activity against trimethoprim-sulfamethoxazole-resistant Stenotrophomonas maltophilia assessed as inhibition of microbial growth up to 50 ug/ml incubated for 24 hrs by microdilution assay,F,BAO_0000019,assay format,CHEMBL4043204,Scientific Literature,Bioorg Med Chem,2017.0,Not Active,up to 50 ug/ml,,24 hrs,,Stenotrophomonas maltophilia,False
CHEMBL2170804,CS(=O)(=O)O.OCCn1cc(-c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2)cn1,Activity,,,,CHEMBL2174913,Genotoxicity in CHO cells by micronucleus assay in absence of rat liver S9 fraction,T,BAO_0000219,cell-based format,CHEMBL2169886,Scientific Literature,J Med Chem,2012.0,Non-toxic,,,,,,
CHEMBL309486,COc1cc2c(cc1OC)[C@H]1C(=O)c3cc4c(cc3[C@H]1N(CCCBr)C2=O)OCO4,Activity,,,,CHEMBL668908,DNA topoisomerase I mediated cleavage activity tested up to a concentration of 100 uM; Same activity as compound 1,B,BAO_0000357,single protein format,CHEMBL1135987,Scientific Literature,J Med Chem,2002.0,Same activity as compound 1,up to 100 uM,,,,,False
CHEMBL388590,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,Activity,,,,CHEMBL4328752,Toxicity in liver microsomes isolated from CYP activator dexamethasone-treated Sprague-Dawley rat assessed as induction of mitochondrial permeability transition by measuring mitochondrial swelling at 50 uM measured after 30 mins in absence of NADPH,T,BAO_0000251,microsome format,CHEMBL4325877,Scientific Literature,Bioorg Med Chem Lett,2018.0,Non-Toxic,50 uM,,30 mins,absence of NADPH,liver microsomes (Sprague-Dawley rat),False
CHEMBL4553060,N#Cc1ccc2c(C(CC(F)(F)F)c3cccs3)c(-c3ccccc3)[nH]c2c1,Activity,,,,CHEMBL4352699,"Antiallodynic activity in C57BL/6J mouse model of CCI-induced neuropathic pain assessed as reduction in mechanical sensitivity in ipsilateral paw at 40 mg/kg, ip by Von frey filament test",F,BAO_0000218,organism-based format,CHEMBL4350967,Scientific Literature,J Med Chem,2019.0,Tde,,,,,,
CHEMBL2017281,COc1cc2c(Nc3cccc4cccnc34)c(C(N)=O)cnc2cc1-c1c(C)noc1C,Activity,,,,CHEMBL2185629,Mutagenicity against Salmonella typhimurium TA1537 by AMES test in absence of S9 fraction,T,BAO_0000218,organism-based format,CHEMBL2176882,Scientific Literature,Bioorg Med Chem Lett,2012.0,Toxic,,,,,,
CHEMBL180671,CCN(CC)CCCC(C)Nc1ccnc2cc(Oc3ccccc3)ccc12,Activity,,,,CHEMBL1117329,Mutagenic activity in Salmonella Typhimurium TA98 assessed as number of revertants after 48 hrs by Ames test,T,BAO_0000019,assay format,CHEMBL1157913,Scientific Literature,J Med Chem,2010.0,Non-toxic,,,48 hrs,,Salmonella Typhimurium TA98,True
CHEMBL180671,CCN(CC)CCCC(C)Nc1ccnc2cc(Oc3ccccc3)ccc12,Activity,,,,CHEMBL1117330,Mutagenic activity in Salmonella Typhimurium TA100 assessed as number of revertants after 48 hrs by Ames test,T,BAO_0000019,assay format,CHEMBL1157913,Scientific Literature,J Med Chem,2010.0,Non-toxic,,,48 hrs,,Salmonella Typhimurium TA100,True
CHEMBL4457916,Cc1cc(C(=O)Nc2nnc(-c3ccc(F)cc3)o2)cc(C(F)(F)F)c1,Activity,,,,CHEMBL4384526,"Analgesic activity in C57BL/6 mouse model of CFA-induced inflammatory pain model assessed as reduction in mechanical sensitivity in ipsilateral paw at 5 mg/kg, ip measured after 30 mins post dose by von Frey filament test based modified up-and-down technique",F,BAO_0000218,organism-based format,CHEMBL4382248,Scientific Literature,Eur J Med Chem,2019.0,Active,,,,,,
CHEMBL4592586,c1csc(CNCc2cc(CNCc3cccs3)cc(-c3cc(CNCc4cccs4)cc(CNCc4cccs4)c3)c2)c1,Activity,,,,CHEMBL4385910,Antiviral activity against Zika virus harboring subgenomic GFP replicon infected in African green monkey Vero cells assessed as reduction in viral infection at 100 uM preincubated for 30 mins followed by viral infection and measured after 72 hrs,F,BAO_0000218,organism-based format,CHEMBL4385601,Scientific Literature,J Med Chem,2019.0,Active,100 uM,,72 hrs,,African green monkey Vero cells,False
CHEMBL604805,CCN1C[C@H]2C[C@@H](N(Cc3cccc(OC(F)(F)F)c3)C(=O)c3cn(C)cn3)C[C@H]2C1,Activity,,,,CHEMBL1073600,Inhibition of GlyT1-mediated glycine uptake in sc dosed rat CSF assessed as dose required for doubling endogenous glycine level after 90 mins,F,BAO_0000218,organism-based format,CHEMBL1159083,Scientific Literature,Bioorg Med Chem Lett,2010.0,Not Determined,,,90 mins,,rat CSF,False
CHEMBL1289626,Oc1ccc2c(c1)CCN(CCCCc1ccccc1)CC2O,Activity,,,,CHEMBL1292532,Displacement of [3H]Dexamethasone from glucocorticoid receptor at 1 to 3 uM,B,BAO_0000357,single protein format,CHEMBL1287688,Scientific Literature,Bioorg Med Chem,2010.0,Not Active,,,,,,
CHEMBL4173715,O=C(O)C[C@]1(CC(F)(F)F)CCc2cc(-c3cnc(NC(=O)Nc4ccc(F)c(F)c4)cn3)ccc2C1=O,Activity,,,,CHEMBL4144951,Mutagenicity in Salmonella typhimurium TA98 in presence of S9 fraction by Ames test,T,BAO_0000218,organism-based format,CHEMBL4138301,Scientific Literature,ACS Med Chem Lett,2018.0,Non-Toxic,,,,presence of S9 fraction,Salmonella typhimurium TA98,True
CHEMBL1162293,Nc1cccc(C(F)(F)F)c1,Activity,,,,CHEMBL4144952,Mutagenicity in Salmonella typhimurium TA100 in presence of S9 fraction by Ames test,T,BAO_0000218,organism-based format,CHEMBL4138301,Scientific Literature,ACS Med Chem Lett,2018.0,Non-Toxic,,,,presence of S9 fraction,Salmonella typhimurium TA100,True
CHEMBL1162293,Nc1cccc(C(F)(F)F)c1,Activity,,,,CHEMBL4144953,Mutagenicity in Escherichia coli WP2uvrA in presence of S9 fraction by Ames test,T,BAO_0000218,organism-based format,CHEMBL4138301,Scientific Literature,ACS Med Chem Lett,2018.0,Non-Toxic,,,,presence of S9 fraction,Escherichia coli WP2uvrA,True
CHEMBL4173715,O=C(O)C[C@]1(CC(F)(F)F)CCc2cc(-c3cnc(NC(=O)Nc4ccc(F)c(F)c4)cn3)ccc2C1=O,Activity,,,,CHEMBL4144954,Mutagenicity in Salmonella typhimurium TA1535 in absence of S9 fraction by Ames test,T,BAO_0000218,organism-based format,CHEMBL4138301,Scientific Literature,ACS Med Chem Lett,2018.0,Non-Toxic,,,,absence of S9 fraction,Salmonella typhimurium TA1535,True
CHEMBL1162293,Nc1cccc(C(F)(F)F)c1,Activity,,,,CHEMBL4144955,Mutagenicity in Salmonella typhimurium TA1537 in absence of S9 fraction by Ames test,T,BAO_0000218,organism-based format,CHEMBL4138301,Scientific Literature,ACS Med Chem Lett,2018.0,Non-Toxic,,,,absence of S9 fraction,Salmonella typhimurium TA1537,True
CHEMBL4173846,O=C(Nc1c(F)c(F)c(-c2ccccc2)c(F)c1F)c1c(O)nn2ccccc12,Activity,,,,CHEMBL4137412,Induction of cell death in CFSE-labeled human U937 cells at 0.01 to 10 uM in presence of exogenous uridine of after 3 days by propidium iodide staining-based assay,F,BAO_0000219,cell-based format,CHEMBL4130632,Scientific Literature,J Med Chem,2018.0,Not Active,,,,,,
CHEMBL4202767,CCOc1c(Cl)cc(C(=O)Nc2ccc(C(=O)O)c(C)c2)cc1OC(C)C,Activity,,,,CHEMBL4187064,Genotoxicity in CHOK1 cells in presence of rat liver S9 fraction by fluorescence imaging based micronucleus assay,T,BAO_0000219,cell-based format,CHEMBL4184197,Scientific Literature,Bioorg Med Chem,2018.0,Non-Toxic,,,,,,
CHEMBL2063869,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1snnc1-c1ccccc1)C1CCCCC1,Activity,,,,CHEMBL2066555,Induction of apoptosis in human MDA-MB-231 cells assessed as activation of caspase-3 for 3 to 24 hrs by Apo-ONE homogenous assay,F,BAO_0000219,cell-based format,CHEMBL2062482,Scientific Literature,J Med Chem,2012.0,Dose-dependent effect,,,,,,
CHEMBL2063870,CN[C@H](C)C(=O)N[C@@H](C(=O)N1CCC[C@@H]1C(=O)Nc1snnc1-c1ccccc1)C1CCCCC1,Activity,,,,CHEMBL2066557,Induction of apoptosis in human MDA-MB-231 cells assessed as activation of caspase-3 up to 10 uM for 24 hrs by Apo-ONE homogenous assay,F,BAO_0000219,cell-based format,CHEMBL2062482,Scientific Literature,J Med Chem,2012.0,Not Active,,,,,,
CHEMBL2041691,C[C@H]1O[C@@H](n2cc(F)c(NC(=O)Oc3ccc(Cl)cc3)nc2=O)[C@@H]2OC(=O)O[C@@H]21,Activity,,,,CHEMBL2044682,Mutagenic activity in Salmonella typhimurium TA98 at 0.312 to 5 mg/plate preincubated for 20 mins before addition in absence of liver S9 mixture,T,BAO_0000218,organism-based format,CHEMBL2040809,Scientific Literature,Eur J Med Chem,2012.0,Non-toxic,0.312 to 5 mg/plate,,preincubated for 20 mins,absence of liver S9 mixture,Salmonella typhimurium TA98,True
CHEMBL2041687,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@H]3OC(=O)O[C@H]32)cc1F,Activity,,,,CHEMBL2044683,Mutagenic activity in Salmonella typhimurium TA100 at 0.312 to 5 mg/plate preincubated for 20 mins before addition in presence of liver S9 mixture,T,BAO_0000218,organism-based format,CHEMBL2040809,Scientific Literature,Eur J Med Chem,2012.0,Non-toxic,0.312 to 5 mg/plate,,preincubated for 20 mins,presence of liver S9 mixture,Salmonella typhimurium TA100,True
CHEMBL2046993,N#Cc1ccc(-c2ccc(N)cc2F)c(Cl)c1,Activity,,,,CHEMBL2051304,Induction of mutagenesis in Salmonella typhimurium TA100 up to 5000 ug/plate by Ames test,T,BAO_0000218,organism-based format,CHEMBL2046442,Scientific Literature,J Med Chem,2012.0,Non-toxic,up to 5000 ug/plate,,,,Salmonella typhimurium TA100,True
CHEMBL2046995,Nc1ccc(-c2ccccc2)c(Cl)c1,Activity,,,,CHEMBL2051305,Induction of mutagenesis in Salmonella typhimurium TA100 up to 5000 ug/plate by Ames test in presence of rat liver S9 fraction,T,BAO_0000218,organism-based format,CHEMBL2046442,Scientific Literature,J Med Chem,2012.0,Non-toxic,up to 5000 ug/plate,,,presence of rat liver S9 fraction,Salmonella typhimurium TA100,True
CHEMBL4064589,FC(F)(F)c1c(-c2ccc(NC3CCOCC3)c(Cl)c2)ccn2c(CC3CC3)nnc12,Activity,,,,CHEMBL4040531,Positive allosteric modulation of human metabotropic glutamate receptor 2 expressed in CHOK1 cells assessed as cellular impedance at 200 nM incubated for 5mins followed by compound washout in presence of endogenous glutamate levels by RTCA,B,BAO_0000219,cell-based format,CHEMBL4038323,Scientific Literature,J Med Chem,2017.0,Not Active,,,,,,
CHEMBL4103847,Cc1cc(COc2nc(N)nc3ccn(Cc4ccccn4)c23)no1,Activity,,,,CHEMBL4030807,"Antiviral activity against HBV 1.3mer genotype D infected in C57Bl/6 mouse via hydrodynamic injection assessed as log reduction in serum viral load at 20 mg/kg, po qd administered 1 day after hydrodynamic injection for 5 consecutive days by qPCR analysis",F,BAO_0000218,organism-based format,CHEMBL4028850,Scientific Literature,J Med Chem,2017.0,Active,,,,,,
CHEMBL4103847,Cc1cc(COc2nc(N)nc3ccn(Cc4ccccn4)c23)no1,Activity,,,,CHEMBL4030808,"Antiviral activity against HBV 1.3mer genotype D infected in C57Bl/6 mouse via hydrodynamic injection assessed as log reduction in liver viral load at 20 mg/kg, po qd administered 1 day after hydrodynamic injection for 5 consecutive days and measured 1 day after last dose by qPCR analysis",F,BAO_0000218,organism-based format,CHEMBL4028850,Scientific Literature,J Med Chem,2017.0,Active,,,,,,
CHEMBL3683753,NC(=O)c1nn(CC(=O)N2[C@@H]3C[C@@H]3C[C@H]2C(=O)Nc2cccc(Br)n2)c2ccccc12,Activity,,,,CHEMBL4013301,Genotoxicity in Salmonella typhimurium by Ames test,T,BAO_0000019,assay format,CHEMBL4011635,Scientific Literature,J Med Chem,2017.0,Non-Toxic,,,,,Salmonella typhimurium,True
CHEMBL4126298,CC1CCCN(CCCCCOc2cccc3ccccc23)C1,Activity,,,,CHEMBL4122187,Mutagenicity in Salmonella typhimurium TA100 assessed as increase in number of revertants at 10 uM after 90 mins by Ames test,T,BAO_0000218,organism-based format,CHEMBL4118139,Scientific Literature,Bioorg Med Chem,2018.0,Non-Toxic,10 uM,,after 90 mins,,Salmonella typhimurium TA100,True
CHEMBL1916091,COc1ccc2nc(C)c3c(C)nc(-c4cnccc4C)n3c2n1,Activity,,,,CHEMBL1919372,Induction of mutagenesis in Salmonella Typhimurium TA1537 by ames test,T,BAO_0000218,organism-based format,CHEMBL1914403,Scientific Literature,J Med Chem,2011.0,Non-toxic,,,,,Salmonella Typhimurium TA1537,True
CHEMBL164632,O=[N+]([O-])c1cccc2cc[nH]c12,Activity,,,,CHEMBL799657,Mutagenic activity in Salmonella Typhimurium TA98 using Ames test; Activity is log of revertants / nmol; a= inactive,F,BAO_0000218,organism-based format,CHEMBL1125820,Scientific Literature,J Med Chem,1991.0,Not Active,log of revertants / nmol,,,,Salmonella Typhimurium TA98,True
CHEMBL1766304,COC(=O)C1C(C(=O)OC)C2c3ccccc3C1N2N=O,Activity,,,,CHEMBL1768510,Mutagenic activity in Salmonella Typhimurium TA100 assessed as number of revertants after 44 hrs by Ames test,T,BAO_0000218,organism-based format,CHEMBL1764971,Scientific Literature,Bioorg Med Chem,2011.0,Non-toxic,,,44 hrs,,Salmonella Typhimurium TA100,True
CHEMBL1766311,O=NN1C2CCC1c1cc([N+](=O)[O-])ccc12,Activity,,,,CHEMBL1768512,Mutagenic activity in Salmonella Typhimurium TA98 assessed as number of revertants after 44 hrs by Ames test,T,BAO_0000218,organism-based format,CHEMBL1764971,Scientific Literature,Bioorg Med Chem,2011.0,Non-toxic,,,44 hrs,,Salmonella Typhimurium TA98,True
CHEMBL1766314,O=NN1C2CC(O)C1c1ccccc12,Activity,,,,CHEMBL1768512,Mutagenic activity in Salmonella Typhimurium TA98 assessed as number of revertants after 44 hrs by Ames test,T,BAO_0000218,organism-based format,CHEMBL1764971,Scientific Literature,Bioorg Med Chem,2011.0,Non-toxic,,,44 hrs,,Salmonella Typhimurium TA98,True
