Smiles_unify,Smiles,value,source,ph,property
c1ccc2ncccc2c1,c1ccc2ncccc2c1,1.99,CHEMBL948522,7.4,logd
c1ccc2[nH]ccc2c1,c1ccc2[nH]ccc2c1,0.66,CHEMBL949564,7.4,logd
O=c1cc(-c2ccccc2)oc2ccccc12,O=c1cc(-c2ccccc2)oc2ccccc12,1.99,CHEMBL949564,7.4,logd
CN1C(=O)c2ccccc2C1=O,CN1C(=O)c2ccccc2C1=O,-0.15,CHEMBL949564,7.4,logd
CCN1C(=O)Cc2ccccc21,CCN1C(=O)Cc2ccccc21,0.49,CHEMBL949564,7.4,logd
CN1C(=O)Cc2ccccc21,CN1C(=O)Cc2ccccc21,0.0,CHEMBL949564,7.4,logd
CN(C)C(=O)Cc1ccc(Br)cc1,CN(C)C(=O)Cc1ccc(Br)cc1,0.07,CHEMBL949564,7.4,logd
O=C(Cc1ccccc1)Nc1nnc(N[C@@H]2CCN(c3cccnn3)C2)s1,O=C(Cc1ccccc1)Nc1nnc(N[C@@H]2CCN(c3cccnn3)C2)s1,2.2,CHEMBL4360338,7.4,logd
Nc1n[nH]c(N2CCC(N3C[C@@H](O)C[C@@H]3Cc3ccc(Cl)cc3)CC2)n1,Nc1n[nH]c(N2CCC(N3C[C@@H](O)C[C@@H]3Cc3ccc(Cl)cc3)CC2)n1,0.81,CHEMBL4312819,7.4,logd
N#Cc1cnc2cc(C3CCCN(C(=O)c4cc(C(F)(F)F)no4)C3)[nH]c2c1,N#Cc1cnc2cc(C3CCCN(C(=O)c4cc(C(F)(F)F)no4)C3)[nH]c2c1,3.5,CHEMBL4343666,7.4,logd
O=C(c1ccccc1)N1CCC(c2cc3ncccc3[nH]2)CC1,O=C(c1ccccc1)N1CCC(c2cc3ncccc3[nH]2)CC1,2.68,CHEMBL4343666,7.4,logd
COc1ccc(C(=O)N2CCCC(c3cc4ncccc4[nH]3)C2)cc1OC,COc1ccc(C(=O)N2CCCC(c3cc4ncccc4[nH]3)C2)cc1OC,2.61,CHEMBL4343666,7.4,logd
N#Cc1ccc(C(=O)N2CCCC(c3cc4ncccc4[nH]3)C2)cc1,N#Cc1ccc(C(=O)N2CCCC(c3cc4ncccc4[nH]3)C2)cc1,2.37,CHEMBL4343666,7.4,logd
O=C(c1cccc(C(F)(F)F)n1)N1CCCC(c2cc3ncccc3[nH]2)C1,O=C(c1cccc(C(F)(F)F)n1)N1CCCC(c2cc3ncccc3[nH]2)C1,2.94,CHEMBL4343666,7.4,logd
C[C@@H]1CN(c2ncc(Cl)c(Nc3ccc4c(c3)n(CCC(C)(C)O)c(=O)n4C)n2)C[C@H](C)C1(F)F,C[C@@H]1CN(c2ncc(Cl)c(Nc3ccc4c(c3)n(CCC(C)(C)O)c(=O)n4C)n2)C[C@H](C)C1(F)F,4.3,CHEMBL4345731,7.4,logd
CCNC(=O)Nc1sc2ccccc2c1C(=O)N1CCC(N2CCC[C@@]3(C2)CC(C)(C)OC3=O)CC1,CCNC(=O)Nc1sc2ccccc2c1C(=O)N1CCC(N2CCC[C@@]3(C2)CC(C)(C)OC3=O)CC1,3.01,CHEMBL2032631,7.4,logd
CCNC(=O)Nc1sc2nccnc2c1C(=O)N1CCC(N2CCCC3(C2)CC(C)(C)OC3=O)CC1,CCNC(=O)Nc1sc2nccnc2c1C(=O)N1CCC(N2CCCC3(C2)CC(C)(C)OC3=O)CC1,2.32,CHEMBL2032631,7.4,logd
CN1CCc2cc(NC(=O)c3cnn4cccnc34)c(N3CCOCC3)cc2C1=O,CN1CCc2cc(NC(=O)c3cnn4cccnc34)c(N3CCOCC3)cc2C1=O,2.0,CHEMBL4345132,7.4,logd
N#C[C@H](Cc1ccc(-c2ccc3scnc3c2)cc1)NC(=O)[C@@H]1CNCCCO1,N#C[C@H](Cc1ccc(-c2ccc3scnc3c2)cc1)NC(=O)[C@@H]1CNCCCO1,1.5,CHEMBL3859631,7.4,logd
O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1,O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1,2.39,CHEMBL4316080,7.4,logd
O=C(c1nnc(-c2ccccc2)o1)N1CC(Oc2ccc(CN3CC4(COC4)C3)cc2)C1,O=C(c1nnc(-c2ccccc2)o1)N1CC(Oc2ccc(CN3CC4(COC4)C3)cc2)C1,1.8,CHEMBL4312963,7.4,logd
COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CCCC56COC6)cc4)C3)o2)cc1,COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CCCC56COC6)cc4)C3)o2)cc1,3.9,CHEMBL4312963,7.4,logd
COc1cc(CN2CCCC23COC3)ccc1OC1CN(C(=O)c2nnc(-c3ccccc3)o2)C1,COc1cc(CN2CCCC23COC3)ccc1OC1CN(C(=O)c2nnc(-c3ccccc3)o2)C1,3.5,CHEMBL4312963,7.4,logd
COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CC6(CCCO6)C5)cc4)C3)o2)cc1,COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CC6(CCCO6)C5)cc4)C3)o2)cc1,2.7,CHEMBL4312963,7.4,logd
COc1ccc(CN2CC3(COC3)C2)cc1,COc1ccc(CN2CC3(COC3)C2)cc1,0.4,CHEMBL4312963,7.4,logd
N#Cc1c(N2CCNCC2)c2ccc(N3CCNCC3)cc2n2c1nc1ccccc12,N#Cc1c(N2CCNCC2)c2ccc(N3CCNCC3)cc2n2c1nc1ccccc12,0.87,CHEMBL3878277,7.4,logd
CCOc1nc(NC(=O)C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5cnccn5)n(C)c4c3)CCC2)ccc1/C=C/C(=O)O,CCOc1nc(NC(=O)C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5cnccn5)n(C)c4c3)CCC2)ccc1/C=C/C(=O)O,3.6,CHEMBL3412642,7.4,logd
CCC(C)CNC(=O)C[C@H](O)C(CC(C)C)NC(=O)C(CCCCNC(C)=O)NC(=O)C(Cc1cccc2ccccc12)Cc1cccc2ccccc12,CCC(C)CNC(=O)C[C@H](O)C(CC(C)C)NC(=O)C(CCCCNC(C)=O)NC(=O)C(Cc1cccc2ccccc12)Cc1cccc2ccccc12,4.38,CHEMBL638180,7.4,logd
CN(CCN)c1nc(=O)[nH]c2cc(Cl)ccc12,CN(CCN)c1nc(=O)[nH]c2cc(Cl)ccc12,-0.5,CHEMBL5036613,7.4,logd
CC(=O)c1ccc(N2CCN(C(=O)c3cnn(C)c3)CC2)cc1,CC(=O)c1ccc(N2CCN(C(=O)c3cnn(C)c3)CC2)cc1,1.1,CHEMBL4672719,7.4,logd
Cc1cccc(C)c1CNc1ccnc2c1nc(C)n2C,Cc1cccc(C)c1CNc1ccnc2c1nc(C)n2C,2.27,CHEMBL1100440,7.4,logd
O=C(NC1CC1)C1CCN(c2cnccc2-c2ccccc2)CC1,O=C(NC1CC1)C1CCN(c2cnccc2-c2ccccc2)CC1,2.5,CHEMBL5042228,7.4,logd
CN(C)C(=O)C1CCN(c2cncnc2-c2ccccc2)CC1,CN(C)C(=O)C1CCN(c2cncnc2-c2ccccc2)CC1,1.7,CHEMBL5042228,7.4,logd
FC(F)c1ncn2c1Cn1ncnc1-c1cc(Cl)ccc1-2,FC(F)c1ncn2c1Cn1ncnc1-c1cc(Cl)ccc1-2,2.0,CHEMBL1111372,7.4,logd
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,0.5,CHEMBL4434389,7.4,logd
CCOc1cccnc1Oc1cncc(-c2ncc(C(=O)NC3(CO)CCOC3)cn2)c1,CCOc1cccnc1Oc1cncc(-c2ncc(C(=O)NC3(CO)CCOC3)cn2)c1,1.6,CHEMBL5099706,7.4,logd
O=C(CN1CCOCC1)Nc1n[nH]c2cc(Cl)ccc12,O=C(CN1CCOCC1)Nc1n[nH]c2cc(Cl)ccc12,3.1,CHEMBL1111577,7.4,logd
CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccccc3)cc12,CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccccc3)cc12,3.7,CHEMBL1111577,7.4,logd
Cc1nc(C)c(-c2cc(Cc3ccc(-c4cnn(C)c4)cc3)[nH]n2)s1,Cc1nc(C)c(-c2cc(Cc3ccc(-c4cnn(C)c4)cc3)[nH]n2)s1,3.9,CHEMBL4673833,7.4,logd
O[C@H]1C[C@H](CN2CC[C@H](c3ccc(F)cc3Cl)[C@@H](O)C2)CCc2cccnc21,O[C@H]1C[C@H](CN2CC[C@H](c3ccc(F)cc3Cl)[C@@H](O)C2)CCc2cccnc21,2.9,CHEMBL948533,7.4,logd
Cc1ccccc1[C@@H]1CCN(C[C@@H]2CCc3cccnc3[C@@H](O)C2)C[C@H]1C,Cc1ccccc1[C@@H]1CCN(C[C@@H]2CCc3cccnc3[C@@H](O)C2)C[C@H]1C,3.0,CHEMBL948533,7.4,logd
Cc1c(-c2cnc(N)nc2)ccc2c3ocnc3c(=O)n(C3CC3)c12,Cc1c(-c2cnc(N)nc2)ccc2c3ocnc3c(=O)n(C3CC3)c12,1.32,CHEMBL4700461,7.4,logd
Clc1ccc2c(c1Nc1ncnc3cc(OCCCN4CCCC4)cc(OC4CCOCC4)c13)OCO2,Clc1ccc2c(c1Nc1ncnc3cc(OCCCN4CCCC4)cc(OC4CCOCC4)c13)OCO2,2.3,CHEMBL854956,7.4,logd
COc1ccc(Cl)c(Nc2ncnc3cc(OCC4CCN(C)CC4)c(OC)cc23)c1,COc1ccc(Cl)c(Nc2ncnc3cc(OCC4CCN(C)CC4)c(OC)cc23)c1,2.0,CHEMBL854956,7.4,logd
CN(C)CCc1c[nH]c2ccc(Cn3ccnc3)cc12,CN(C)CCc1c[nH]c2ccc(Cn3ccnc3)cc12,-0.53,CHEMBL631371,7.4,logd
CC(C)CN(c1ccc(N(C)C)cc1)S(=O)(=O)c1ccc2c(c1)C(=O)CC(C1CCOCC1)O2,CC(C)CN(c1ccc(N(C)C)cc1)S(=O)(=O)c1ccc2c(c1)C(=O)CC(C1CCOCC1)O2,3.6,CHEMBL5044336,7.4,logd
COc1ccc(CNC(=O)N2[C@H](C)CN(CCC(C)C)c3cnccc3[C@@H]2C)cc1,COc1ccc(CNC(=O)N2[C@H](C)CN(CCC(C)C)c3cnccc3[C@@H]2C)cc1,4.0,CHEMBL3865202,7.4,logd
O=C(NCc1ccccc1Cl)Nc1ccsc1-c1nc(O)c(O)c(C(=O)O)n1,O=C(NCc1ccccc1Cl)Nc1ccsc1-c1nc(O)c(O)c(C(=O)O)n1,0.37,CHEMBL853025,7.4,logd
N#Cc1ccc(-c2ccc(C[C@@H](C#N)NC(=O)[C@H]3CNCCO3)cc2)cc1,N#Cc1ccc(-c2ccc(C[C@@H](C#N)NC(=O)[C@H]3CNCCO3)cc2)cc1,1.6,CHEMBL3859631,7.4,logd
Cc1nnc2c(N)cc(C(=O)N3[C@H]4Cc5ccccc5[C@@H]3CNC4=O)nn12,Cc1nnc2c(N)cc(C(=O)N3[C@H]4Cc5ccccc5[C@@H]3CNC4=O)nn12,0.8,CHEMBL5045655,7.4,logd
CN(C)CCC(=O)Nc1cccc(-c2cc(-c3ccc(F)cc3O)nc(NC(=O)c3ccco3)c2C#N)c1,CN(C)CCC(=O)Nc1cccc(-c2cc(-c3ccc(F)cc3O)nc(NC(=O)c3ccco3)c2C#N)c1,2.95,CHEMBL1176772,7.4,logd
Cc1cc(-c2cnn(C)c2)cc(C2CCN(C(=O)c3cc(C(C)C)n[nH]3)C2)n1,Cc1cc(-c2cnn(C)c2)cc(C2CCN(C(=O)c3cc(C(C)C)n[nH]3)C2)n1,2.8,CHEMBL4035844,7.4,logd
CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)C[C@@H]1O,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)C[C@@H]1O,6.0,CHEMBL3580069,7.4,logd
CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C(=O)C[C@@H]1O,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C(=O)C[C@@H]1O,6.1,CHEMBL3580069,7.4,logd
O=C(O)c1ccccc1O,O=C(O)c1ccccc1O,-2.34,CHEMBL3533247,7.4,logd
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,1.55,CHEMBL3533247,7.4,logd
COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,3.66,CHEMBL3533246,7.4,logd
CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,-1.15,CHEMBL3533246,7.4,logd
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,0.0,CHEMBL3533246,7.4,logd
CN(C)CCCN1c2ccccc2CCc2ccccc21,CN(C)CCCN1c2ccccc2CCc2ccccc21,2.52,CHEMBL3533246,7.4,logd
COc1cnc2ccc(=O)n(C[C@@H](N)[C@H]3CC[C@H](NCc4ccc5c(n4)NC(=O)CO5)CC3)c2c1,COc1cnc2ccc(=O)n(C[C@@H](N)[C@H]3CC[C@H](NCc4ccc5c(n4)NC(=O)CO5)CC3)c2c1,-0.84,CHEMBL3361753,7.4,logd
COc1ccc2ncc(=O)n(C[C@H](N)[C@H]3CC[C@H](NCc4ncc5c(n4)NC(=O)CO5)CC3)c2c1,COc1ccc2ncc(=O)n(C[C@H](N)[C@H]3CC[C@H](NCc4ncc5c(n4)NC(=O)CO5)CC3)c2c1,-0.48,CHEMBL3361753,7.4,logd
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,3.83,CHEMBL3370144,7.4,logd
Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,5.4,CHEMBL3370144,7.4,logd
CC[C@H]1CN(Cc2ccc(N(C)C(=O)[C@H]3CC[C@H](Oc4ccnc(C#N)c4)CC3)cc2C)CCN1,CC[C@H]1CN(Cc2ccc(N(C)C(=O)[C@H]3CC[C@H](Oc4ccnc(C#N)c4)CC3)cc2C)CCN1,1.0,CHEMBL5145226,7.4,logd
CO[C@H]1C[C@H]2CC[C@@H](C1)N2c1c(-c2c(F)cc(C#N)cc2F)c(Cl)nc2ncnn12,CO[C@H]1C[C@H]2CC[C@@H](C1)N2c1c(-c2c(F)cc(C#N)cc2F)c(Cl)nc2ncnn12,2.74,CHEMBL4736085,7.4,logd
COc1cc(N2CCC(N3CCN(C)CC3)CC2)c(-c2cn[nH]c2)cc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,COc1cc(N2CCC(N3CCN(C)CC3)CC2)c(-c2cn[nH]c2)cc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,2.5,CHEMBL5031767,7.4,logd
COc1cc(N2CCOCC2)c(-c2cnn(C)c2)cc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,COc1cc(N2CCOCC2)c(-c2cnn(C)c2)cc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,3.0,CHEMBL5031767,7.4,logd
Cc1cnc2c(-c3ccc(C(=O)N(c4ncccc4C)[C@@H]4CCCNC4)cc3F)cnn2c1,Cc1cnc2c(-c3ccc(C(=O)N(c4ncccc4C)[C@@H]4CCCNC4)cc3F)cnn2c1,1.1,CHEMBL5036231,7.4,logd
Cc1cc(NC[C@@H](N)c2ccccc2F)n2nc(N[C@H](CC#N)c3cccc(Cl)c3)nc2n1,Cc1cc(NC[C@@H](N)c2ccccc2F)n2nc(N[C@H](CC#N)c3cccc(Cl)c3)nc2n1,3.2,CHEMBL4048765,7.4,logd
Cc1[nH]c(CO)c(-c2ccc(-c3ccc(OC(F)(F)F)cc3)nc2)c(=O)c1Cl,Cc1[nH]c(CO)c(-c2ccc(-c3ccc(OC(F)(F)F)cc3)nc2)c(=O)c1Cl,2.05,CHEMBL4048941,7.4,logd
Cc1c(NC(=O)c2cccc(C#N)c2)ccc2c1c(C1CCN(C(=O)C3CCCC3)CC1)cn2C,Cc1c(NC(=O)c2cccc(C#N)c2)ccc2c1c(C1CCN(C(=O)C3CCCC3)CC1)cn2C,4.0,CHEMBL4266711,7.4,logd
CN(C)c1ccc(-c2cn3cc(I)ccc3n2)cc1,CN(C)c1ccc(-c2cn3cc(I)ccc3n2)cc1,3.58,CHEMBL927399,7.4,logd
CNc1ccc(-c2cn3cc(SC)ccc3n2)cc1,CNc1ccc(-c2cn3cc(SC)ccc3n2)cc1,3.6,CHEMBL927399,7.4,logd
COc1ccc(-n2c(CCN3C(=O)c4cccc(OC(C)C)c4C3=O)nc3ncccc3c2=O)cc1,COc1ccc(-n2c(CCN3C(=O)c4cccc(OC(C)C)c4C3=O)nc3ncccc3c2=O)cc1,2.8,CHEMBL3632376,7.4,logd
COc1ccc(-n2c(CCN3C(=O)c4cccc(OC(C)C)c4C3=O)nc3ccccc3c2=O)cc1,COc1ccc(-n2c(CCN3C(=O)c4cccc(OC(C)C)c4C3=O)nc3ccccc3c2=O)cc1,3.6,CHEMBL3632376,7.4,logd
COc1cc(F)ccc1-c1cnc2sc(N3CC[C@@H](O)[C@@H](N)C3)nn12,COc1cc(F)ccc1-c1cnc2sc(N3CC[C@@H](O)[C@@H](N)C3)nn12,2.1,CHEMBL5160047,7.4,logd
Cn1cnc(-c2cnc(N)c(O[C@@H]3CN(C(=O)Cc4ccc(OC(F)(F)F)cc4)CC3(F)F)c2)c1,Cn1cnc(-c2cnc(N)c(O[C@@H]3CN(C(=O)Cc4ccc(OC(F)(F)F)cc4)CC3(F)F)c2)c1,2.8,CHEMBL4195802,7.4,logd
c1cnn([C@H]2C[C@@H](Oc3cc([C@H]4C[C@@H](n5cccn5)C4)ncn3)C2)c1,c1cnn([C@H]2C[C@@H](Oc3cc([C@H]4C[C@@H](n5cccn5)C4)ncn3)C2)c1,2.6,CHEMBL5036134,7.4,logd
Fc1ccc(CCOc2cc(N3CCCCCC3)ncn2)cc1,Fc1ccc(CCOc2cc(N3CCCCCC3)ncn2)cc1,5.3,CHEMBL5036134,7.4,logd
COc1cc(F)ccc1-c1cnc2sc(N3CC[C@H](O)[C@@H](N)C3)nn12,COc1cc(F)ccc1-c1cnc2sc(N3CC[C@H](O)[C@@H](N)C3)nn12,1.7,CHEMBL5160047,7.4,logd
COc1cc(F)ccc1-c1cnc2sc(N3C[C@@H](O)[C@@H](N)C3)nn12,COc1cc(F)ccc1-c1cnc2sc(N3C[C@@H](O)[C@@H](N)C3)nn12,1.7,CHEMBL5160047,7.4,logd
CNC(=O)c1cc(Nc2ccccc2)cc(-c2ccnc(NC(=O)C3CCN(C)CC3)c2)c1,CNC(=O)c1cc(Nc2ccccc2)cc(-c2ccnc(NC(=O)C3CCN(C)CC3)c2)c1,2.6,CHEMBL5144923,7.4,logd
CNC(=O)c1cc(Nc2ccc(F)cc2)cc(-c2cc(NC(=O)C3CCOCC3)ncn2)c1,CNC(=O)c1cc(Nc2ccc(F)cc2)cc(-c2cc(NC(=O)C3CCOCC3)ncn2)c1,3.8,CHEMBL5144923,7.4,logd
CCn1c(CO)nn(-c2nc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3c(C)ccnc3Cl)cc2F)c1=O,CCn1c(CO)nn(-c2nc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3c(C)ccnc3Cl)cc2F)c1=O,2.7,CHEMBL5142021,7.4,logd
CN1CCC(N(Cc2ccc(F)cn2)C(=O)NCc2ccc(OCC(F)(F)F)cc2)CC1,CN1CCC(N(Cc2ccc(F)cn2)C(=O)NCc2ccc(OCC(F)(F)F)cc2)CC1,1.97,CHEMBL5135487,7.4,logd
O=c1nc(N2CCCCC2)c2ccc(Cl)cc2[nH]1,O=c1nc(N2CCCCC2)c2ccc(Cl)cc2[nH]1,2.4,CHEMBL5036613,7.4,logd
CN(C)c1nc(=O)n(C)c2cc(Cl)ccc12,CN(C)c1nc(=O)n(C)c2cc(Cl)ccc12,1.3,CHEMBL5036613,7.4,logd
COc1ccc2onc(N3CCN(CCCCNC(=O)c4ccc(N5CCOCC5)cc4)CC3)c2c1,COc1ccc2onc(N3CCN(CCCCNC(=O)c4ccc(N5CCOCC5)cc4)CC3)c2c1,2.96,CHEMBL861929,7.4,logd
O=C(O)CCc1ccc(OCc2cccc(-c3ccccc3)c2)cc1,O=C(O)CCc1ccc(OCc2cccc(-c3ccccc3)c2)cc1,3.37,CHEMBL1692328,7.4,logd
CCOC(=O)C1=C(C)N/C(=C/c2cc(C)n(-c3ccncc3)c2C)C1=O,CCOC(=O)C1=C(C)N/C(=C/c2cc(C)n(-c3ccncc3)c2C)C1=O,3.2,CHEMBL2343474,7.4,logd
NCCn1ncc2ccc(O)cc21,NCCn1ncc2ccc(O)cc21,0.254,CHEMBL863566,7.4,logd
CC(=O)N[C@@H]1C[C@H](C)CN(c2ncc(Cl)c(Nc3ccc4c(c3)c3c(c(=O)n4C)OCC(F)(F)[C@H](C4CC4)N3)n2)C1,CC(=O)N[C@@H]1C[C@H](C)CN(c2ncc(Cl)c(Nc3ccc4c(c3)c3c(c(=O)n4C)OCC(F)(F)[C@H](C4CC4)N3)n2)C1,2.8,CHEMBL5168566,7.4,logd
CC(C)c1ccc(-c2ccc(N[C@H]3CC[C@H](O)CC3)c(C(N)=O)c2)cc1,CC(C)c1ccc(-c2ccc(N[C@H]3CC[C@H](O)CC3)c(C(N)=O)c2)cc1,4.59,CHEMBL5056119,7.4,logd
CNC(=O)[C@H](Cc1ccccc1)NC(=O)c1nccc(O)c1O,CNC(=O)[C@H](Cc1ccccc1)NC(=O)c1nccc(O)c1O.Cl,-0.11,CHEMBL1678414,7.4,logd
COc1ccc(-c2cc(OC)ccc2OCc2ccccn2)cc1,COc1ccc(-c2cc(OC)ccc2OCc2ccccn2)cc1,6.0,CHEMBL4268682,7.4,logd
COc1ccc(-c2nc(C)ccc2OCc2ccc(C)cn2)cc1,COc1ccc(-c2nc(C)ccc2OCc2ccc(C)cn2)cc1,5.5,CHEMBL4268682,7.4,logd
CCOc1ccnc(COc2ccc(C(C)=O)cc2-c2ccc3c(c2)CCNCC3)c1,CCOc1ccnc(COc2ccc(C(C)=O)cc2-c2ccc3c(c2)CCNCC3)c1,2.7,CHEMBL4268682,7.4,logd
COc1ccc(-c2ccc3c(c2)CCNCC3)c(OCc2cc(C)ccn2)c1,COc1ccc(-c2ccc3c(c2)CCNCC3)c(OCc2cc(C)ccn2)c1,3.0,CHEMBL4268682,7.4,logd
NS(=O)(=O)c1ccc(-c2n[nH]c3cc(F)ccc23)cc1,NS(=O)(=O)c1ccc(-c2n[nH]c3cc(F)ccc23)cc1,2.8,CHEMBL4840177,7.4,logd
NC(=O)c1ccc(NS(=O)(=O)c2cccc(-c3n[nH]c4cc(F)ccc34)c2)cc1,NC(=O)c1ccc(NS(=O)(=O)c2cccc(-c3n[nH]c4cc(F)ccc34)c2)cc1,3.22,CHEMBL4840177,7.4,logd
O=C(NCCO)c1cc(NC(=O)c2cc(-c3ccccn3)c(C(F)(F)F)cc2Cl)n(-c2ccccc2)n1,O=C(NCCO)c1cc(NC(=O)c2cc(-c3ccccn3)c(C(F)(F)F)cc2Cl)n(-c2ccccc2)n1,3.0,CHEMBL4309210,7.4,logd
CC(C)(O)CNC(=O)c1cc(NC(=O)c2cc(-c3ncccc3F)c(F)cc2Cl)n(-c2ccccc2)n1,CC(C)(O)CNC(=O)c1cc(NC(=O)c2cc(-c3ncccc3F)c(F)cc2Cl)n(-c2ccccc2)n1,3.1,CHEMBL4309210,7.4,logd
COc1ccc(-c2cc(C(N)=O)nc3c2CCC(C)(C)O3)c(F)c1,COc1ccc(-c2cc(C(N)=O)nc3c2CCC(C)(C)O3)c(F)c1,2.94,CHEMBL5045346,7.4,logd
NS(=O)(=O)OC[C@H]1C[C@@H](Nc2ncncc2C(=O)c2ccn(Cc3cccc(Br)c3)n2)C[C@@H]1O,NS(=O)(=O)OC[C@H]1C[C@@H](Nc2ncncc2C(=O)c2ccn(Cc3cccc(Br)c3)n2)C[C@@H]1O,2.6,CHEMBL4835015,7.4,logd
Cc1sc(C(=O)c2cncnc2N[C@@H]2C[C@H](COS(N)(=O)=O)[C@@H](O)C2)cc1[C@@H]1NCCc2ccc(Cl)cc21,Cc1sc(C(=O)c2cncnc2N[C@@H]2C[C@H](COS(N)(=O)=O)[C@@H](O)C2)cc1[C@@H]1NCCc2ccc(Cl)cc21,2.1,CHEMBL4835015,7.4,logd
COC1CCN(c2nccc(Nc3cc4c(cn3)ncn4C3CCOC3)n2)CC1,COC1CCN(c2nccc(Nc3cc4c(cn3)ncn4C3CCOC3)n2)CC1,1.8,CHEMBL3737825,7.4,logd
Cc1nc2cnc(Nc3ccnc(SCC(C)(C)C(N)=O)n3)cc2n1C(C)C,Cc1nc2cnc(Nc3ccnc(SCC(C)(C)C(N)=O)n3)cc2n1C(C)C,1.9,CHEMBL3737825,7.4,logd
CO[C@H]1CCN(c2nccc(Nc3cc4c(cn3)nc(CO)n4C(C)C)n2)CC1(F)F,CO[C@H]1CCN(c2nccc(Nc3cc4c(cn3)nc(CO)n4C(C)C)n2)CC1(F)F,2.8,CHEMBL3737825,7.4,logd
CC(C)CC(NC(=O)C[C@H](O)C(CC(C)C)NC(=O)C(CCCC/N=C(/N)N[N+](=O)[O-])NC(=O)C(Cc1cccc2ccccc12)Cc1cccc2ccccc12)C(=O)NCc1ccccc1,CC(C)CC(NC(=O)C[C@H](O)C(CC(C)C)NC(=O)C(CCCC/N=C(/N)N[N+](=O)[O-])NC(=O)C(Cc1cccc2ccccc12)Cc1cccc2ccccc12)C(=O)NCc1ccccc1,5.51,CHEMBL638180,7.4,logd
O=C(c1c(-c2ccc(O)cc2)oc2ccc(O)c(CN3CCC4(COC4)C3)c12)N1CCC1,O=C(c1c(-c2ccc(O)cc2)oc2ccc(O)c(CN3CCC4(COC4)C3)c12)N1CCC1,1.2,CHEMBL5038064,7.4,logd
