Smiles_unify,Smiles,value_nM,value_nM_log,ref,source,Temperature,pH,property
CCCSCCCCCN1CCSC1,CCCSCCCCCN1CCSC1.Cl,2756678.5438498748,6.4404,,Cuietal,25,,solubility
CCSCCCCCCN1CCSC1,CCSCCCCCCN1CCSC1.Cl,2756678.5438498748,6.4404,,Cuietal,25,,solubility
CCCC(C)(COC(N)=O)COC(=O)N1CCOCC1,CCCC(C)(COC(N)=O)COC(=O)N1CCOCC1,2757123.532247149,6.4405,,Cuietal,25,,solubility
C/C=C1\CN2CCC1CC2C(O)(CCO)c1ccnc2ccc(O)cc12,C/C=C1\CN2CCC1CC2C(O)(CCO)c1ccnc2ccc(O)cc12.Cl.Cl,2761099.383544087,6.4411,,Cuietal,25,,solubility
CCCOC(=O)c1ccc(O)cc1,CCCOC(=O)c1ccc(O)cc1,2774648.593660628,6.4432,,Cuietal,25,,solubility
CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1.Cl,2775625.1436865907,6.4434,,Cuietal,25,,solubility
O=[N+]([O-])c1ccc(/C=C/c2cccc(CO)n2)o1,O=[N+]([O-])c1ccc(/C=C/c2cccc(CO)n2)o1,2776762.4323303234,6.4435,,Cuietal,25,,solubility
Cn1c(NS(=O)(=O)c2ccc(N)cc2)nc2c(Cl)nc(Cl)nc21,Cn1c(NS(=O)(=O)c2ccc(N)cc2)nc2c(Cl)nc(Cl)nc21,2786619.8602222065,6.4451,,Cuietal,25,,solubility
CCC1CCC(c2c[nH]c3ccccc23)N1C,CCC1CCC(c2c[nH]c3ccccc23)N1C,2789711.79083974,6.4456,,Cuietal,25,,solubility
NC(=S)N/N=C/c1ccc([N+](=O)[O-])o1,NC(=S)N/N=C/c1ccc([N+](=O)[O-])o1,2793196.852585701,6.4461,,Cuietal,25,,solubility
CCC(=O)OC12CCN(C)C(Cc3ccccc31)C2,CCC(=O)OC12CCN(C)C(Cc3ccccc31)C2.Cl,2795741.7242133855,6.4465,,Cuietal,25,,solubility
CN1C(=O)C2CCC(C1=O)N2C(=O)/C=C/c1ccccc1,CN1C(=O)C2CCC(C1=O)N2C(=O)/C=C/c1ccccc1,2796194.363906046,6.4466,,Cuietal,25,,solubility
N#[N+]/C=C(\[O-])CC[C@H](NC(=O)[C@H](CC/C([O-])=C/[N+]#N)NC(=O)CC[C@H](N)C(=O)O)C(=O)O,N#[N+]/C=C(\[O-])CC[C@H](NC(=O)[C@H](CC/C([O-])=C/[N+]#N)NC(=O)CC[C@H](N)C(=O)O)C(=O)O,2800984.5996767017,6.4473,,Cuietal,25,,solubility
COc1ccc(CCCCNCCCSS(=O)(=O)O)cc1,COc1ccc(CCCCNCCCSS(=O)(=O)O)cc1,2809923.8013468743,6.4487,,Cuietal,25,,solubility
CC(=O)Nc1ccc(Cl)cc1Cl,CC(=O)Nc1ccc(Cl)cc1Cl,2810585.6399459736,6.4488,,Cuietal,25,,solubility
Cc1cc(Cl)ccc1O[C@H](C)C(=O)O,Cc1cc(Cl)ccc1O[C@H](C)C(=O)O,2818382.931264455,6.45,,Cuietal,25,,solubility
OC(c1ccccc1)c1ccccc1,OC(c1ccccc1)c1ccccc1,2818382.931264455,6.45,,Cuietal,25,,solubility
CC(C)C(COC(N)=O)(COC(N)=O)C(C)C,CC(C)C(COC(N)=O)(COC(N)=O)C(C)C,2821681.767816444,6.4505,,Cuietal,25,,solubility
Cc1ccc(/C=C/C#N)cc1,Cc1ccc(/C=C/C#N)cc1,2828429.55726473,6.4515,,Cuietal,25,,solubility
O=S(=O)(O)SCCNCCCNc1ccccc1,O=S(=O)(O)SCCNCCCNc1ccccc1,2837504.6506020534,6.4529,,Cuietal,25,,solubility
CCC(=O)OCc1ccc([N+](=O)[O-])o1,CCC(=O)OCc1ccc([N+](=O)[O-])o1,2841907.590558737,6.4536,,Cuietal,25,,solubility
O=C1N=c2ccccc2=C1NO,O=C1N=c2ccccc2=C1NO,2843081.8051361055,6.4538,,Cuietal,25,,solubility
CC1=C(O)C(=O)[C@@H]2O[C@@H]2C1=O,CC1=C(O)C(=O)[C@@H]2O[C@@H]2C1=O,2849708.993489955,6.4548,,Cuietal,25,,solubility
c1ccc2c(c1)OCC(CN1CCCCC1)O2,Cl.c1ccc2c(c1)OCC(CN1CCCCC1)O2,2865414.3796466426,6.4572,,Cuietal,25,,solubility
CC1(c2ccccc2)OC(C(=O)O)=CC1=O,CC1(c2ccccc2)OC(C(=O)O)=CC1=O,2877988.1074938057,6.4591,,Cuietal,25,,solubility
NC(=O)OCCN1Cc2ccc(Cl)cc2CO1,NC(=O)OCCN1Cc2ccc(Cl)cc2CO1,2882899.7268473795,6.4598,,Cuietal,25,,solubility
Cc1cccc(C(=O)O)c1C,Cc1cccc(C(=O)O)c1C,2883264.415140597,6.4599,,Cuietal,25,,solubility
S=c1nc(-c2ccccc2)[nH][nH]1,S=c1nc(-c2ccccc2)[nH][nH]1,2883340.226440465,6.4599,,Cuietal,25,,solubility
CCC(CC)(COC(=O)NN)COC(=O)NN,CCC(CC)(COC(=O)NN)COC(=O)NN,2883805.9795422084,6.46,,Cuietal,25,,solubility
Oc1cccc2ncccc12,Oc1cccc2ncccc12,2884031.5031266054,6.46,,Cuietal,25,,solubility
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1,2884031.5031266054,6.46,,Cuietal,25,,solubility
CN1CC2CCC(C1)N2C(=O)c1ccc(CC(=O)O)cc1,CN1CC2CCC(C1)N2C(=O)c1ccc(CC(=O)O)cc1,2885412.56720724,6.4602,,Cuietal,25,,solubility
CN1C2CCC1CN(C(=O)c1ccc(CC(=O)O)cc1)C2,CN1C2CCC1CN(C(=O)c1ccc(CC(=O)O)cc1)C2,2885412.56720724,6.4602,,Cuietal,25,,solubility
CCCOC(=O)c1ccc([N+](=O)[O-])o1,CCCOC(=O)c1ccc([N+](=O)[O-])o1,2892117.977112168,6.4612,,Cuietal,25,,solubility
Cn1cnc([N+](=O)[O-])c1Sc1nc(N)nc2nc[nH]c12,Cn1cnc([N+](=O)[O-])c1Sc1nc(N)nc2nc[nH]c12,2892119.3622568324,6.4612,,Cuietal,25,,solubility
CCOC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(Cl)cc(OC)n1,CCOC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(Cl)cc(OC)n1,2892841.9721134887,6.4613,,Cuietal,25,,solubility
CN1CCC2(C)CC1Cc1ccccc12,CN1CCC2(C)CC1Cc1ccccc12.Cl,2893540.423853329,6.4614,,Cuietal,25,,solubility
Cc1nc(N2CCOCC2)nc(N2CCOCC2)n1,Cc1nc(N2CCOCC2)nc(N2CCOCC2)n1,2902188.814934965,6.4627,,Cuietal,25,,solubility
CCCC(Cc1ccccc1)N1CCCC1,CCCC(Cc1ccccc1)N1CCCC1.Cl,2903701.1327581154,6.463,,Cuietal,25,,solubility
CC1=NS(=O)(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,CC1=NS(=O)(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,2913743.4147774326,6.4645,,Cuietal,25,,solubility
Cn1c(=O)oc2ccc(Cl)cc21,Cn1c(=O)oc2ccc(Cl)cc21,2914086.205012328,6.4645,,Cuietal,25,,solubility
NC(=O)CCCCC1CCSS1,NC(=O)CCCCC1CCSS1,2926938.552181304,6.4664,,Cuietal,25,,solubility
Cc1cccc(Cl)c1OCC(O)CO,Cc1cccc(Cl)c1OCC(O)CO,2930845.8837399613,6.467,,Cuietal,25,,solubility
Cc1cc(OCC(O)CO)ccc1Cl,Cc1cc(OCC(O)CO)ccc1Cl,2930845.8837399613,6.467,,Cuietal,25,,solubility
CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,2933700.865678237,6.4674,,Cuietal,25,,solubility
O=NN(CCCl)C(=O)NC1CCC(C(=O)O)CC1,O=NN(CCCl)C(=O)NC1CCC(C(=O)O)CC1,2935489.2006919654,6.4677,,Cuietal,25,,solubility
Nc1nc2ccc(Cl)cc2o1,Nc1nc2ccc(Cl)cc2o1,2936291.3720883653,6.4678,,Cuietal,25,,solubility
Nc1nc2cc(Cl)ccc2o1,Nc1nc2cc(Cl)ccc2o1,2936884.566336098,6.4679,,Cuietal,25,,solubility
OCC(O)COc1ccc2ccccc2c1,OCC(O)COc1ccc2ccccc2c1,2941553.8007333186,6.4686,,Cuietal,25,,solubility
OCC(O)COc1cccc2ccccc12,OCC(O)COc1cccc2ccccc12,2941553.8007333186,6.4686,,Cuietal,25,,solubility
CC(C)C1(C(C)C)OCC(CO)O1,CC(C)C1(C(C)C)OCC(CO)O1,2942629.347683909,6.4687,,Cuietal,25,,solubility
COc1cc(Cl)c(Cl)cc1O,COc1cc(Cl)c(Cl)cc1O,2951209.2266663867,6.47,,Cuietal,25,,solubility
CC(C)[C@H]1CC[C@H](C)C[C@@H]1O,CC(C)[C@H]1CC[C@H](C)C[C@@H]1O,2951209.2266663867,6.47,,Cuietal,25,,solubility
COP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1,COP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1,2957801.637225897,6.471,,Cuietal,25,,solubility
Clc1ccc(SCCCN2CCSC2)nc1,Cl.Clc1ccc(SCCCN2CCSC2)nc1,2961935.0569613343,6.4716,,Cuietal,25,,solubility
C#CCNC(=O)OCC(C)(CO)C(C)CC,C#CCNC(=O)OCC(C)(CO)C(C)CC,2965191.9881359134,6.4721,,Cuietal,25,,solubility
O=C1C2C3CCC(O3)C2C(=O)N1c1cc(C(F)(F)F)ccc1Cl,O=C1C2C3CCC(O3)C2C(=O)N1c1cc(C(F)(F)F)ccc1Cl,2979444.7266839487,6.4741,,Cuietal,25,,solubility
CCOC(=O)Cn1c(CC)cnc1[N+](=O)[O-],CCOC(=O)Cn1c(CC)cnc1[N+](=O)[O-],2992694.303688419,6.4761,,Cuietal,25,,solubility
C[NH+](C)CCc1csc2ccccc12,C[NH+](C)CCc1csc2ccccc12.[Cl-],2998631.093636358,6.4769,,Cuietal,25,,solubility
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,2999876.258960479,6.4771,,Cuietal,25,,solubility
CCC1(C(C)C=C(C)C)C(=O)NC(=O)NC1=O,CCC1(C(C)C=C(C)C)C(=O)NC(=O)NC1=O,3000583.328773721,6.4772,,Cuietal,25,,solubility
CCC12COC(CC)(OC1)OC2,CCC12COC(CC)(OC1)OC2,3001904.4940760327,6.4774,,Cuietal,25,,solubility
C=CNC(=O)OCC(C)(CCC)COC(N)=O,C=CNC(=O)OCC(C)(CCC)COC(N)=O,3004613.353067623,6.4778,,Cuietal,25,,solubility
CCCCCCCCCCCCCCCC[n+]1ccccc1,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Cl-],3005953.084222759,6.478,,Cuietal,25,,solubility
Cc1ccc(NC(=O)NC=CP(=O)(N2CC2)N2CC2)c(C)c1,Cc1ccc(NC(=O)NC=CP(=O)(N2CC2)N2CC2)c(C)c1,3009368.2798995455,6.4785,,Cuietal,25,,solubility
N/C(CSS(=O)(=O)O)=N\CCCOc1ccccc1,N/C(CSS(=O)(=O)O)=N\CCCOc1ccccc1,3012691.41579246,6.479,,Cuietal,25,,solubility
CC(Cc1ccccc1)N(C)CCCl,CC(Cc1ccccc1)N(C)CCCl.Cl,3017837.1884878506,6.4797,,Cuietal,25,,solubility
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@H](O)[C@H]3C[C@@H]12,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@H](O)[C@H]3C[C@@H]12,3019951.7204020163,6.48,,Cuietal,25,,solubility
CCC[C@@H](C)C1(CC)C(=O)NC(=O)NC1=O,CCC[C@@H](C)C1(CC)C(=O)NC(=O)NC1=O,3019951.7204020163,6.48,,Cuietal,25,,solubility
O[C@H](Cc1ccccc1)c1ccccc1,O[C@H](Cc1ccccc1)c1ccccc1,3019951.7204020163,6.48,,Cuietal,25,,solubility
CC[C@@H](C)n1c(=O)[nH]c(C)c(Br)c1=O,CC[C@@H](C)n1c(=O)[nH]c(C)c(Br)c1=O,3019951.7204020163,6.48,,Cuietal,25,,solubility
Cn1cnc2c1c(=O)[nH]c(=O)n2C,Cn1cnc2c1c(=O)[nH]c(=O)n2C,3019951.7204020163,6.48,,Cuietal,25,,solubility
CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,3019951.7204020163,6.48,,Cuietal,25,,solubility
Oc1ccc(CCNCC2CCc3ccccc3N2)cc1O,Br.Br.Oc1ccc(CCNCC2CCc3ccccc3N2)cc1O,3020360.333301673,6.4801,,Cuietal,25,,solubility
COc1ccc2occc2c1,COc1ccc2occc2c1,3023737.6878525275,6.4805,,Cuietal,25,,solubility
CCC(=O)OC1(c2ccccc2)CCN(C)C1C,CCC(=O)OC1(c2ccccc2)CCN(C)C1C,3024201.6986755077,6.4806,,Cuietal,25,,solubility
CC(=O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,CC(=O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,3024395.6100048227,6.4806,,Cuietal,25,,solubility
O=C1CC(N2CCCCC2)CN1c1ccccc1,O=C1CC(N2CCCCC2)CN1c1ccccc1,3028591.540933721,6.4812,,Cuietal,25,,solubility
CCC1=CC(C)(C)N(C)C(C)(C)C1,CCC1=CC(C)(C)N(C)C(C)(C)C1,3033261.0892255176,6.4819,,Cuietal,25,,solubility
C[NH2+]CCCN1C(=O)C(C)Oc2ccc(Cl)cc21,C[NH2+]CCCN1C(=O)C(C)Oc2ccc(Cl)cc21.O=C([O-])C(=O)O,3038115.895885909,6.4826,,Cuietal,25,,solubility
CC1CCCCN1CCCOC(=O)c1ccco1,CC1CCCCN1CCCOC(=O)c1ccco1,3043855.3916322687,6.4834,,Cuietal,25,,solubility
CC1SC(=S)N(c2ccc(Cl)cc2)C1=O,CC1SC(=S)N(c2ccc(Cl)cc2)C1=O,3049078.5657796157,6.4842,,Cuietal,25,,solubility
CCC(=O)O[C@]1(c2ccccc2)CCN(C)C[C@H]1C,CCC(=O)O[C@]1(c2ccccc2)CCN(C)C[C@H]1C,3049375.509361382,6.4842,,Cuietal,25,,solubility
C[N+](C)(CCCCCC[N+](C)(C)C1c2ccccc2-c2ccccc21)C1c2ccccc2-c2ccccc21,C[N+](C)(CCCCCC[N+](C)(C)C1c2ccccc2-c2ccccc21)C1c2ccccc2-c2ccccc21.[Br-].[Br-],3050317.3150158967,6.4843,,Cuietal,25,,solubility
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,3054586.281790808,6.485,,Cuietal,25,,solubility
CC[N+](C)(CC)CCCCC[N+]1(C)Cc2c(Cl)c(Cl)c(Cl)c(Cl)c2C1,CC[N+](C)(CC)CCCCC[N+]1(C)Cc2c(Cl)c(Cl)c(Cl)c(Cl)c2C1.[I-].[I-],3064192.54762769,6.4863,,Cuietal,25,,solubility
CC(CN(C)C)C(O)(c1ccccc1)c1ccccc1,CC(CN(C)C)C(O)(c1ccccc1)c1ccccc1.Cl,3066902.8493365976,6.4867,,Cuietal,25,,solubility
CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,3069414.490066079,6.4871,,Cuietal,25,,solubility
COc1cc(C(O)C(C)NC(C)COc2ccccc2)ccc1O,COc1cc(C(O)C(C)NC(C)COc2ccccc2)ccc1O.Cl,3071737.2973626093,6.4874,,Cuietal,25,,solubility
CC(CNC1CCCCC1)OC(=O)c1ccccc1,CC(CNC1CCCCC1)OC(=O)c1ccccc1.Cl,3079345.7827950446,6.4885,,Cuietal,25,,solubility
O=C1C2CC3CC(C2)CC1C3,O=C1C2CC3CC(C2)CC1C3,3082125.871669985,6.4889,,Cuietal,25,,solubility
C=CCn1c(C)c(N(C)C)c(=O)n(-c2ccccc2)c1=O,C=CCn1c(C)c(N(C)C)c(=O)n(-c2ccccc2)c1=O,3082562.849037907,6.4889,,Cuietal,25,,solubility
CC(C)N1C(=O)c2ccccc2CS1(=O)=O,CC(C)N1C(=O)c2ccccc2CS1(=O)=O,3084136.7547198124,6.4891,,Cuietal,25,,solubility
Cn1c(-c2ccccc2)n[nH]c1=S,Cn1c(-c2ccccc2)n[nH]c1=S,3084935.0580919595,6.4892,,Cuietal,25,,solubility
O=C(O)COc1ccc(Cl)cc1Cl,O=C(O)COc1ccc(Cl)cc1Cl,3090295.432513592,6.49,,Cuietal,25,,solubility
C=CCSC(CC)(CC)C(N)=O,C=CCSC(CC)(CC)C(N)=O,3096620.0469108885,6.4909,,Cuietal,25,,solubility
CCCCOc1ccc(CC(N)=O)cc1,CCCCOc1ccc(CC(N)=O)cc1,3116662.7185576037,6.4937,,Cuietal,25,,solubility
Cc1cccnc1NC(=O)c1ccccc1,Cc1cccnc1NC(=O)c1ccccc1,3123645.4764622236,6.4947,,Cuietal,25,,solubility
N=C([NH3+])CCCCCCCCCCC(=N)[NH3+],N=C([NH3+])CCCCCCCCCCC(=N)[NH3+].[Cl-].[Cl-],3130805.520982049,6.4957,,Cuietal,25,,solubility
[NH3+]c1ccc(C(=O)NC2=Nc3ccccc3[NH2+]2)cc1,[Cl-].[Cl-].[NH3+]c1ccc(C(=O)NC2=Nc3ccccc3[NH2+]2)cc1,3136598.980783288,6.4965,,Cuietal,25,,solubility
OC(c1ccccc1)c1nc2ccccc2[nH]1,OC(c1ccccc1)c1nc2ccccc2[nH]1,3139171.4216997805,6.4968,,Cuietal,25,,solubility
Cc1ccc(N)c([N+](=O)[O-])c1,Cc1ccc(N)c([N+](=O)[O-])c1,3141574.6003283425,6.4971,,Cuietal,25,,solubility
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1Br,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1Br,3147508.8506666054,6.498,,Cuietal,25,,solubility
CN(C)/N=N/c1ccccc1,CN(C)/N=N/c1ccccc1,3147516.1633087224,6.498,,Cuietal,25,,solubility
Cc1ccc(C(CO)C(=O)OC2CC3CCC(C2)N3C)cc1,Cc1ccc(C(CO)C(=O)OC2CC3CCC(C2)N3C)cc1,3150934.961594171,6.4984,,Cuietal,25,,solubility
NC1=NC(=O)C(c2ccccc2)O1,NC1=NC(=O)C(c2ccccc2)O1,3157655.74169243,6.4994,,Cuietal,25,,solubility
CCCCOc1ccccc1NC(C)=O,CCCCOc1ccccc1NC(C)=O,3174557.377536467,6.5017,,Cuietal,25,,solubility
COc1ccc(C(=O)c2ccccn2)cc1,COc1ccc(C(=O)c2ccccn2)cc1,3174886.1916624005,6.5017,,Cuietal,25,,solubility
CC(=O)OC[C@H]1OC(OC(C)=O)[C@H](N(CCCl)CCCl)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,CC(=O)OC[C@H]1OC(OC(C)=O)[C@H](N(CCCl)CCCl)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,3175866.732288459,6.5019,,Cuietal,25,,solubility
CCCCOC(=O)c1ccco1,CCCCOC(=O)c1ccco1,3176132.0409361166,6.5019,,Cuietal,25,,solubility
N=C(N)c1ccc(Oc2ccc(C(=N)N)cc2)cc1,Cl.Cl.N=C(N)c1ccc(Oc2ccc(C(=N)N)cc2)cc1,3178396.5818990967,6.5022,,Cuietal,25,,solubility
Brc1ccc(OCCCN2CCSC2)nc1,Brc1ccc(OCCCN2CCSC2)nc1.Cl,3179500.5613823356,6.5024,,Cuietal,25,,solubility
CNCC(C(=O)c1ccccc1)c1ccccc1,CNCC(C(=O)c1ccccc1)c1ccccc1.O=C(O)C=CC(=O)O,3179605.4154843204,6.5024,,Cuietal,25,,solubility
CCOC(=O)NC(O)C(Cl)(Cl)Cl,CCOC(=O)NC(O)C(Cl)(Cl)Cl,3184718.6268180567,6.5031,,Cuietal,25,,solubility
OCC(O)COc1ccccc1Br,OCC(O)COc1ccccc1Br,3185100.0434402414,6.5031,,Cuietal,25,,solubility
OCC(O)COc1ccc(Br)cc1,OCC(O)COc1ccc(Br)cc1,3185100.0434402414,6.5031,,Cuietal,25,,solubility
CN1Cc2ccc([N+](=O)[O-])cc2CO1,CN1Cc2ccc([N+](=O)[O-])cc2CO1,3187599.7713441304,6.5035,,Cuietal,25,,solubility
CN1Cc2cc([N+](=O)[O-])ccc2CO1,CN1Cc2cc([N+](=O)[O-])ccc2CO1,3187599.7713441304,6.5035,,Cuietal,25,,solubility
CCNC1C2CCC(C2)C1c1ccccc1,CCNC1C2CCC(C2)C1c1ccccc1,3187981.797287068,6.5035,,Cuietal,25,,solubility
CSc1c(Cl)nc(NC(C)C)nc1N1CCN(C)CC1,CSc1c(Cl)nc(NC(C)C)nc1N1CCN(C)CC1,3197578.6020756806,6.5048,,Cuietal,25,,solubility
CCC(=O)c1ccc(N(C)C)cc1,CCC(=O)c1ccc(N(C)C)cc1,3198925.972241409,6.505,,Cuietal,25,,solubility
CC(=O)OCCN1CCS/C1=N/c1ncc([N+](=O)[O-])s1,CC(=O)OCCN1CCS/C1=N/c1ncc([N+](=O)[O-])s1,3202149.417920409,6.5054,,Cuietal,25,,solubility
CCS(=O)(=O)c1ccc(OCC(O)CN2CCN(c3ccccc3)CC2)cc1,CCS(=O)(=O)c1ccc(OCC(O)CN2CCN(c3ccccc3)CC2)cc1.Cl.Cl,3204584.376379475,6.5058,,Cuietal,25,,solubility
CCCC(C)(CO)COC(=O)NNC(C)C,CCCC(C)(CO)COC(=O)NNC(C)C,3206728.399382549,6.5061,,Cuietal,25,,solubility
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN.CS(=O)(=O)O,3212579.768317063,6.5069,,Cuietal,25,,solubility
Cn1c(=O)c2[nH]c(CCCCO)nc2n(C)c1=O,Cn1c(=O)c2[nH]c(CCCCO)nc2n(C)c1=O,3226650.3913463317,6.5088,,Cuietal,25,,solubility
CNCCCC1OC(C)(C)c2ccccc21,CNCCCC1OC(C)(C)c2ccccc21.O=C(O)C(=O)O,3229226.5983233685,6.5091,,Cuietal,25,,solubility
CC1OC(n2ccc(NC(=O)c3ccc(NC(=O)C(C)(N)CO)cc3)nc2=O)CCC1OC1OC(C)C(N(C)C)C(O)C1O,CC1OC(n2ccc(NC(=O)c3ccc(NC(=O)C(C)(N)CO)cc3)nc2=O)CCC1OC1OC(C)C(N(C)C)C(O)C1O,3232647.201553277,6.5096,,Cuietal,25,,solubility
Clc1ccc(OCCCCN2CCSC2)nc1,Cl.Clc1ccc(OCCCCN2CCSC2)nc1,3233640.309666731,6.5097,,Cuietal,25,,solubility
CC(C)[C@H]1CC[C@H](C)CC1=O,CC(C)[C@H]1CC[C@H](C)CC1=O,3235936.5692962813,6.51,,Cuietal,25,,solubility
COc1ccc(CCCCNCC(C)SS(=O)(=O)O)cc1,COc1ccc(CCCCNCC(C)SS(=O)(=O)O)cc1,3238759.5531139793,6.5104,,Cuietal,25,,solubility
COc1ccc(CCCCNC(C)CSS(=O)(=O)O)cc1,COc1ccc(CCCCNC(C)CSS(=O)(=O)O)cc1,3238759.5531139793,6.5104,,Cuietal,25,,solubility
NC(=O)C1(c2ccccc2Cl)OC1Cl,NC(=O)C1(c2ccccc2Cl)OC1Cl,3240541.2416952476,6.5106,,Cuietal,25,,solubility
C=CCOc1ccc(/C=C/C(=O)NO)cc1OC,C=CCOc1ccc(/C=C/C(=O)NO)cc1OC,3249540.5218522656,6.5118,,Cuietal,25,,solubility
CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12,CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12,3259080.719379788,6.5131,,Cuietal,25,,solubility
CNCCOC(c1ccccc1)c1ccccc1,CNCCOC(c1ccccc1)c1ccccc1.Cl,3261433.1337651215,6.5134,,Cuietal,25,,solubility
C#CCNC(=O)OCC(C)(CCC)COC(N)=O,C#CCNC(=O)OCC(C)(CCC)COC(N)=O,3261777.1199443424,6.5135,,Cuietal,25,,solubility
Cc1cccc(C)c1CCNC(N)=O,Cc1cccc(C)c1CCNC(N)=O,3266376.263932567,6.5141,,Cuietal,25,,solubility
CC[N+](C)(CC)CCOC(c1ccccc1)c1ccccc1,CC[N+](C)(CC)CCOC(c1ccccc1)c1ccccc1.[I-],3267866.2947602784,6.5143,,Cuietal,25,,solubility
CCCC1(CC)C(=O)NC(=S)N=C1[O-],CCCC1(CC)C(=O)NC(=S)N=C1[O-].[Na+],3271749.9390940405,6.5148,,Cuietal,25,,solubility
CCC(CC)(CO)COC(=O)N(C)OC,CCC(CC)(CO)COC(=O)N(C)OC,3283458.064808343,6.5163,,Cuietal,25,,solubility
O=[N+]([O-])c1ccc2n[nH]c(Cl)c2c1,O=[N+]([O-])c1ccc2n[nH]c(Cl)c2c1,3299962.547982053,6.5185,,Cuietal,25,,solubility
COc1cc2oc(N)nc2cc1Cl,COc1cc2oc(N)nc2cc1Cl,3303022.0657979036,6.5189,,Cuietal,25,,solubility
Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl,Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl,3311311.214825911,6.52,,Cuietal,25,,solubility
CC(C)N(C(=O)CCl)c1ccccc1,CC(C)N(C(=O)CCl)c1ccccc1,3311311.214825911,6.52,,Cuietal,25,,solubility
O=C(O)/C=C/c1ccccc1,O=C(O)/C=C/c1ccccc1,3311311.214825911,6.52,,Cuietal,25,,solubility
COc1nc(NC(C)C)nc(NC(C)C)n1,COc1nc(NC(C)C)nc(NC(C)C)n1,3311311.214825911,6.52,,Cuietal,25,,solubility
Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CCc1ccncc1)CC3,O=C(O)[C@H](O)[C@@H](O)C(=O)O.Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CCc1ccncc1)CC3,3329482.434440922,6.5224,,Cuietal,25,,solubility
COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC.Cl,3334397.164739282,6.523,,Cuietal,25,,solubility
CCOc1ccc(/N=C(\N)Nc2ccc(OCC)cc2)cc1,CCOc1ccc(/N=C(\N)Nc2ccc(OCC)cc2)cc1,3340303.5415017745,6.5238,,Cuietal,25,,solubility
CC/C=C(\C)C1(CC)C(=O)NC(=O)NC1=O,CC/C=C(\C)C1(CC)C(=O)NC(=O)NC1=O,3344332.6208209093,6.5243,,Cuietal,25,,solubility
