Smiles_unify,Smiles,value_uM,value_uM_log,ref,source,CYP_type,property
COP(=O)(OC)C(Cc1cccc(-c2cc(C(C)(C)S(C)(=O)=O)cc3cccnc23)c1)c1ccc(S(C)(=O)=O)cc1,COP(=O)(OC)C(Cc1cccc(-c2cc(C(C)(C)S(C)(=O)=O)cc3cccnc23)c1)c1ccc(S(C)(=O)=O)cc1,11.4,1.0569,CHEMBL1155332,ChEMBL,CYP2C9,cyp_IC50
CC(C)(c1cc(-c2cccc(CC(F)(c3ccc(S(C)(=O)=O)cc3)C(O)(C3CC3)C3CC3)c2)c2ncccc2c1)S(C)(=O)=O,CC(C)(c1cc(-c2cccc(CC(F)(c3ccc(S(C)(=O)=O)cc3)C(O)(C3CC3)C3CC3)c2)c2ncccc2c1)S(C)(=O)=O,3.8,0.5798,CHEMBL1155332,ChEMBL,CYP2C9,cyp_IC50
N#Cc1cc(Cl)cc(Oc2cc(OCc3n[nH]c4nc(N)ccc34)cc(F)c2Cl)c1,N#Cc1cc(Cl)cc(Oc2cc(OCc3n[nH]c4nc(N)ccc34)cc(F)c2Cl)c1,47.4,1.6758,CHEMBL1156144,ChEMBL,CYP2D6,cyp_IC50
C[C@@H]1CN(C(=O)c2ccccc2)CCN1C(=O)C(=O)c1c[nH]c2ccncc12,C[C@@H]1CN(C(=O)c2ccccc2)CCN1C(=O)C(=O)c1c[nH]c2ccncc12,9.3,0.9685,CHEMBL1156066,ChEMBL,CYP3A4,cyp_IC50
CN(CC(=O)N1CCCC(c2ccccc2)C1CN1CCOCC1)c1ccc(Cl)c(Cl)c1,CN(CC(=O)N1CCCC(c2ccccc2)C1CN1CCOCC1)c1ccc(Cl)c(Cl)c1,2.3,0.3617,CHEMBL1145579,ChEMBL,CYP2D6,cyp_IC50
CC(C)(O)c1ccc(-c2cccc(-n3cc(C(=O)NC4CC4)c(=O)c4cccnc43)c2)c[n+]1[O-],CC(C)(O)c1ccc(-c2cccc(-n3cc(C(=O)NC4CC4)c(=O)c4cccnc43)c2)c[n+]1[O-],59.0,1.7709,CHEMBL1142499,ChEMBL,CYP2C9,cyp_IC50
CN(CC(=O)N(C)C(CN1CCOCC1)c1ccc(-c2ccccc2)cc1)c1ccc(Cl)c(Cl)c1,CN(CC(=O)N(C)C(CN1CCOCC1)c1ccc(-c2ccccc2)cc1)c1ccc(Cl)c(Cl)c1,16.0,1.2041,CHEMBL1157450,ChEMBL,CYP2D6,cyp_IC50
COc1cccc(-c2ccc(C(CN3CCOCC3)N(C)C(=O)CN3C(=O)COc4cc(Cl)c(Cl)cc43)cc2)c1,COc1cccc(-c2ccc(C(CN3CCOCC3)N(C)C(=O)CN3C(=O)COc4cc(Cl)c(Cl)cc43)cc2)c1,1.0,0.0,CHEMBL1157450,ChEMBL,CYP3A4,cyp_IC50
CN(C(=O)CN1C(=O)COc2cc(Cl)c(Cl)cc21)C(CN1CCOCC1)c1ccc(-c2ccccc2)cc1,CN(C(=O)CN1C(=O)COc2cc(Cl)c(Cl)cc21)C(CN1CCOCC1)c1ccc(-c2ccccc2)cc1,4.6,0.6628,CHEMBL1157450,ChEMBL,CYP3A4,cyp_IC50
O=C(N[C@H]1CCN(Cc2ccc(OC3CCNCC3)c(Br)c2)C1)c1ccc(Cl)c(Cl)c1,O=C(N[C@H]1CCN(Cc2ccc(OC3CCNCC3)c(Br)c2)C1)c1ccc(Cl)c(Cl)c1,1.9,0.2788,CHEMBL1155072,ChEMBL,CYP3A4,cyp_IC50
COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,7.0,0.8451,CHEMBL1909046,ChEMBL,CYP3A4,cyp_IC50
NC(=O)c1sc(N2CCOCC2)nc1CC(=O)N1CCc2c(Br)cccc21,NC(=O)c1sc(N2CCOCC2)nc1CC(=O)N1CCc2c(Br)cccc21,40.0,1.6021,CHEMBL3124816,ChEMBL,CYP3A4,cyp_IC50
C[C@@]1(c2cc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)CCOC(N)=N1,C[C@@]1(c2cc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)CCOC(N)=N1,0.9,-0.0458,CHEMBL2401721,ChEMBL,CYP2D6,cyp_IC50
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(OC)nc4OC)cc23)c1F,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(OC)nc4OC)cc23)c1F,5.0,0.699,CHEMBL3879902,ChEMBL,CYP2C9,cyp_IC50
O=C(c1c(F)ccc(NS(=O)(=O)c2cccc(F)c2)c1F)c1c[nH]c2nccc(Cl)c12,O=C(c1c(F)ccc(NS(=O)(=O)c2cccc(F)c2)c1F)c1c[nH]c2nccc(Cl)c12,5.0,0.699,CHEMBL3879902,ChEMBL,CYP3A4,cyp_IC50
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4cnc(N5CCCC5)nc4)cc23)c1F,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4cnc(N5CCCC5)nc4)cc23)c1F,5.0,0.699,CHEMBL3879902,ChEMBL,CYP3A4,cyp_IC50
Cc1nc2ccccc2c(-c2ccc3c4c(ccnc24)CCO3)c1[C@H](OC(C)(C)C)C(=O)O,Cc1nc2ccccc2c(-c2ccc3c4c(ccnc24)CCO3)c1[C@H](OC(C)(C)C)C(=O)O,23.0,1.3617,CHEMBL3286143,ChEMBL,CYP3A4,cyp_IC50
Fc1ccc(Cn2c(N3CCC(n4cccn4)CC3)nc3ccccc32)cc1,Fc1ccc(Cn2c(N3CCC(n4cccn4)CC3)nc3ccccc32)cc1,1.48,0.1703,CHEMBL1154013,ChEMBL,CYP2D6,cyp_IC50
Fc1cc(OC(F)(F)C(F)F)cc([C@@](Cc2ccccc2)(Nc2nc(C(F)(F)F)cs2)c2ccc(Cl)cn2)c1,Fc1cc(OC(F)(F)C(F)F)cc([C@@](Cc2ccccc2)(Nc2nc(C(F)(F)F)cs2)c2ccc(Cl)cn2)c1,40.0,1.6021,CHEMBL3112495,ChEMBL,CYP3A4,cyp_IC50
Cc1ccccc1C(=O)N1CCC(Cc2ccccc2)CC1,Cc1ccccc1C(=O)N1CCC(Cc2ccccc2)CC1,1.0,0.0,CHEMBL1909046,ChEMBL,CYP2C9,cyp_IC50
O=S(=O)(c1ccc(Cl)cc1)N1[C@H](C2CC2)CCC[C@@H]1C1(Cc2nc(CN3CCCC3)no2)CC1,O=S(=O)(c1ccc(Cl)cc1)N1[C@H](C2CC2)CCC[C@@H]1C1(Cc2nc(CN3CCCC3)no2)CC1,0.3,-0.5229,CHEMBL1140773,ChEMBL,CYP3A4,cyp_IC50
CN(C(=O)[C@H]1Cc2ccccc2O1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,CN(C(=O)[C@H]1Cc2ccccc2O1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,0.25,-0.6021,CHEMBL1141191,ChEMBL,CYP2D6,cyp_IC50
CN(C(=O)[C@@H]1Cc2ccccc2O1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,CN(C(=O)[C@@H]1Cc2ccccc2O1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,0.76,-0.1192,CHEMBL1141191,ChEMBL,CYP2D6,cyp_IC50
COC(=O)Nc1ccc2c(c1)C[C@H](C(=O)N(C)[C@H](CN1CC[C@H](O)C1)c1ccccc1)O2,COC(=O)Nc1ccc2c(c1)C[C@H](C(=O)N(C)[C@H](CN1CC[C@H](O)C1)c1ccccc1)O2,4.2,0.6232,CHEMBL1141191,ChEMBL,CYP2D6,cyp_IC50
COC(=O)Nc1ccc2c(c1)C[C@@H](C(=O)N(C)[C@H](CN1CC[C@H](O)C1)c1ccccc1)O2,COC(=O)Nc1ccc2c(c1)C[C@@H](C(=O)N(C)[C@H](CN1CC[C@H](O)C1)c1ccccc1)O2,4.8,0.6812,CHEMBL1141191,ChEMBL,CYP2D6,cyp_IC50
Cc1ccc(COc2ccc3c(c2)c(SC(C)(C)C)c(CC(C)(C)C(=O)O)n3Cc2ccc(-c3ccc(C)cn3)cc2)nc1,Cc1ccc(COc2ccc3c(c2)c(SC(C)(C)C)c(CC(C)(C)C(=O)O)n3Cc2ccc(-c3ccc(C)cn3)cc2)nc1,0.012,-1.9208,CHEMBL1921749,ChEMBL,CYP2C9,cyp_IC50
Cc1cc(C2=NC(C)(C)CN2)cc2[nH]c(-c3c(NCC(O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,Cc1cc(C2=NC(C)(C)CN2)cc2[nH]c(-c3c(NCC(O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,47.0,1.6721,CHEMBL1144646,ChEMBL,CYP2C9,cyp_IC50
Cc1cc(C(=O)N(C)C)cc2[nH]c(-c3c(NCC(O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,Cc1cc(C(=O)N(C)C)cc2[nH]c(-c3c(NCC(O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,2.8,0.4472,CHEMBL1144646,ChEMBL,CYP2C9,cyp_IC50
O=C(NCC1CCOCC1)c1cnc(Nc2cc(Cl)cc(Cl)c2)nc1C(F)(F)F,O=C(NCC1CCOCC1)c1cnc(Nc2cc(Cl)cc(Cl)c2)nc1C(F)(F)F,13.0,1.1139,CHEMBL1143658,ChEMBL,CYP2C9,cyp_IC50
O=C(NCC1CCC1)c1cnc(Nc2cccc(Cl)c2)nc1C(F)(F)F,O=C(NCC1CCC1)c1cnc(Nc2cccc(Cl)c2)nc1C(F)(F)F,3.0,0.4771,CHEMBL1143658,ChEMBL,CYP2C9,cyp_IC50
FC(F)(F)c1ccc(N(c2cncnc2)C2CCN(c3ccc(C(F)(F)F)cn3)CC2)cc1,FC(F)(F)c1ccc(N(c2cncnc2)C2CCN(c3ccc(C(F)(F)F)cn3)CC2)cc1,6.3,0.7993,CHEMBL3102812,ChEMBL,CYP3A4,cyp_IC50
O=C(C1CC1)N(Cc1cccnc1)c1cncc(-c2nc3ccccc3s2)c1,O=C(C1CC1)N(Cc1cccnc1)c1cncc(-c2nc3ccccc3s2)c1,1.12,0.0492,CHEMBL2448688,ChEMBL,CYP3A4,cyp_IC50
CC(=O)N(Cc1cccnc1)c1ccc(-c2nc3ccccc3s2)cc1,CC(=O)N(Cc1cccnc1)c1ccc(-c2nc3ccccc3s2)cc1,2.9,0.4624,CHEMBL2448688,ChEMBL,CYP3A4,cyp_IC50
CCS(=O)(=O)N(Cc1cccnc1)c1cncc(-c2nc3ccccc3s2)c1,CCS(=O)(=O)N(Cc1cccnc1)c1cncc(-c2nc3ccccc3s2)c1,1.04,0.017,CHEMBL2448688,ChEMBL,CYP3A4,cyp_IC50
Cc1cc(NCc2ccccc2C(F)(F)F)c2cccc(C(N)=O)c2n1,Cc1cc(NCc2ccccc2C(F)(F)F)c2cccc(C(N)=O)c2n1,12.58925,1.1,CHEMBL3603832,ChEMBL,CYP3A4,cyp_IC50
CN(C)S(=O)(=O)c1ccc(-n2ccnc2)c(NC(=O)c2cnc(-c3ccccc3)s2)c1,CN(C)S(=O)(=O)c1ccc(-n2ccnc2)c(NC(=O)c2cnc(-c3ccccc3)s2)c1,10.0,1.0,CHEMBL2448688,ChEMBL,CYP3A4,cyp_IC50
Cc1cc2c(OCC(CNC(C)(C)C)OC(=O)c3ccccc3)cccc2[nH]1,Cc1cc2c(OCC(CNC(C)(C)C)OC(=O)c3ccccc3)cccc2[nH]1,5.4764,0.7385,CHEMBL1909046,ChEMBL,CYP2D6,cyp_IC50
COc1cc(-c2ccnc(C)c2)ccc1NS(=O)(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,COc1cc(-c2ccnc(C)c2)ccc1NS(=O)(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,1.9,0.2788,CHEMBL3085750,ChEMBL,CYP2D6,cyp_IC50
CCc1cc(-c2ccc(NS(=O)(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2)ccn1,CCc1cc(-c2ccc(NS(=O)(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2)ccn1,12.2,1.0864,CHEMBL3085750,ChEMBL,CYP3A4,cyp_IC50
COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cnn(CC(C)(C)C)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cnn(CC(C)(C)C)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,3.6,0.5563,CHEMBL2424550,ChEMBL,CYP3A4,cyp_IC50
COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cc(C(C)(C)C)ccc3F)[C@H]2O)cc(F)c1N)C(F)(F)F,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cc(C(C)(C)C)ccc3F)[C@H]2O)cc(F)c1N)C(F)(F)F,0.1,-1.0,CHEMBL2424550,ChEMBL,CYP3A4,cyp_IC50
CCOC(=O)c1sc2cnccc2c1Nc1ccc2c(c1)CC/C2=N/O,CCOC(=O)c1sc2cnccc2c1Nc1ccc2c(c1)CC/C2=N/O,0.05,-1.301,CHEMBL1667771,ChEMBL,CYP3A4,cyp_IC50
CS(=O)(=O)c1cccc(CC(=O)Nc2nc(-c3c[nH]c4ncccc34)cs2)c1,CS(=O)(=O)c1cccc(CC(=O)Nc2nc(-c3c[nH]c4ncccc34)cs2)c1,6.4,0.8062,CHEMBL4229506,ChEMBL,CYP3A4,cyp_IC50
CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,0.15,-0.8239,CHEMBL4330084,ChEMBL,CYP3A4,cyp_IC50
N#Cc1ccc(O[C@H]2CN(S(=O)(=O)c3ccc(Cl)cc3Cl)C[C@@]2(O)CN)cc1F,N#Cc1ccc(O[C@H]2CN(S(=O)(=O)c3ccc(Cl)cc3Cl)C[C@@]2(O)CN)cc1F,1.6,0.2041,CHEMBL4321813,ChEMBL,CYP3A4,cyp_IC50
CC(=O)N[C@@H](C)/C=C/c1nnc(Oc2ccc(OCC3CC3)cc2Cl)s1,CC(=O)N[C@@H](C)/C=C/c1nnc(Oc2ccc(OCC3CC3)cc2Cl)s1,15.0,1.1761,CHEMBL4219273,ChEMBL,CYP2C9,cyp_IC50
CC(=O)N[C@@H](C)/C=C/c1ccc(Oc2ccc(OCC3CC3)cc2Cl)nn1,CC(=O)N[C@@H](C)/C=C/c1ccc(Oc2ccc(OCC3CC3)cc2Cl)nn1,18.0,1.2553,CHEMBL4219273,ChEMBL,CYP3A4,cyp_IC50
CC(C1CC1)n1c(CNC(=O)[C@@H](Cc2ccccc2C(F)(F)F)NC(=O)OC(C)(C)C)nc2cccnc21,CC(C1CC1)n1c(CNC(=O)[C@@H](Cc2ccccc2C(F)(F)F)NC(=O)OC(C)(C)C)nc2cccnc21,0.86,-0.0655,CHEMBL1141499,ChEMBL,CYP3A4,cyp_IC50
O=C1COc2ccc(CN3c4ccccc4COc4cc(F)ccc43)cc2N1,O=C1COc2ccc(CN3c4ccccc4COc4cc(F)ccc43)cc2N1,16.38,1.2143,CHEMBL3774336,ChEMBL,CYP2D6,cyp_IC50
NC(=O)c1cc2cc(C3(Cc4ccccc4)CCNC3)ccc2[nH]1,NC(=O)c1cc2cc(C3(Cc4ccccc4)CCNC3)ccc2[nH]1,4.1,0.6128,CHEMBL1152295,ChEMBL,CYP2D6,cyp_IC50
CC(C)c1nc(C(=O)NC[C@@H]2[C@H]3CN(CC4CCOCC4)C[C@@H]23)c2ccccn12,CC(C)c1nc(C(=O)NC[C@@H]2[C@H]3CN(CC4CCOCC4)C[C@@H]23)c2ccccn12,90.2,1.9552,CHEMBL3739407,ChEMBL,CYP2D6,cyp_IC50
CCC(=O)N1CCC(c2ccc(C(=O)NC(=N)N)cc2C(F)(F)F)CC1,CCC(=O)N1CCC(c2ccc(C(=O)NC(=N)N)cc2C(F)(F)F)CC1,26.0,1.415,CHEMBL2169836,ChEMBL,CYP3A4,cyp_IC50
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3C[C@H](O)CO3)c(Cc3ccnc4ccccc34)sc21,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3C[C@H](O)CO3)c(Cc3ccnc4ccccc34)sc21,13.0,1.1139,CHEMBL1139234,ChEMBL,CYP2C9,cyp_IC50
CC(C)Cn1c(=O)n(C)c(=O)c2c(S(=O)(=O)[C@@H]3CC[C@H](O)C3)c(Cc3ccccc3C(F)(F)F)sc21,CC(C)Cn1c(=O)n(C)c(=O)c2c(S(=O)(=O)[C@@H]3CC[C@H](O)C3)c(Cc3ccccc3C(F)(F)F)sc21,0.2,-0.699,CHEMBL1146970,ChEMBL,CYP2C9,cyp_IC50
CC(C)Cn1c(=O)n(C)c(=O)c2c(SCCCO)c(Cc3cccc4ccccc34)sc21,CC(C)Cn1c(=O)n(C)c(=O)c2c(SCCCO)c(Cc3cccc4ccccc34)sc21,0.5,-0.301,CHEMBL1146970,ChEMBL,CYP2C9,cyp_IC50
CC(C)Cc1nn(C)c(=O)c2c(SCCCO)n(Cc3cccc4ccccc34)cc12,CC(C)Cc1nn(C)c(=O)c2c(SCCCO)n(Cc3cccc4ccccc34)cc12,2.6,0.415,CHEMBL1146970,ChEMBL,CYP2C9,cyp_IC50
COc1cc2c(cc1-c1c(C)noc1C)ncc1[nH]c(=O)n(C(C)c3ccccc3)c12,COc1cc2c(cc1-c1c(C)noc1C)ncc1[nH]c(=O)n(C(C)c3ccccc3)c12,2.0,0.301,CHEMBL2016443,ChEMBL,CYP3A4,cyp_IC50
C[C@@H](O[C@H]1CN2C(=O)C=C(C3=CCN(C(C)(C)C)CC3)CC2[C@@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,C[C@@H](O[C@H]1CN2C(=O)C=C(C3=CCN(C(C)(C)C)CC3)CC2[C@@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,35.7,1.5527,CHEMBL1156284,ChEMBL,CYP2D6,cyp_IC50
CC(c1ccccn1)c1c(CCN(C)C)sc2ccccc12,CC(c1ccccn1)c1c(CCN(C)C)sc2ccccc12,6.9,0.8388,CHEMBL1156278,ChEMBL,CYP2D6,cyp_IC50
C[C@@H](c1ccccn1)c1c(CCN(C)C)sc2ccccc12,C[C@@H](c1ccccn1)c1c(CCN(C)C)sc2ccccc12,28.0,1.4472,CHEMBL1156278,ChEMBL,CYP2D6,cyp_IC50
CNCCN[C@H](c1cc(C)ccc1N1CCN(C(=O)[C@H](C)Cc2ccc(Cl)cc2F)CC1)C(C)C,CNCCN[C@H](c1cc(C)ccc1N1CCN(C(=O)[C@H](C)Cc2ccc(Cl)cc2F)CC1)C(C)C,9.0,0.9542,CHEMBL1137579,ChEMBL,CYP3A4,cyp_IC50
Cc1cccc(-c2nnc3n2CCN(C(=O)c2ccc(-c4cccs4)cc2)[C@@H]3C)n1,Cc1cccc(-c2nnc3n2CCN(C(=O)c2ccc(-c4cccs4)cc2)[C@@H]3C)n1,45.0,1.6532,CHEMBL3421625,ChEMBL,CYP3A4,cyp_IC50
Cc1nsc(-c2nnc3n2CCN(C(=O)c2ccc(-c4cccs4)cc2)[C@@H]3C)n1,Cc1nsc(-c2nnc3n2CCN(C(=O)c2ccc(-c4cccs4)cc2)[C@@H]3C)n1,39.0,1.5911,CHEMBL3421625,ChEMBL,CYP2D6,cyp_IC50
CC(C)c1nc(-c2nnc3n2CCN(C(=O)c2ccc(-c4cccs4)cc2)[C@@H]3C)co1,CC(C)c1nc(-c2nnc3n2CCN(C(=O)c2ccc(-c4cccs4)cc2)[C@@H]3C)co1,14.0,1.1461,CHEMBL3421625,ChEMBL,CYP2C9,cyp_IC50
CC(C)N1CCC[C@H](Cn2cnc3ccc(Oc4ccc(F)cc4)cc3c2=O)C1,CC(C)N1CCC[C@H](Cn2cnc3ccc(Oc4ccc(F)cc4)cc3c2=O)C1,21.0,1.3222,CHEMBL1148824,ChEMBL,CYP2D6,cyp_IC50
CC(C)N1CCC[C@H](Cn2cnc3ccc(-c4ccc(Cl)cc4)cc3c2=O)C1,CC(C)N1CCC[C@H](Cn2cnc3ccc(-c4ccc(Cl)cc4)cc3c2=O)C1,0.2,-0.699,CHEMBL1148824,ChEMBL,CYP2D6,cyp_IC50
Cc1nc2ccc(-c3ccc(Cl)cc3)cc2c(=O)n1C[C@H]1CCCN(C(C)C)C1,Cc1nc2ccc(-c3ccc(Cl)cc3)cc2c(=O)n1C[C@H]1CCCN(C(C)C)C1,9.6,0.9823,CHEMBL1148824,ChEMBL,CYP2D6,cyp_IC50
O=C(O)CC1CCC2(CCN(c3ccc(-c4nc5cc(C(F)(F)F)ccc5[nH]4)cn3)CC2)OC1,O=C(O)CC1CCC2(CCN(c3ccc(-c4nc5cc(C(F)(F)F)ccc5[nH]4)cn3)CC2)OC1,25.6,1.4082,CHEMBL4049398,ChEMBL,CYP2C9,cyp_IC50
Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,0.05,-1.301,CHEMBL4433254,ChEMBL,CYP3A4,cyp_IC50
C[C@@H]1C(=O)N[C@H](Cc2ccc(F)cc2)C(=O)NCCCc2ccc(F)cc2OCCN[C@@H](C2CC2)C(=O)N1C,C[C@@H]1C(=O)N[C@H](Cc2ccc(F)cc2)C(=O)NCCCc2ccc(F)cc2OCCN[C@@H](C2CC2)C(=O)N1C,1.2,0.0792,CHEMBL1921692,ChEMBL,CYP3A4,cyp_IC50
CN1CCN(C(=O)c2cncnc2Oc2cc(Cl)ccc2Cl)c2ccccc21,CN1CCN(C(=O)c2cncnc2Oc2cc(Cl)ccc2Cl)c2ccccc21,0.25,-0.6021,CHEMBL3352618,ChEMBL,CYP3A4,cyp_IC50
COc1cccnc1[C@H](C)c1c(CCN(C)C)sc2ccccc12,COc1cccnc1[C@H](C)c1c(CCN(C)C)sc2ccccc12,9.5,0.9777,CHEMBL1156278,ChEMBL,CYP2D6,cyp_IC50
COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCC(=O)[O-])c3ccccc3)c2=O)c1F,COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCC(=O)[O-])c3ccccc3)c2=O)c1F.[Na+],56.0,1.7482,CHEMBL1140215,ChEMBL,CYP3A4,cyp_IC50
COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCC(=O)O)c3ccccc3)c2=O)c1F,COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCC(=O)O)c3ccccc3)c2=O)c1F,69.0,1.8388,CHEMBL1140215,ChEMBL,CYP3A4,cyp_IC50
CC(C(=O)N1CCC(Nc2ccc(F)cc2)CC1)c1ccc(CN2C[C@@H](C)N[C@@H](C)C2)cc1,CC(C(=O)N1CCC(Nc2ccc(F)cc2)CC1)c1ccc(CN2C[C@@H](C)N[C@@H](C)C2)cc1,8.7,0.9395,CHEMBL1140927,ChEMBL,CYP3A4,cyp_IC50
N#Cc1cnc2[nH]cc(C(=O)c3cccc(NS(=O)(=O)c4ccccc4F)c3F)c2c1,N#Cc1cnc2[nH]cc(C(=O)c3cccc(NS(=O)(=O)c4ccccc4F)c3F)c2c1,5.0,0.699,CHEMBL3879902,ChEMBL,CYP2C9,cyp_IC50
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(S(C)(=O)=O)cc4)cc23)c1F,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(S(C)(=O)=O)cc4)cc23)c1F,5.0,0.699,CHEMBL3879902,ChEMBL,CYP2C9,cyp_IC50
N#Cc1ccnc2[nH]cc(C(=O)c3c(F)ccc(NS(=O)(=O)c4cccnc4)c3F)c12,N#Cc1ccnc2[nH]cc(C(=O)c3c(F)ccc(NS(=O)(=O)c4cccnc4)c3F)c12,5.0,0.699,CHEMBL3879902,ChEMBL,CYP3A4,cyp_IC50
c1ccc(CC2(c3ccc4[nH]ccc4c3)CCNC2)cc1,c1ccc(CC2(c3ccc4[nH]ccc4c3)CCNC2)cc1,0.5,-0.301,CHEMBL1152295,ChEMBL,CYP2D6,cyp_IC50
COc1ncc(F)c(N2Cc3cn(-c4cccc(S(C)(=O)=O)c4)nc3[C@H]2C(C)C)n1,COc1ncc(F)c(N2Cc3cn(-c4cccc(S(C)(=O)=O)c4)nc3[C@H]2C(C)C)n1,0.858,-0.0665,CHEMBL3853334,ChEMBL,CYP2C9,cyp_IC50
CC(=O)Nc1cccc(O[C@H]2c3ccccc3C[C@@H]2N2CCCC2)c1,CC(=O)Nc1cccc(O[C@H]2c3ccccc3C[C@@H]2N2CCCC2)c1,0.64,-0.1938,CHEMBL3860060,ChEMBL,CYP2D6,cyp_IC50
COc1cccc(-c2cn(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](N)c3ccccc3)c2=O)c1F,COc1cccc(-c2cn(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](N)c3ccccc3)c2=O)c1F,0.1,-1.0,CHEMBL1150315,ChEMBL,CYP3A4,cyp_IC50
CC(C)C[C@H](NC(=O)[C@H](C)N)c1cc(F)ccc1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2Cl)N2CCCC2=O)CC1,CC(C)C[C@H](NC(=O)[C@H](C)N)c1cc(F)ccc1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2Cl)N2CCCC2=O)CC1,8.6,0.9345,CHEMBL1137470,ChEMBL,CYP3A4,cyp_IC50
CNCC(=O)N[C@@H](CC(C)C)c1ccccc1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2Cl)N2CCCC2=O)CC1,CNCC(=O)N[C@@H](CC(C)C)c1ccccc1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2Cl)N2CCCC2=O)CC1,2.3,0.3617,CHEMBL1137470,ChEMBL,CYP3A4,cyp_IC50
CC(C)C[C@H](NCCCN)c1cc(C(F)(F)F)ccc1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2Cl)N2CCCC2=O)CC1,CC(C)C[C@H](NCCCN)c1cc(C(F)(F)F)ccc1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2Cl)N2CCCC2=O)CC1,15.0,1.1761,CHEMBL1137470,ChEMBL,CYP3A4,cyp_IC50
O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCC2CNCCO2)cc1F,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCC2CNCCO2)cc1F,20.0,1.301,CHEMBL4007444,ChEMBL,CYP3A4,cyp_IC50
COc1ccc(NC(=O)c2ccc(Cn3ccnn3)c3ccccc23)c(C(=O)NCC2CCOCC2)n1,COc1ccc(NC(=O)c2ccc(Cn3ccnn3)c3ccccc23)c(C(=O)NCC2CCOCC2)n1,0.11,-0.9586,CHEMBL2311293,ChEMBL,CYP2C9,cyp_IC50
