Smiles_unify,Smiles,value,unit,species,conc,Presence of NADPH/NADP,source
COc1cc(OC)c2cc(C(=O)N3CCCC(c4cc5ncccc5[nH]4)C3)[nH]c2c1,COc1cc(OC)c2cc(C(=O)N3CCCC(c4cc5ncccc5[nH]4)C3)[nH]c2c1,2.9234150078518253,log10(mL.min-1.g-1),human,0.5 uM,none,CHEMBL4343664
CCn1cnc2c(-c3ccc(F)cc3)cnnc21,CCn1cnc2c(-c3ccc(F)cc3)cnnc21,2.0211892990699383,log10(mL.min-1.g-1),human,none,none,CHEMBL4351509
CCc1cnn2c(-c3ccc(F)c(-c4ccc(S(=O)(=O)CC)cc4)c3)ccnc12,CCc1cnn2c(-c3ccc(F)c(-c4ccc(S(=O)(=O)CC)cc4)c3)ccnc12,1.4771212547196624,log10(mL.min-1.g-1),human,none,none,CHEMBL4351509
CCn1cnc2c(-c3ccc(F)c(-c4ccc(S(=O)(=O)CC)cc4Cl)c3)cnnc21,CCn1cnc2c(-c3ccc(F)c(-c4ccc(S(=O)(=O)CC)cc4Cl)c3)cnnc21,0.9542425094393249,log10(mL.min-1.g-1),human,none,none,CHEMBL4351509
CCn1cnc2c(-c3ccc(F)c(-c4ccc(S(=O)(=O)C(C)C)cc4OC)c3)cnnc21,CCn1cnc2c(-c3ccc(F)c(-c4ccc(S(=O)(=O)C(C)C)cc4OC)c3)cnnc21,1.9242792860618816,log10(mL.min-1.g-1),human,none,none,CHEMBL4351509
CCn1cnc2c(-c3ccc(F)c(-c4ccc5c(c4)C(=O)N(C)C5)c3)cnnc21,CCn1cnc2c(-c3ccc(F)c(-c4ccc5c(c4)C(=O)N(C)C5)c3)cnnc21,1.8864907251724818,log10(mL.min-1.g-1),human,none,none,CHEMBL4351509
CCn1cnc2c(-c3ccc(F)c(-c4cc5c(cc4OC)C(=O)N(C)C5)c3)cnnc21,CCn1cnc2c(-c3ccc(F)c(-c4cc5c(cc4OC)C(=O)N(C)C5)c3)cnnc21,1.146128035678238,log10(mL.min-1.g-1),human,none,none,CHEMBL4351509
C=CCn1c(=O)c2cnc(Nc3cccc(N4CCN(C)CC4)c3)nc2n1-c1ccc2c(n1)[C@@](O)(CC)CC2,C=CCn1c(=O)c2cnc(Nc3cccc(N4CCN(C)CC4)c3)nc2n1-c1ccc2c(n1)[C@@](O)(CC)CC2,2.130333768495006,log10(mL.min-1.g-1),human,none,none,CHEMBL4844308
CCn1nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(Cc2ccc(OC(C)C)cc2)c1C,CCn1nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(Cc2ccc(OC(C)C)cc2)c1C,0.6180480967120927,log10(mL.min-1.g-1),human,30 uM,none,CHEMBL4725006
Cc1nn(-c2ccnc(Nc3ccc4c(c3)c(Cl)c(C)n4C)n2)cc1CN1CC(O)C1,Cc1nn(-c2ccnc(Nc3ccc4c(c3)c(Cl)c(C)n4C)n2)cc1CN1CC(O)C1,1.6901960800285136,log10(mL.min-1.g-1),human,none,none,CHEMBL4675678
CNC(=O)c1nn(C)c2c(C)cc(Nc3nccc(-n4cc(CN(C)C)cn4)n3)cc12,CNC(=O)c1nn(C)c2c(C)cc(Nc3nccc(-n4cc(CN(C)C)cn4)n3)cc12,1.505149978319906,log10(mL.min-1.g-1),human,none,none,CHEMBL4675678
CNC(=O)c1ncn2ccc(Nc3nccc(-n4cc(CN(C)C)cn4)n3)cc12,CNC(=O)c1ncn2ccc(Nc3nccc(-n4cc(CN(C)C)cn4)n3)cc12,0.9542425094393249,log10(mL.min-1.g-1),human,none,none,CHEMBL4675678
Cc1ccc(CNC(c2nc(Cc3ccccc3)c(N3CCOCC3)o2)C2CCCCC2)cc1,Cc1ccc(CNC(c2nc(Cc3ccccc3)c(N3CCOCC3)o2)C2CCCCC2)cc1,2.3729120029701067,log10(mL.min-1.g-1),mouse,1uM,none,CHEMBL1862765
CCOc1ccc(-c2nc(CNC3[C@H]4C[C@@H]5C[C@@H](C[C@H]3C5)C4)co2)cc1,CCOc1ccc(-c2nc(CNC3[C@H]4C[C@@H]5C[C@@H](C[C@H]3C5)C4)co2)cc1,2.0086001717619175,log10(mL.min-1.g-1),mouse,1uM,none,CHEMBL1862765
CCOc1ccc(-c2nc(CNC[C@@H]3CC[C@H]4C[C@@H]3C4(C)C)co2)cc1,CCOc1ccc(-c2nc(CNC[C@@H]3CC[C@H]4C[C@@H]3C4(C)C)co2)cc1,1.5440680443502757,log10(mL.min-1.g-1),mouse,10uM,none,CHEMBL1862767
CCC(C)S(=O)(=O)N[C@@H](C)[C@H](Oc1ccc2c(cnn2-c2ccc(F)cc2)c1)c1ccccc1,CCC(C)S(=O)(=O)N[C@@H](C)[C@H](Oc1ccc2c(cnn2-c2ccc(F)cc2)c1)c1ccccc1,2.0791812460476247,log10(mL.min-1.g-1),human,none,none,CHEMBL3868163
COc1cccc([C@@H](Oc2ccc3c(cnn3-c3ccc(F)cc3)c2)[C@H](C)NS(=O)(=O)C2CC2)c1,COc1cccc([C@@H](Oc2ccc3c(cnn3-c3ccc(F)cc3)c2)[C@H](C)NS(=O)(=O)C2CC2)c1,1.724275869600789,log10(mL.min-1.g-1),human,none,none,CHEMBL3868163
CCCCCC(C)NCc1coc(-c2ccc(CCCC)cc2)n1,CCCCCC(C)NCc1coc(-c2ccc(CCCC)cc2)n1,1.0791812460476249,log10(mL.min-1.g-1),mouse,1uM,none,CHEMBL1862765
O=C1Nc2cccc(n2)-c2nncn2CCCCOc2ccc(Br)cc21,O=C1Nc2cccc(n2)-c2nncn2CCCCOc2ccc(Br)cc21,2.1760912590556813,log10(mL.min-1.g-1),rat,none,none,CHEMBL4324213
CC(=O)Nc1nc(C)c(-c2cn(S(=O)(=O)c3ccccc3)c3ccccc23)[nH]1,CC(=O)Nc1nc(C)c(-c2cn(S(=O)(=O)c3ccccc3)c3ccccc23)[nH]1,0.8633228601204559,log10(mL.min-1.g-1),rat,none,metabolic phase 1 cofactors,CHEMBL4354021
CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3ccccc3C)cn(C)c(=O)c2[nH]1,CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3ccccc3C)cn(C)c(=O)c2[nH]1,2.151277893904123,log10(mL.min-1.g-1),human,none,none,CHEMBL4346338
CCNC(=O)c1cc2c(-c3cc(S(C)(=O)=O)ccc3Oc3c(C)cccc3C)cn(C)c(=O)c2[nH]1,CCNC(=O)c1cc2c(-c3cc(S(C)(=O)=O)ccc3Oc3c(C)cccc3C)cn(C)c(=O)c2[nH]1,1.962227231350085,log10(mL.min-1.g-1),human,none,none,CHEMBL4346338
CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3-c3c(C)cccc3C)cn(C)c(=O)c2[nH]1,CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3-c3c(C)cccc3C)cn(C)c(=O)c2[nH]1,2.7403626894942437,log10(mL.min-1.g-1),human,none,none,CHEMBL4346338
CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3-n3ccc4ccccc43)cn(C)c(=O)c2[nH]1,CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3-n3ccc4ccccc43)cn(C)c(=O)c2[nH]1,2.6532125137753435,log10(mL.min-1.g-1),human,none,none,CHEMBL4346338
CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(=O)c2[nH]1,CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(=O)c2[nH]1,2.2218574354191367,log10(mL.min-1.g-1),human,none,none,CHEMBL4346338
CCNC(=O)c1cc2c(-c3cc(NC(=O)OC)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(=O)c2[nH]1,CCNC(=O)c1cc2c(-c3cc(NC(=O)OC)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(=O)c2[nH]1,2.7403626894942437,log10(mL.min-1.g-1),human,none,none,CHEMBL4346338
CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3c(C)cccc3C(F)F)cn(C)c(=O)c2[nH]1,CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3c(C)cccc3C(F)F)cn(C)c(=O)c2[nH]1,2.9542425094393248,log10(mL.min-1.g-1),mouse,none,none,CHEMBL4346339
C[C@H](CN1CCCC(C)(C)C1)NC(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1,C[C@H](CN1CCCC(C)(C)C1)NC(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1,3.111598524880394,log10(mL.min-1.g-1),mouse,none,none,CHEMBL4689598
O=S(=O)(Nc1nnc2cc(OCC34CC5CC(CC(C5)C3)C4)c(C3CC3)cn12)C(F)F,O=S(=O)(Nc1nnc2cc(OCC34CC5CC(CC(C5)C3)C4)c(C3CC3)cn12)C(F)F,1.255272505103306,log10(mL.min-1.g-1),human,1 uM,none,CHEMBL4256611
CS(=O)(=O)Nc1noc2cc(COc3ccc(Cl)c(Cl)c3)c(Cl)cc12,CS(=O)(=O)Nc1noc2cc(COc3ccc(Cl)c(Cl)c3)c(Cl)cc12,0.8864907251724818,log10(mL.min-1.g-1),human,1 uM,none,CHEMBL4256611
CS(=O)(=O)Nc1noc2cc(COc3ccc(Cl)c(Cl)c3)c(C3CC3)cc12,CS(=O)(=O)Nc1noc2cc(COc3ccc(Cl)c(Cl)c3)c(C3CC3)cc12,0.6901960800285137,log10(mL.min-1.g-1),human,1 uM,none,CHEMBL4256611
CS(=O)(=O)Nc1nnc2cc(COc3cc(Cl)cc(Cl)c3)c(C3CC3)cn12,CS(=O)(=O)Nc1nnc2cc(COc3cc(Cl)cc(Cl)c3)c(C3CC3)cn12,0.5910646070264992,log10(mL.min-1.g-1),human,1 uM,none,CHEMBL4256611
C[C@@H]1CN(C(=O)[C@H](C)N2CCC(n3c(=O)[nH]c4ccccc43)CC2)CCN1,C[C@@H]1CN(C(=O)[C@H](C)N2CCC(n3c(=O)[nH]c4ccccc43)CC2)CCN1,1.462397997898956,log10(mL.min-1.g-1),rat,none,none,CHEMBL5050788
CC(C)C(=O)Nc1ccc2oc(-c3ccc(C(C)(C)C)cc3)nc2c1,CC(C)C(=O)Nc1ccc2oc(-c3ccc(C(C)(C)C)cc3)nc2c1,1.38524868240322,log10(mL.min-1.g-1),human,none,none,CHEMBL4423489
Cn1cnc(S(=O)(=O)N2CC(Nc3ccccc3)C(c3ccccc3)C2)c1,Cn1cnc(S(=O)(=O)N2CC(Nc3ccccc3)C(c3ccccc3)C2)c1,2.9777236052888476,log10(mL.min-1.g-1),rat,0.5 uM,none,CHEMBL4150727
Cc1sc2ncnc(SCC(=O)N3CC(=O)N(C4CC4)C3)c2c1Cl,Cc1sc2ncnc(SCC(=O)N3CC(=O)N(C4CC4)C3)c2c1Cl,1.6901960800285136,log10(mL.min-1.g-1),mouse,none,none,CHEMBL4610957
Cc1sc2ncnc(SCC(=O)N3CCn4ncnc4C3)c2c1Cl,Cc1sc2ncnc(SCC(=O)N3CCn4ncnc4C3)c2c1Cl,1.724275869600789,log10(mL.min-1.g-1),mouse,none,none,CHEMBL4610957
Cc1sc2ncnc(SCC(=O)N3CC(=O)N(C)C3)c2c1C,Cc1sc2ncnc(SCC(=O)N3CC(=O)N(C)C3)c2c1C,1.4913616938342726,log10(mL.min-1.g-1),mouse,none,none,CHEMBL4610957
O=C(Nc1ccc(Cl)cc1)C(=O)N1CCC(c2ccnc3ccc(Cl)cc23)CC1,O=C(Nc1ccc(Cl)cc1)C(=O)N1CCC(c2ccnc3ccc(Cl)cc23)CC1,1.8573324964312685,log10(mL.min-1.g-1),mouse,none,none,CHEMBL4679372
O=C(Nc1ccc(C(F)F)cc1)C(=O)N1CCC(c2ccnc3ccc(F)cc23)CC1,O=C(Nc1ccc(C(F)F)cc1)C(=O)N1CCC(c2ccnc3ccc(F)cc23)CC1,1.8808135922807914,log10(mL.min-1.g-1),mouse,none,none,CHEMBL4679372
O=C(Nc1ccc(C(F)F)cc1)C(=O)N1CCC(c2ccnc3ccc(F)cc23)CC1,O=C(Nc1ccc(C(F)F)cc1)C(=O)N1CCC(c2ccnc3ccc(F)cc23)CC1,1.2304489213782739,log10(mL.min-1.g-1),human,none,none,CHEMBL4679373
COc1ccc2cncc(Cc3nc4c([nH]3)c(=O)n(C)c(=O)n4CC(C)C)c2c1,COc1ccc2cncc(Cc3nc4c([nH]3)c(=O)n(C)c(=O)n4CC(C)C)c2c1,3.6020599913279625,log10(mL.min-1.g-1),human,none,none,CHEMBL886859
COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,1.7759743311293692,log10(mL.min-1.g-1),human,none,none,CHEMBL4677464
Cc1nnn(Cc2cc(C(F)(F)F)ccc2/C=C/C(=O)N2CCC(c3noc(C)n3)CC2)n1,Cc1nnn(Cc2cc(C(F)(F)F)ccc2/C=C/C(=O)N2CCC(c3noc(C)n3)CC2)n1,1.2787536009528289,log10(mL.min-1.g-1),human,none,none,CHEMBL4677229
Cc1cc(Cl)ccc1-c1ccc(CN2CCc3c(C)ccc(N4CCN(C)CC4)c3C2)nc1,Cc1cc(Cl)ccc1-c1ccc(CN2CCc3c(C)ccc(N4CCN(C)CC4)c3C2)nc1,-0.6216020990518624,log10(mL.min-1.g-1),mouse,none,none,CHEMBL4703229
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCC3)C[C@H]21,C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCC3)C[C@H]21,1.8692317197309762,log10(mL.min-1.g-1),rat,none,apparent intrinsic clearance,CHEMBL4726147
C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCOCC3)C[C@H]21,C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCOCC3)C[C@H]21,1.9493900066449128,log10(mL.min-1.g-1),human,none,apparent intrinsic clearance,CHEMBL4726148
CC1=C(c2ccc(F)cc2)[C@H](c2ccc(OCCN3CC(CF)C3)cc2)Oc2ccc(O)c(F)c21,CC1=C(c2ccc(F)cc2)[C@H](c2ccc(OCCN3CC(CF)C3)cc2)Oc2ccc(O)c(F)c21,0.6020599913279624,log10(mL.min-1.g-1),human,none,none,CHEMBL4390561
CC1=C(c2ccc(=O)[nH]c2)[C@H](c2ccc(OCCN3CC(CF)C3)cc2)Oc2ccc(O)cc21,CC1=C(c2ccc(=O)[nH]c2)[C@H](c2ccc(OCCN3CC(CF)C3)cc2)Oc2ccc(O)cc21,1.2787536009528289,log10(mL.min-1.g-1),rat,none,none,CHEMBL4390562
COc1cccc(C(=O)NCCNC(=O)[C@H](CC(=O)NC(C)(C)C)NS(=O)(=O)c2ccc(C)cc2)c1,COc1cccc(C(=O)NCCNC(=O)[C@H](CC(=O)NC(C)(C)C)NS(=O)(=O)c2ccc(C)cc2)c1,2.1522883443830563,log10(mL.min-1.g-1),mouse,none,none,CHEMBL4364862
CN(C)CCN(C)c1ncc(-c2ccc3c(Nc4cnccn4)ccnc3c2)cn1,CN(C)CCN(C)c1ncc(-c2ccc3c(Nc4cnccn4)ccnc3c2)cn1,1.6532125137753437,log10(mL.min-1.g-1),human,none,none,CHEMBL4373161
CN1CCN(c2ncc(-c3ccc4c(NCC5CCOCC5)ccnc4c3)cn2)CC1,CN1CCN(c2ncc(-c3ccc4c(NCC5CCOCC5)ccnc4c3)cn2)CC1,2.230448921378274,log10(mL.min-1.g-1),human,none,none,CHEMBL4373161
COc1ccc(NC(=O)C2CCN(c3ncccc3Cl)CC2)cc1Cl,COc1ccc(NC(=O)C2CCN(c3ncccc3Cl)CC2)cc1Cl,2.12057393120585,log10(mL.min-1.g-1),mouse,none,none,CHEMBL4364165
COc1cccc(C(=O)N2CCCC(c3cc4ncccc4[nH]3)C2)c1OC,COc1cccc(C(=O)N2CCCC(c3cc4ncccc4[nH]3)C2)c1OC,2.0420633494321563,log10(mL.min-1.g-1),human,0.5 uM,none,CHEMBL4343664
CC(C)c1cc(C(=O)N2CCCC(O)(c3cc4ncccc4[nH]3)C2)on1,CC(C)c1cc(C(=O)N2CCCC(O)(c3cc4ncccc4[nH]3)C2)on1,2.1894903136993675,log10(mL.min-1.g-1),mouse,0.5 uM,none,CHEMBL4343665
Cc1ccoc1C(=O)N1CCCC(c2cc3ncccc3[nH]2)C1,Cc1ccoc1C(=O)N1CCCC(c2cc3ncccc3[nH]2)C1,2.1105560427553813,log10(mL.min-1.g-1),human,0.5 uM,none,CHEMBL4343664
Cc1ccoc1C(=O)N1CCCC(c2cc3ncccc3[nH]2)C1,Cc1ccoc1C(=O)N1CCCC(c2cc3ncccc3[nH]2)C1,2.2227164711475833,log10(mL.min-1.g-1),human,0.5 uM,none,CHEMBL4343664
O=C(c1ccccc1)N1CC=C(c2cc3ccccc3[nH]2)CC1,O=C(c1ccccc1)N1CC=C(c2cc3ccccc3[nH]2)CC1,1.7916906490201179,log10(mL.min-1.g-1),human,0.5 uM,none,CHEMBL4343664
CCN(CCc1nc2ncc(Cl)cc2[nH]1)C(=O)c1ccc(F)cc1,CCN(CCc1nc2ncc(Cl)cc2[nH]1)C(=O)c1ccc(F)cc1,2.6424645202421213,log10(mL.min-1.g-1),mouse,0.5 uM,none,CHEMBL4343665
Cc1nnc2ccc(C(=O)NC3CN(c4ccc(F)c(F)c4)C3)cc2c1C,Cc1nnc2ccc(C(=O)NC3CN(c4ccc(F)c(F)c4)C3)cc2c1C,1.414973347970818,log10(mL.min-1.g-1),rat,none,none,CHEMBL4363895
Cc1nnc2ccc(C(=O)NC3CN(c4ncc(Cl)cc4F)C3)cc2c1C,Cc1nnc2ccc(C(=O)NC3CN(c4ncc(Cl)cc4F)C3)cc2c1C,1.0791812460476249,log10(mL.min-1.g-1),rat,none,none,CHEMBL4363895
Cc1nnc2ccc(C(=O)NC3CN(c4cc(Cl)ncc4Cl)C3)cc2c1C,Cc1nnc2ccc(C(=O)NC3CN(c4cc(Cl)ncc4Cl)C3)cc2c1C,1.505149978319906,log10(mL.min-1.g-1),rat,none,none,CHEMBL4363895
Cc1c(-c2cncc(-c3ccc(C(N)=O)c(OC(C)C)c3)c2)cnn1C,Cc1c(-c2cncc(-c3ccc(C(N)=O)c(OC(C)C)c3)c2)cnn1C,1.3996737214810382,log10(mL.min-1.g-1),mouse,none,none,CHEMBL4380961
CNC(=O)c1ccc2[nH]nc(CC(C)C)c2c1,CNC(=O)c1ccc2[nH]nc(CC(C)C)c2c1,2.6138418218760693,log10(mL.min-1.g-1),mouse,none,none,CHEMBL3779195
CNC(=O)c1ccc2[nH]nc(Cc3ccc(OC)c(OC)c3)c2c1,CNC(=O)c1ccc2[nH]nc(Cc3ccc(OC)c(OC)c3)c2c1,2.893206753059848,log10(mL.min-1.g-1),mouse,none,none,CHEMBL3779195
Cc1cc(Cn2c(=O)n(Cc3nnc(C)s3)c(=O)c3cc(S(=O)(=O)NC4(C)CC4)ccc32)n(C)n1,Cc1cc(Cn2c(=O)n(Cc3nnc(C)s3)c(=O)c3cc(S(=O)(=O)NC4(C)CC4)ccc32)n(C)n1,1.1760912590556813,log10(mL.min-1.g-1),human,none,none,CHEMBL4265330
CC1CCN(C2CCN(c3cc(C(=O)Nc4cccc(Cl)c4)cc(C(F)(F)F)c3)CC2)CC1,CC1CCN(C2CCN(c3cc(C(=O)Nc4cccc(Cl)c4)cc(C(F)(F)F)c3)CC2)CC1,1.3304137733491908,log10(mL.min-1.g-1),mouse,none,none,CHEMBL1109407
COc1cccc(C(c2cc3cc(Br)ccc3nc2OC)C(O)(CCN(C)C)c2cccc(C)n2)c1F,COc1cccc(C(c2cc3cc(Br)ccc3nc2OC)C(O)(CCN(C)C)c2cccc(C)n2)c1F,1.0,log10(mL.min-1.g-1),human,none,none,CHEMBL4481701
CCOc1cc(C(O)(CCN(C)C)C(c2cc(OC)nc(OC)c2)c2cc3cc(Br)ccc3nc2OC)cc(OC(C)C)n1,CCOc1cc(C(O)(CCN(C)C)C(c2cc(OC)nc(OC)c2)c2cc3cc(Br)ccc3nc2OC)cc(OC(C)C)n1,0.0,log10(mL.min-1.g-1),human,none,none,CHEMBL4481701
COc1cc(C(O)(CCN(C)C)C(c2cc3cc(Br)ccc3nc2OC)c2ccnc(OC)c2OC)cnc1OC,COc1cc(C(O)(CCN(C)C)C(c2cc3cc(Br)ccc3nc2OC)c2ccnc(OC)c2OC)cnc1OC,1.7708520116421442,log10(mL.min-1.g-1),mouse,none,none,CHEMBL4481702
COc1cc(C(O)(CCN(C)C)C(c2cc3cc(Br)ccc3nc2OC)c2ccnc(OC)c2OC)c(OC)nc1OC,COc1cc(C(O)(CCN(C)C)C(c2cc3cc(Br)ccc3nc2OC)c2ccnc(OC)c2OC)c(OC)nc1OC,0.8450980400142568,log10(mL.min-1.g-1),mouse,none,none,CHEMBL4481702
FC(F)c1ncn2c1Cn1ncnc1-c1cc(Cl)ccc1-2,FC(F)c1ncn2c1Cn1ncnc1-c1cc(Cl)ccc1-2,0.47712125471966244,log10(mL.min-1.g-1),rat,none,none,CHEMBL1111374
Cc1cn(-c2ccc3n(c2=O)CCN([C@H](C)C2=CC(C)(C)Oc4ccc(C(F)(F)F)cc42)C3=O)cn1,Cc1cn(-c2ccc3n(c2=O)CCN([C@H](C)C2=CC(C)(C)Oc4ccc(C(F)(F)F)cc42)C3=O)cn1,2.383815365980431,log10(mL.min-1.g-1),human,none,none,CHEMBL4251773
N#CN[C@H]1CCc2ccc(-c3ncnc4[nH]ccc34)cc21,N#CN[C@H]1CCc2ccc(-c3ncnc4[nH]ccc34)cc21,1.6989700043360187,log10(mL.min-1.g-1),human,none,none,CHEMBL4265602
COc1ccc(S(=O)(=O)N2C(=O)C(c3cccnc3OC)(N3CCN(c4cccnc4)C(=O)C3)c3cc(Cl)ccc32)c(OC)c1,COc1ccc(S(=O)(=O)N2C(=O)C(c3cccnc3OC)(N3CCN(c4cccnc4)C(=O)C3)c3cc(Cl)ccc32)c(OC)c1,2.292256071356476,log10(mL.min-1.g-1),human,none,none,CHEMBL4266690
CCOc1ccc(OC)cc1C1(N2CCN(c3ccncc3)CC2)C(=O)N(S(=O)(=O)c2cccc3cccnc23)c2ccc(C#N)cc21,CCOc1ccc(OC)cc1C1(N2CCN(c3ccncc3)CC2)C(=O)N(S(=O)(=O)c2cccc3cccnc23)c2ccc(C#N)cc21,2.322219294733919,log10(mL.min-1.g-1),rat,none,none,CHEMBL4266691
COc1cc(OC)c2nnc3c(c(C4CC4)nn3C)c2c1,COc1cc(OC)c2nnc3c(c(C4CC4)nn3C)c2c1,0.6020599913279624,log10(mL.min-1.g-1),human,none,none,CHEMBL4373376
N#CCCn1cc(-c2nc(Nc3ccc4c(c3)CCN4S(=O)(=O)c3ccc(C(F)(F)F)cc3)ncc2F)cn1,N#CCCn1cc(-c2nc(Nc3ccc4c(c3)CCN4S(=O)(=O)c3ccc(C(F)(F)F)cc3)ncc2F)cn1,2.1760912590556813,log10(mL.min-1.g-1),human,none,none,CHEMBL4825789
N#CCCn1cc(-c2nc(Nc3ccc4c(ccn4C(=O)C4CC4)c3)ncc2F)cn1,N#CCCn1cc(-c2nc(Nc3ccc4c(ccn4C(=O)C4CC4)c3)ncc2F)cn1,1.3010299956639813,log10(mL.min-1.g-1),human,none,none,CHEMBL4825789
Cc1c(NC(=O)c2cccc(C#N)c2)cnc2c1c(C1CCN(C(=O)C(C)C)CC1)cn2C,Cc1c(NC(=O)c2cccc(C#N)c2)cnc2c1c(C1CCN(C(=O)C(C)C)CC1)cn2C,0.9030899869919435,log10(mL.min-1.g-1),human,none,none,CHEMBL4266714
CC(C)C(=O)N1CCC(c2cn(C)c3ncc(NC(=O)c4cccc(C#N)c4)c(C(C)C)c23)CC1,CC(C)C(=O)N1CCC(c2cn(C)c3ncc(NC(=O)c4cccc(C#N)c4)c(C(C)C)c23)CC1,0.9542425094393249,log10(mL.min-1.g-1),human,none,none,CHEMBL4266714
COc1c(NC(=O)c2cccc(C#N)c2)cnc2c1c(C1CCN(C(=O)C(C)C)CC1)cn2C,COc1c(NC(=O)c2cccc(C#N)c2)cnc2c1c(C1CCN(C(=O)C(C)C)CC1)cn2C,1.414973347970818,log10(mL.min-1.g-1),human,none,none,CHEMBL4266714
Cc1c(NC(=O)c2cccc(C#N)c2)cnc2c1c(C1CCN(C(=O)C3CCCC3)CC1)cn2C,Cc1c(NC(=O)c2cccc(C#N)c2)cnc2c1c(C1CCN(C(=O)C3CCCC3)CC1)cn2C,2.0969100130080562,log10(mL.min-1.g-1),human,none,none,CHEMBL4266714
O=C(c1ccccc1)N1CCCC(c2cn3nc(Cl)ccc3n2)C1,O=C(c1ccccc1)N1CCCC(c2cn3nc(Cl)ccc3n2)C1,2.3832586817081753,log10(mL.min-1.g-1),mouse,0.5 uM,none,CHEMBL4343665
O=C(Nc1ccc(-c2cc3ncccc3[nH]2)cc1)c1ccccc1,O=C(Nc1ccc(-c2cc3ncccc3[nH]2)cc1)c1ccccc1,2.2715628254323055,log10(mL.min-1.g-1),mouse,0.5 uM,none,CHEMBL4343665
COc1cc2cc(COCc3c(-c4ccc(F)cc4)nc(N(C)S(C)(=O)=O)nc3C(C)C)oc(=O)c2cc1OC,COc1cc2cc(COCc3c(-c4ccc(F)cc4)nc(N(C)S(C)(=O)=O)nc3C(C)C)oc(=O)c2cc1OC,1.4199557484897578,log10(mL.min-1.g-1),rat,none,none,CHEMBL4708156
CCOc1nc(Nc2ccc(C(=O)N3CCOC[C@H]3C)cc2OC)nc2[nH]ccc12,CCOc1nc(Nc2ccc(C(=O)N3CCOC[C@H]3C)cc2OC)nc2[nH]ccc12,-0.09691001300805639,log10(mL.min-1.g-1),human,none,none,CHEMBL4721245
CCOc1nc(Nc2ccc(C(=O)N3CCOC[C@@H]3C)cc2OC)nc2[nH]ccc12,CCOc1nc(Nc2ccc(C(=O)N3CCOC[C@@H]3C)cc2OC)nc2[nH]ccc12,0.146128035678238,log10(mL.min-1.g-1),human,none,none,CHEMBL4721245
COc1cncc(-c2n[nH]c3ccc(NCc4ccccc4NS(C)(=O)=O)cc23)c1,COc1cncc(-c2n[nH]c3ccc(NCc4ccccc4NS(C)(=O)=O)cc23)c1,2.3364597338485296,log10(mL.min-1.g-1),human,none,none,CHEMBL4349734
COc1ccc(OC)c2[nH]c(C(=O)N3CCCC(c4cc5ncccc5[nH]4)C3)cc12,COc1ccc(OC)c2[nH]c(C(=O)N3CCCC(c4cc5ncccc5[nH]4)C3)cc12,2.3710678622717363,log10(mL.min-1.g-1),human,0.5 uM,none,CHEMBL4343664
O=C(c1cc(C2CC2)on1)N1CCCC(c2cc3ncccc3[nH]2)C1,O=C(c1cc(C2CC2)on1)N1CCCC(c2cc3ncccc3[nH]2)C1,1.5141491344754374,log10(mL.min-1.g-1),human,0.5 uM,none,CHEMBL4343664
O=C(c1cc(C2CC2)on1)N1CCCC(c2cc3ncccc3[nH]2)C1,O=C(c1cc(C2CC2)on1)N1CCCC(c2cc3ncccc3[nH]2)C1,3.263240645147533,log10(mL.min-1.g-1),mouse,0.5 uM,none,CHEMBL4343665
