Smiles_unify,Smiles,value,source,concentration,spec,property
COC(C)c1c(NC(=O)Nc2cnc(-n3nccn3)c(Cl)c2)cnc2ccc(F)cc12,COC(C)c1c(NC(=O)Nc2cnc(-n3nccn3)c(Cl)c2)cnc2ccc(F)cc12,0.2,CHEMBL4667675,,Human,ppb
C[C@@H]1CN(c2ccc(S(C)(=O)=O)cc2F)CCN1c1nccc(C(=O)NC2C3CC4CC2CC(O)(C4)C3)n1,C[C@@H]1CN(c2ccc(S(C)(=O)=O)cc2F)CCN1c1nccc(C(=O)NC2C3CC4CC2CC(O)(C4)C3)n1,99.0,CHEMBL4681486,,Human,ppb
Cn1c(=O)n(C2CCNCC2)c2c3cc(-c4cn[nH]c4)ccc3ncc21,Cn1c(=O)n(C2CCNCC2)c2c3cc(-c4cn[nH]c4)ccc3ncc21,65.0,CHEMBL4680490,,Human,ppb
Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cn[nH]c4)ccc3ncc21,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cn[nH]c4)ccc3ncc21,93.0,CHEMBL4680490,,Human,ppb
c1cnn2ncc(-c3ccnc(NC4CCCCC4)n3)c2c1,c1cnn2ncc(-c3ccnc(NC4CCCCC4)n3)c2c1,97.0,CHEMBL4325182,,Human,ppb
Cc1nn(-c2nc(-c3ccc(Cl)c(Cl)c3)c(SC(C)C)s2)c(C(=O)O)c1-c1cc(Cl)cc(Cl)c1,Cc1nn(-c2nc(-c3ccc(Cl)c(Cl)c3)c(SC(C)C)s2)c(C(=O)O)c1-c1cc(Cl)cc(Cl)c1,97.3,CHEMBL4219819,,Human,ppb
COc1cc([C@H](c2cc3cc(Br)ccc3cc2OC)[C@@](O)(CCN(C)C)c2cccc3ccoc23)cc(OC(C)C)n1,COc1cc([C@H](c2cc3cc(Br)ccc3cc2OC)[C@@](O)(CCN(C)C)c2cccc3ccoc23)cc(OC(C)C)n1,100.0,CHEMBL4221363,,Human,ppb
COc1cc2ccc(C#N)cc2cc1[C@@H](c1cccc(C)c1)[C@@](O)(CCN(C)C)c1cccc2c1OCO2,COc1cc2ccc(C#N)cc2cc1[C@@H](c1cccc(C)c1)[C@@](O)(CCN(C)C)c1cccc2c1OCO2,99.98,CHEMBL4221363,,Human,ppb
Cc1cc(NC(=O)[C@H](O)c2cc(F)cc(F)c2)ccc1-c1cnc(N)c(C(=O)NC2CC2)c1,Cc1cc(NC(=O)[C@H](O)c2cc(F)cc(F)c2)ccc1-c1cnc(N)c(C(=O)NC2CC2)c1,97.6,CHEMBL4822230,,Human,ppb
CCN(CCCNC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12)C(=O)c1ccc(COc2cccc(-c3ccc([C@@H](NC(=O)O[C@H]4CN5CCC4CC5)c4ccccc4)cc3)c2)cc1,CCN(CCCNC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12)C(=O)c1ccc(COc2cccc(-c3ccc([C@@H](NC(=O)O[C@H]4CN5CCC4CC5)c4ccccc4)cc3)c2)cc1,96.0,CHEMBL4817492,,Human,ppb
[2H]C([2H])(Oc1cc(F)cc(F)c1C([2H])([2H])C([2H])([2H])[2H])C(=O)N(Cc1nnc(N)o1)Cc1ccc(S(N)(=O)=O)cc1F,[2H]C([2H])(Oc1cc(F)cc(F)c1C([2H])([2H])C([2H])([2H])[2H])C(=O)N(Cc1nnc(N)o1)Cc1ccc(S(N)(=O)=O)cc1F,94.0,CHEMBL4839931,10 uM,Human Plasma,ppb
COc1cc2c(cc1OC)C(=O)C(CC1(F)CCN(Cc3ccccc3F)CC1)C2,COc1cc2c(cc1OC)C(=O)C(CC1(F)CCN(Cc3ccccc3F)CC1)C2,97.8,CHEMBL4815567,,Human,ppb
NC(=O)c1ccn(-c2ccc(NCC3(c4ncccc4F)CCC3)nn2)c1,NC(=O)c1ccn(-c2ccc(NCC3(c4ncccc4F)CCC3)nn2)c1,39.0,CHEMBL4845168,5 uM,Human,ppb
COc1ccc2c(c1)CCn1c-2cc(OCC2COc3cccnc3O2)nc1=O,COc1ccc2c(c1)CCn1c-2cc(OCC2COc3cccnc3O2)nc1=O,99.1,CHEMBL4675929,5 uM,Human,ppb
CCc1cc(NC(=O)[C@H](O)c2cc(F)cc(F)c2)ccc1-c1cnc(N)c(C(=O)NC(C)C)c1,CCc1cc(NC(=O)[C@H](O)c2cc(F)cc(F)c2)ccc1-c1cnc(N)c(C(=O)NC(C)C)c1,99.7,CHEMBL4822230,,Human,ppb
CCOc1ccc2cc(-c3nn(CC4CC4)c(N)c3C(N)=O)ccc2c1,CCOc1ccc2cc(-c3nn(CC4CC4)c(N)c3C(N)=O)ccc2c1,95.0,CHEMBL4675506,,Human,ppb
c1coc(CNc2ncnc3sccc23)c1,c1coc(CNc2ncnc3sccc23)c1,12.9,CHEMBL4724731,10 uM,Human,ppb
Cc1c(C(=O)Nc2ccc(F)c(F)c2)sc(N)c1C(N)=O,Cc1c(C(=O)Nc2ccc(F)c(F)c2)sc(N)c1C(N)=O,86.0,CHEMBL4413189,5 uM,Human Plasma,ppb
Cc1ncnc(C2CC2)c1-c1ncc2nc(NCc3ccc(S(C)(=O)=O)cn3)c(=O)n([C@@H](C)C3CC3)c2n1,Cc1ncnc(C2CC2)c1-c1ncc2nc(NCc3ccc(S(C)(=O)=O)cn3)c(=O)n([C@@H](C)C3CC3)c2n1,95.0,CHEMBL4679768,1 uM,Human,ppb
CC[C@@H](C)n1c(=O)c(NCc2ccc(S(=O)(=O)CC)cn2)nc2cnc(-c3c(OC)ncnc3C3CC3)nc21,CC[C@@H](C)n1c(=O)c(NCc2ccc(S(=O)(=O)CC)cn2)nc2cnc(-c3c(OC)ncnc3C3CC3)nc21,98.0,CHEMBL4679768,1 uM,Human,ppb
O=C(NO)c1ccc(CN(CCCCO)C(=O)Nc2ccccc2)cc1,O=C(NO)c1ccc(CN(CCCCO)C(=O)Nc2ccccc2)cc1,48.0,CHEMBL4729592,10 uM,Human Plasma,ppb
c1cnn2ncc(-c3ccnc(Nc4cncnc4)n3)c2c1,c1cnn2ncc(-c3ccnc(Nc4cncnc4)n3)c2c1,84.0,CHEMBL4325182,,Human,ppb
O[C@H]1CC[C@H](Nc2nccc(-c3cnn4ncccc34)n2)CC1,O[C@H]1CC[C@H](Nc2nccc(-c3cnn4ncccc34)n2)CC1,68.0,CHEMBL4325182,,Human,ppb
CCNc1[nH]c(=O)n(O)c(=O)c1C(=O)NCc1ccccc1,CCNc1[nH]c(=O)n(O)c(=O)c1C(=O)NCc1ccccc1,99.1,CHEMBL4478458,,Human,ppb
OC[C@H]1O[C@@H](OCCc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@@H](OCCc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,12.67,CHEMBL5041253,,Human Plasma,ppb
CNc1nccc(N2CC[C@H](NC(=O)Nc3cc(OC)cc(OC)c3)C2)n1,CNc1nccc(N2CC[C@H](NC(=O)Nc3cc(OC)cc(OC)c3)C2)n1,98.1,CHEMBL4426347,,Human,ppb
CNC(=O)c1cc(Oc2ccc3nc(N[C@@H]4CCCC[C@H]4O)sc3c2)ccn1,CNC(=O)c1cc(Oc2ccc3nc(N[C@@H]4CCCC[C@H]4O)sc3c2)ccn1,96.3,CHEMBL4220353,10 uM,Human Plasma,ppb
Cc1cc2c(Nc3cnccn3)ccnc2cc1-c1cnc(N2CCCN(C)CC2)nc1,Cc1cc2c(Nc3cnccn3)ccnc2cc1-c1cnc(N2CCCN(C)CC2)nc1,82.0,CHEMBL4344877,1 uM,Human,ppb
Cc1c(-c2c(Cl)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(Cl)cccn2c1=O,Cc1c(-c2c(Cl)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(Cl)cccn2c1=O,99.7,CHEMBL4672838,,Human,ppb
Cc1nc2c(-c3ccc(S(C)(=O)=O)cc3)cnn2c(NCc2ccccn2)c1C,Cc1nc2c(-c3ccc(S(C)(=O)=O)cc3)cnn2c(NCc2ccccn2)c1C,99.8,CHEMBL4828389,,Human,ppb
O=C(Nc1cnc(-n2nccn2)c(Cl)c1)Nc1cnc2cc(Cl)nn2c1C1CCOCC1,O=C(Nc1cnc(-n2nccn2)c(Cl)c1)Nc1cnc2cc(Cl)nn2c1C1CCOCC1,98.8,CHEMBL4705933,,Human,ppb
COc1cc(C#Cc2sc(NC(=O)NCCOCC3CC3)nc2C)cnc1OC,COc1cc(C#Cc2sc(NC(=O)NCCOCC3CC3)nc2C)cnc1OC,98.11,CHEMBL4679704,,Human,ppb
Clc1nc(NCc2ccco2)c2cc[nH]c2n1,Clc1nc(NCc2ccco2)c2cc[nH]c2n1,12.9,CHEMBL4724731,10 uM,Human,ppb
c1coc(CNc2nccc3[nH]cnc23)c1,c1coc(CNc2nccc3[nH]cnc23)c1,12.9,CHEMBL4724731,10 uM,Human,ppb
Nc1cc(F)c(S(=O)(=O)N2CCC(O)CC2)cc1C(=O)Nc1ccc(F)c(C(F)F)c1,Nc1cc(F)c(S(=O)(=O)N2CCC(O)CC2)cc1C(=O)Nc1ccc(F)c(C(F)F)c1,97.1,CHEMBL4725060,5 uM,Human,ppb
Cc1[nH]c2c(N3CCCCC3)c(-c3ccccc3)nn2c(=O)c1-c1ccc(O)cc1,Cc1[nH]c2c(N3CCCCC3)c(-c3ccccc3)nn2c(=O)c1-c1ccc(O)cc1,99.9,CHEMBL4835549,,Human Plasma,ppb
COCCOc1cc(NC(=O)N2CCCc3cc(CN4CCN(C)CC4=O)c(C=O)nc32)ncc1C#N,COCCOc1cc(NC(=O)N2CCCc3cc(CN4CCN(C)CC4=O)c(C=O)nc32)ncc1C#N,88.0,CHEMBL4723219,5 uM,Human Plasma,ppb
O=C(Nc1ccc(OC(F)(F)F)cc1)NC1CCN(C(=O)C2CCCOC2)CC1,O=C(Nc1ccc(OC(F)(F)F)cc1)NC1CCN(C(=O)C2CCCOC2)CC1,94.1,CHEMBL4703209,1 uM,Human,ppb
CCC(=O)N1CCC(NC(=O)Nc2ccc(OC(F)(F)F)c(F)c2)CC1,CCC(=O)N1CCC(NC(=O)Nc2ccc(OC(F)(F)F)c(F)c2)CC1,99.2,CHEMBL4703209,1 uM,Human,ppb
Cc1c(C2(c3ccc(C(F)(F)F)nc3)CC2)c[nH]c1C(=O)NC(C)c1nc[nH]n1,Cc1c(C2(c3ccc(C(F)(F)F)nc3)CC2)c[nH]c1C(=O)NC(C)c1nc[nH]n1,92.8,CHEMBL4812682,,Human,ppb
C[C@@H](NC(=O)c1ccc(C#N)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4cc(F)c(F)cc43)C[C@@H]21,C[C@@H](NC(=O)c1ccc(C#N)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4cc(F)c(F)cc43)C[C@@H]21,94.0,CHEMBL4843276,5 uM,Human,ppb
C[C@H](C(=O)Nc1ccc(Cl)cc1)[C@H]1CC[C@@H](c2ccnc3ccc(F)cc32)CC1,C[C@H](C(=O)Nc1ccc(Cl)cc1)[C@H]1CC[C@@H](c2ccnc3ccc(F)cc32)CC1,100.0,CHEMBL4843276,5 uM,Human,ppb
CNC(=O)[C@H](C)Cn1cnc2ccc(-c3cnc(OC)c(NS(=O)(=O)c4ccc(F)cc4Cl)c3)cc2c1=O,CNC(=O)[C@H](C)Cn1cnc2ccc(-c3cnc(OC)c(NS(=O)(=O)c4ccc(F)cc4Cl)c3)cc2c1=O,98.6,CHEMBL4621950,,Human,ppb
CCc1cc(F)c2nc(N3CCC(N[C@H]4CCOC4)CC3)c(-c3nc(C)no3)c(C)c2c1,CCc1cc(F)c2nc(N3CCC(N[C@H]4CCOC4)CC3)c(-c3nc(C)no3)c(C)c2c1.O=C(O)[C@H](O)[C@@H](O)C(=O)O,97.3,CHEMBL4424336,5 mM,Human Plasma,ppb
Cc1nc(N2CCC3(CC2)CO[C@@H](C)[C@H]3N)c(Cl)c(=O)n1-c1cccc(Cl)c1Cl,Cc1nc(N2CCC3(CC2)CO[C@@H](C)[C@H]3N)c(Cl)c(=O)n1-c1cccc(Cl)c1Cl,88.0,CHEMBL5098599,,Human Plasma,ppb
Cc1ncnc2c1c1occc1n2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Cc1ncnc2c1c1occc1n2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,59.0,CHEMBL4330288,,Human,ppb
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,99.62,CHEMBL4322072,,Human,ppb
O=c1c2nc([N+](=O)[O-])cn2ccn1Cc1cccc(OC(F)(F)F)c1,O=c1c2nc([N+](=O)[O-])cn2ccn1Cc1cccc(OC(F)(F)F)c1,99.0,CHEMBL4384253,5 uM,Human,ppb
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(OC(F)(F)F)cc1)C2,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(OC(F)(F)F)cc1)C2,97.0,CHEMBL4384253,5 uM,Human,ppb
CC(C)(CNc1cnc(-c2cccc(C(N)=O)c2)cn1)c1ccc(F)cc1,CC(C)(CNc1cnc(-c2cccc(C(N)=O)c2)cn1)c1ccc(F)cc1,2.0,CHEMBL4845168,5 uM,Human,ppb
CC(C)C(=O)Nc1ccc2oc(-c3ccc(C(C)(C)C)cc3)nc2c1,CC(C)C(=O)Nc1ccc2oc(-c3ccc(C(C)(C)C)cc3)nc2c1,100.0,CHEMBL4423496,,Human,ppb
CNc1nccc(N2CC[C@H](NC(=O)Nc3cccc(C#N)c3)C2)n1,CNc1nccc(N2CC[C@H](NC(=O)Nc3cccc(C#N)c3)C2)n1,94.4,CHEMBL4426347,,Human,ppb
CSc1ncnc2c1c1c(ccn1C)n2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CSc1ncnc2c1c1c(ccn1C)n2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,89.0,CHEMBL4330288,,Human,ppb
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,99.0,CHEMBL4707435,,Human,ppb
COc1cc(OCc2cccc(OCc3ccccc3)c2)c2cc(-c3cn4nc(OC)sc4n3)oc2c1,COc1cc(OCc2cccc(OCc3ccccc3)c2)c2cc(-c3cn4nc(OC)sc4n3)oc2c1,99.6,CHEMBL4407147,,Human,ppb
COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc([C@@H]2CC[C@@H](c3ccc(NC(=O)[C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C(C)C)cc3)N2c2ccc(C(C)(C)C)cc2)cc1)C(C)C,COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc([C@@H]2CC[C@@H](c3ccc(NC(=O)[C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C(C)C)cc3)N2c2ccc(C(C)(C)C)cc2)cc1)C(C)C,100.0,CHEMBL4196947,1 uM,Human,ppb
COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc([C@@H]2CC[C@@H](c3ccc(NC(=O)[C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C(C)C)cc3)N2c2ccc(C(C)(C)C)cc2)cc1)C(C)C,COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc([C@@H]2CC[C@@H](c3ccc(NC(=O)[C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C(C)C)cc3)N2c2ccc(C(C)(C)C)cc2)cc1)C(C)C,100.0,CHEMBL4196948,10 uM,Human Plasma,ppb
CCC(NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4cccnc43)C[C@@H]21,CCC(NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4cccnc43)C[C@@H]21,96.2,CHEMBL4843276,5 uM,Human,ppb
CNC(=O)c1cn(C[C@H](F)CCc2ccc(NC(=O)Cc3cc(-c4cccc(OC(F)(F)F)c4)ccn3)nn2)nn1,CNC(=O)c1cn(C[C@H](F)CCc2ccc(NC(=O)Cc3cc(-c4cccc(OC(F)(F)F)c4)ccn3)nn2)nn1,99.0,CHEMBL4676626,5 uM,Human Plasma,ppb
CC(C)(C)[C@@H]1NC(=O)O[C@@H]2CCC[C@H]2OC/C=C/C(F)(F)c2nc3ccccc3nc2O[C@@H]2C[C@@H](C(=O)N[C@]3(C(=O)NS(=O)(=O)C4(C)CC4)C[C@H]3C(F)F)N(C2)C1=O,CC(C)(C)[C@@H]1NC(=O)O[C@@H]2CCC[C@H]2OC/C=C/C(F)(F)c2nc3ccccc3nc2O[C@@H]2C[C@@H](C(=O)N[C@]3(C(=O)NS(=O)(=O)C4(C)CC4)C[C@H]3C(F)F)N(C2)C1=O,97.5,CHEMBL4730028,,Human,ppb
CCS(=O)(=O)c1cnc(CNc2nc3cnc(-c4c(C)ncnc4C4CC4)nc3n([C@@H](C)C3CC3)c2=O)nc1,CCS(=O)(=O)c1cnc(CNc2nc3cnc(-c4c(C)ncnc4C4CC4)nc3n([C@@H](C)C3CC3)c2=O)nc1,93.0,CHEMBL4679768,1 uM,Human,ppb
CCS(=O)(=O)c1ccc(CNc2nc3cnc(-c4c(C)ncnc4C4CC4)nc3n([C@@H](C)C3CC3)c2=O)cn1,CCS(=O)(=O)c1ccc(CNc2nc3cnc(-c4c(C)ncnc4C4CC4)nc3n([C@@H](C)C3CC3)c2=O)cn1,96.0,CHEMBL4679768,1 uM,Human,ppb
Cc1ccc(NC(=O)c2ccnc(C(F)(F)F)c2)cc1-c1cc(OCCO)nc(N2CCOCC2)c1,Cc1ccc(NC(=O)c2ccnc(C(F)(F)F)c2)cc1-c1cc(OCCO)nc(N2CCOCC2)c1,98.0,CHEMBL4342988,,Human,ppb
Cc1nnc2n1-c1ccccc1N(c1ccc(Cl)cc1)C(C)C2,Cc1nnc2n1-c1ccccc1N(c1ccc(Cl)cc1)C(C)C2,98.0,CHEMBL4716991,,Human,ppb
Cc1noc2c1-c1ccc(-c3cnn(CC(N)=O)c3)cc1N(c1ccc(C#N)cc1)CC2C,Cc1noc2c1-c1ccc(-c3cnn(CC(N)=O)c3)cc1N(c1ccc(C#N)cc1)CC2C,99.0,CHEMBL4716991,,Human,ppb
CC(C)(C)C#Cc1cc(N(CC(=O)N2CCOCC2)C(=O)[C@H]2CC[C@H](C)CC2)c(C(=O)O)s1,CC(C)(C)C#Cc1cc(N(CC(=O)N2CCOCC2)C(=O)[C@H]2CC[C@H](C)CC2)c(C(=O)O)s1,98.6,CHEMBL4478829,1 uM,Human,ppb
Cc1cc(C(=O)O)nc(N2CCC(COc3ccccc3C(F)(F)F)C2)n1,Cc1cc(C(=O)O)nc(N2CCC(COc3ccccc3C(F)(F)F)C2)n1,99.8,CHEMBL4701521,,Human Plasma,ppb
O=C(Cn1c(=O)[nH]c2ncc(-c3cccc(C(F)(F)F)c3)cc21)NC1CC1,O=C(Cn1c(=O)[nH]c2ncc(-c3cccc(C(F)(F)F)c3)cc21)NC1CC1,99.6,CHEMBL4728776,1 uM,Human Plasma,ppb
COc1cc(OCc2ccnc(N)c2Cl)cc2sc(N[C@@H]3CCCC[C@H]3O)nc12,COc1cc(OCc2ccnc(N)c2Cl)cc2sc(N[C@@H]3CCCC[C@H]3O)nc12,98.7,CHEMBL4728946,5 uM,Human Plasma,ppb
Cc1c(-c2ccc3[nH]ncc3c2)ccc2c3ocnc3c(=O)n(C3CC3)c12,Cc1c(-c2ccc3[nH]ncc3c2)ccc2c3ocnc3c(=O)n(C3CC3)c12,2.4,CHEMBL4700466,,Human,ppb
Cc1c(-c2ccc3c(c2)CNC3)ccc2c3ocnc3c(=O)n(C3CC3)c12,Cc1c(-c2ccc3c(c2)CNC3)ccc2c3ocnc3c(=O)n(C3CC3)c12,23.5,CHEMBL4700466,,Human,ppb
Cc1c(-c2ccc(C(C)N)cc2)ccc2c3ocnc3c(=O)n(C3CC3)c12,Cc1c(-c2ccc(C(C)N)cc2)ccc2c3ocnc3c(=O)n(C3CC3)c12,26.0,CHEMBL4700466,,Human,ppb
CC(C)c1c(-c2cnn(C3COC3)c2)[nH]c2c(C#N)cnn2c1=O,CC(C)c1c(-c2cnn(C3COC3)c2)[nH]c2c(C#N)cnn2c1=O,96.0,CHEMBL4427149,,Human,ppb
[2H]C([2H])([2H])NC(=O)c1cnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncc(F)cn2)c1OC,[2H]C([2H])([2H])NC(=O)c1cnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncc(F)cn2)c1OC,92.4,CHEMBL4775570,,Human Serum,ppb
Cc1cc(Nc2ccc(S(F)(F)(F)(F)F)cc2)n2nc(C(C)(F)F)nc2n1,Cc1cc(Nc2ccc(S(F)(F)(F)(F)F)cc2)n2nc(C(C)(F)F)nc2n1,99.9,CHEMBL4605430,,Human,ppb
CCNc1[nH]c(=O)n(O)c(=O)c1C(=O)NCc1cccc(Cl)c1F,CCNc1[nH]c(=O)n(O)c(=O)c1C(=O)NCc1cccc(Cl)c1F,98.4,CHEMBL4478458,,Human,ppb
Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cccc(Cl)c6)C[C@@H]54)no3)c(=O)c21,Cn1cnc2ncn(Cc3nc([C@H]4[C@@H]5CN(c6cccc(Cl)c6)C[C@@H]54)no3)c(=O)c21,98.4,CHEMBL4828035,,Human,ppb
Cc1c(Nc2ccc(C#N)cc2Cl)ncnc1OC1C[C@@H]2CC[C@@H](C1)N2S(=O)(=O)C1CC1,Cc1c(Nc2ccc(C#N)cc2Cl)ncnc1OC1C[C@@H]2CC[C@@H](C1)N2S(=O)(=O)C1CC1,99.9,CHEMBL4149817,10 uM,Human Plasma,ppb
NC(=O)c1cnn(-c2ccc(NC[C@]3(c4ncccc4F)C[C@H](F)C3)nn2)c1,NC(=O)c1cnn(-c2ccc(NC[C@]3(c4ncccc4F)C[C@H](F)C3)nn2)c1,64.0,CHEMBL4845168,5 uM,Human,ppb
NC(=O)c1cccc(-c2cnc(NC[C@]3(c4ncccc4F)C[C@H](F)C3)nc2)c1,NC(=O)c1cccc(-c2cnc(NC[C@]3(c4ncccc4F)C[C@H](F)C3)nc2)c1,28.0,CHEMBL4845168,5 uM,Human,ppb
Cc1cn2cc([N+](=O)[O-])nc2c(=O)n1Cc1ccc(OC(F)(F)F)cc1,Cc1cn2cc([N+](=O)[O-])nc2c(=O)n1Cc1ccc(OC(F)(F)F)cc1,98.0,CHEMBL4384253,5 uM,Human,ppb
Oc1ccc(-c2nc(-c3ccc(Oc4ccc(OC(F)(F)F)cc4)cc3)no2)cc1,Oc1ccc(-c2nc(-c3ccc(Oc4ccc(OC(F)(F)F)cc4)cc3)no2)cc1,99.8,CHEMBL4345091,5 mM,Human Plasma,ppb
C[C@]1(CO)Cc2cc(NC(=O)c3cnn4cccnc34)c(N3CCOCC3)cc2O1,C[C@]1(CO)Cc2cc(NC(=O)c3cnn4cccnc34)c(N3CCOCC3)cc2O1,56.0,CHEMBL4359947,5 uM,Human,ppb
Cc1nc(NC(=O)NCCOCC2CC2)sc1C#Cc1ccc2cncn2c1,Cc1nc(NC(=O)NCCOCC2CC2)sc1C#Cc1ccc2cncn2c1,94.12,CHEMBL4679704,,Human,ppb
O=C(CCCc1cccs1)N1CCN(c2ccc(C(F)(F)F)cc2)CC1,O=C(CCCc1cccs1)N1CCN(c2ccc(C(F)(F)F)cc2)CC1,99.48,CHEMBL4771855,1 uM,Human Serum,ppb
CC(C)C(c1noc(=O)[nH]1)c1ccc(-c2ccc3cccc(F)c3c2)[nH]c1=O,CC(C)C(c1noc(=O)[nH]1)c1ccc(-c2ccc3cccc(F)c3c2)[nH]c1=O,98.22,CHEMBL4823040,,Human,ppb
CO[C@@H](C)c1c(NC(=O)Nc2cnc(-n3nccn3)c(Cl)c2)cnc2cc(Cl)nn12,CO[C@@H](C)c1c(NC(=O)Nc2cnc(-n3nccn3)c(Cl)c2)cnc2cc(Cl)nn12,98.3,CHEMBL4705933,,Human,ppb
CCc1ccc(C(=O)COc2ccc(CC3SC(=O)NC3=O)cc2)nc1,CCc1ccc(C(=O)COc2ccc(CC3SC(=O)NC3=O)cc2)nc1,99.0,CHEMBL4265671,,Human,ppb
COc1cccc(C(=O)COc2ccc(CC3SC(=O)NC3=O)cc2)c1,COc1cccc(C(=O)COc2ccc(CC3SC(=O)NC3=O)cc2)c1,99.0,CHEMBL4265671,,Human,ppb
C[C@H]1CO[C@@H]2Cn3cc(C(=O)NCc4ccc5nonc5c4)c(=O)c(O)c3C(=O)N12,C[C@H]1CO[C@@H]2Cn3cc(C(=O)NCc4ccc5nonc5c4)c(=O)c(O)c3C(=O)N12,99.9,CHEMBL4684398,1 uM,Human,ppb
CCN1CC[C@H](NC(=O)c2cc(-c3ccc(F)cc3F)on2)[C@@H](C(=O)NC2(c3ncccn3)CC2)C1,CCN1CC[C@H](NC(=O)c2cc(-c3ccc(F)cc3F)on2)[C@@H](C(=O)NC2(c3ncccn3)CC2)C1,75.4,CHEMBL4706366,,Human,ppb
CCCN1CC[C@H](NC(=O)c2cc(-c3ccc(F)cc3F)on2)[C@@H](C(=O)NC2(c3ncccn3)CC2)C1,CCCN1CC[C@H](NC(=O)c2cc(-c3ccc(F)cc3F)on2)[C@@H](C(=O)NC2(c3ncccn3)CC2)C1,77.9,CHEMBL4706366,,Human,ppb
CC(C)N1CC[C@H](NC(=O)c2cc(-c3ccc(F)cc3F)on2)[C@@H](C(=O)NC2(c3ncccn3)CC2)C1,CC(C)N1CC[C@H](NC(=O)c2cc(-c3ccc(F)cc3F)on2)[C@@H](C(=O)NC2(c3ncccn3)CC2)C1,73.1,CHEMBL4706366,,Human,ppb
Cc1cc(NC2CCc3ccc(Br)cc3C2)n2nc(C(C)(F)F)nc2n1,Cc1cc(NC2CCc3ccc(Br)cc3C2)n2nc(C(C)(F)F)nc2n1,96.3,CHEMBL4706789,,Human Plasma,ppb
CNC(=O)c1cn(C[C@H](F)CCc2ccc(NC(=O)Cc3cc(OC4CC(F)(F)C4)ccn3)nn2)nn1,CNC(=O)c1cn(C[C@H](F)CCc2ccc(NC(=O)Cc3cc(OC4CC(F)(F)C4)ccn3)nn2)nn1,97.0,CHEMBL4676626,5 uM,Human Plasma,ppb
CNC(=O)c1cn(C[C@H](F)CCc2ccc(NC(=O)Cc3cc(OC4CC(F)(F)C4)cc(C)n3)nn2)nn1,CNC(=O)c1cn(C[C@H](F)CCc2ccc(NC(=O)Cc3cc(OC4CC(F)(F)C4)cc(C)n3)nn2)nn1,98.0,CHEMBL4676626,5 uM,Human Plasma,ppb
c1cc(-c2ccc3ncnc(Nc4cnccn4)c3c2)cc(N2CCOCC2)c1,c1cc(-c2ccc3ncnc(Nc4cnccn4)c3c2)cc(N2CCOCC2)c1,96.8,CHEMBL4140735,,Human,ppb
Cc1ccnc(Nc2ncnc3ccc(-c4cccc(N5CCOCC5)c4)cc23)n1,Cc1ccnc(Nc2ncnc3ccc(-c4cccc(N5CCOCC5)c4)cc23)n1,96.5,CHEMBL4140735,,Human,ppb
