smiles,AZ_LogD7.4,SLogD
C[C@@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CC[C@@]2(O)CCc1ccc(F)cc1C(N)=O,3.8,4.07703
C[C@@]12N[C@@H](Cc3ccccc31)c1ccccc12,1.6,3.09142
C[C@H](C#N)NC(=O)[C@H]1CCCC[C@@H]1C(=O)N1CCc2[nH]c3ccc(F)cc3c2C1,3.1,2.2352
C[C@H](c1ccc(F)cc1CCCC(=O)O)N(c1cc(F)ccc1F)S(=O)(=O)c1ccc(Cl)cc1,3.1,2.81343
C[C@H](c1nc2ncccc2c(=O)n1-c1ccc(Cl)cc1)N(CC1CCS(=O)(=O)CC1)C(=O)Cc1ccc(C(F)(F)F)c(F)c1,2.9,4.07968
C[C@H]1C2CCCC1(c1cccc(O)c1)CCN2C,0.52,0.800284
C[C@H]1CC2C([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@]2(C)C=CC(=O)C=C12,2.12,1.64515
C[C@H]1CCCN1CCc1cc2cc(-c3ccc(C#N)cc3)ccc2o1,3.51,2.92906
C[C@H]1CN(C(=O)OC(C)(C)C#N)CCN1c1ncc(OCc2ccncc2C#N)cn1,2.3,1.28964
C[C@H]1CN(C(=O)OC(C)(C)C)CCN1c1ncc(OCC2CCN(S(C)(=O)=O)CC2)cn1,3.5,1.91482
C[C@H]1CN(C(=O)OC(C)(C)C)CCN1c1ncc(OCc2ccc(C#N)cc2)cn1,2.89,2.95439
C[C@H]1CN(C(=O)OC(C)(C)C)CCN1c1ncc(OCc2ccc(S(C)(=O)=O)cc2)cn1,3.6,2.17476
C[C@H]1CN(C(=O)OC(C)(C)C)CCN1c1ncc(OCc2ccc(S(C)(=O)=O)cc2C#N)cn1,3.3,1.97971
C[C@H]1CN(C(=O)OC(C)(C)C)CCN1c1ncc(OCc2ccc(S(C)(=O)=O)cc2F)cn1,3.7,2.73681
C[C@H]1CN(C(=O)OC(C)(C)C)CCN1c1ncc(OCc2ccc(S(C)(=O)=O)cn2)cn1,3,1.64461
C[C@H]1CN(C(=O)OC(C)(C)C)CCN1c1ncc(OCc2ccncc2C#N)cn1,3.33,2.13426
C[C@H]1CN(C(=O)OCC(F)(F)F)CCN1c1ncc(OCc2ccncc2C#N)cn1,3,1.43024
C[C@H]1CN(C(=O)OCC(F)F)CCN1c1ncc(OCc2ccncc2C#N)cn1,2.3,1.21147
C[C@H]1CN(C(=O)[C@](C)(O)C(F)(F)F)[C@H](C)CN1C(=O)c1ccc(C#N)cc1,1.5,1.8271
C[C@H]1CN(CC2(C(N)=O)CC2)CCN1S(=O)(=O)c1ccc(C(C)(O)C(F)(F)F)cc1,1.03,1.52314
C[C@H]1CN(Cc2cc(Cl)ccc2CC(=O)O)CCN1C(=O)Cc1ccc(Cl)cc1,1.66,2.03921
C[C@H]1CN(Cc2cc(Cl)ccc2CC(=O)O)CCN1S(=O)(=O)Cc1ccccc1,1.12,0.93844
C[C@H]1CN(Cc2cc(Cl)ccc2CCC(=O)O)CCN1C(=O)Cc1ccccc1,1.52,1.42234
C[C@H]1CN(Cc2cc(Cl)ccc2OC(C)(C)C(=O)O)CCN1S(=O)(=O)c1ccccc1,0.54,1.26662
C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccc(Cl)cc1,1.21,1.5208
C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1cccc(Cl)c1,0.78,1.40486
C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccccc1,0.18,0.864016
C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccccc1Cl,1.1,1.38798
C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)C[C@H](C)N1C(=O)Cc1ccccc1,0.7,1.1827
C[C@H]1CN(Cc2ccc(F)cc2)CCN1C(=O)COc1ccc(Cl)cc1NC(N)=O,1.91,3.07348
C[C@H]1CN(Cc2ccc(F)cc2)[C@H](C)CN1C(=O)c1cc2c(C(=O)C(=O)N(C)C)cn(C)c2cc1Cl,3.6,3.62916
C[C@H]1CN(Cc2nnc(-c3cc(-c4cccc5[nH]ccc45)cc4[nH]ncc34)o2)C[C@H](C)O1,4.01,2.99892
C[C@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,-0.15,-0.578704
C[C@H]1CN(c2ccc3c(n2)NC(=O)CO3)[C@H](c2ccccc2)CO1,2.75,1.7457
C[C@H]1CN(c2ccccc2)CCN1C(=O)[C@H]1CCCC[C@@H]1C(=O)NC1(C#N)CC1,2.35,1.91925
C[C@H]1CN(c2nc(C(F)(F)F)no2)CCN1c1ncc(OCc2ccncc2C#N)cn1,3.1,2.57196
C[C@H]1CN(c2nc(N3CCOCC3)c3ccc(Nc4ccccc4)nc3n2)C[C@H](C)O1,4.12,3.67984
C[C@H]1CN(c2nc(N3CCOC[C@@H]3C)c3ccc(-c4ccccc4)nc3n2)C[C@H](C)O1,3.75,4.28744
C[C@H]1CN(c2ncc(F)cn2)CCN1c1ncc(OCc2ccncc2C#N)cn1,3.4,2.36985
C[C@H]1CN(c2noc(C(F)(F)F)n2)CCN1c1ncc(OCc2ccncc2C#N)cn1,3.95,2.65281
C[C@H]1CN(c2noc(C(F)F)n2)CCN1c1ncc(OCc2ccncc2C#N)cn1,2.85,2.35235
C[C@H]1CN(c2noc(C3CC3)n2)CCN1c1ncc(OCc2ccncc2C#N)cn1,3.1,2.49893
C[C@H]1CN[C@H](C2CC2)C(=O)N(C)[C@H](C)C(=O)N[C@H](Cc2ccc(F)cc2)C(=O)NCCCc2ccccc2O1,3.3,2.37503
C[C@H]1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(-c2cccc3[nH]ccc23)n1,2.8,2.34031
C[C@H]1COCCN1c1cc(CS(C)(=O)=O)nc(-c2ccc3[nH]ccc3c2)n1,2.38,1.71974
C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2ccc(-c3cccc(C(=O)NCCO)c3)nc2n1,2.49,2.35778
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,-0.35,-0.345021
C[C@H]1C[C@H](NS(=O)(=O)c2cc(Br)ccc2Br)CN1C#N,2.13,2.67981
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@@]2(C)[C@@]1(O)C(=O)CO,1.87,1.8415
C[C@H]1NC(C)(C)CO[C@@]1(O)c1cccc(Cl)c1,1.69,2.32047
C[C@H]1N[S@@](=O)(c2cccc(-c3cccc(C#N)c3)c2)=NC1=O,0.4,2.45459
C[C@H]1O[C@H](n2cnc3c(N)nc(OC(C4CC4)C(F)(F)F)nc32)[C@H](O)[C@@H]1O,1.83,1.39951
C[C@H]1O[C@H](n2cnc3c(N)nc(OC4CC5CC5C4)nc32)[C@H](O)[C@@H]1O,1.66,1.16354
C[C@H]1O[C@H](n2cnc3c(N)nc(OC4CCC(F)(F)CC4)nc32)[C@H](O)[C@@H]1O,1.42,0.969071
C[C@H]1O[C@H](n2cnc3c(N)nc(OC4CCCC4)nc32)[C@H](O)[C@@H]1Cl,3.18,2.06324
C[C@H]1O[C@H](n2cnc3c(N)nc(OC4CCOC4)nc32)[C@H](O)[C@@H]1O,-0.06,0.141568
C[C@H]1O[C@H](n2cnc3c(N)nc(OCC45CC6CC(CC(C6)C4)C5)nc32)[C@H](O)[C@@H]1O,3.58,2.70736
C[C@H]1O[C@H](n2cnc3c(N)nc(OCC4CC(F)(F)C4(F)F)nc32)[C@H](O)[C@@H]1O,1.42,1.28932
C[C@H]1O[C@H](n2cnc3c(N)nc(OCC4CC45CC5)nc32)[C@H](O)[C@@H]1Cl,3.68,2.44266
C[C@H]1O[C@H](n2cnc3c(N)nc(OCC4CC45CC5)nc32)[C@H](O)[C@@H]1O,1.78,1.33248
C[C@H]1O[C@H](n2cnc3c(N)nc(OCC4CCC(F)(F)CC4)nc32)[C@H](O)[C@@H]1O,1.72,1.28025
C[C@H]1O[C@H](n2cnc3c(N)nc(O[C@H]4CC[C@H](C)CC4)nc32)[C@@H](O)[C@H]1O,2.35,1.71123
C[C@H]1O[C@H](n2cnc3c(N)nc(Oc4ccccc4)nc32)[C@H](O)[C@@H]1O,1.05,1.31906
C[N+]1(C)[C@@H]2CC(OC(=O)C(O)(c3cccs3)c3cccs3)C[C@@H]1[C@@H]1O[C@H]12,-0.25,-0.960168
C[Si](C)(C)C#Cc1cn(C[C@H]2CN(c3ccc(C4=CCS(=O)(=O)CC4)c(F)c3)C(=O)O2)nn1,1.26,3.98674
Cc1[nH]c(/C=C2/C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NCCN(C)C,1.75,1.34684
Cc1[nH]c(/C=C2/C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1,2.22,1.56517
Cc1[nH]c(C(=O)NC2CCN(c3cc(C(=O)O)cc(Cl)n3)CC2)c(Cl)c1Cl,1.74,0.763453
Cc1[nH]c(C(=O)NC2CCN(c3nc(C(=O)O)cs3)CC2)c(Cl)c1Cl,0.14,0.209515
Cc1[nH]c(C(=O)NC2CCN(c3ncc(C(=O)O)s3)CC2)c(Cl)c1Cl,0.02,-0.101649
Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,1.1,1.48095
Cc1[nH]c2nc(NCc3ccc(Cl)cc3)nn2c(=O)c1Cc1ccccc1,3.7,3.29684
Cc1[nH]c2nc(NCc3cccc(Br)c3)nn2c(=O)c1Cc1ccccc1,3.68,3.33977
Cc1[nH]c2nc(NCc3cccc(Cl)c3)nn2c(=O)c1Cc1ccccc1,3.6,3.27685
Cc1c(-c2ccc(O)cc2)c(=O)oc2cc(O)ccc12,2.8,3.10969
Cc1c(-c2ccc(O)cc2)n(C)c2ccc(O)cc12,3.8,3.62588
Cc1c(-c2ccc3c(c2)OCO3)c(=O)n(C[C@H](N)c2ccccc2)c(=O)n1Cc1c(F)cccc1F,2.67,2.73348
Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,3.42,3.85071
Cc1c(-c2ccccc2F)c(=O)n(C[C@H](N)c2ccccc2)c(=O)n1Cc1c(F)cccc1F,2.76,3.18221
Cc1c(C(=O)NC2C3CC4CC(C3)CC2C4)cnn1-c1ccc(C(=O)O)cc1,0.8,1.05092
Cc1c(C(=O)Nc2ccccc2)sc2ncnc(O)c12,2.13,2.34052
Cc1c(CC(=O)O)c2cc(F)ccc2n1S(=O)(=O)c1ccc(S(C)(=O)=O)cc1,-0.44,-0.0116479
Cc1c(CCC(=O)O)c(=O)oc2c(C)c(O)ccc12,-0.3,-0.260225
Cc1c(CCC(=O)O)c(=O)oc2cc(O)ccc12,-0.7,-0.367092
Cc1c(CCC(=O)O)c[nH]c1/C=C1/C(=O)Nc2ccccc21,1.05,-0.0655165
Cc1c(CN(C)C(=O)/C=C/c2cnc3c(c2)CCC(=O)N3)oc2ccccc12,2.36,2.50657
Cc1c(CN2CCN(C(=O)[C@@H](C)O)CC2)sc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,1.9,1.1357
Cc1c(Cl)ccc(OC2CCN(C3CCN(C(=O)NS(=O)(=O)c4ccc(N(C)C)cc4)CC3)CC2)c1Cl,2,3.07092
Cc1c(Cl)ccc(OC2CCN(C3CCN(C(=O)c4cccc(S(C)(=O)=O)c4)CC3)CC2)c1Cl,3.33,3.50098
Cc1c(Cl)ccc(OC2CCN(CC3CCN([C@H](Cc4ccc(F)cc4)C(=O)O)CC3)CC2)c1Cl,3.15,4.54843
Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]c(=O)c4cc(S(C)(=O)=O)ccc34)CC2)c1Cl,2.83,2.26694
Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]c(=O)cc3C(F)(F)F)CC2)c1Cl,3.14,2.5685
Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]nc3C(F)(F)F)CC2)c1Cl,3.66,3.78731
Cc1c(Cl)cccc1S(=O)(=O)Nc1nc(CC(=O)N2CCN(C)CC2)cs1,0.57,1.03245
Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)C)cn1,3.5,3.99381
Cc1c(F)ccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,2.23,1.44688
Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,0.78,1.35072
Cc1c(N)cccc1Cn1ccc(OCCc2cccs2)cc1=O,2.78,2.86019
Cc1c(NC(=O)N2CCOCC2)ccc2c1c1ccccc1n2C(C)C,3.5,3.59515
Cc1c(OC2CCN(CC3CCN([C@H](Cc4ccc(F)cc4)C(=O)O)CC3)CC2)ccc(C#N)c1Cl,2.19,3.67642
Cc1c(OC2CCN(CC3CCN([C@](C)(Cc4ccc(F)cc4)C(=O)O)CC3)CC2)ccc(Cl)c1Cl,2.98,4.96807
Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1,2.7,1.66224
Cc1c(O[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)cccc1C(N)=O,1.6,2.97221
Cc1c(Oc2ccc(Cl)cc2)c2c(NS(C)(=O)=O)cccc2n1CC(=O)O,-0.98,0.43695
Cc1c(Oc2ccc(Cl)cc2)c2cc(C(F)(F)F)ccc2n1CC(=O)O,2.28,1.62391
Cc1c(Oc2ccc(Cl)cc2)c2cc(F)ccc2n1CC(=O)O,1.26,1.03895
Cc1c(Oc2ccc(S(C)(=O)=O)cc2F)ncnc1OC1CCN(C(=O)OC(C)C)CC1,3.7,2.7388
Cc1c(S(=O)(=O)c2ccc(Cl)cc2)c2c(NS(C)(=O)=O)cccc2n1CC(=O)O,-0.83,-0.85052
Cc1c(S(=O)(=O)c2ccc(Cl)cc2)c2cc(F)ccc2n1CC(=O)O,-0.16,0.123143
Cc1c(Sc2ccc(Cl)cc2)c2c(-c3ccccc3)cccc2n1CC(=O)O,2.61,2.08138
Cc1c(Sc2ccc(Cl)cc2)c2c(-c3cnccn3)cccc2n1CC(=O)O,0.03,0.27915
Cc1c(Sc2ccc(Cl)cc2)c2c(C#N)c(Cl)ccc2n1CC(=O)O,1.6,1.52423
Cc1c(Sc2ccc(Cl)cc2)c2c(Cl)cccc2n1CC(=O)O,2.15,1.61184
Cc1c(Sc2ccc(Cl)cc2)c2c(Cl)nccc2n1CC(=O)O,0.92,0.463026
Cc1c(Sc2ccc(Cl)cc2)c2c(NS(C)(=O)=O)cccc2n1CC(=O)O,0.21,0.240009
Cc1c(Sc2ccc(Cl)cc2)c2c(S(C)(=O)=O)cccc2n1CC(=O)O,0.58,0.16663
Cc1c(Sc2ccc(Cl)cc2)c2cc(-c3ccccc3)ccc2n1CC(=O)O,3.7,2.29701
Cc1c(Sc2ccc(Cl)cc2)c2cc(Cl)ccc2n1C(C)C(=O)O,3.56,1.96081
Cc1c(Sc2ccc(Cl)cc2)c2cc(Cl)ccc2n1CC(=O)O,2.87,1.68728
Cc1c(Sc2ccc(Cl)cc2)c2cc(Cl)ccc2n1Cc1nnn[nH]1,3.25,2.03957
Cc1c(Sc2ccc(Cl)cc2)c2cc(F)ccc2n1CC(=O)O,1.84,1.29639
Cc1c(Sc2ccc(Cl)cc2)c2cc(S(C)(=O)=O)ccc2n1CC(=O)O,0.54,0.271688
Cc1c(Sc2ccc(Cl)cc2)c2ccc(Cl)cc2n1CC(=O)O,2.51,1.68327
Cc1c(Sc2ccc(Cl)cc2)c2ccc(S(C)(=O)=O)cc2n1CC(=O)O,0.79,0.281599
Cc1c(Sc2ccc(Cl)cc2)c2cccc(Cl)c2n1CC(=O)O,2,1.68413
Cc1c2c(=O)n(-c3ccccc3Cl)[nH]c2cc(=O)n1Cc1ccccn1,0.2,1.83451
Cc1c[nH]c(-c2cnc(NCCNc3ccc(C#N)cn3)nc2-c2ccc(Cl)cc2Cl)n1,3.86,4.17165
Cc1c[nH]c(/C=C2/C(=O)Nc3ccccc32)c1CCC(=O)O,1.2,-0.144564
Cc1cc(-c2ccc(-c3nc4ccncc4c(O)c3C#N)cc2)ccn1,1.6,1.74803
Cc1cc(-c2ccc(Cl)c(C(=O)NCC3(O)CCCCCC3)c2)n[nH]1,3.41,3.81002
Cc1cc(-c2ccc(Cl)c(C(=O)NCC3(O)CCCCCC3)c2)nn1C[C@H](O)CN,0.57,0.849256
Cc1cc(-c2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2F)on1,1.99,3.07454
Cc1cc(=O)[nH]c2ccccc12,1.9,1.73938
Cc1cc(=O)[nH]c2sc(C(=O)c3ccc(Br)cc3)c(N)c12,2.57,3.26465
Cc1cc(=O)n(-c2ccccc2)n1C,0.11,0.588327
Cc1cc(=O)oc2cc3c(cc12)CCCN3,2.7,2.72819
Cc1cc(C#N)oc1-c1c2c(=O)n(C)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12,4.34,4.16402
Cc1cc(C(=O)Cn2cc(C(F)(F)F)ccc2=O)c(C)n1Cc1ccccc1,3.46,3.06838
Cc1cc(C(C)Nc2ccccc2)c2nc(N3CCOCC3)cc(=O)n2c1,3.6,2.32741
Cc1cc(C(N)=O)ccc1O[C@@H]1C[C@@H]2CC[C@H](C1)N2Cc1ccccc1,2.23,2.91579
Cc1cc(C)c(C(=O)N[C@@H](Cc2ccc(OCCCNc3ccccn3)cc2)C(=O)O)c(C)c1,0.49,1.53056
Cc1cc(C)c(CNC(=O)c2cc(C3CC3)nc3c2cnn3C(C)C)c(O)n1,3.8,3.08075
Cc1cc(C)c2c(N)c(C(=O)NC3CC3)sc2n1,2.53,2.4466
Cc1cc(C)c2c(N)c(C(=O)NCc3ccccc3)sc2n1,3.41,3.18348
Cc1cc(C)c2c(n1)sc1c(N3CCN(C)CC3)ncnc12,3.2,2.83194
Cc1cc(C)cc(-c2[nH]c3ccc(C(C)(C)C(=O)N4C5CCC4CC5)cc3c2CCNCCCCc2ccncc2)c1,4.3,5.11968
Cc1cc(C)cc(-c2[nH]c3ccc(C(C)(C)C(=O)N4C5CCC4CC5)cc3c2[C@@H](C)CNCCc2ccncc2)c1,4.35,4.80044
Cc1cc(C)cc(-c2[nH]c3ccccc3c2CCNCCCCc2ccncc2)c1,3.3,3.99537
Cc1cc(C)cc(-c2[nH]c3sc(C(C)(C)C(=O)N4C5CCC4CC5)cc3c2CCN2CCN(CC(=O)N(C)C)CC2)c1,4.13,4.74216
Cc1cc(C)cc(-c2c(O)nc3cc(Cl)c(C(=O)Nc4ccncn4)cc3c2OCCC2CCCCN2)c1,1.7,3.7697
Cc1cc(C)cc(-c2nnc(SCC(=O)N3CCN(C(=O)c4ccco4)CC3)o2)c1,3,2.04363
Cc1cc(C)cc(CCOCCS(=O)(=O)NCCNCCc2ccc(O)c3nc(O)sc23)c1,2.45,2.14885
Cc1cc(C)n(-c2cccc(Cl)c2C#N)n1,3,3.02838
Cc1cc(C)nc(N)c1,0.85,0.467946
Cc1cc(C)nc(SCC(=O)Nc2cc(C)on2)n1,1.52,1.69561
Cc1cc(C)nc(SCC(N)=O)n1,0.23,0.209103
Cc1cc(CCC2CCN(S(=O)(=O)CC3(N(O)C=O)CCOCC3)CC2)c(C)cn1,1.43,1.36069
Cc1cc(CCCOc2c(C)cc(-c3noc(C(F)(F)F)n3)cc2C)on1,3.63,4.69844
Cc1cc(CCCOc2c(Cl)cc(C3=NCCO3)cc2Cl)on1,3.72,3.83148
Cc1cc(CN2CCC2)cnc1-c1ccc(C(=O)Nc2ccccc2N)cc1,1.18,2.36181
Cc1cc(CN2CCN(C(C)C)CC2)cnc1-c1ccc(C(=O)Nc2ccccc2N)cc1,1.44,2.26992
Cc1cc(CN2CCc3ccccc3C2C(=O)Nc2ccc(Cl)cc2Cl)ccc1OCC(=O)O,2.63,1.99727
Cc1cc(CN2Cc3ccccc3C2C(=O)Nc2cc(Cl)ccc2Cl)ccc1OCC(=O)O,2.19,1.77443
Cc1cc(CN2Cc3ccccc3C2C(=O)Nc2ccc(Cl)cc2)ccc1OCC(=O)O,1.38,1.11428
Cc1cc(CN2Cc3ccccc3C2C(=O)Nc2ccc(Cl)cc2Cl)ccc1OCC(=O)O,2.62,1.78522
Cc1cc(CN2Cc3ccccc3C[C@@H]2C(=O)Nc2ccc(Cl)cc2Cl)ccc1OCC(=O)O,2.41,1.9501
Cc1cc(CN2Cc3cccnc3CC2C(=O)Nc2ccc(Cl)cc2Cl)ccc1OCC(=O)O,1.15,0.388203
Cc1cc(CNc2ncc(Br)c(Nc3cc(C)[nH]n3)n2)on1,2.92,2.64239
Cc1cc(CNc2ncc(Br)c(Nc3cc(C4CC4)[nH]n3)n2)on1,3.43,3.06857
Cc1cc(CNc2ncc(Cl)c(Nc3cc(C)[nH]n3)n2)on1,2.68,2.64509
Cc1cc(CNc2nccc(Nc3cc(C)[nH]n3)n2)on1,1.86,1.92791
Cc1cc(CNc2nccc(Nc3cc(CCc4ccccc4)[nH]n3)n2)on1,3.56,3.53082
Cc1cc(COC(=O)Nc2ccc(-c3ccccc3)n(CC(=O)NC(C(=O)C(F)(F)F)C(C)C)c2=O)cc(C)n1,2.38,2.9262
Cc1cc(COc2ccc(NC(=O)[C@H]3[C@@H](C(=O)NO)CCCN3C)cc2)c2ccccc2n1,2.41,2.27675
Cc1cc(COc2cnc(N3CCN(C(=O)OC(C)(C)C)CC3)nc2)ccn1,3.7,2.21288
Cc1cc(Cl)ccc1N1CCN(C(=O)COCc2ccncc2)CC1,3.22,1.97685
Cc1cc(Cl)ccc1OC1CCN(CC2CCN([C@H](Cc3ccc(F)cc3)C(=O)O)CC2)CC1,2.53,3.83376
Cc1cc(Cl)ccc1OC1CCN(C[C@H](O)CNC(=O)c2c[nH]c(=O)c3c(F)cccc23)CC1,3,2.67195
Cc1cc(Cl)ccc1OC1CCN(C[C@H](O)CNC(=O)c2c[nH]c(=O)c3cc(S(C)(=O)=O)ccc23)CC1,2.42,2.0708
Cc1cc(Cl)ccc1OC1CCN(C[C@H](O)CNC(=O)c2c[nH]c(=O)cc2C(F)(F)F)CC1,2.37,2.31666
Cc1cc(Cl)ccc1OC1CCN(C[C@H](O)CNC(=O)c2c[nH]nc2C(F)(F)F)CC1,3.02,3.52797
Cc1cc(Cn2[nH]c(=O)c3[nH]c4cc(Cl)ccc4c(=O)c3c2=O)oc1C,1,1.60524
Cc1cc(F)ccc1OC1CCN(CC2CCN([C@H](Cc3ccc(F)cc3)C(=O)O)CC2)CC1,1.81,3.47349
Cc1cc(F)ccc1OC1CCN(CC2CCN([C@](C)(Cc3ccc(F)cc3)C(=O)O)CC2)CC1,2,3.79719
Cc1cc(N(C)S(C)(=O)=O)ccc1-c1cc(C(F)(F)F)ccc1OCC(=O)O,-0.59,-0.197699
Cc1cc(N)c2cc(NC(=O)CC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1,1.35,0.95806
Cc1cc(N)c2cc(NC(=O)CCC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1,1.39,0.475405
Cc1cc(N)c2cc(NC(=O)CCCCC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1,0.53,0.977816
Cc1cc(N)n(-c2ccccc2)n1,1.25,1.6184
Cc1cc(N)nc(CCNC(=O)c2ccc(C#N)cc2)c1,1.62,1.58542
Cc1cc(N2CCC[C@@H]2C(=O)NCCc2ccc3c(c2)OCO3)nc(-n2ccnc2)n1,2.5,2.10702
Cc1cc(NC(=O)Nc2ccc(Cl)cc2)n(-c2ccccc2)n1,4.15,3.37132
Cc1cc(NC(=O)Nc2ccc(Cl)cc2)n(C)n1,2.96,2.35423
Cc1cc(NC(=O)c2ccc(Cl)cc2)n(-c2ccccc2)n1,3.25,3.83707
Cc1cc(NC(=O)c2ccccc2)n[nH]1,1.75,2.0418
Cc1cc(NC(=O)c2nnc(Nc3ccccc3F)o2)ccc1N1CCOCC1,4,3.52444
Cc1cc(NCc2ccccc2)nc2ccccc12,3.69,4.04838
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,-0.56,-0.248572
Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,3.47,3.18051
Cc1cc(Nc2cc(N3CCOCC3)nc(N[C@H](C)c3ncc(F)cn3)n2)n[nH]1,1.91,2.38951
Cc1cc(Nc2ccc(F)cc2)nc(N)n1,2.08,2.64882
Cc1cc(Nc2ccccc2)n(CCC#N)n1,2.3,1.87009
Cc1cc(Nc2ccnc(NCc3cc(C4CC4)no3)n2)n[nH]1,2.5,2.41879
Cc1cc(Nc2cnc(C#N)c(N[C@H](C)c3ccc(F)cn3)n2)n[nH]1,2.51,2.53666
Cc1cc(Nc2cnc(C#N)c(N[C@H](C)c3ncc(F)cn3)n2)n[nH]1,1.96,1.9202
Cc1cc(Nc2nc(NCc3ccccn3)ncc2Br)n[nH]1,2.8,2.1938
Cc1cc(Nc2nc(N[C@H](C)c3ccc(F)cn3)c(C#N)cc2F)n[nH]1,3.11,3.23564
Cc1cc(Nc2nc(N[C@H](C)c3ccc(F)cn3)c(C#N)nc2C)n[nH]1,2.61,2.80197
Cc1cc(Nc2nc(N[C@H](C)c3ccc(F)cn3)cnc2C)n[nH]1,1.73,2.96936
Cc1cc(Nc2nc(N[C@H](C)c3ncc(F)cn3)c(C#N)nc2C)n[nH]1,1.92,2.21139
Cc1cc(Nc2nc(N[C@H](C)c3ncc(F)cn3)nc(N3CCOCC3)c2Cl)n[nH]1,2.61,2.72225
Cc1cc(Nc2nc(N[C@H](C)c3ncc(F)cn3)ncc2Br)n[nH]1,2.39,2.42413
Cc1cc(Nc2nc(N[C@H](C)c3ncc(F)cn3)ncc2C)n[nH]1,1.75,2.36521
Cc1cc(Nc2nc(N[C@H](C)c3ncc(F)cn3)ncc2F)n[nH]1,1.79,2.37744
Cc1cc(Nc2nc(O[C@H](C)c3ccc(F)cn3)c(C#N)nc2C)n[nH]1,2.72,2.75111
Cc1cc(Nc2nc(O[C@H](C)c3ncc(F)cn3)ncc2Cl)n[nH]1,1.82,2.45529
Cc1cc(Nc2ncc(F)c(-c3cnc(C)n3C(C)C)n2)ccc1C(=O)N(C)C,2.86,3.31136
Cc1cc(Nc2ncc(F)c(N[C@@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)ccc1N1CCN(C)CC1,2.9,2.14522
Cc1cc(O)ccc1N1C(=O)c2ccc(O)cc2C1=O,2,1.49683
Cc1cc(O)nc(-n2nc(C)c(Oc3ccccc3O)c2C)n1,1.4,2.12437
Cc1cc(OC2CCN(CC3CCN([C@H](Cc4ccc(F)cc4)C(=O)O)CC3)CC2)ccc1Cl,2.54,3.75822
Cc1cc(OC2CCN(CC3CCN([C@](C)(Cc4ccc(F)cc4)C(=O)O)CC3)CC2)ccc1Cl,2.08,4.10856
Cc1cc(OCCCS(C)(=O)=O)cc(C)c1-c1cccc(COc2ccc3c(c2)OC[C@H]3CC(=O)O)c1,2.3,1.9056
Cc1cc(O[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)cc(C(N)=O)c1,2.08,3.01216
Cc1cc(Oc2cc(S(=O)(=O)N3CCC[C@H](n4cc(C)c(=O)[nH]c4=O)C3)ccc2O)ccc1Cl,2.4,2.08793
