,Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Document ChEMBL ID,Source Description,Document Journal,Document Year
10490,CHEMBL608140,COC(=O)CCc1cncn1Cc1ccccc1,IC50,'=',326.0,nM,CHEMBL1072073,Inhibition of human CYP11B1 expressed in chinese hamster V79 cells,B,BAO_0000219,cell-based format,CHEMBL1156929,Scientific Literature,J Med Chem,2010.0
10491,CHEMBL592614,COC(=O)CCc1cncn1Cc1ccc(Br)cc1,IC50,'=',57.54,nM,CHEMBL1072073,Inhibition of human CYP11B1 expressed in chinese hamster V79 cells,B,BAO_0000219,cell-based format,CHEMBL1156929,Scientific Literature,J Med Chem,2010.0
10492,CHEMBL2021582,CCOC[C@]1(c2ccc(Cl)c(Cl)c2)[C@@H]2CCC[C@@H]21,IC50,'>',5000.0,nM,CHEMBL1068897,Inhibition of human CYP2C19 by fluorescence assay,A,BAO_0000357,single protein format,CHEMBL1157620,Scientific Literature,J Med Chem,2010.0
10493,CHEMBL598391,Brc1cccc(Cn2ccnc2)c1,IC50,'=',363.08,nM,CHEMBL1072072,Inhibition of human CYP11B2 expressed in chinese hamster V79 cells,B,BAO_0000219,cell-based format,CHEMBL1156929,Scientific Literature,J Med Chem,2010.0
10494,CHEMBL681,CCOC(=O)c1cncn1[C@H](C)c1ccccc1,IC50,'=',0.5,nM,CHEMBL1072073,Inhibition of human CYP11B1 expressed in chinese hamster V79 cells,B,BAO_0000219,cell-based format,CHEMBL1156929,Scientific Literature,J Med Chem,2010.0
10495,CHEMBL591229,COC(=O)CCc1cncn1Cc1ccc(C#N)cc1,IC50,'=',3.5,nM,CHEMBL1072072,Inhibition of human CYP11B2 expressed in chinese hamster V79 cells,B,BAO_0000219,cell-based format,CHEMBL1156929,Scientific Literature,J Med Chem,2010.0
10496,CHEMBL1078344,O=S(=O)(Cc1ccc2c(c1)CCNCC2)c1ccc(-c2ccc(Cl)cc2)cc1,IC50,'<',100.0,nM,CHEMBL1109285,Inhibition of human recombinant CYP2D6,A,BAO_0000357,single protein format,CHEMBL1154336,Scientific Literature,Bioorg Med Chem Lett,2009.0
10497,CHEMBL3291423,Cc1cnc2c(C(=O)NCCO)cn(Cc3ncnc(N(C)C)c3C)c2c1,IC50,'>',50000.0,nM,CHEMBL3292127,Inhibition of human CYP2C19,A,BAO_0000357,single protein format,CHEMBL3286390,Scientific Literature,J Med Chem,2014.0
10498,CHEMBL549930,CC(Cn1ccnc1)NC(=O)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,IC50,'=',320.0,nM,CHEMBL1061742,Inhibition of human recombinant CYP3A4 after 45 mins,A,BAO_0000357,single protein format,CHEMBL1153627,Scientific Literature,Bioorg Med Chem Lett,2009.0
10499,CHEMBL557262,O=C(NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)NC(Cn1cncn1)c1ccccc1,IC50,'=',570.0,nM,CHEMBL1061742,Inhibition of human recombinant CYP3A4 after 45 mins,A,BAO_0000357,single protein format,CHEMBL1153627,Scientific Literature,Bioorg Med Chem Lett,2009.0
10500,CHEMBL562285,O=C(NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)NC(Cc1cnccn1)c1ccccc1,IC50,'=',3220.0,nM,CHEMBL1061742,Inhibition of human recombinant CYP3A4 after 45 mins,A,BAO_0000357,single protein format,CHEMBL1153627,Scientific Literature,Bioorg Med Chem Lett,2009.0
10501,CHEMBL561878,O=C(c1ccccc1Oc1ccccc1)N(C1CCC1)[C@H]1CCNC1,IC50,'=',3370.0,nM,CHEMBL1062485,Inhibition of CYP2D6,A,BAO_0000357,single protein format,CHEMBL1153484,Scientific Literature,Bioorg Med Chem Lett,2009.0
10503,CHEMBL2326695,OCC[C@]1(c2ccc(Cl)c(Cl)c2)CCCCNC1,IC50,'=',18000.0,nM,CHEMBL2327308,Inhibition of CYP2D6 (unknown origin),A,BAO_0000357,single protein format,CHEMBL2321662,Scientific Literature,ACS Med Chem Lett,2013.0
10504,CHEMBL2326690,C1=CCC(c2cc3ccccc3o2)CNC1,IC50,'=',7800.0,nM,CHEMBL2327308,Inhibition of CYP2D6 (unknown origin),A,BAO_0000357,single protein format,CHEMBL2321662,Scientific Literature,ACS Med Chem Lett,2013.0
10505,CHEMBL591662,CC(C)(O)C(Cc1cccc(-c2cc(C(C)(C)S(C)(=O)=O)cc3cccnc23)c1)c1ccc(S(C)(=O)=O)cc1,IC50,'=',6400.0,nM,CHEMBL1044682,Inhibition of human CYP2C9,A,BAO_0000357,single protein format,CHEMBL1155332,Scientific Literature,Bioorg Med Chem Lett,2009.0
10506,CHEMBL568446,COP(=O)(OC)C(Cc1cccc(-c2cc(C(C)(C)S(C)(=O)=O)cc3cccnc23)c1)c1ccc(S(C)(=O)=O)cc1,IC50,'=',11400.0,nM,CHEMBL1044682,Inhibition of human CYP2C9,A,BAO_0000357,single protein format,CHEMBL1155332,Scientific Literature,Bioorg Med Chem Lett,2009.0
10507,CHEMBL571060,CC(C)(c1cc(-c2cccc(CC(F)(c3ccc(S(C)(=O)=O)cc3)C(O)(C3CC3)C3CC3)c2)c2ncccc2c1)S(C)(=O)=O,IC50,'=',3800.0,nM,CHEMBL1044682,Inhibition of human CYP2C9,A,BAO_0000357,single protein format,CHEMBL1155332,Scientific Literature,Bioorg Med Chem Lett,2009.0
10508,CHEMBL572324,N#Cc1cc(Cl)cc(Oc2cc(OCc3n[nH]c4nc(N)ccc34)cc(F)c2Cl)c1,IC50,'=',47400.0,nM,CHEMBL1038940,Inhibition of CYP2D6,A,BAO_0000357,single protein format,CHEMBL1156144,Scientific Literature,J Med Chem,2009.0
10509,CHEMBL585498,C[C@@H]1CN(C(=O)c2ccccc2)CCN1C(=O)C(=O)c1c[nH]c2ccncc12,IC50,'=',9300.0,nM,CHEMBL1039963,Inhibition of recombinant CYP3A4 using 7-benzyloxyresorufin as substrate,A,BAO_0000357,single protein format,CHEMBL1156066,Scientific Literature,J Med Chem,2009.0
10510,CHEMBL585487,C[C@@H]1CN(C(=O)c2ccccc2)CCN1C(=O)C(=O)c1c[nH]c2cccnc12,IC50,'>',40000.0,nM,CHEMBL1039963,Inhibition of recombinant CYP3A4 using 7-benzyloxyresorufin as substrate,A,BAO_0000357,single protein format,CHEMBL1156066,Scientific Literature,J Med Chem,2009.0
10511,CHEMBL263664,NC1(Cc2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,IC50,'>',50000.0,nM,CHEMBL932655,Inhibition of CYP1A2,A,BAO_0000357,single protein format,CHEMBL1144694,Scientific Literature,J Med Chem,2008.0
10513,CHEMBL447085,O=C(CCc1ccccc1)N1CCC2(CCc3cc(F)ccc3O2)CC1,IC50,'<',10000.0,nM,CHEMBL1001512,Inhibition of CYP2D6,A,BAO_0000357,single protein format,CHEMBL1137005,Scientific Literature,Bioorg Med Chem Lett,2009.0
10514,CHEMBL409493,Nc1ccccc1NC(=O)c1ccc(C2CCN(Cc3ccc(C(=O)NC4CC4)cc3)CC2)cc1,IC50,'<',10000.0,nM,CHEMBL926902,Inhibition of CYP2C19,A,BAO_0000357,single protein format,CHEMBL1144842,Scientific Literature,Bioorg Med Chem Lett,2008.0
10516,CHEMBL377626,COc1ccc2c(=O)c(Cn3ccnc3)c(-c3ccc(C#N)cc3)oc2c1,IC50,'=',1819.7,nM,CHEMBL870913,Inhibition of CYP19,B,BAO_0000357,single protein format,CHEMBL1138935,Scientific Literature,J Med Chem,2006.0
10517,CHEMBL402805,CN(CC(=O)N1CCCC(c2ccccc2)C1CN1CCOCC1)c1ccc(Cl)c(Cl)c1,IC50,'=',2300.0,nM,CHEMBL921646,Inhibition of CYP2D6,A,BAO_0000357,single protein format,CHEMBL1145579,Scientific Literature,Bioorg Med Chem Lett,2008.0
10519,CHEMBL3287849,O=c1cc([C@H]2CCN[C@@H](Cc3ccccc3)C2)o[nH]1,IC50,'>',20000000.0,nM,CHEMBL3293935,Inhibition of CYP2D6 (unknown origin),A,BAO_0000357,single protein format,CHEMBL3286179,Scientific Literature,ACS Med Chem Lett,2014.0
10520,CHEMBL3287849,O=c1cc([C@H]2CCN[C@@H](Cc3ccccc3)C2)o[nH]1,IC50,'>',20000000.0,nM,CHEMBL3293936,Inhibition of CYP1A2 (unknown origin),A,BAO_0000357,single protein format,CHEMBL3286179,Scientific Literature,ACS Med Chem Lett,2014.0
10521,CHEMBL3287851,CC(C)(C)C[C@H]1C[C@@H](c2cc(=O)[nH]o2)CCN1,IC50,'>',20000000.0,nM,CHEMBL3293938,Inhibition of CYP2C19 (unknown origin),A,BAO_0000357,single protein format,CHEMBL3286179,Scientific Literature,ACS Med Chem Lett,2014.0
10522,CHEMBL485620,CC(C)(O)c1ccc(-c2cccc(-n3cc(C(=O)NC4CC4)c(=O)c4cccnc43)c2)c[n+]1[O-],IC50,'=',59000.0,nM,CHEMBL984537,Inhibition of CYP2C9,A,BAO_0000357,single protein format,CHEMBL1142499,Scientific Literature,Bioorg Med Chem Lett,2008.0
10523,CHEMBL452298,CN(CC(=O)N(C)C(CN1CCOCC1)c1ccc(-c2ccccc2)cc1)c1ccc(Cl)c(Cl)c1,IC50,'=',16000.0,nM,CHEMBL965361,Inhibition of CYP2D6,A,BAO_0000357,single protein format,CHEMBL1157450,Scientific Literature,Bioorg Med Chem Lett,2008.0
10524,CHEMBL453329,COc1cccc(-c2ccc(C(CN3CCOCC3)N(C)C(=O)CN3C(=O)COc4cc(Cl)c(Cl)cc43)cc2)c1,IC50,'=',1000.0,nM,CHEMBL965362,Inhibition of CYP3A4,A,BAO_0000357,single protein format,CHEMBL1157450,Scientific Literature,Bioorg Med Chem Lett,2008.0
10525,CHEMBL453074,CN(C(=O)CN1C(=O)COc2cc(Cl)c(Cl)cc21)C(CN1CCOCC1)c1ccc(-c2ccccc2)cc1,IC50,'=',4600.0,nM,CHEMBL965362,Inhibition of CYP3A4,A,BAO_0000357,single protein format,CHEMBL1157450,Scientific Literature,Bioorg Med Chem Lett,2008.0
10526,CHEMBL495075,O=C(N[C@H]1CCN(Cc2ccc(OC3CCNCC3)c(Br)c2)C1)c1ccc(Cl)c(Cl)c1,IC50,'=',1900.0,nM,CHEMBL1009484,Inhibition of CYP3A4,A,BAO_0000357,single protein format,CHEMBL1155072,Scientific Literature,Bioorg Med Chem Lett,2008.0
10527,CHEMBL252556,COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,IC50,'=',7000.0,nM,CHEMBL1909138,"DRUGMATRIX: CYP450, 3A4 enzyme inhibition (substrate: 7-Benzyloxy-4-(trifluoromethyl)-coumarin)",B,BAO_0000219,cell-based format,CHEMBL1909046,DrugMatrix,,
10528,CHEMBL3125390,NC(=O)c1sc(N2CCOCC2)nc1CC(=O)N1CCc2c(Br)cccc21,IC50,'=',40000.0,nM,CHEMBL3131467,Inhibition of human recombinant CYP3A4,A,BAO_0000357,single protein format,CHEMBL3124816,Scientific Literature,Bioorg Med Chem Lett,2014.0
10529,CHEMBL427844,CC(=O)Nc1cc(C(=O)O)cc(-n2c(C)ccc2-c2cc(Br)ccc2OCc2ccc(F)cc2F)c1,IC50,'>=',18000.0,nM,CHEMBL890037,Inhibition of CYP2D6,A,BAO_0000357,single protein format,CHEMBL1146289,Scientific Literature,Bioorg Med Chem Lett,2007.0
10530,CHEMBL240566,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(C)(CC)O2,IC50,'>',30000.0,nM,CHEMBL898579,Inhibition of CYP3A4,A,BAO_0000357,single protein format,CHEMBL1149625,Scientific Literature,Bioorg Med Chem,2007.0
10531,CHEMBL240391,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(=O)CO)C(=O)C(C)(c1cc(F)cc(F)c1)O2,IC50,'>',30000.0,nM,CHEMBL898580,Inhibition of CYP2D6,A,BAO_0000357,single protein format,CHEMBL1149625,Scientific Literature,Bioorg Med Chem,2007.0
10532,CHEMBL1911537,Cc1c(COc2cc(OCC3CCOCC3)ccn2)[nH]c2ccccc2c1=O,IC50,'>',20000.0,nM,CHEMBL1913313,Inhibition of CYP2D6,A,BAO_0000357,single protein format,CHEMBL1909616,Scientific Literature,Bioorg Med Chem Lett,2011.0
10533,CHEMBL2403768,C[C@@]1(c2cc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)CCOC(N)=N1,IC50,'=',900.0,nM,CHEMBL2404559,Inhibition of CYP2D6 (unknown origin),A,BAO_0000357,single protein format,CHEMBL2401721,Scientific Literature,Bioorg Med Chem Lett,2013.0
10534,CHEMBL2403549,Cc1cc(N2CC[C@@H](N3CCC[C@@H]3C)C2)ccc1NC(=O)c1cc(F)ccc1C,IC50,'>',30000.0,nM,CHEMBL2404997,Inhibition of CYP2C19 (unknown origin),A,BAO_0000357,single protein format,CHEMBL2401654,Scientific Literature,Bioorg Med Chem Lett,2013.0
10535,CHEMBL2409421,O=C(c1cc2cc(O)ccc2[nH]1)N1CC(CCl)c2c1ccc1[nH]ccc21,IC50,'=',20500.0,nM,CHEMBL2411848,Antiproliferative activity against human HEK293 cells expressing CYP2W1 assessed as growth inhibition after 96 hrs by MTT assay,F,BAO_0000219,cell-based format,CHEMBL2406908,Scientific Literature,J Med Chem,2013.0
10536,CHEMBL2409418,O=C(c1cc2cc(F)cc(F)c2[nH]1)N1CC(CCl)c2c1ccc1[nH]ccc21,IC50,'>',1000.0,nM,CHEMBL2411845,Antiproliferative activity against CHO cells expressing CYP1A1 assessed as growth inhibition after 96 hrs by MTT assay,F,BAO_0000219,cell-based format,CHEMBL2406908,Scientific Literature,J Med Chem,2013.0
10537,CHEMBL2380647,O=C(N[C@H]1C2CC3CC1C[C@](O)(C3)C2)N1CCN(c2ccc(N3CCN(S(=O)(=O)C4CC4)CC3)cn2)c2ccccc21,IC50,'>',10000.0,nM,CHEMBL2383273,Inhibition of CYP3A4 (unknown origin),A,BAO_0000357,single protein format,CHEMBL2380292,Scientific Literature,Bioorg Med Chem Lett,2013.0
10542,CHEMBL3895266,COc1ncc(-c2cnc3[nH]cc(C(=O)c4c(F)ccc(NS(=O)(=O)c5ccccc5F)c4F)c3c2)cn1,IC50,'>',10000.0,nM,CHEMBL3880166,Inhibition of CYP2C19 (unknown origin) using CEC as substrate after 30 mins,A,BAO_0000357,single protein format,CHEMBL3879902,Patent Bioactivity Data,,2012.0
10543,CHEMBL1935601,O=S(=O)(c1cccc(F)c1)c1ccc2c3c(oc2c1)C1(CCCOC1)NCC3,IC50,'>',30000.0,nM,CHEMBL1937633,Inhibition of CYP2C19,A,BAO_0000357,single protein format,CHEMBL1933007,Scientific Literature,Bioorg Med Chem Lett,2012.0
10545,CHEMBL3904333,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(NC(C)=O)nc4)cc23)c1F,IC50,'=',5000.0,nM,CHEMBL3880166,Inhibition of CYP2C19 (unknown origin) using CEC as substrate after 30 mins,A,BAO_0000357,single protein format,CHEMBL3879902,Patent Bioactivity Data,,2012.0
10546,CHEMBL3979042,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(OC)nc4OC)cc23)c1F,IC50,'=',5000.0,nM,CHEMBL3880167,Inhibition of CYP2C9 (unknown origin) using MFC as substrate after 45 mins,A,BAO_0000357,single protein format,CHEMBL3879902,Patent Bioactivity Data,,2012.0
10548,CHEMBL3919462,N#Cc1cnc2[nH]cc(C(=O)c3cccc(NS(=O)(=O)c4ccccc4F)c3F)c2c1,IC50,'>',10000.0,nM,CHEMBL3880168,Inhibition of CYP2D6 (unknown origin) using AMMC as substrate after 30 mins,A,BAO_0000357,single protein format,CHEMBL3879902,Patent Bioactivity Data,,2012.0
10549,CHEMBL3964025,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(F)nc4)cc23)c1F,IC50,'>',10000.0,nM,CHEMBL3880168,Inhibition of CYP2D6 (unknown origin) using AMMC as substrate after 30 mins,A,BAO_0000357,single protein format,CHEMBL3879902,Patent Bioactivity Data,,2012.0
10550,CHEMBL3979042,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(OC)nc4OC)cc23)c1F,IC50,'>',10000.0,nM,CHEMBL3880168,Inhibition of CYP2D6 (unknown origin) using AMMC as substrate after 30 mins,A,BAO_0000357,single protein format,CHEMBL3879902,Patent Bioactivity Data,,2012.0
10551,CHEMBL3923610,CCCS(=O)(=O)Nc1cccc(C(=O)c2c[nH]c3ncc(-c4cnc(N(C)C)nc4)cc23)c1F,IC50,'>',10000.0,nM,CHEMBL3880168,Inhibition of CYP2D6 (unknown origin) using AMMC as substrate after 30 mins,A,BAO_0000357,single protein format,CHEMBL3879902,Patent Bioactivity Data,,2012.0
10552,CHEMBL3986998,Cc1cnc2[nH]cc(C(=O)c3c(F)ccc(NS(=O)(=O)c4cc(F)ccc4F)c3F)c2c1,IC50,'>',10000.0,nM,CHEMBL3880169,Inhibition of CYP3A4 (unknown origin) using BFC as substrate after 30 mins,A,BAO_0000357,single protein format,CHEMBL3879902,Patent Bioactivity Data,,2012.0
10553,CHEMBL3981313,O=C(c1c(F)ccc(NS(=O)(=O)c2cccc(F)c2)c1F)c1c[nH]c2nccc(Cl)c12,IC50,'=',5000.0,nM,CHEMBL3880169,Inhibition of CYP3A4 (unknown origin) using BFC as substrate after 30 mins,A,BAO_0000357,single protein format,CHEMBL3879902,Patent Bioactivity Data,,2012.0
10554,CHEMBL3931676,N#Cc1cnc2[nH]cc(C(=O)c3cccc(NS(=O)(=O)c4ccccc4)c3F)c2c1,IC50,'>',10000.0,nM,CHEMBL3880169,Inhibition of CYP3A4 (unknown origin) using BFC as substrate after 30 mins,A,BAO_0000357,single protein format,CHEMBL3879902,Patent Bioactivity Data,,2012.0
10555,CHEMBL3928075,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4cnc(N5CCCC5)nc4)cc23)c1F,IC50,'=',5000.0,nM,CHEMBL3880169,Inhibition of CYP3A4 (unknown origin) using BFC as substrate after 30 mins,A,BAO_0000357,single protein format,CHEMBL3879902,Patent Bioactivity Data,,2012.0
10556,CHEMBL3259907,Cc1nc2ccccc2c(-c2ccc3c4c(ccnc24)CCO3)c1[C@H](OC(C)(C)C)C(=O)O,IC50,'=',23000.0,nM,CHEMBL3297633,Inhibition of CYP3A4 (unknown origin),A,BAO_0000357,single protein format,CHEMBL3286143,Scientific Literature,ACS Med Chem Lett,2014.0
10557,CHEMBL551347,Fc1ccc(Cn2c(N3CCC(n4cccn4)CC3)nc3ccccc32)cc1,IC50,'=',1480.0,nM,CHEMBL1060929,Inhibition of CYP2D6,A,BAO_0000357,single protein format,CHEMBL1154013,Scientific Literature,Bioorg Med Chem Lett,2009.0
10558,CHEMBL3261486,O=C1c2cccc3[nH]c(=O)n(c23)CCN1[C@@H]1CN2CCC1CC2,IC50,'>',50000.0,nM,CHEMBL3268502,Inhibition of CYP1A2 (unknown origin),A,BAO_0000357,single protein format,CHEMBL3259590,Scientific Literature,Bioorg Med Chem Lett,2014.0
10559,CHEMBL3261486,O=C1c2cccc3[nH]c(=O)n(c23)CCN1[C@@H]1CN2CCC1CC2,IC50,'>',50000.0,nM,CHEMBL3268503,Inhibition of CYP2B6 (unknown origin),A,BAO_0000357,single protein format,CHEMBL3259590,Scientific Literature,Bioorg Med Chem Lett,2014.0
10560,CHEMBL3116158,Fc1cc(OC(F)(F)C(F)F)cc([C@@](Cc2ccccc2)(Nc2nc(C(F)(F)F)cs2)c2ccc(Cl)cn2)c1,IC50,'=',40000.0,nM,CHEMBL3119693,Inhibition of CYP3A4 (unknown origin) using 7-benzyloxy-4-trifluoromethylcoumarin as substrate,A,BAO_0000357,single protein format,CHEMBL3112495,Scientific Literature,Bioorg Med Chem Lett,2014.0
10561,CHEMBL563732,O=C(NC1CC1c1ccccc1)N1CCC(n2cncn2)CC1,IC50,'>',10000.0,nM,CHEMBL1051706,Inhibition of CYP2C9,A,BAO_0000357,single protein format,CHEMBL1152451,Scientific Literature,J Med Chem,2009.0
10562,CHEMBL1909050,Cc1ccccc1C(=O)N1CCC(Cc2ccccc2)CC1,IC50,'=',1000.0,nM,CHEMBL1909135,"DRUGMATRIX: CYP450, 2C9 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",B,BAO_0000219,cell-based format,CHEMBL1909046,DrugMatrix,,
10563,CHEMBL3917210,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(OCCN5CCOCC5)nc4)cc23)c1F,IC50,'>',10000.0,nM,CHEMBL3880166,Inhibition of CYP2C19 (unknown origin) using CEC as substrate after 30 mins,A,BAO_0000357,single protein format,CHEMBL3879902,Patent Bioactivity Data,,2012.0
10564,CHEMBL3969082,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(C(=O)NC5CC5)nc4)cc23)c1F,IC50,'<',5000.0,nM,CHEMBL3880167,Inhibition of CYP2C9 (unknown origin) using MFC as substrate after 45 mins,A,BAO_0000357,single protein format,CHEMBL3879902,Patent Bioactivity Data,,2012.0
10565,CHEMBL3904681,Cc1cnc2[nH]cc(C(=O)c3c(F)ccc(NS(=O)(=O)c4c(F)cccc4F)c3F)c2c1,IC50,'>',10000.0,nM,CHEMBL3880168,Inhibition of CYP2D6 (unknown origin) using AMMC as substrate after 30 mins,A,BAO_0000357,single protein format,CHEMBL3879902,Patent Bioactivity Data,,2012.0
10566,CHEMBL3916725,N#Cc1cnc2[nH]cc(C(=O)c3c(F)ccc(NS(=O)(=O)c4ccccc4)c3F)c2c1,IC50,'>',10000.0,nM,CHEMBL3880168,Inhibition of CYP2D6 (unknown origin) using AMMC as substrate after 30 mins,A,BAO_0000357,single protein format,CHEMBL3879902,Patent Bioactivity Data,,2012.0
10567,CHEMBL254080,O=S(=O)(c1ccc(Cl)cc1)N1[C@H](C2CC2)CCC[C@@H]1C1(Cc2nc(CN3CCCC3)no2)CC1,IC50,'=',300.0,nM,CHEMBL928536,Inhibition of CYP3A4 pre-incubated before 30 mins,A,BAO_0000357,single protein format,CHEMBL1140773,Scientific Literature,Bioorg Med Chem Lett,2008.0
10568,CHEMBL198920,CN(C(=O)[C@H]1Cc2ccccc2O1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,IC50,'=',250.0,nM,CHEMBL863231,Inhibitory activity against CYP2D6,A,BAO_0000357,single protein format,CHEMBL1141191,Scientific Literature,Bioorg Med Chem Lett,2005.0
10569,CHEMBL380991,CN(C(=O)[C@@H]1Cc2ccccc2O1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,IC50,'=',760.0,nM,CHEMBL863231,Inhibitory activity against CYP2D6,A,BAO_0000357,single protein format,CHEMBL1141191,Scientific Literature,Bioorg Med Chem Lett,2005.0
10570,CHEMBL198487,COC(=O)Nc1ccc2c(c1)C[C@H](C(=O)N(C)[C@H](CN1CC[C@H](O)C1)c1ccccc1)O2,IC50,'=',4200.0,nM,CHEMBL863231,Inhibitory activity against CYP2D6,A,BAO_0000357,single protein format,CHEMBL1141191,Scientific Literature,Bioorg Med Chem Lett,2005.0
10571,CHEMBL197126,COC(=O)Nc1ccc2c(c1)C[C@@H](C(=O)N(C)[C@H](CN1CC[C@H](O)C1)c1ccccc1)O2,IC50,'=',4800.0,nM,CHEMBL863231,Inhibitory activity against CYP2D6,A,BAO_0000357,single protein format,CHEMBL1141191,Scientific Literature,Bioorg Med Chem Lett,2005.0
10573,CHEMBL1922662,Cc1ccc(COc2ccc3c(c2)c(SC(C)(C)C)c(CC(C)(C)C(=O)O)n3Cc2ccc(-c3ccc(C)cn3)cc2)nc1,IC50,'=',12.0,nM,CHEMBL1924649,Inhibition of human CYP2C9,A,BAO_0000357,single protein format,CHEMBL1921749,Scientific Literature,J Med Chem,2011.0
10581,CHEMBL4100866,O=c1[nH]c(-c2ccc(Oc3ccc(Cl)cc3Cl)cc2)nc2ccccc12,IC50,'=',1100.0,nM,CHEMBL4014746,Inhibition of recombinant human CYP1A1 expressed in yeast cells using 7-ethoxyresorufin/3-cyano-7-ethoxycoumarin as substrate by fluorescence assay,A,BAO_0000219,cell-based format,CHEMBL4014284,Scientific Literature,Eur J Med Chem,2017.0
10582,CHEMBL230042,Cc1cc(C2=NC(C)(C)CN2)cc2[nH]c(-c3c(NCC(O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,IC50,'=',47000.0,nM,CHEMBL887696,Inhibition of CYP2C9 in microsomes,A,BAO_0000019,assay format,CHEMBL1144646,Scientific Literature,Bioorg Med Chem Lett,2007.0
10583,CHEMBL231509,Cc1cc(C(=O)N(C)C)cc2[nH]c(-c3c(NCC(O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,IC50,'=',2800.0,nM,CHEMBL887696,Inhibition of CYP2C9 in microsomes,A,BAO_0000019,assay format,CHEMBL1144646,Scientific Literature,Bioorg Med Chem Lett,2007.0
10585,CHEMBL226386,O=C(NCC1CCCC1)c1cnc(Nc2cccc(Cl)c2)nc1C(F)(F)F,IC50,'=',32000.0,nM,CHEMBL904758,Inhibition of human CYP1A2,A,BAO_0000357,single protein format,CHEMBL1143658,Scientific Literature,J Med Chem,2007.0
10586,CHEMBL225465,O=C(NCC1CCOCC1)c1cnc(Nc2ccc(Cl)cc2F)nc1C(F)(F)F,IC50,'>',100000.0,nM,CHEMBL904759,Inhibition of human CYP2C9,A,BAO_0000357,single protein format,CHEMBL1143658,Scientific Literature,J Med Chem,2007.0
10587,CHEMBL225412,O=C(NCC1CCOCC1)c1cnc(Nc2cc(Cl)cc(Cl)c2)nc1C(F)(F)F,IC50,'=',13000.0,nM,CHEMBL904759,Inhibition of human CYP2C9,A,BAO_0000357,single protein format,CHEMBL1143658,Scientific Literature,J Med Chem,2007.0
10588,CHEMBL227899,O=C(NCC1CCC1)c1cnc(Nc2cccc(Cl)c2)nc1C(F)(F)F,IC50,'=',3000.0,nM,CHEMBL904759,Inhibition of human CYP2C9,A,BAO_0000357,single protein format,CHEMBL1143658,Scientific Literature,J Med Chem,2007.0
10589,CHEMBL389408,O=C(NCC1CCOCC1)c1cnc(Nc2ccc(Cl)c(Cl)c2)nc1C(F)(F)F,IC50,'>',25000.0,nM,CHEMBL904762,Inhibition of human CYP3A4,A,BAO_0000357,single protein format,CHEMBL1143658,Scientific Literature,J Med Chem,2007.0
10590,CHEMBL375955,O=C(NCc1ccncc1)c1cnc(Nc2cccc(Cl)c2)nc1C(F)(F)F,IC50,'<',100.0,nM,CHEMBL904761,Inhibition of human CYP2D6,A,BAO_0000357,single protein format,CHEMBL1143658,Scientific Literature,J Med Chem,2007.0
10592,CHEMBL3104479,FC(F)(F)c1ccc(N(c2cncnc2)C2CCN(c3ccc(C(F)(F)F)cn3)CC2)cc1,IC50,'=',6300.0,nM,CHEMBL3107752,Inhibition of CYP3A4 in human liver microsomes assessed as 6beta-hydroxylation of testosterone,A,BAO_0000019,assay format,CHEMBL3102812,Scientific Literature,J Med Chem,2013.0
10594,CHEMBL1829475,Cc1cc(=O)[nH]nc1-c1ccc(OCCCN2CCC[C@H]2C)cc1,IC50,'>',30000.0,nM,CHEMBL1937487,Inhibition of CYP2D6,A,BAO_0000357,single protein format,CHEMBL1932917,Scientific Literature,Bioorg Med Chem Lett,2012.0
